Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3298234;1;1;1;70;2;3;48;1; ;2;3;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;95;95;45;1;1;4522;09;73;4707,10530480449
3300180;1;4;1;70;2;4;50;3; ;2;40;8; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;62;01;1;1;0121;09;63;911,999312476266
3300194;1;3;1;70;2;20;40;1; ;2;20;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;09;63;1258,18876688432
3300228;1;1;1;70;2;32;45;3; ;2;28;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;59;93;1;2;9309;09;63;1909,89479566458
3302507;1;3;1;70;2;4;48;4; ;2;8;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;45;52;1;1;5211;09;19;1278,02514625747
3302511;1;3;1;70;2;8;48;4; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;71;84;50;1;1;5020;09;19;1588,20739576367
3302517;1;8;1;70;2;2;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;61;61;01;1;1;0140;09;19;906,923676298013
3302564;1;3;1;70;2;12;48;1; ;2;12;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;09;19;1089,77145215858
3302593;1;2;1;70;2;12;40;3; ;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;19;1389,16256813711
3302593;1;3;1;70;2;2;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;130000;2;45;45;52;1;1;5262;09;19;1389,16256813711
3302618;1;1;1;70;2;6;40;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;19;1488,07175770773
3302620;1;3;1;70;2;8;40;3; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;61;01;1;1;0140;09;19;1351,96675706001
3302622;2;2;2;70;2;12;40;3; ;2;13;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;55;1;1;5522;09;19;1550,08788992848
3302676;1;2;1;70;2;30;30;1; ;2;312;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5530;09;76;1332,11801445508
3302707;1;6;1;70;2;1;46;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;09;76;971,529932804661
3302740;1;2;1;70;2;2;30;4; ;2;52;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;62;15;1;1;1592;09;76;1714,77315353347
3302742;1;3;1;70;2;52;84;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;45;1;2;4543;09;76;1849,56355787285
3302790;1;1;1;70;2;1;48;5; ;2;4;5; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;1000000;2;95;95;45;1;1;4521;09;76;4185,67605149768
3302822;1;3;1;70;2;39;72;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;09;76;4401,10023008163
3302824;1;6;1;70;2;21;28;4; ;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5262;09;76;3079,28366314734
3303022;1;4;1;70;2;48;48;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;2;5249;09;50;1210,70729398188
3303033;1;3;1;70;2;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;09;50;775,924151675921
3303077;1;2;1;70;2;144;48;1; ;2;240;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5521;09;50;1172,96258644541
3303079;1;2;1;70;2;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;09;50;1504,32375742922
3303081;1;3;1;70;2;1;48;1; ;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;598500;2;95;87;28;1;1;2891;09;50;875,882550416681
3303088;1;1;1;70;2;24;40;2; ;2;144;2; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;13;13;80;1;2;8041;09;50;467,99740824854
3303088;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;09;50;467,99740824854
3303158;1;2;1;70;2;72;72;3; ;2;72;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;01;1;2;0121;09;50;646,603268665422
3303163;1;2;1;70;2;8;40;1; ;2;60;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;09;50;747,518632312581
3303168;1;3;1;70;2;4;48;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;50;747,518632312581
3303171;1;1;1;70;2;4;44;1; ;2;5;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;62;62;01;1;1;0116;09;50;640,773268567794
3303174;1;1;1;70;2;12;50;4; ;2;12;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;09;50;915,033769536951
3303174;1;2;1;70;2;24;44;3; ;2;26;1; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;38;64;1;2;6421;09;50;915,033769536951
3303211;1;1;1;70;2;3;54;8; ;2;3;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;09;50;784,121570191315
3303220;1;4;1;70;2;4;30;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;09;50;936,80414823958
