DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;AREA;fex_c_2011
2259836;1;1;1;50;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;04;1;15;15;72,3954204556403
2259836;1;2;1;50;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;15;15;72,3954204556403
2259837;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;15;15;113,395225170145
2259837;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;15;15;113,395225170145
2259837;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;15;15;113,395225170145
2259837;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;15;15;113,395225170145
2259838;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;15;15;119,012130987156
2259838;1;2;1;50;1;3; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;15;15;119,012130987156
2259839;1;1;1;50;1; ; ;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,898244102719
2259839;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,898244102719
2259840;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;186,973381169141
2259840;1;2;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;04;1;17;17;186,973381169141
2259841;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;136,525469420035
2259841;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;136,525469420035
2259842;1;1;1;50;1; ; ;1;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ;04;1;17;17;156,550291870998
2259842;1;2;1;50;1;1; ;2;6;DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;04;1;17;17;156,550291870998
2259842;1;3;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;156,550291870998
2259843;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,838638079673
2259843;1;2;1;50;1; ; ;2;6;DESCANSAR POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;159,838638079673
2259843;1;3;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,838638079673
2259843;1;4;1;50;1; ; ;4;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,838638079673
2259844;1;1;1;50;1; ; ;1;6;REZAR;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;190,327051428512
2259844;1;2;1;50;1; ; ;2;6;PASEAR;2;2;2;2;1;12; ; ; ; ; ; ;04;1;17;17;190,327051428512
2259844;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;190,327051428512
2259845;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;164,827394789055
2259845;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;164,827394789055
2259845;1;3;1;50;1; ; ;3;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;04;1;17;17;164,827394789055
2259845;1;4;1;50;1; ; ;4;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;164,827394789055
2259846;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,898244102719
2259846;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;159,898244102719
2259847;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;173,138596562375
2259847;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;173,138596562375
2259847;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;173,138596562375
2259847;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;173,138596562375
2259847;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;173,138596562375
2259848;1;1;1;50;1; ; ;1;6;DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;106,637563644138
2259848;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;106,637563644138
2259848;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;106,637563644138
2259848;1;4;1;50;1; ; ;3;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;04;1;17;17;106,637563644138
2259849;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;158,611849777075
2259849;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;17;17;158,611849777075
2259850;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;17;17;172,326535734707
2259850;1;4;1;50;1; ; ;4;4; ;2;2;2;2;1;7; ;2; ;2; ; ;04;1;17;17;172,326535734707
2259851;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;67,8014414755759
2259851;1;2;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;67,8014414755759
2259852;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;18;18;67,8014414755759
2259852;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;18;18;67,8014414755759
2259853;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;18;18;60,2436791696128
2259853;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;60,2436791696128
2259853;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;60,2436791696128
2259853;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;60,2436791696128
2259854;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;18;18;58,8187272171779
2259854;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;1;18;18;58,8187272171779
2259855;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;44,796441473463
2259855;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;18;18;44,796441473463
2259856;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;90,796424419267
2259856;1;2;1;50;1; ; ;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;90,796424419267
2259856;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;90,796424419267
2259857;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;106,473046770482
2259857;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;106,473046770482
2259858;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;102,364281681861
2259858;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;102,364281681861
2259858;1;3;1;50;1; ; ;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;102,364281681861
2259859;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;19;19;69,0959442498888
2259859;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;69,0959442498888
2259859;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;69,0959442498888
2259860;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;101,948270136192
2259860;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;101,948270136192
2259860;1;3;1;50;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;101,948270136192
2259860;1;4;1;50;1;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;19;19;101,948270136192
2259861;1;1;1;50;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;19;19;80,8786470918789
2259862;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;113,366042272636
2259862;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;113,366042272636
2259862;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;113,366042272636
2259863;1;1;1;50;1; ; ;1;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ;04;1;19;19;113,366042272636
2259863;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;113,366042272636
2259863;1;3;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;113,366042272636
2259864;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;19;19;95,8267408330048
2259864;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;04;1;19;19;95,8267408330048
2259864;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;95,8267408330048
2259864;1;4;1;50;1; ; ;3;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;04;1;19;19;95,8267408330048
2259866;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;145,355375310879
2259866;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;145,355375310879
2259866;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;145,355375310879
2259866;1;4;1;50;1; ; ;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;145,355375310879
2259866;1;6;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;145,355375310879
2259867;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;23;23;134,773983489154
2259868;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;123,093460257256
2259868;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;123,093460257256
2259869;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;134,272200600284
2259869;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;04;1;23;23;134,272200600284
2259870;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;134,169865840893
2259870;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;134,169865840893
2259871;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;197,82680543567
2259871;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;04;1;23;23;197,82680543567
2259872;1;1;1;50;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;23;23;139,575785343299
2259872;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;23;23;139,575785343299
2259872;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;139,575785343299
2259872;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;23;23;139,575785343299
2259873;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;41;41;100,661915499334
2259874;1;1;1;50;1; ; ;1;6;VACACIONES LABORALES;2;1; ; ; ; ; ; ; ; ; ; ;04;1;41;41;104,567626295055
2259875;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;04;1;47;47;174,81845367712
2259876;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;92,3196022476837
2259876;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;92,3196022476837
2259876;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;92,3196022476837
2259876;1;4;1;50;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;04;1;47;47;92,3196022476837
2259876;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;92,3196022476837
2259878;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;171,315239156991
2259878;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;04;1;47;47;171,315239156991
2259878;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;171,315239156991
2259879;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;100,005401941219
2259879;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;100,005401941219
2259879;1;3;1;50;1; ; ;3;2; ;2;2;1; ; ; ; ; ; ; ; ; ;04;1;47;47;100,005401941219
2259879;1;4;1;50;1; ; ;4;2; ;2;2;1; ; ; ; ; ; ; ; ; ;04;1;47;47;100,005401941219
2259879;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;100,005401941219
2259880;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;121,712418880397
2259880;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;121,712418880397
2259880;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;04;1;47;47;121,712418880397
2259881;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;126,344420603611
2259881;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;126,344420603611
2259881;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;126,344420603611
2259881;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;126,344420603611
2259882;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;141,482345781356
2259882;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;141,482345781356
2259882;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;141,482345781356
2259882;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;141,482345781356
2259882;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;141,482345781356
2259883;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;96,9516039708987
2259883;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;96,9516039708987
2259883;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;96,9516039708987
2259883;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;96,9516039708987
2259883;1;5;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;96,9516039708987
2259883;1;6;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;96,9516039708987
2259884;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;143,967348300919
2259884;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;143,967348300919
2259884;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;143,967348300919
2259884;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;143,967348300919
2259885;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;154,943513017463
2259886;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;161,703414474468
2259886;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;161,703414474468
2259886;1;3;1;50;1; ; ;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;1;47;47;161,703414474468
2259886;2;1;2;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;161,703414474468
2259886;2;2;2;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;161,703414474468
2259887;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;189,163224683383
2259887;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;189,163224683383
2259888;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;150,786578026873
2259888;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;150,786578026873
2259888;1;3;1;50;1; ; ;3;6;NADA;2;1; ; ; ; ; ; ; ; ; ; ;04;1;47;47;150,786578026873
2259888;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;150,786578026873
2259889;1;1;1;50;1; ; ;1;6;DESCANSANDO;2;1; ; ; ; ; ; ; ; ; ; ;04;1;47;47;119,420520500045
2259889;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;119,420520500045
2259890;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;129,908694306264
2259890;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;129,908694306264
2259890;1;3;1;50;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;47;47;129,908694306264
2259891;1;1;1;50;1; ; ;2;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;178,400133646996
2259891;1;2;1;50;1; ; ;2;6;DESCANSA;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;178,400133646996
2259891;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;47;47;178,400133646996
