DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;DPTO;fex_c_2011
1990232;1;6;1;10;2;1;1;10;2002;7;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;25;814,040790391936
1990236;1;1;1;10;2;1;1;2;1984;25;1;2;1; ; ;1;1;19900;2;1;1;2;4;7; ;2;7;25;1167,09052510076
1990236;1;2;1;10;2;2;1;1;1985;24;2;2;1; ; ;1;5; ;2;1;2; ;4;7; ;2;7;25;1167,09052510076
1990236;1;3;1;10;2;2;1;1;2006;3;3; ;1; ; ;1;5; ;2;1;2; ;1;0; ;2;0;25;1167,09052510076
1990236;1;4;1;10;2;2;1;10;2009;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;25;1167,09052510076
1990238;1;1;1;10;2;1;1;9;1977;32;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;25;2336,69041509206
1990238;1;2;1;10;2;2;1;7;1979;30;2;2;1; ; ;1;3;64000;2;1;2; ;3;5; ;2;5;25;2336,69041509206
1990238;1;3;1;10;2;1;1;3;1998;11;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;2;5;25;2336,69041509206
1990238;1;4;1;10;2;1;1;6;2008;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;25;2336,69041509206
1990239;1;1;1;10;2;1;1;2;1983;26;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;25;3299,07975815664
1990239;1;2;1;10;2;2;1;1;1986;23;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;25;3299,07975815664
1990239;1;3;1;10;2;1;1;11;2001;8;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;25;3299,07975815664
1990239;1;4;1;10;2;1;1;9;2003;6;3; ;1; ; ;3; ; ;2;1;1;1;2;0; ;2;0;25;3299,07975815664
1990240;1;1;1;10;1;1;1;6;1970;39;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;25;4192,64229784453
1990240;1;2;1;10;2;2;1;6;1974;35;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;25;4192,64229784453
1990240;1;3;1;10;3;2;1;6;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;25;4192,64229784453
1990240;1;4;1;10;4;1;1;1;1997;12;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;25;4192,64229784453
1990240;1;5;1;10;5;2;1;1;1999;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;25;4192,64229784453
1990241;1;1;1;10;2;1;1;10;1970;39;1;3;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;25;2454,35844550375
1990241;1;2;1;10;2;2;1;3;1977;32;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;25;2454,35844550375
1990241;1;3;1;10;3;1;1;4;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;25;2454,35844550375
1990242;1;1;1;10;1;2;1;12;1932;76;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;25;2129,95985292666
1990243;1;1;1;10;1;2;1;9;1980;29;1;4;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;25;2139,23854534954
1990243;1;2;1;10;1;1;1;5;2006;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;25;2139,23854534954
1990243;1;3;1;10;1;1;1;11;2008;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;25;2139,23854534954
1990244;1;1;1;10;1;1;1;2;1942;67;1;3;1; ; ;1;3;58000;2;1;2; ;3;5; ;2;5;25;1990,55190902317
1990244;1;2;1;10;2;2;1;4;1948;61;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;25;1990,55190902317
1990246;1;1;1;10;2;1;1;12;1964;44;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;25;3747,93212675306
1990246;1;2;1;10;2;2;1;6;1972;37;2;2;1; ; ;3; ; ;1;1;2; ;3;4; ;2;4;25;3747,93212675306
1990246;1;3;1;10;2;2;1;9;1991;18;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;25;3747,93212675306
1990246;1;4;1;10;4;2;1;6;1993;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;25;3747,93212675306
1990247;1;1;1;10;1;2;1;9;1937;72;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;25;1515,10011228514
1990247;1;2;1;10;1;2;1;9;1957;52;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;25;1515,10011228514
1990247;1;3;1;10;1;1;1;8;1957;52;8;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;25;1515,10011228514
1990248;1;1;1;10;1;1;1;4;1950;59;1;3;1; ; ;1;3;62000;2;1;2; ;3;4; ;2;4;25;2235,16666226944
1990248;1;2;1;10;2;2;1;10;1957;52;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ;2;8;25;2235,16666226944
1990249;1;1;1;10;1;1;1;8;1944;65;1;3;2;1;2; ; ; ;1;1;2; ;5;11;2;2;11;25;1625,62557726253
1990249;1;2;1;10;2;2;1;11;1942;67;2;3;2;1;2; ; ; ;1;1;2; ;3;5; ;2;5;25;1625,62557726253
1990249;1;3;1;10;2;1;1;7;1975;34;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;25;1625,62557726253
1990250;1;1;1;10;1;1;1;4;1932;77;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;25;2525,86594890616
1990250;1;2;1;10;2;1;1;6;1969;40;3;6;1; ; ;1;1;30000;2;1;2; ;6;4;3;2;15;25;2525,86594890616
1990251;1;1;1;10;1;1;1;1;1950;59;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;25;2117,49863185775
1990251;1;2;1;10;2;2;1;11;1976;33;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;25;2117,49863185775
1990251;1;3;1;10;2;1;1;5;2003;6;3; ;1; ; ;3; ; ;2;1;1;1;2;0; ;2;0;25;2117,49863185775
1990252;1;1;1;10;2;1;1;12;1980;28;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;25;3416,74778856834
1990252;1;2;1;10;2;2;1;6;1990;19;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;25;3416,74778856834
1990252;1;3;1;10;2;1;1;6;2008;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;25;3416,74778856834
1990253;1;1;1;10;1;1;1;10;1934;75;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;25;2890,7922806668
1990254;1;1;1;10;1;1;1;1;1923;86;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;25;2679,87683336091
1990254;1;2;1;10;2;2;1;8;1957;52;2;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;25;2679,87683336091
1990254;1;3;1;10;2;1;1;12;1992;16;4;6;1; ; ;3; ; ;2;1;1;2;4;8; ;2;8;25;2679,87683336091
1990255;1;1;1;10;1;1;1;8;1961;48;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;25;2781,40058618353
1990255;1;2;1;10;2;2;1;6;1984;25;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;25;2781,40058618353
1990255;1;3;1;10;2;1;1;2;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;25;2781,40058618353
1990255;1;4;1;10;2;1;1;2;1999;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;25;2781,40058618353
1990255;1;5;1;10;2;1;1;5;2001;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;25;2781,40058618353
1990257;1;1;1;10;1;2;1;9;1927;82;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;25;1765,03352116601
1990257;1;2;1;10;1;1;1;1;1955;54;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;25;1765,03352116601
1990551;1;1;1;10;1;2;1;7;1938;71;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1138,78704933722
1990551;1;2;1;10;2;2;1;7;1969;40;3;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1138,78704933722
1990551;1;3;1;10;2;1;1;8;2000;9;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;15;1138,78704933722
1990552;1;1;1;10;1;1;1;8;1969;40;1;4;1; ; ;1;1;28000;2;1;1;1;5;10;1;2;10;15;2337,54162309058
1990552;1;2;1;10;2;1;1;10;1991;18;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;15;2337,54162309058
1990557;1;1;1;10;1;2;1;3;1937;72;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;15;2749,78983356218
1990557;1;2;1;10;2;1;1;6;1980;29;3;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2749,78983356218
1990557;1;3;1;10;3;2;1;8;1981;28;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2749,78983356218
1990557;1;4;1;10;3;2;1;11;2001;8;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;15;2749,78983356218
1990557;1;5;1;10;3;2;1;5;2003;6;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;15;2749,78983356218
1990557;1;6;1;10;3;2;1;6;2007;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;15;2749,78983356218
1990558;1;1;1;10;1;2;1;4;1967;42;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;2119,04478569403
1990558;1;2;1;10;2;1;1;8;1989;20;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2119,04478569403
1990559;1;1;1;10;1;1;1;1;1934;75;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1138,78704933722
1990559;1;2;1;10;2;2;1;8;1942;67;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1138,78704933722
1990559;1;3;1;10;3;1;1;7;1970;39;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1138,78704933722
1990559;1;4;1;10;4;1;1;11;1974;35;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1138,78704933722
1990559;1;5;1;10;5;1;1;10;1976;33;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;15;1138,78704933722
1990560;1;1;1;10;1;1;1;5;1986;23;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;3396,33223354332
1990560;1;2;1;10;2;2;1;7;1984;25;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;3396,33223354332
1990560;1;3;1;10;1;2;1;1;2007;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;15;3396,33223354332
1990560;1;4;1;10;1;2;1;1;2007;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;15;3396,33223354332
1990563;1;1;1;10;1;2;1;7;1956;53;1;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;1138,78704933722
1990563;1;2;1;10;1;2;1;6;1919;90;5;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;15;1138,78704933722
1990565;1;1;1;10;1;1;1;5;1952;57;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1680,00703548473
1990565;1;2;1;10;2;2;1;3;1969;40;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1680,00703548473
1990566;1;1;1;10;1;1;1;1;1926;83;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1774,01711448342
1990566;1;2;1;10;2;2;1;4;1931;78;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;1774,01711448342
1990566;1;3;1;10;2;2;1;10;1971;38;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;1774,01711448342
1990566;1;4;1;10;4;2;1;10;1992;17;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;15;1774,01711448342
1990566;1;5;1;10;5;1;1;10;1968;41;3;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1774,01711448342
1990566;1;6;1;10;6;2;1;7;1978;31;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1774,01711448342
1990566;1;7;1;10;6;1;1;2;1999;10;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;15;1774,01711448342
1990566;1;8;1;10;6;2;1;4;2002;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;15;1774,01711448342
1990566;1;9;1;10;6;1;1;12;2003;5;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;15;1774,01711448342
1990567;1;1;1;10;1;2;1;1;1938;71;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1600,93097245088
1990568;1;1;1;10;1;1;1;12;1948;60;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;2172,79160951432
1990576;1;1;1;10;1;1;1;11;1976;33;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2111,14610963754
1990576;1;2;1;10;2;2;1;5;1973;36;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;15;2111,14610963754
1990576;1;3;1;10;2;2;1;1;2004;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;15;2111,14610963754
1990576;1;4;1;10;2;2;1;8;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;2111,14610963754
1990576;1;5;1;10;5;2;1;1;1948;61;9;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;2111,14610963754
1990579;1;1;1;10;1;1;1;12;1965;43;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2090,57008238717
1990579;1;2;1;10;2;2;1;5;1969;40;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2090,57008238717
1990579;1;3;1;10;3;1;1;6;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;15;2090,57008238717
1990579;1;4;1;10;3;1;1;3;1996;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;15;2090,57008238717
1990579;1;5;1;10;2;1;1;5;2004;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;2090,57008238717
1990580;1;1;1;10;1;1;1;3;1967;42;1;2;1; ; ;1;1;20000;2;1;2; ;3;5; ;2;5;15;4443,20704888782
1990580;1;2;1;10;2;2;1;4;1972;37;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;4443,20704888782
1990580;1;3;1;10;3;2;1;1;1990;19;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;15;4443,20704888782
1990580;1;4;1;10;4;1;1;9;1991;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;15;4443,20704888782
1990580;1;5;1;10;5;2;1;2;1993;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;15;4443,20704888782
1990580;1;6;1;10;6;2;1;4;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;15;4443,20704888782
1990580;1;7;1;10;2;2;1;9;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;4443,20704888782
1990581;1;1;1;10;1;2;1;12;1929;79;1;6;1; ; ;1;2;58000;2;1;2; ;3;1; ;2;1;15;3227,09871605876
1990581;1;2;1;10;2;2;1;8;1990;19;4;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;15;3227,09871605876
1990581;1;3;1;10;3;1;1;10;1986;23;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;3227,09871605876
1990581;1;4;1;10;2;2;1;10;2007;2;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;15;3227,09871605876
1990591;1;1;1;10;1;2;1;11;1941;68;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;1326,64323581784
1990591;1;2;1;10;2;1;1;12;1979;29;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1326,64323581784
1990592;1;1;1;10;1;1;1;5;1966;43;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;3470,92479266887
1990592;1;2;1;10;2;2;1;4;1971;38;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;3470,92479266887
1990592;1;3;1;10;3;2;1;2;1992;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;15;3470,92479266887
1990592;1;4;1;10;4;1;1;8;1996;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;15;3470,92479266887
1990592;1;5;1;10;5;1;1;9;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;15;3470,92479266887
1990592;1;6;1;10;2;2;1;2;2004;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;15;3470,92479266887
1990593;1;1;1;10;1;1;1;8;1947;62;1;3;2;2; ; ; ; ;1;1;2; ;3;2; ;2;2;15;1496,14848329076
1990593;1;2;1;10;2;2;1;4;1949;60;2;3;2;2; ; ; ; ;1;1;2; ;3;5; ;2;5;15;1496,14848329076
1990596;1;1;1;10;1;1;1;7;1939;70;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;15;2172,79160951432
1990597;1;1;1;10;1;2;1;11;1940;68;1;5;1; ; ;1;2;25000;2;2;2; ;1;0; ;2;0;15;1326,64323581784
1990597;1;2;1;10;2;1;1;4;1966;43;3;6;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;15;1326,64323581784
1990598;1;1;1;10;1;1;1;7;1972;37;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1405,71929885169
1990598;1;2;1;10;2;2;1;5;1980;29;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;15;1405,71929885169
1990598;1;3;1;10;3;1;1;1;1933;76;5;5;1; ; ;1;2;25000;2;1;2; ;3;1; ;2;1;15;1405,71929885169
1990599;1;1;1;10;1;1;1;6;1956;53;1;4;2;1;12; ; ; ;2;1;2; ;3;5; ;2;5;15;1728,99862540836
1990599;1;2;1;10;2;1;1;6;1962;47;5;6;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;15;1728,99862540836
1990600;1;1;1;10;1;1;1;10;1947;62;1;3;1; ; ;1;2;25000;2;1;2; ;3;5; ;2;5;15;2395,230275251
1990600;1;2;1;10;2;2;1;11;1950;59;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;15;2395,230275251
1990600;1;3;1;10;3;2;1;4;1988;21;3;6;1; ; ;3; ; ;2;1;2; ;5;12;2;2;12;15;2395,230275251
1990600;1;4;1;10;3;1;1;1;2007;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;15;2395,230275251
1990600;1;5;1;10;5;1;1;1;1993;16;5;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;15;2395,230275251
1990601;1;1;1;10;1;2;1;3;1924;85;1;5;1; ; ;1;2;28000;2;1;2; ;3;1; ;2;1;15;1419,02729188097
1990601;1;2;1;10;2;2;1;8;1949;60;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1419,02729188097
1990601;1;3;1;10;3;1;1;12;1990;18;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;15;1419,02729188097
1990601;1;4;1;10;4;2;1;3;1962;47;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1419,02729188097
1990601;1;5;1;10;5;2;1;11;1998;11;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;15;1419,02729188097
1990602;1;1;1;10;1;2;1;12;1919;89;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;1600,93097245088
1990607;1;1;1;10;1;2;1;5;1935;74;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;2429,92567915371
1990607;1;2;1;10;2;2;1;11;1967;42;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;2429,92567915371
1990607;1;3;1;10;3;1;1;1;1987;22;4;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;15;2429,92567915371
1990607;1;4;1;10;4;1;1;7;1991;18;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;15;2429,92567915371
1990607;1;5;1;10;5;2;1;5;1994;15;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;15;2429,92567915371
1990608;1;1;1;10;1;1;1;3;1959;50;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;4555,14819734889
1990608;1;2;1;10;2;2;1;2;1963;46;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;4555,14819734889
1990608;1;3;1;10;3;2;1;7;1992;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;15;4555,14819734889
1990608;1;4;1;10;4;2;1;7;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;15;4555,14819734889
1990608;1;5;1;10;5;2;1;3;1996;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;15;4555,14819734889
1990608;1;6;1;10;6;1;1;1;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;15;4555,14819734889
1990608;1;7;1;10;7;2;1;1;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;15;4555,14819734889
1990608;1;8;1;10;2;2;1;8;2001;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;15;4555,14819734889
1990610;1;1;1;10;1;1;1;10;1942;67;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;1138,78704933722
1990610;1;2;1;10;2;2;1;6;1947;62;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;1138,78704933722
1990610;1;3;1;10;3;2;1;3;1975;34;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;15;1138,78704933722
1990610;1;4;1;10;3;1;1;10;2001;8;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;15;1138,78704933722
1990610;1;5;1;10;5;2;1;6;1976;33;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;15;1138,78704933722
1990610;1;6;1;10;6;2;1;8;1977;32;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;15;1138,78704933722
1990610;1;7;1;10;6;1;1;4;2005;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;1138,78704933722
1990611;1;1;1;10;1;1;1;11;1941;68;1;3;1; ; ;1;2;25000;2;1;2; ;3;3; ;2;3;15;1138,78704933722
1990611;1;2;1;10;2;2;1;12;1943;65;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;15;1138,78704933722
1990611;1;3;1;10;3;2;1;5;1967;42;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1138,78704933722
1990611;1;4;1;10;4;1;1;9;1994;15;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;15;1138,78704933722
1990611;1;5;1;10;5;2;1;5;1983;26;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;15;1138,78704933722
1990611;1;6;1;10;5;1;1;8;2003;6;4; ;1; ; ;1;5; ;2;1;1;1;3;0; ;2;0;15;1138,78704933722
1990612;1;1;1;10;1;1;1;10;1967;42;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1728,99862540836
1990612;1;2;1;10;2;1;1;3;1970;39;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;1728,99862540836
1990613;1;1;1;10;1;1;1;9;1969;40;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;15;1065,87498090456
1990613;1;2;1;10;2;2;1;10;1973;36;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;1065,87498090456
1990613;1;3;1;10;2;1;1;12;2003;5;3; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;15;1065,87498090456
1990614;1;1;1;10;1;2;1;9;1927;82;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;1450,47833950057
1990614;1;2;1;10;2;1;1;4;1994;15;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;15;1450,47833950057
1990615;1;1;1;10;1;2;1;12;1931;77;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;1504,47588050355
1990615;1;2;1;10;2;2;2; ; ;38;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;1504,47588050355
1990615;1;3;1;10;3;1;1;6;1994;15;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;15;1504,47588050355
1990615;1;4;1;10;4;2;1;5;1996;13;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;15;1504,47588050355
1990615;1;5;1;10;2;1;1;5;2000;9;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;15;1504,47588050355
1990616;1;1;1;10;1;1;1;12;1968;40;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;15;994,357671880711
1990616;1;2;1;10;2;2;1;12;1949;59;5;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;994,357671880711
1990617;1;1;1;10;1;1;1;5;1977;32;1;3;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;15;2579,1730013257
1990617;1;2;1;10;2;2;1;5;1975;34;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;15;2579,1730013257
1990617;1;3;1;10;3;2;1;11;1997;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;15;2579,1730013257
1990617;1;4;1;10;2;2;1;12;2000;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;15;2579,1730013257
1990617;1;5;1;10;2;2;1;10;2006;3;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;15;2579,1730013257
1990618;1;1;1;10;1;2;1;12;1946;62;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;15;853,553998976067
1990618;1;2;1;10;2;2;1;9;1918;91;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;853,553998976067
1990618;1;3;1;10;3;2;1;10;1923;86;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;15;853,553998976067
1990618;1;4;1;10;4;1;1;2;1937;72;9;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;15;853,553998976067
1990619;1;1;1;10;1;1;1;3;1947;62;1;3;1; ; ;1;2;40000;2;1;2; ;3;5; ;2;5;15;1121,40678252185
1990619;1;2;1;10;2;2;1;6;1948;61;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;2;7;15;1121,40678252185
1990620;1;1;1;10;1;1;1;4;1970;39;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;15;2284,7349788034
1990620;1;2;1;10;2;2;1;9;1974;35;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;15;2284,7349788034
1990620;1;3;1;10;3;2;1;11;1996;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;15;2284,7349788034
1990620;1;4;1;10;4;1;1;4;1999;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;15;2284,7349788034
