DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;AREA;fex_c_2011
1938935;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;15;15;103,824331068126
1938935;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;103,824331068126
1938935;1;3;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;15;15;103,824331068126
1938937;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;90,2393520435684
1938938;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;114,63896121503
1938939;1;4;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;15;15;102,495155858831
1938939;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;102,495155858831
1938940;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;83,3944699976537
1938940;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;83,3944699976537
1938941;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;17;17;176,375348580978
1938941;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;176,375348580978
1938945;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;197,915291421575
1938945;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;17;17;197,915291421575
1938945;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;197,915291421575
1938945;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;197,915291421575
1938947;1;4;1;80;1;2; ; ; ;2; ;2; ;1;2; ;2; ;1;17;17;176,473564653647
1938948;1;2;1;80;1;1;1;7; ;1;2;2; ; ; ; ;9;2;1;17;17;146,131901198666
1938951;1;1;1;80;1;1;3;4; ;3; ;2; ; ; ; ;11;2;1;17;17;149,152833220461
1938951;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;17;17;149,152833220461
1938952;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;9;2;1;17;17;185,93363757244
1938952;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;185,93363757244
1938952;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;185,93363757244
1938956;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;166,817059589515
1938960;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;17;17;167,146963055017
1938960;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;167,146963055017
1938960;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;167,146963055017
1938962;1;1;1;80;1;1;3;6; ;2; ;2; ; ; ; ;8;2;1;17;17;203,894065092684
1938962;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ; ;9;2;1;17;17;203,894065092684
1938962;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;203,894065092684
1938963;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;17;17;179,494496675442
1938965;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;17;17;128,124441027085
1938965;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;17;17;128,124441027085
1938965;1;3;1;80;1;1;1;3; ;2; ;2; ; ; ; ;1;2;1;17;17;128,124441027085
1938965;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;128,124441027085
1938966;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;17;17;134,60775494587
1938966;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;134,60775494587
1938967;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;17;17;185,93363757244
1938967;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;185,93363757244
1938967;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;185,93363757244
1938968;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;185,975648922979
1938971;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;17;17;166,817059589515
1938975;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;76,3899735727389
1938985;1;2;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;17;17;157,356986670722
1938987;1;2;1;80;1;1;3;1; ;2; ;2; ; ; ; ;9;2;1;17;17;197,868258770238
1938988;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;136,679857140445
1938988;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;136,679857140445
1938989;1;2;1;80;1;1;3;4; ;2; ;2; ; ; ; ;8;2;1;17;17;50,0240916631709
1938990;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;17;17;186,03185364511
1938990;1;4;1;80;1;1;2;2; ;2; ;2; ; ; ; ;1;2;1;17;17;186,03185364511
1938990;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;17;17;186,03185364511
1938996;1;1;1;80;1;1;4;9;INDEMNIZACION PORQUE LLEVABA MUCHO TIEMPO TRABAJANDO;2; ;2; ; ; ;INDEMNISACION;12;2;1;17;17;163,79612756772
1938996;1;2;1;80;1;2; ; ; ;3; ;2; ;1;1; ;2; ;1;17;17;163,79612756772
1938998;1;1;1;80;1;1;3;8; ;2; ;2; ; ; ; ;1;2;1;18;18;59,049776730046
1938998;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;18;18;59,049776730046
1938998;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;59,049776730046
1939001;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;51,8130546810074
1939002;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;18;18;78,885798274393
1939002;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;78,885798274393
1939002;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;78,885798274393
1939004;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;18;18;45,9195851285601
1939004;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;45,9195851285601
1939005;1;1;1;80;1;1;3;3; ;2; ;2; ; ;3; ;9;1;1;18;18;77,7480839500373
1939005;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;2;2;1;18;18;77,7480839500373
1939005;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;77,7480839500373
1939005;1;4;1;80;1;1;1;2; ;2; ;2; ; ; ; ;11;2;1;18;18;77,7480839500373
1939006;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;18;18;52,6332163254592
1939008;1;1;1;80;1;1;4;9;SECUESTRO;2; ;2; ; ; ; ;8;2;1;18;18;73,7155258742088
1939008;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;73,7155258742088
1939010;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;42,217485293917
1939015;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;18;18;65,0156573536706
1939016;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;18;18;63,1074975409483
1939016;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;18;18;63,1074975409483
1939019;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;18;56,6635621391144
