DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
1938747;1;3;3;1;1;1;1;5;4;1; ; ;12000000;60000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;608,045621640513
1938748;1;3;2;1;1;1;1;1;1;1; ; ;7000000;120000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;797,406694391531
1938751;1;4;2;1;1;1;1;1;4;1; ; ;25000000;200000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;894,571772178132
1938752;1;3;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1137,37663334083
1938754;1;2;1;1;1;1;1;1;3;1; ; ;80000000;600000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;968,230780270579
1938755;1;3;1;1;1;1;1;1;3;1; ; ;150000000;700000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;785,028021300013
1938756;1;2;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1051,93416616841
1938757;1;5;4;1;1;1;1;1;1;1; ; ;100000000;900000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;4;2;1;01;05;05;1;475,420757853963
1938758;1;2;1;1;1;1;1;1;4;3; ; ; ; ;600000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;05;1;903,284331311376
1938760;1;2;2;1;1;1;1;5;4;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;3;1;01;05;05;1;909,901306672662
1938761;1;3;1;1;1;1;1;1;4;3; ; ; ; ;280000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;909,901306672662
1938762;1;5;3;1;1;1;1;1;3;1; ; ;120000000;800000; ;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;870,470488472427
1938764;1;2;1;1;1;1;1;1;1;3; ; ; ; ;530000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;2;1;1;1;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;05;1;1051,93416616841
1938765;1;4;2;1;1;1;1;1;3;1; ; ;150000000;850000; ;1;1;1;1;1;2;1;2;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;849,974470259215
1938766;1;6;2;1;1;1;1;1;3;1; ; ;120000000;700000; ;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;4;3;1;01;05;05;1;714,3288956852
1938767;1;3;1;1;1;1;1;6; ;3; ; ; ; ;500000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;2;1;1;1;4;3;1;01;05;05;1;903,284331311376
1938769;1;5;4;1;1;1;1;1;4;4; ; ; ;500000; ;1;1;1;2;2;1;2;2;2;1;1;2;2;2;1;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;3;1;01;05;05;1;658,141506856438
1938770;1;3;2;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;852,844803404446
1938772;1;5;2;1;1;1;1;1;1;1; ; ;250000000;800000; ;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;4;2;1;01;05;05;1;714,3288956852
1938773;1;5;3;1;1;1;1;1;4;4; ; ; ;500000; ;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;827,816405294031
1938774;1;3;2;1;1;1;1;1;4;3; ; ; ; ;550000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;3;1;01;05;05;1;569,678523662908
1938775;1;3;2;1;1;1;1;1;1;3; ; ; ; ;700000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;05;1;849,974470259215
1938776;1;3;1;1;1;1;1;1;3;1; ; ;110000000;900000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1069,32343073107
1938778;1;5;4;1;1;1;1;1;4;1; ; ;250000000;900000; ;1;1;1;1;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;4;7;1;01;05;05;1;907,243338198968
1938779;1;4;3;1;1;1;1;1;3;1; ; ;26000000;200000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;886,120671760501
1938780;1;2;1;1;1;1;1;6; ;3; ; ; ; ;185000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1051,93416616841
1938781;1;4;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1086,71269529372
1938782;1;3;2;1;1;1;1;1;4;1; ; ;16000000;200000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1032,44808785871
1938783;1;6;3;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;819,806550425317
1938784;1;2;2;1;1;1;1;2;3;3; ; ; ; ;180000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;886,120671760501
1938785;1;7;5;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1214,35718460206
1938786;1;2;2;1;1;1;1;1;4;3; ; ; ; ;130000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1008,11038364768
1938787;1;4;2;1;1;1;1;1;1;4; ; ; ;350000; ;1;2;1;1;1;1;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1032,44808785871
1938788;1;5;1;1;1;1;1;1;1;1; ; ;45000000;500000; ;1;1;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;968,230780270579
1938789;1;4;3;1;1;1;1;1;3;1; ; ;42000000;350000; ;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1296,56978625795
1938790;1;5;2;1;1;1;1;1;4;1; ; ;120000000;450000; ;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;901,187517564327
1938791;1;3;1;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1069,32343073107
1938792;1;2;1;1;1;1;1;1;1;3; ; ; ; ;420000;1;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;5;2;1;01;05;05;1;1069,32343073107
1938793;1;4;3;1;1;1;1;1;3;2; ;1538000;95000000;700000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;1;2;1;1;1;1;1;1;1;2;1;5;1;1;1;1;1;5;2;1;01;05;05;1;995,572744986359
1938794;1;3;1;1;1;1;1;1;1;3; ; ; ; ;340000;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;5;2;1;01;05;05;1;990,721119085027
1938795;1;2;1;1;1;1;1;1;3;3; ; ; ; ;170000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;914,057850487833
1938796;1;3;2;1;1;1;1;1;1;4; ; ; ;180000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1008,11038364768
1938797;1;3;3;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;782,797280193447
1938798;1;5;4;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1076,2552639097
1938799;1;5;4;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;989,681544866635
1938800;1;7;1;1;1;1;1;1;4;4; ; ; ;700000; ;1;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;832,585205696563
1938801;1;3;1;1;1;1;1;1;4;1; ; ;35000000;280000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;832,585205696563
1938802;1;2;1;2;1;1;1;1;4;1; ; ;10000000;120000; ;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1008,11038364768
1938803;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;870,234067967098
1938804;1;5;1;1;1;1;1;1;3;1; ; ;200000000;1600000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1073,15932575269
1938805;1;5;4;1;1;1;1;1;3;1; ; ;80000000;600000; ;1;2;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;975,162613449213
1938806;1;2;1;1;1;1;1;1;1;3; ; ; ; ;400000;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1032,44808785871
1938807;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;870,234067967098
1938808;1;5;1;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;832,585205696563
1938811;1;5;1;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1051,93416616841
1938812;1;4;2;1;1;1;1;1;4;1; ; ;120000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1086,71269529372
1938813;1;3;2;1;1;1;1;1;1;3; ; ; ; ;180000;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1192,906420006
1938814;1;3;2;1;1;1;1;1;4;3; ; ; ; ;210000;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1055,03010432542
1938815;1;5;2;1;1;1;1;1;3;3; ; ; ; ;1000000;1;1;1;2;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;933,677856157051
1938816;1;3;2;1;1;1;1;1;4;3; ; ; ; ;550000;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;830,354464589998
1938817;1;4;1;1;1;1;1;1;4;1; ; ;100000000;550000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;2;1;1;1;3;2;1;01;05;05;1;968,230780270579
1938818;1;5;3;1;1;1;1;1;3;3; ; ; ; ;580000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1036,3756605326
1938819;1;4;2;1;1;1;1;1;1;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;830,354464589998
1938820;1;5;2;1;1;1;1;1;1;2; ;230000;80000000;550000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;830,354464589998
1938821;1;6;1;1;1;1;1;1;3;3; ; ; ; ;1100000;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1051,93416616841
1938822;1;3;2;1;1;1;1;1;4;3; ; ; ; ;550000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;675,088884346764
1938823;1;4;3;1;1;1;1;1;1;1; ; ;45000000;490000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;870,234067967098
1938824;1;5;3;1;1;1;1;1;4;2; ;700000;100000000;700000; ;1;1;1;2;2;1;2;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1090,54859031535
1938825;1;3;2;1;1;1;1;1;1;3; ; ; ; ;360000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;694,708890015982
1938827;1;3;2;1;1;1;1;3;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;13;13;1;314,57027758704
1938828;1;2;1;1;1;1;1;3;3;1; ; ;40000;300000; ;1;2;1;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;1;3;1;01;13;13;1;308,339558897919
1938829;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;2;1;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;1;3;1;01;13;13;1;312,452933993295
1938831;1;2;1;2;1;1;2;1;3;1; ; ;99;200000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;5;2;1;1;2;1;2;1;3; ;01;13;13;1;529,969199368925
1938832;1;3;2;2;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;1;1;1;3;1;01;13;13;1;373,405719168367
1938834;1;3;2;2;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;2;1;1;1;3;1;01;13;13;1;370,462942292223
1938835;1;2;1;2;1;1;2;1;4;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;5;1;1;2;2;1;1;1;3;2;01;13;13;1;430,683510555002
1938836;1;3;2;2;1;1;2;5;6;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;2;1;3; ;01;13;13;1;427,413165142436
1938837;1;2;2;2;1;1;1;1;3;1; ; ;2000000;200000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;1;5;2;1;1;2;1;1;1;3;1;01;13;13;1;376,616581141894
1938838;1;3;2;2;1;1;1;1;3;1; ; ;2500000;200000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;13;13;1;310,707391188637
1938941;1;3;2;1;1;1;1;1;3;1; ; ;95000000;600000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;176,375348580978
1938942;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;175,372475702875
1938945;1;6;4;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;2;1;2;2;2;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;197,915291421575
1938946;1;4;2;1;1;1;1;1;3;1; ; ;110000000;700000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;166,817059589515
1938947;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;176,473564653647
1938948;1;4;2;1;1;1;1;1;4;4; ; ; ;500000; ;2;2;1;2;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;3;1;2;1;1;1;4;2;1;01;17;17;1;146,131901198666
1938949;1;5;2;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;148,801570557363
1938951;1;6;1;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;149,152833220461
1938952;1;6;3;1;1;1;1;1;3;1; ; ;40000000;400000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;185,93363757244
1938954;1;1;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;181,811616599873
1938956;1;4;1;1;1;1;1;1;3;1; ; ;75000000;700000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;17;1;166,817059589515
