DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;DPTO;ORDEN;fex_c_2011
1950681;1;3;3;2;1;4;1;1;5;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;1;1;1;01;2;63;1;721,625484922433
1950682;1;2;2;3;2;1;1;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;7;3;1;2;2;1;1;1;2;1;01;2;63;1;664,8699400283
1950683;1;3;1;3;1;4;2;1;5;1; ; ;8000000;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;3;1;2;2;2;2;1; ; ;01;2;63;1;581,750300090083
1950774;1;5;1;2;1;1;2;1;4;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;4;2;1;2;2;1;2;2;2; ;01;2;63;1;581,750300090083
1950777;1;5;1;2;1;4;6;1;5;1; ; ;8000000;50000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;4;3;1;2;2;2;2;2; ; ;01;2;63;1;475,568941723996
1950778;1;3;2;3;1;4;6;1;4;1; ; ;10000000;80000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;63;1;633,742828249621
1950779;1;1;1;2;1;3;6;1;5;1; ; ;7000000;50000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;63;1;490,787465787791
1950780;1;5;5;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;2;1;2;2;2;1;5; ;1;01;2;63;1;721,08070310367
1950782;1;4;2;3;1;4;6;1;5;1; ; ;12000000;80000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;63;1;832,1490388966
1950783;1;3;2;3;1;4;6;1;5;1; ; ;8000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;2;2;2;2;2; ; ;01;2;63;1;513,384280860703
1950784;1;3;2;2;1;4;1;1;5;4; ; ; ;70000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;63;1;308,280342316009
1950785;1;3;2;3;2;4;6;1;4;1; ; ;7000000;50000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;5;2;1;2;2;2;2;2; ; ;01;2;63;1;565,797630146757
1950785;2;3;2;3;2;4;6;1;4;4; ; ; ;40000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;63;1;565,797630146757
1950786;1;3;1;2;1;4;6;1;4;1; ; ;2000000;80000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;5;2;1;2;2;2;2;2; ; ;01;2;63;1;664,8699400283
1950787;1;7;5;2;1;1;6;1;5;4; ; ; ;150000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;4;1;2;2;1;2;2;2; ;01;2;63;1;444,13633009588
1950788;1;2;1;3;1;4;2;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;63;1;581,750300090083
1950789;1;5;3;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;63;1;327,637312911427
1950790;1;3;1;2;1;1;2;1;4;1; ; ;40000000;1000000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;4;1;2;2;1;2;1;2; ;01;2;63;1;647,770287569516
1950791;1;1;1;3;1;1;2;1;4;1; ; ;60000000;150000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;3;1;2;2;1;2;1;2; ;01;2;63;1;543,934960953377
1950792;1;2;2;3;1;1;2;1;5;4; ; ; ;120000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;1;2;1;2; ;01;2;63;1;545,404942024435
1950796;1;4;1;3;1;4;2;1;5;1; ; ;120000000;300000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;63;1;475,568941723996
1950797;1;4;2;2;1;4;2;1;5;1; ; ;20000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;4;3;1;2;2;2;2;1; ; ;01;2;63;1;570,139825754836
1950800;1;4;2;3;1;4;1;1;5;3; ; ; ; ;100000;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;63;1;437,208820768526
1950801;1;4;2;3;1;4;2;1;5;1; ; ;1000000;150000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;63;1;603,192148156947
1950802;1;3;1;3;1;4;2;1;5;1; ; ;15000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;63;1;581,750300090083
1950803;1;5;4;3;1;3;2;1;5;1; ; ;16000000;120000; ;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;63;1;599,699419705478
1950804;1;5;4;2;1;4;6;1;5;1; ; ;20000000;200000; ;2;2;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;63;1;564,345147781861
1950805;1;4;1;3;1;4;2;1;5;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;4;3;1;2;2;2;2;1; ; ;01;2;63;1;475,568941723996
