DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011
1943100;1;5;1;10;1;2;1;9;2003;6;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;66;0;66;322,816791829187
1943100;1;6;1;10;6;2;1;3;1993;16;9;1;1; ; ;3; ; ;2;1;1;1;4;8; ;66;8;66;322,816791829187
1943100;1;7;1;10;7;2;1;3;1967;42;5;6;1; ; ;3; ; ;2;1;2; ;4;8; ;66;8;66;322,816791829187
1943100;1;8;1;10;7;1;1;8;1994;15;9;6;1; ; ;3; ; ;2;1;2; ;4;8; ;66;8;66;322,816791829187
1943102;1;1;1;10;1;2;1;2;1951;58;1;6;2;2; ; ; ; ;2;1;2; ;3;5; ;66;5;66;266,892549179572
1943103;1;1;1;10;1;1;1;10;1933;76;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;232,418351261794
1943103;1;2;1;10;2;2;1;4;1947;62;2;3;1; ; ;3; ; ;2;1;2; ;1;0; ;66;0;66;232,418351261794
1943103;1;3;1;10;3;2;1;10;1965;44;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;66;6;66;232,418351261794
1943103;1;4;1;10;3;2;1;8;1994;15;4;6;1; ; ;3; ; ;2;1;2; ;3;4; ;66;4;66;232,418351261794
1943103;1;5;1;10;5;2;1;8;1994;15;4;6;1; ; ;3; ; ;2;1;2; ;4;6; ;66;6;66;232,418351261794
1943104;1;1;1;10;1;2;1;6;1984;25;1;6;1; ; ;1;1;19300;2;1;2; ;5;11;2;66;11;66;194,213439173413
1943104;1;2;1;10;1;2;1;7;2003;6;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;66;0;66;194,213439173413
1943104;1;3;1;10;1;1;1;4;2006;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;66;0;66;194,213439173413
1943104;1;4;1;10;1;2;1;9;2007;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;194,213439173413
1943105;1;1;1;10;1;1;1;4;1975;34;1;3;1; ; ;1;1;19300;2;1;2; ;4;7; ;66;7;66;302,603393608006
1943105;1;2;1;10;2;2;1;7;1977;32;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;66;302,603393608006
1943105;1;3;1;10;1;1;1;11;1996;13;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;66;6;66;302,603393608006
1943106;1;1;1;10;1;1;1;6;1980;29;1;3;1; ; ;2;1;60000;2;1;2; ;5;11;2;66;11;66;427,05010745982
1943106;1;2;1;10;2;2;1;12;1984;24;2;3;1; ; ;2;5; ;2;1;2; ;5;10;1;66;10;66;427,05010745982
1943106;1;3;1;10;1;1;1;8;2007;2;3; ;1; ; ;2;5; ;2; ; ; ; ; ; ;66; ;66;427,05010745982
1943106;1;4;1;10;4;1;1;11;1960;48;5;3;2;1;120; ; ; ;2;1;2; ;5;11;2;66;11;66;427,05010745982
1943106;1;5;1;10;5;1;1;1;1987;22;5;2;2;1;2; ; ; ;2;1;2; ;5;11;2;66;11;66;427,05010745982
1943106;1;6;1;10;6;2;1;10;1991;18;9;2;1; ; ;3; ; ;2;1;2; ;4;9; ;66;9;66;427,05010745982
1943107;1;1;1;10;1;1;1;1;1971;38;1;3;1; ; ;1;5; ;2;1;2; ;4;9; ;66;9;66;274,041146611949
1943107;1;2;1;10;2;2;1;5;1979;30;2;3;1; ; ;1;1;28000;2;1;2; ;6;5;4;66;16;66;274,041146611949
1943108;1;1;1;10;1;1;1;1;1987;22;1;3;1; ; ;1;1;19300;2;1;2; ;6;2;3;66;13;66;282,530547128757
1943108;1;2;1;10;2;2;1;3;1985;24;2;3;1; ; ;1;1;19300;2;1;2; ;5;11;2;66;11;66;282,530547128757
1943108;1;3;1;10;3;2;1;12;1955;53;5;4;1; ; ;1;5; ;2;1;2; ;4;7; ;66;7;66;282,530547128757
1943108;1;4;1;10;4;2;1;12;1989;19;5;6;1; ; ;1;1;19300;2;1;1;1;6;0;2;66;11;66;282,530547128757
1943108;1;5;1;10;1;1;1;8;1993;16;5;6;1; ; ;3; ; ;2;1;1;1;6;0;2;66;11;66;282,530547128757
1943109;1;1;1;10;1;2;1;8;1940;69;1;4;1; ; ;1;2;62100;2;1;2; ;3;5; ;66;5;66;266,892549179572
1943110;1;1;1;10;1;1;1;4;1969;40;1;3;1; ; ;1;3;62000;2;1;2; ;6;5;4;66;16;66;288,311923464506
1943110;1;2;1;10;2;2;1;1;1967;42;2;3;1; ; ;1;3;68750;2;1;2; ;6;8;5;66;19;66;288,311923464506
1943110;1;3;1;10;2;1;1;5;2001;8;3; ;1; ; ;1;5; ;2;1;1;2;3;3; ;66;3;66;288,311923464506
1943110;1;4;1;10;2;2;1;10;2002;7;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;66;0;66;288,311923464506
1943110;1;5;1;10;2;1;1;8;2007;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;288,311923464506
1943111;1;1;1;10;1;1;1;1;1935;74;1;3;1; ; ;1;2;62000;2;1;2; ;3;1; ;66;1;66;279,400107210839
1943111;1;2;1;10;2;2;1;3;1941;68;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ;66;2;66;279,400107210839
1943113;1;1;1;10;1;2;1;11;1981;28;1;6;2;1;12; ; ; ;1;1;2; ;5;11;2;66;11;66;198,739242143052
1943113;1;2;1;10;1;2;1;10;2001;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;66;2;66;198,739242143052
1943114;1;1;1;10;1;2;1;3;1968;41;1;4;1; ; ;1;3;62100;2;1;2; ;5;11;2;66;11;66;237,035158951845
1943114;1;2;1;10;1;2;1;11;1993;16;3;6;1; ; ;1;5; ;2;1;1;2;4;9; ;66;9;66;237,035158951845
1943114;1;3;1;10;1;1;1;7;2007;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;237,035158951845
1943114;1;4;1;10;4;2;1;12;1930;78;5;5;1; ; ;1;3;6200;2;1;2; ;1;0; ;66;0;66;237,035158951845
1943115;1;1;1;10;1;1;1;7;1935;74;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;236,241397067032
1943115;1;2;1;10;2;2;1;9;1956;53;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;236,241397067032
1943115;1;3;1;10;3;2;1;8;1990;19;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;66;12;66;236,241397067032
1943116;1;1;1;10;1;1;1;3;1956;53;1;3;1; ; ;1;3;62200;2;1;2; ;4;7; ;66;7;66;383,145162281125
1943116;1;2;1;10;2;2;1;5;1958;51;2;3;1; ; ;1;5; ;2;1;2; ;6;3;2;66;14;66;383,145162281125
1943116;1;3;1;10;3;1;1;3;1984;25;3;6;1; ; ;1;1;19300;2;1;2; ;6;5;4;66;16;66;383,145162281125
1943116;1;4;1;10;4;1;1;3;1989;20;3;6;1; ; ;1;5; ;2;1;1;1;6;3;2;66;14;66;383,145162281125
1943116;1;5;1;10;5;1;1;1;1992;17;3;6;1; ; ;1;5; ;2;1;1;2;6;0;2;66;11;66;383,145162281125
1943117;1;1;1;10;1;1;1;9;1958;51;1;3;1; ; ;1;3;62000;2;1;2; ;3;5; ;66;5;66;304,275607708884
1943117;1;2;1;10;2;2;1;4;1964;45;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;66;5;66;304,275607708884
1943117;1;3;1;10;3;1;1;6;1988;21;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;66;9;66;304,275607708884
1943117;1;4;1;10;2;2;1;4;1995;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;66;7;66;304,275607708884
1943119;1;1;1;10;1;2;1;1;1954;55;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;307,962354206896
1943119;1;2;1;10;2;1;1;2;1939;70;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;66;307,962354206896
1943119;1;3;1;10;3;1;1;3;1988;21;3;6;2;1;12; ; ; ;2;2;2; ;1;0; ;66;0;66;307,962354206896
1943120;1;1;1;10;1;1;1;8;1937;72;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;229,073923060039
1943120;1;2;1;10;2;2;1;3;1947;62;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;229,073923060039
1943120;1;3;1;10;3;2;1;11;1976;32;3;6;1; ; ;3; ; ;2;1;2; ;6;6;4;66;17;66;229,073923060039
1943121;1;1;1;10;1;2;1;9;1943;66;1;3;1; ; ;3; ; ;1;1;2; ;4;6; ;66;6;66;307,962354206896
1943121;1;2;1;10;2;1;1;4;1937;72;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;307,962354206896
1943121;1;3;1;10;3;1;1;6;1985;24;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;66;8;66;307,962354206896
1943122;1;1;1;10;1;2;1;9;1960;49;1;4;1; ; ;1;3;62000;2;1;2; ;3;3; ;66;3;66;223,733839035765
1943122;1;2;1;10;1;2;1;6;1992;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;66;10;66;223,733839035765
1943123;1;1;1;10;1;2;1;1;1974;35;1;6;1; ; ;1;1;19300;2;1;1;1;5;10;1;66;10;66;292,487438843081
1943123;1;2;1;10;1;1;1;2;1995;14;2;6;1; ; ;1;5; ;2;1;1;1;4;7; ;66;7;66;292,487438843081
1943123;1;3;1;10;1;1;1;3;1998;11;3;6;1; ; ;1;5; ;2;1;1;1;3;3; ;66;3;66;292,487438843081
1943123;1;4;1;10;4;1;1;10;1985;24;5;6;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;292,487438843081
1943123;1;5;1;10;5;2;1;3;1954;55;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;292,487438843081
1943124;1;1;1;10;1;1;1;4;1972;37;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;227,396381028279
1943124;1;2;1;10;2;2;1;12;1972;36;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;227,396381028279
1943124;1;3;1;10;2;2;1;2;1998;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;66;4;66;227,396381028279
1943124;1;4;1;10;2;2;1;9;2006;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;227,396381028279
1943125;1;1;1;10;1;1;1;3;1935;74;1;3;1; ; ;1;5; ;2;1;2; ;3;4; ;66;4;66;279,400107210839
1943125;1;2;1;10;2;2;1;1;1938;71;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;66;5;66;279,400107210839
1943126;1;1;1;10;1;2;1;11;1925;83;1;5;1; ; ;1;2;62000;2;1;2; ;4;9; ;66;9;66;318,872070856634
1943126;1;2;1;10;2;1;1;7;1955;54;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;318,872070856634
1943127;1;1;1;10;1;2;1;10;1937;72;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;66;6;66;279,400107210839
1943127;1;2;1;10;2;1;1;10;1941;68;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;279,400107210839
1943129;1;1;1;10;1;2;1;4;1958;51;1;3;1; ; ;1;5; ;2;1;2; ;6;3;3;66;14;66;222,061624934887
1943130;1;1;1;10;1;1;1;10;1949;60;1;3;1; ; ;1;2;88000;2;1;2; ;6;5;4;66;16;66;264,898535952259
1943130;1;2;1;10;2;2;1;2;1955;54;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;66;6;66;264,898535952259
1943130;1;3;1;10;3;1;1;12;1980;28;3;6;2;2; ; ; ; ;2;1;2; ;4;6; ;66;6;66;264,898535952259
1943130;1;4;1;10;4;2;1;1;1985;24;3;6;2;1;120; ; ; ;2;1;2; ;4;6; ;66;6;66;264,898535952259
1943130;1;5;1;10;2;2;1;4;2000;9;3; ;1; ; ;1;5; ;2;1;1;2;3;3; ;66;3;66;264,898535952259
1943131;1;1;1;10;1;1;1;1;1986;23;1;6;1; ; ;3; ; ;2;1;2; ;4;9; ;66;9;66;235,866904970471
1943131;1;2;1;10;2;1;1;2;1964;45;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;235,866904970471
1943131;1;3;1;10;3;2;1;8;1967;42;5;2;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;235,866904970471
1943131;1;4;1;10;4;2;1;11;1994;14;5;6;1; ; ;3; ; ;2;1;1;1;4;8; ;66;8;66;235,866904970471
1943131;1;5;1;10;5;1;1;11;1997;12;5;6;1; ; ;3; ; ;2;1;1;1;4;6; ;66;6;66;235,866904970471
1943131;1;6;1;10;6;2;1;11;1998;11;5;6;1; ; ;3; ; ;2;1;1;1;3;4; ;66;4;66;235,866904970471
1943131;1;7;1;10;7;2;1;4;1983;26;5;5;1; ; ;3; ; ;2;1;2; ;3;4; ;66;4;66;235,866904970471
1943131;1;8;1;10;7;2;1;3;2005;4;5; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;235,866904970471
1943132;1;1;1;10;1;2;1;7;1956;53;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;222,061624934887
1943133;1;1;1;10;1;2;1;7;1958;51;1;3;2;1;4; ; ; ;1;1;2; ;4;7; ;66;7;66;298,780347802768
1943133;1;2;1;10;2;1;1;11;1980;28;3;6;1; ; ;1;1;32000;2;1;2; ;6;5;4;66;16;66;298,780347802768
1943133;1;3;1;10;3;2;1;4;1990;19;3;6;2;1;4; ; ; ;1;1;2; ;6;2;3;66;13;66;298,780347802768
1943133;1;4;1;10;4;1;1;10;1993;16;3;6;2;1;4; ; ; ;2;1;1;1;4;9; ;66;9;66;298,780347802768
1943133;1;5;1;10;5;2;1;1;1920;89;5;5;1; ; ;1;5; ;2;2;2; ;1;0; ;66;0;66;298,780347802768
1943134;1;1;1;10;1;2;1;11;1946;62;1;6;1; ; ;1;2;62250;2;1;2; ;3;2; ;66;2;66;331,379628887901
1943134;1;2;1;10;2;1;1;4;1944;65;5;6;1; ; ;1;2;125500;2;1;2; ;3;2; ;66;2;66;331,379628887901
1943134;1;3;1;10;3;1;1;2;1982;27;5;6;1; ; ;1;1;45000;2;1;2; ;6;3;3;66;14;66;331,379628887901
1943135;1;1;1;10;1;1;1;5;1956;53;1;3;1; ; ;1;1;46000;2;1;2; ;5;11;2;66;11;66;289,870369101598
1943135;1;2;1;10;2;2;1;10;1963;46;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;66;289,870369101598
1943135;1;3;1;10;3;1;1;12;1991;17;3;6;1; ; ;1;5; ;2;1;1;1;6;0;2;66;11;66;289,870369101598
1943135;1;4;1;10;4;1;1;6;1998;11;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;66;4;66;289,870369101598
1943135;1;5;1;10;5;2;1;3;1975;34;9;3;1; ; ;1;1;19900;2;1;2; ;6;5;4;66;16;66;289,870369101598
1943135;1;6;1;10;5;1;1;8;2003;6;9; ;1; ; ;1;5; ;2;1;1;2;3;0; ;66;0;66;289,870369101598
1943137;1;1;1;10;1;1;1;10;1957;52;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;275,713360712827
1943137;1;2;1;10;2;2;1;3;1963;46;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;275,713360712827
1943137;1;3;1;10;3;2;1;3;1994;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;66;6;66;275,713360712827
1943138;1;1;1;10;1;2;1;5;1961;48;1;3;1; ; ;1;5; ;2;1;2; ;4;8; ;66;8;66;280,953224917049
1943138;1;2;1;10;2;1;1;8;1961;48;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;66;280,953224917049
1943138;1;3;1;10;3;1;1;5;1990;19;3;6;1; ; ;1;1;19900;2;1;2; ;6;3;3;66;14;66;280,953224917049
1943138;1;4;1;10;4;2;1;6;1988;21;3;4;1; ; ;1;1;19900;2;1;2; ;5;11;2;66;11;66;280,953224917049
1943138;1;5;1;10;4;2;1;1;2007;2;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;280,953224917049
1943139;1;1;1;10;1;2;1;3;1965;44;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;66;266,215134531192
1943139;1;2;1;10;2;1;1;12;1962;46;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;66;4;66;266,215134531192
1943139;1;3;1;10;3;1;1;1;1989;20;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;66;8;66;266,215134531192
1943139;1;4;1;10;4;2;1;9;1992;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;66;10;66;266,215134531192
1943139;1;5;1;10;5;2;1;11;1993;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;66;8;66;266,215134531192
1943139;1;6;1;10;6;2;1;8;1995;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;66;6;66;266,215134531192
1943139;1;7;1;10;7;2;1;12;1999;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;66;2;66;266,215134531192
1943139;1;8;1;10;1;2;1;2;2005;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;266,215134531192
1943139;1;9;1;10;1;2;1;1;2008;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;66; ;66;266,215134531192
1943139;1;10;1;10;10;1;1;8;1986;23;3;4;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;66;266,215134531192
1943140;1;1;1;10;1;1;1;12;1929;79;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;288,220918744094
1943140;1;2;1;10;2;1;1;4;1976;33;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;288,220918744094
1943140;1;3;1;10;3;2;1;10;1965;44;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;66;288,220918744094
1943140;1;4;1;10;4;2;1;6;1993;16;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;66;10;66;288,220918744094
1943144;1;1;1;10;1;2;1;2;1954;55;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;273,880642799226
1943144;1;2;1;10;2;1;1;1;1978;31;3;2;1; ; ;1;1;19900;2;1;2; ;3;5; ;66;5;66;273,880642799226
1943144;1;3;1;10;3;2;1;9;1983;26;9;2;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;66;273,880642799226
1943144;1;4;1;10;4;1;1;12;1970;38;3;4;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;273,880642799226
1943144;1;5;1;10;1;2;1;3;2004;5;4; ;1; ; ;3; ; ;2;1;1;1;2;1; ;66;0;66;273,880642799226
1943144;1;6;1;10;1;2;1;9;2008;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;66; ;66;273,880642799226
1943145;1;1;1;10;1;2;1;6;1942;67;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;66;5;66;182,429157476369
1943145;1;2;1;10;2;2;1;11;1984;25;3;4;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;66;182,429157476369
1943145;1;3;1;10;3;2;1;5;2002;7;4; ;1; ; ;1;5; ;2;1;1;1;3;1; ;66;1;66;182,429157476369
1943145;1;4;1;10;2;2;1;7;2008;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;182,429157476369
1943145;1;5;1;10;5;1;1;3;1944;65;5;4;1; ; ;3; ; ;2;1;2; ;4;9; ;66;9;66;182,429157476369
1943146;1;1;1;10;1;1;1;7;1934;75;1;3;2;2; ; ; ; ;2;1;2; ;3;1; ;66;1;66;279,400107210839
1943146;1;2;1;10;2;2;1;9;1946;63;2;3;2;1;60; ; ; ;2;1;2; ;3;1; ;66;1;66;279,400107210839
1943147;1;1;1;10;1;2;1;10;1941;68;1;5;1; ; ;1;2;62250;2;1;2; ;5;10;1;66;10;66;243,814592218543
1943147;1;2;1;10;2;2;1;3;1970;39;3;2;1; ; ;3; ; ;2;1;2; ;4;8; ;66;8;66;243,814592218543
1943147;1;3;1;10;3;1;1;3;1956;53;9;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;243,814592218543
1943147;1;4;1;10;4;1;1;5;1988;21;4;2;1; ; ;1;3;62250;2;1;2; ;5;11;2;66;11;66;243,814592218543
1943147;1;5;1;10;5;2;1;5;1983;26;9;2;1; ; ;1;1;19900;2;1;2; ;5;11;2;66;11;66;243,814592218543
1943147;1;6;1;10;6;2;1;2;1980;29;3;2;1; ; ;1;1;19900;2;1;2; ;5;11;2;66;11;66;243,814592218543
1943147;1;7;1;10;6;1;1;7;2008;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;243,814592218543
1943147;1;8;1;10;8;1;1;7;1992;17;4;6;1; ; ;1;5; ;2;1;1;1;5;10;1;66;10;66;243,814592218543
1943148;1;1;1;10;1;1;1;12;1985;23;1;6;1; ; ;2;1;41600;2;1;2; ;6;3;3;66;14;66;300,950056081744
1943149;1;1;1;10;1;1;1;7;1957;52;1;3;1; ; ;1;3;62125;2;2;2; ;1;0; ;66;0;66;340,196553252398
1943149;1;2;1;10;2;2;1;8;1964;45;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;340,196553252398
1943149;1;3;1;10;2;1;1;4;1996;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;66;6;66;340,196553252398
1943149;1;4;1;10;2;1;1;2;2005;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;340,196553252398
1943149;1;5;1;10;2;1;1;9;2008;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;66;340,196553252398
1943150;1;1;1;10;1;1;1;12;1978;30;1;4;2;1;18; ; ; ;2;1;2; ;5;11;2;66;11;66;376,346852439812
1943150;1;2;1;10;2;1;1;3;1980;29;9;4;1; ; ;1;3;62125;2;1;2; ;4;9; ;66;9;66;376,346852439812
1943151;1;1;1;10;1;1;1;12;1963;45;1;2;1; ; ;1;3;62125;2;1;2; ;3;5; ;66;5;66;323,053310956464
1943151;1;2;1;10;2;2;1;12;1960;48;2;2;1; ; ;1;5; ;2;1;2; ;4;6; ;66;6;66;323,053310956464
1943151;1;3;1;10;2;1;1;10;1996;13;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;66;6;66;323,053310956464
1943151;1;4;1;10;4;1;1;4;1983;26;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;66;323,053310956464
1943151;1;5;1;10;5;2;1;2;1983;26;5;2;1; ; ;1;5; ;2;1;2; ;4;9; ;66;9;66;323,053310956464
1943151;1;6;1;10;5;1;1;3;2002;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;66;1;66;323,053310956464
1943152;1;1;1;10;1;2;1;7;1934;75;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;297,221902165677
1943152;1;2;1;10;2;1;1;11;1962;46;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;297,221902165677
1943152;1;3;1;10;3;2;1;9;1985;24;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;66;297,221902165677
1943152;1;4;1;10;1;2;1;9;2004;5;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;297,221902165677
1943153;1;1;1;10;1;2;1;7;1965;44;1;3;2;1;9; ; ; ;2;1;2; ;5;11;2;66;11;66;252,296086031822
1943153;1;2;1;10;2;1;1;10;1988;21;3;6;1; ; ;1;1;23000;2;1;1;1;6;0;2;66;11;66;252,296086031822
1943153;1;3;1;10;1;2;1;11;1992;16;3;6;2;1;9; ; ; ;2;1;1;1;5;10;1;66;10;66;252,296086031822
1943154;1;1;1;10;1;2;1;1;1979;30;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;66;224,542792159518
1943154;1;2;1;10;1;2;1;12;1999;9;3; ;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;224,542792159518
1943154;1;3;1;10;1;1;1;7;2001;8;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;224,542792159518
1943154;1;4;1;10;1;2;1;12;2006;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;66; ;66;224,542792159518
1943154;2;1;2;10;1;2;1;9;1992;17;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;224,542792159518
1943154;2;2;2;10;2;1;1;4;1976;33;2;1;1; ; ;1;1;19000;2;1;2; ;3;3; ;66;3;66;224,542792159518
1943154;2;3;2;10;1;2;1;6;2008;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;66; ;66;224,542792159518
1943155;1;1;1;10;1;1;1;10;1979;30;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;66;160,546123926958
1943155;1;2;1;10;2;2;1;9;1984;25;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;66;6;66;160,546123926958
1943155;1;3;1;10;2;2;1;3;2001;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;66;1;66;160,546123926958
1943155;1;4;1;10;2;2;1;7;2009;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;66; ;66;160,546123926958
1943155;1;5;1;10;5;2;1;10;1957;52;5;5;1; ; ;1;5; ;2;1;2; ;3;2; ;66;2;66;160,546123926958
1943155;1;6;1;10;6;2;1;8;1976;33;5;6;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;160,546123926958
1943155;1;7;1;10;5;1;1;9;1992;17;5;6;1; ; ;3; ; ;2;1;1;1;5;10;1;66;10;66;160,546123926958
1943155;1;8;1;10;5;2;1;3;2006;3;5; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;160,546123926958
1943155;1;9;1;10;9;1;1;6;1988;21;5;6;1; ; ;1;1;19900;2;1;2; ;5;11;2;66;11;66;160,546123926958
1943158;1;1;1;10;1;2;1;3;1982;27;1;6;1; ; ;1;1;47000;2;1;2; ;5;11;2;66;11;66;222,061624934887
1943159;1;1;1;10;1;2;1;3;1951;58;1;2;2;1;15; ; ; ;2;1;2; ;3;5; ;66;5;66;390,176336980893
1943159;1;2;1;10;2;1;1;4;1968;41;2;2;1; ; ;1;1;19600;2;1;2; ;3;3; ;66;3;66;390,176336980893
1943159;1;3;1;10;3;1;1;3;1991;18;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;66;7;66;390,176336980893
1943159;1;4;1;10;4;2;1;8;1992;17;3;6;1; ; ;1;5; ;2;1;2; ;4;7; ;66;7;66;390,176336980893
1943159;1;5;1;10;1;1;1;3;1995;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;66;7;66;390,176336980893
1943159;2;1;2;10;1;1;1;3;1940;69;1;6;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;66;390,176336980893
1943160;1;1;1;10;1;2;1;12;1979;29;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;66;343,862982413671
1943160;1;2;1;10;2;1;1;2;1970;39;2;2;1; ; ;1;1;19600;2;1;2; ;3;5; ;66;5;66;343,862982413671
1943160;1;3;1;10;2;2;1;7;2004;5;3; ;1; ; ;3; ; ;2;1;1;1;1;0; ;66;0;66;343,862982413671
1943160;1;4;1;10;2;2;1;8;2006;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;66;343,862982413671
1943160;2;1;2;10;1;1;1;9;1945;64;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;66;343,862982413671
