DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1939109;1;3;1;70;1;8;48;4; ;2;3;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;58;75;1;1;7522;20;20;144,000246008043
1939124;1;1;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;20;20;110,923327944444
1939129;1;1;1;70;1;8;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;20;20;107,336873636206
1939142;1;3;1;70;1;2;48;3; ;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;95;1;1;9500;20;20;102,465036320349
1939144;1;1;1;70;1;48;48;4; ;2;96;4; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;41;41;52;1;2;5231;20;20;153,898920971019
1939147;1;7;1;70;1;60;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6031;20;20;96,5985509233049
1939149;1;2;1;70;1;4;60;4; ;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;20;20;139,475874489441
1939163;1;2;1;70;1;99;50;1; ;2;52;4; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;21;41;52;1;2;5224;20;20;133,358904040767
1939174;1;3;1;70;1;12;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;1;5211;20;20;121,926841898453
1939182;1;6;1;70;1;20;48;4; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;64;1;2;6421;20;20;99,3873277698911
1939191;1;1;1;70;1;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;51;1;1;5170;20;20;115,851869379469
1939201;1;2;1;70;1;4;40;4; ;2;24;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;94;53;55;1;1;5521;23;23;115,708782477684
1939205;1;1;1;70;1;4;48;3; ;2;10;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;23;23;140,378835101912
1939211;1;2;1;70;1;1;15;1; ;2;5;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;35000;2;55;81;36;1;1;3611;23;23;145,70607876689
1939219;1;1;1;70;1;4;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;27;27;27,4986821296796
1939219;1;2;1;70;1;8;40;4; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5211;27;27;27,4986821296796
1939219;1;4;1;70;1;8;40;4; ;2;8;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;97;02;1;1;0201;27;27;27,4986821296796
1939222;1;1;1;70;1;104;40;2; ;2;104;4; ;9;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;12;12;74;1;2;7411;27;27;27,4986821296796
1939225;1;3;1;70;1;8;40;2; ;2;8;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;11;85;1;1;8532;27;27;27,4986821296796
1939229;1;4;1;70;1;1;48;1; ;2;14;1; ;5;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;28;1;1;2811;27;27;27,4986821296796
1939238;1;5;1;70;1;24;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;27;27;27,4986821296796
1939241;1;2;1;70;1;8;48;4; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;1;5020;27;27;115,494464944654
1939244;1;1;1;70;1;12;48;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;41;56;93;1;1;9301;27;27;27,4986821296796
1939244;1;2;1;70;1;4;25;1; ;2;60;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;1;7411;27;27;27,4986821296796
1939244;1;3;1;70;1;24;40;4; ;2;28;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;2;8532;27;27;27,4986821296796
1939245;1;1;1;70;1;8;48;1; ;2;20;3; ;1;8; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;54;95;1;1;9500;27;27;27,4986821296796
1939248;1;1;1;70;1;58;40;2; ;2;96;2; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8012;27;27;27,4986821296796
1939249;1;3;1;70;1;3;40;1; ;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;27;27;27,4986821296796
1939253;1;1;1;70;1;2;48;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;41;41;51;1;1;5125;41;41;130,287949346102
1939256;1;4;1;70;1;2;48;1; ;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;53;55;1;1;5530;41;41;128,815779815407
1939261;1;1;1;70;1;12;40;2; ;2;90;2; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;59;59;75;1;1;7512;44;44;87,4431796748893
1939266;1;1;1;70;1;4;48;1; ;2;4;2; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;59;55;75;1;1;7512;44;44;72,6357647202558
1939267;1;2;1;70;1;3;40;1; ;2;4;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;95;45;1;1;4521;44;44;67,5298608915926
1939269;1;2;1;70;1;1;40;1; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;1;6421;44;44;45,8368862560396
1939305;1;2;1;70;1;1;48;1; ;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;490000;2;45;45;52;1;1;5233;47;47;252,325814027365
1939307;1;3;1;70;1;26;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;47;47;120,356182078674
1939328;1;6;1;70;1;28;40;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;45;52;1;2;5239;47;47;197,570920324089
1939337;1;5;1;70;1;40;48;1; ;2;40;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;58;55;1;2;5511;47;47;110,502369970985
1939341;1;2;1;70;1;2;48;1; ;2;104;4; ;1;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;32;38;64;1;1;6421;47;47;174,197552913308
1939341;1;4;1;70;1;1;24;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;18;92;1;1;9241;47;47;174,197552913308
1939348;1;9;1;70;1;28;48;1; ;2;24;2; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;25000;2;58;58;75;1;2;7522;47;47;258,314731323923
1939348;1;10;1;70;1;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;47;47;258,314731323923
1939351;1;1;1;70;1;32;48;3; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;56;93;1;2;9301;47;47;108,227542117973
1939352;1;2;1;70;1;4;24;1; ;2;99;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;47;47;212,513725350628
1939353;1;2;1;70;1;15;48;1; ;2;104;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;64;1;2;6421;47;47;119,142244252253
1939355;1;2;1;70;1;2;48;1; ;2;2;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;97;70;36;1;1;3611;47;47;155,139560223148
1939367;1;2;1;70;1;150;48;1; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;52;1;2;5239;50;50;165,420673090442
1939368;1;1;1;70;1;4;48;1; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;50;50;178,721442763682
1939507;1;2;1;70;1;4;40;1; ;2;4;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;39;00;1;1;0000;50;50;157,590018
1939513;1;2;1;70;1;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;50;50;186,531122379228
1939519;1;1;1;70;1;48;48;4; ;2;48;1; ;4;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;21;71;1;2;7122;50;50;168,893909138017
1939526;1;1;1;70;1;8;48;1; ;2;8;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;50;50;182,764211807587
1939526;1;2;1;70;1;52;48;1; ;2;104;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;92;1;2;9241;50;50;182,764211807587
1939526;1;5;1;70;1;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;50;50;182,764211807587
1939530;1;2;1;70;1;52;44;1; ;2;104;2; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;2;7524;50;50;60,1195171147839
1939531;1;2;1;70;1;24;24;1; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;50;50;49,3267681034617
1939541;1;3;1;70;1;4;48;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;38;64;1;1;6421;50;50;166,410204332153
1939546;1;1;1;70;1;6;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;50;50;181,955660420459
1939548;1;1;1;70;1;8;48;1; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;95;95;45;1;1;4521;50;50;42,5005581998273
1939548;1;4;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;50;50;42,5005581998273
1939552;1;3;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;1; ;50;50;55,6017317579503
1939553;1;2;1;70;1;8;51;1; ;2;9;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;50;50;48,9969243562248
1939557;1;1;1;70;1;52;40;8; ;2;250;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;63;62;01;1;2;0113;50;50;147,762484374335
1939624;1;1;1;70;1;52;48;1; ;2;99;1; ;7;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;58;58;70;1;2;7020;50;50;184,658154830856
1939624;1;3;1;70;1;8;48;1; ;2;60;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;40;52;1;1;5219;50;50;184,658154830856
1939626;1;1;1;70;1;12;48;1; ;2;4;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;1;264000;2;77;53;55;1;1;5521;50;50;187,008936180972
1939630;1;1;1;70;1;3;20;1; ;2;68;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;50;50;170,825819158099
1939632;1;1;1;70;1;4;40;3; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;97;15;1;1;1551;50;50;146,302107602911
1939635;1;4;1;70;1;8;48;1; ;2;47;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;50;50;145,278779568471
1939641;1;2;1;70;1;25;24;1; ;2;260;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;52;52;178,616889915425
1939645;1;2;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;52;52;124,139684751437
1939646;1;3;1;70;1;104;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;12; ; ;1;2; ;52;52;175,10452503521
1939646;1;4;1;70;1;12;24;1; ;2;52;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;37;60;1;1;6042;52;52;175,10452503521
1939649;1;1;1;70;1;4;44;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;52;52;188,430750017522
1939651;1;1;1;70;1;98;44;1; ;2;98;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;45;36;1;2;3614;52;52;114,84516902057
1939651;1;3;1;70;1;156;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;52;52;114,84516902057
1939656;1;2;1;70;1;8;20;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;56; ; ;1;1; ;52;52;154,738272651469
1939663;1;1;1;70;1;52;40;1; ;2;208;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;85;1;2;8511;52;52;138,749624059517
1939665;2;2;2;70;1;8;20;4; ;2;12;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;10000;2;55;53;55;1;1;5521;52;52;213,419348170071
1939666;1;1;1;70;1;3;48;4; ;2;3;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;95;95;45;1;1;4521;52;52;149,968031220477
1939667;1;6;1;70;1;98;40;2; ;2;4;1; ;2;1; ; ; ;1; ; ; ; ; ; ; ;1;200000;2;09;79;19;1;2;1939;52;52;143,19303296042
1939685;1;1;1;70;1;24;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;13;80;1;2;8060;52;52;124,139684751437
