DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
530129;1;4;73;70;54;48;2; ;2;2;2;52;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;41;5141;51;73;141,160249128659
530131;1;2;73;70;8;48;1; ;2;2;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;55;55;7512;75;73;156,697091775418
530132;1;4;73;70;108;26;1; ;1;1;2;108;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;73;114,795913606003
530133;1;2;73;70;200;40;1; ;1;1;2;220;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;45;1522;15;73;172,533457855057
530136;1;4;73;70;8;48;2; ;2;2;2;8;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;58;58;7524;75;73;690,133831420228
530141;1;1;73;70;104;40;4; ;1;1;2;208;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSIONADO;2; ;2; ;1;98;98;6031;60;73;163,406991442974
530141;1;3;73;70;108;48;1; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;93;4552;45;73;163,406991442974
530149;1;3;73;70;16;40;1; ;1;1;2;2;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;180000;1;45;32;9192;91;73;82,6050376970522
530152;1;3;73;70;52;48;1; ;1;1;2;52;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;8532;85;73;126,484259639431
530159;1;4;73;70;12;48;1; ;1;1;2;16;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;33;39;7511;75;73;320,540675775309
530164;1;2;73;70;4;24;1; ;1;1;2;78;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;32;8515;85;73;215,877472033957
530167;1;2;73;70;52;40;1; ;1;1;2;52;9;SUBCONTRATADO POR UN EMPLEADO D;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;40000;1;34;34;8511;85;73;204,813518691424
530176;1;1;73;70;12;48;1; ;1;1;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;25000;1;83;98;6031;60;73;156,58183868956
530176;1;4;73;70;8;40;1; ;1;1;2;36;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;195000;1;13;45;5529;55;73;156,58183868956
530179;1;4;73;70;2;18;1; ;1;1;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2168500;1;53;45;1921;19;73;147,077262107237
530183;1;4;73;70;5;48;4; ;1;1;2;5;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSION;1;380000;1;4560000;1;98;98;6031;60;73;121,163836633007
530184;1;4;73;70;16;48;1; ;1;1;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;45;5211;52;73;200,585624242986
530185;1;8;73;70;1;48;1; ;1;1;2;2;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;1800000;1;39;38;6422;64;73;188,162250273463
530187;1;2;73;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;73;206,761911762554
530187;2;2;73;70;3;48;4; ;1;2;2;52;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;1;38;79;1810;18;73;206,761911762554
530189;1;3;73;70;12;24;1; ;2;1;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;1;38;38;6422;64;73;82,6050376970522
530189;2;1;73;70;12;60;1; ;2;2;2;12;1; ;5;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1326000;1;95;95;4522;45;73;82,6050376970522
530193;1;2;73;70;4;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;16; ; ; ;73;130,529052969586
530201;1;1;73;70;1;48;3; ;2;1;2;84;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;73;199,927140533327
530202;1;1;73;70;4;48;1; ;2;2;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;50;40;5233;52;73;130,266912924955
530203;1;5;73;70;16;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;73;82,6050376970522
530209;1;3;73;70;16;24;1; ;1;1;2;36;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;45;1810;18;73;159,890940052547
530229;1;7;76;70;240;40;1; ;1;1;2;240;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;83;3619;36;76;821,564199876212
530230;1;3;76;70;5;40;1; ;1;1;2;12;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;144000;1;37;53;5521;55;76;774,566163938843
530232;1;2;76;70;4;40;1; ;2;2;2;52;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;98;1;45;19;9219;92;76;659,921086645227
530232;1;6;76;70;96;48;1; ;1;1;2;96;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;55;8046;80;76;659,921086645227
530237;1;4;76;70;4;24;1; ;1;1;2;6;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;241000;1;2223000;1;45;33;5211;52;76;726,451359495817
530238;1;2;76;70;96;50;3; ;2;2;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;76;593,189324661112
530244;1;2;76;70;8;48;1; ;2;1;2;12;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1760000;1;45;53;5522;55;76;725,013465608524
530247;1;5;76;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;821,810777457181
530248;1;2;76;70;1;72;1; ;1;1;2;1;5; ;2;9;DEL BOLSILLO; ; ; ; ; ; ; ; ;1; ;1;600000;1;3600000;1;95;95;4552;45;76;592,195399300442
530249;2;1;76;70;4;48;1; ;2;2;2;4;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;1;4050000;1;55;97;7495;74;76;609,583668953166
530251;1;1;76;70;8;48;4; ;2;1;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1100000;1;95;93;4552;45;76;2159,81946754004
530252;1;3;76;70;4;48;1; ;2;2;2;4;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;1;480000;1;1920000;1;95;95;4521;45;76;1955,16113030916
530259;1;2;76;70;2;48;4; ;1;1;2;3;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;480000;1;5760000;1;98;58;7020;70;76;498,466461216774
530259;2;2;76;70;4;25;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;498,466461216774
530260;1;3;76;70;1;20;1; ;1;1;2;40;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;33;45;5239;52;76;604,697357102513
530267;1;1;76;70;8;50;4; ;1;1;2;8;4; ;5;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;33000000;1;17;17;9214;92;76;774,566163938843
530272;1;6;76;70;2;24;1; ;1;1;2;52;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;34000;1;254000;1;80;37;5211;52;76;705,326855486597
530280;1;4;76;70;4;48;1; ;2;2;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;1;2600000;1;16;16;1810;18;76;1325,17098611765
530292;1;2;76;70;3;48;3; ;1;1;2;8;3; ;1;9;CARTA DE SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;55;54;9500;95;76;645,363212995956
530292;1;3;76;70;2;48;1; ;2;2;2;24;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;45;59;9242;92;76;645,363212995956
530300;1;3;76;70;8;48;1; ;1;1;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;32;32;9111;91;76;487,109560374201
530303;1;2;76;70;4;48;1; ;1;1;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;98;1;9000000;1;32;32;6593;65;76;1439,93198072283
530309;1;1;76;70;4;48;1; ;1;1;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;5000000;1;98;98;6031;60;76;716,922040494278
530312;1;2;76;70;3;48;1; ;1;1;2;2;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;1000000;1;37;37;5233;52;76;648,12441250402
530318;1;1;76;70;2;48;1; ;1;1;2;2;1; ;3;9;DEL  BOLSILLO; ; ; ; ; ; ; ; ;1; ;1;520000;1;5000000;1;58;95;4521;45;76;1951,63842255718
530321;1;2;76;70;3;38;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;76;601,280749775358
530329;1;2;76;70;2;48;1; ;1;1;2;21;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;45;45;5225;52;76;797,160283355328
530332;1;1;76;70;1;48;1; ;1;1;2;48;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;45;5155;51;76;1979,89852527801
530332;1;2;76;70;2;48;3; ;1;1;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;45;5262;52;76;1979,89852527801
530338;1;2;76;70;43;40;1; ;2;2;2;43;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;44;44;6593;65;76;593,189324661112
530348;2;1;76;70;4;48;1; ;2;2;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;433000;1;56000000;1;98;98;6031;60;76;763,611330014234
530353;1;4;76;70;28;48;1; ;1;1;2;28;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1700000;1;34;45;5237;52;76;593,498071078525
530355;1;5;76;70;6;48;1; ;1;1;2;6;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;32;03;8511;85;76;519,178130041691
530358;1;3;76;70;4;48;1; ;2;2;2;13;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;33;55;2423;24;76;593,343697869819
530381;1;2;76;70;60;60;1; ;1;1;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;44;8511;85;76;593,189324661112
530382;1;3;76;70;16;48;1; ;2;1;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;1;98;59;8515;85;76;651,720376769719
530388;1;3;76;70;32;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;648,278785712727
530388;1;4;76;70;12;48;1; ;1;1;2;3;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;220000;1;33;85;4542;45;76;648,278785712727
530389;1;2;76;70;12;48;4; ;1;1;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;1;41;45;5261;52;76;423,076065725403
530393;1;3;76;70;17;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;673,404906202099
530400;1;2;76;70;42;48;1; ;1;1;2;52;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;21;21;4559;45;76;845,843385033393
530407;1;1;76;70;16;48;1; ;1;1;2;16;1; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;730000;1;45;77;5523;55;76;593,189324661112
530417;1;4;76;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;610,964441985603
530420;1;1;76;70;1;48;1; ;2;2;2;1;1; ;8;1; ; ;1; ; ; ; ; ; ; ; ;1;523000;1;6276000;1;32;39;8512;85;76;422,921692516697
530429;1;1;76;70;24;48;4; ;2;1;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;93;93;4552;45;76;335,039188882808
530429;1;6;76;70;48;48;4; ;1;2;2;24;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;84;84;5020;50;76;335,039188882808
530430;1;2;76;70;2;48;1; ;1;1;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;1;2970000;1;45;98;5241;52;76;736,655766541025
530439;1;2;76;70;48;48;1; ;1;1;2;72;1; ;5;1; ; ;1;1; ; ; ; ; ; ; ;2; ;2; ;1;45;45;5231;52;76;1359,21539353431
530440;1;4;76;70;12;16;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;76;906,390304886255
530446;1;2;76;70;2;48;1; ;1;1;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;3200000;1;93;93;4521;45;76;689,034720496842
530451;1;7;76;70;52;40;3; ;1;1;2;52;3; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;76;754,879553816916
530457;1;1;76;70;156;40;5; ;2;2;2;73;1; ;9;5; ; ; ; ; ;1; ; ; ; ; ;2; ;2; ;1;02;21;1589;15;76;2687,01684918788
530471;2;2;76;70;4;84;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;79; ; ; ;76;970,579583228414
530482;1;4;76;70;2;56;1; ;1;1;2;13;1; ;4;9;CON EL SUELDO; ; ; ;1; ; ; ; ; ; ;2; ;1;200000;1;45;33;5529;55;76;679,916443184567
530486;1;3;76;70;3;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;76;593,281529033375
530488;1;1;76;70;129;40;4; ;2;2;2;129;5; ;4;9;CON RECURSOS DE SU TRABAJO; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;80;21;1921;19;76;648,12441250402
530488;1;3;76;70;35;48;1; ;1;1;2;13;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;160000;1;45;97;1551;15;76;648,12441250402
530513;1;2;76;70;16;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;568,319786682746
530513;1;4;76;70;8;48;1; ;2;2;2;72;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;5155;51;76;568,319786682746
530516;1;2;76;70;1;48;4; ;1;1;2;20;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;90;54;9500;95;76;546,808781558569
530519;1;4;76;70;36;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;76;651,874749978425
530520;1;2;76;70;48;48;1; ;1;1;2;40;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;45;55;5234;52;76;568,628533100159
530520;1;3;76;70;12;40;1; ;1;2;2;16;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1280000;1;45;39;1921;19;76;568,628533100159
530525;1;3;76;70;4;48;4; ;1;1;2;2;5; ;2;9;DE SU BOLSILLO; ; ; ; ;1; ; ; ; ; ;1;1000000;1;5000000;1;80;80;1929;19;76;829,346878573045
530533;1;2;76;70;8;40;3; ;1;1;2;99;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;76;596,207106680182
530533;1;3;76;70;12;48;1; ;1;1;2;48;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;45;9242;92;76;596,207106680182
530537;1;3;76;70;4;48;1; ;2;2;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4730000;1;98;98;5127;51;76;682,625478786225
530540;1;2;76;70;10;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;851,609590252054
530541;1;4;76;70;8;48;1; ;1;1;2;40;1; ;4;9;LOS JEFES CUBRIAN ESOS GASTOS; ; ; ;1; ; ; ; ; ; ;2; ;1;433700;1;55;45;5529;55;76;686,615019625843
530541;2;1;76;70;2;48;1; ;2;1;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;5000000;1;84;93;3611;36;76;686,615019625843
530777;1;2;05;70;4;20;1; ;2;2;2;5;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;55;54;9500;95;05;701,063957187399
533469;1;3;05;70;24;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;742,127894920577
533470;1;5;05;70;4;48;1; ;2;2;2;1;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2; ;1;93;93;4552;45;05;893,188700058945
533478;1;3;05;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;772,864911967846
533479;1;2;05;70;4;48;3; ;1;1;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;54;54;9500;95;05;753,531834330966
533500;1;3;05;70;52;48;1; ;2;2;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;83;83;5170;51;05;898,684595625617
533512;1;2;05;70;16;48;1; ;1;1;2;24;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;1;30;30;1810;18;05;756,811138191718
533531;1;2;05;70;40;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;05;632,596603063331
533547;1;1;05;70;8;48;1; ;2;2;2;8;1; ;9;2; ; ;1; ; ; ; ; ; ; ; ;2; ;1;30000000;1;06;06;8512;85;05;885,610257824072
533557;1;3;05;70;20;48;2; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;05;726,608662125275
533565;1;2;05;70;8;48;1; ;2;2;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4500000;1;32;79;1810;18;05;773,939276456616
533568;1;3;05;70;24;48;1; ;1;1;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;83;83;2893;28;05;787,013614258161
533573;1;2;05;70;50;48;1; ;1;1;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;480000;1;58;99;5040;50;05;836,202187540976
533581;1;2;05;70;32;20;1; ;1;1;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;45;45;5233;52;05;636,038960350147
533581;1;3;05;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;636,038960350147
533584;1;2;05;70;25;48;1; ;1;1;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;90;94;3692;36;05;729,571165470403
533589;1;3;05;70;52;48;1; ;1;1;2;56;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5239;52;05;643,411342439239
533592;1;2;05;70;5;48;1; ;1;1;2;254;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;77;1551;15;05;837,84279627076
533600;1;2;05;70;12;48;1; ;2;2;2;1;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;38;6421;64;05;735,110067756792
533602;1;3;05;70;20;48;1; ;1;1;2;110;1; ;9;8; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;99;97;2893;28;05;1194,17023396523
533608;1;2;05;70;9;44;1; ;1;1;2;9;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;1000000;1;13;13;8050;80;05;608,635934202768
533614;1;2;05;70;52;24;1; ;2;2;2;25;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;1500000;1;17;53;5521;55;05;780,86135519642
533614;1;3;05;70;40;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;87; ; ; ;05;780,86135519642
533618;1;2;05;70;40;24;1; ;1;1;2;20;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;45;45;5233;52;05;687,82656595979
533623;1;3;05;70;25;30;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;05;756,811138191718
533630;1;2;05;70;3;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;79; ; ; ;05;735,110067756792
533633;1;7;05;70;25;48;1; ;1;1;2;28;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;55;54;5511;55;05;712,395914671168
533643;1;1;05;70;4;48;1; ;1;1;2;16;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;31000000;1;95;95;4530;45;05;890,867819795236
533644;1;4;05;70;200;48;1; ;1;1;2;200;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;19;19;8532;85;05;631,869218995068
533649;1;2;05;70;8;48;1; ;1;1;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5650000;1;45;39;7499;74;05;750,599510890722
533652;1;6;05;70;48;48;1; ;1;1;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;45;5233;52;05;712,967791832683
533661;1;6;05;70;2;48;1; ;1;1;2;2;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;25000;2; ;1;55;54;9500;95;05;754,559086285398
533672;1;2;05;70;4;48;1; ;2;2;2;36;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;55;7530;75;05;996,386542100951
533678;1;2;05;70;24;48;4; ;2;2;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;79;79;3611;36;05;764,346573706874
533682;1;5;05;70;12;24;1; ;1;1;2;11;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;1;45;45;5233;52;05;490,741420747787
533685;1;3;05;70;3;48;1; ;2;2;2;3;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;135000;1;2650000;1;93;93;2811;28;05;890,207350485547
533696;1;2;08;70;8;48;1; ;1;1;2;8;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6075000;1;02;39;7512;75;08;484,053999008467
533701;1;3;08;70;24;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;08;470,755360998942
533728;2;2;08;70;8;48;3; ;1;1;2;12;3; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;08;390,144512352349
533740;1;2;08;70;48;48;1; ;1;1;2;48;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;7492;74;08;495,296212544625
533744;1;1;08;70;48;48;1; ;1;1;2;2;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;95;95;4521;45;08;473,85997228187
533751;1;3;08;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;416,856108743904
533752;1;1;08;70;36;48;1; ;1;1;2;36;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;13;13;8011;80;08;477,405909142374
533755;3;1;08;70;52;48;1; ;1;1;2;150;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;45;5244;52;08;446,858264501113
533769;1;3;08;70;4;48;1; ;1;1;2;4;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;700000;1;45;38;6422;64;08;466,881239362628
533772;1;2;08;70;4;48;1; ;1;1;2;176;1; ;6;9;ES COTIZANTE; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;15;13;8046;80;08;476,220940007464
533772;1;3;08;70;24;48;1; ;2;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;57; ; ; ;08;476,220940007464
533774;1;3;08;70;20;48;1; ;2;1;2;48;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;8512;85;08;512,435764442747
533774;1;4;08;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;08;512,435764442747
533785;1;2;08;70;16;40;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;506,52279066052
533817;1;1;08;70;52;48;1; ;2;2;2;104;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;87;77;1541;15;08;516,513734666784
533817;1;2;08;70;40;48;1; ;2;2;2;40;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;868000;1;45;55;6421;64;08;516,513734666784
533819;1;3;08;70;20;48;1; ;2;2;2;20;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6600000;1;19;19;7513;75;08;390,188115256056
533841;1;2;11;70;8;48;1; ;1;1;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;57;54;9500;95;11;3258,25121948931
533841;1;3;11;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;3258,25121948931
533842;1;2;11;70;20;48;1; ;2;2;2;20;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;13;13;8043;80;11;2317,01682563555
533847;1;1;11;70;16;48;1; ;2;1;2;16;1; ;9;1; ; ; ; ; ; ; ; ;1; ;ESTA EPERANDO LA PENSION  YA QUE TIENE LAS SEMANAS COTIZADAS POR LEY F;2; ;1;50000000;1;02;21;1110;11;11;2520,54064779424
533856;1;4;11;70;1;20;1; ;1;1;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;38;33;5239;52;11;2924,18223650786
533859;1;2;11;70;8;40;1; ;2;2;2;8;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1700000;1;16;79;7499;74;11;2883,84094999003
533860;1;1;11;70;16;12;3; ;2;2;2;8;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;54;54;9500;95;11;2297,52972155088
533869;1;1;11;70;36;48;1; ;2;2;2;36;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;13;13;8045;80;11;2664,56525811512
