DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
525747;1;5;05;70;45;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;784,843882633988
525751;1;4;05;70;52;48;1; ;1;1;2;104;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;05;748,864677092262
525778;1;2;05;70;48;4;1; ;1;1;2;4;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;79;79;1810;18;05;767,680536621281
525784;1;7;05;70;52;48;1; ;1;1;2;52;1; ;9;9;COTIZA; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;45;5012;50;05;613,225799002252
525784;1;8;05;70;8;48;1; ;2;2;2;16;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;45;45;5211;52;05;613,225799002252
525797;1;2;05;70;4;48;1; ;2;2;2;4;1; ;8;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;79;79;1810;18;05;439,675758994369
525799;1;1;05;70;153;48;1; ;1;1;2;153;1; ;9;1; ; ; ; ; ; ; ; ;1; ;ESPERA  RECIBIR  LA  PENSION;2; ;2; ;1;33;30;6512;65;05;689,209742413205
525806;1;5;05;70;200;48;1; ;1;1;2;200;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;97;5211;52;05;975,779404732486
525814;1;9;05;70;4;48;4; ;1;1;2;4;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4250000;1;98;98;6042;60;05;988,649404578552
525822;1;1;05;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;05;1174,71710962201
525829;1;2;08;70;46;40;1; ;1;1;2;156;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;19;8515;85;08;492,398726183385
525832;1;4;08;70;32;56;1; ;1;1;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3060000;1;45;45;5233;52;08;457,857872552621
525835;1;2;08;70;78;40;1; ;1;1;2;78;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;6042;60;08;912,411043315644
525836;1;2;08;70;56;40;1; ;2;2;2;56;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;05;05;8511;85;08;1016,69392274575
525840;1;4;08;70;20;72;1; ;1;1;2;20;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3469600;1;58;44;6421;64;08;383,931882842615
525878;1;1;08;70;96;48;1; ;2;2;2;36;1; ;8;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;05;05;8511;85;08;437,123901546937
525883;1;4;08;70;8;48;1; ;2;2;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;90;90;2529;25;08;396,853900016261
525888;1;3;08;70;48;48;1; ;2;2;2;142;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;32;8060;80;08;470,774953913889
525891;1;4;08;70;2;48;1; ;1;1;2;2;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;08;475,887225714555
525896;1;2;08;70;24;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;08;491,040288439581
525897;1;5;08;70;12;48;1; ;2;2;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;08;524,87252523955
525921;1;2;08;70;8;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;459,894949931513
525921;1;4;08;70;8;48;1; ;1;1;2;5;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;84;84;1551;15;08;459,894949931513
525925;1;2;08;70;3;48;1; ;1;1;2;12;4; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;81;3611;36;08;441,212704616811
525939;2;2;08;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;08;526,053009102347
525945;1;3;08;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;08;416,856108743904
525948;1;3;08;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;62; ; ; ;08;403,577063649326
525949;1;1;08;70;48;48;1; ;1;1;2;48;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;03;6421;64;08;472,291179064368
525952;1;5;08;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;08;543,178497602622
525961;1;3;08;70;52;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;08;299,632315585947
525972;1;2;08;70;4;48;1; ;2;2;2;6;1; ;9;9;COTIZANTE; ;1; ; ; ; ; ; ; ; ;2; ;1;6000000;1;39;44;7530;75;08;520,602537736659
525976;1;3;08;70;24;48;1; ;2;1;2;48;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;8512;85;08;533,831240445913
525977;1;2;08;70;12;48;1; ;1;1;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;32;45;5233;52;08;502,896490007184
525979;2;2;08;70;8;48;1; ;1;1;2;80;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;2421;24;08;532,455668064502
525986;1;2;08;70;224;48;1; ;2;2;2;224;1; ;2;9;ES COTIZANTE DEL REGIMEN CONTRIBUTIVO; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;21;6421;64;08;452,116718587947
525990;1;2;08;70;18;48;1; ;1;1;2;20;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;08;513,957678422577
525996;1;3;08;70;112;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;08;574,501789991696
525996;1;4;08;70;100;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;08;574,501789991696
526001;1;3;08;70;12;48;1; ;1;1;2;20;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;45;45;5211;52;08;479,965195938592
526007;1;2;08;70;16;48;1; ;1;1;2;18;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;34;34;8511;85;08;525,472449873147
526010;1;5;08;70;48;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;577,010734402591
526014;1;3;08;70;72;48;1; ;1;1;2;74;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;8511;85;08;511,978723345008
526017;1;4;08;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;08;512,435764442747
526020;1;4;08;70;48;48;1; ;2;2;2;240;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;03;2424;24;08;488,30992311351
526026;1;2;08;70;12;48;1; ;1;1;2;14;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;39;39;5125;51;08;519,422053873862
526037;1;5;08;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;536,530407736529
526038;1;2;08;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;474,706741851758
526040;1;2;08;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;530,185852765776
526040;1;3;08;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;530,185852765776
526046;1;2;08;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;464,972378897581
526050;1;3;08;70;52;49;1; ;2;2;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;03;3699;36;08;433,367609212734
526051;1;3;08;70;52;48;1; ;1;1;2;52;4; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;7020;70;08;537,128101603337
526052;1;3;08;70;52;50;1; ;2;2;2;156;3; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;08;529,946723653608
526055;1;3;11;70;16;60;1; ;2;2;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;16;16;7430;74;11;2371,03678911206
526055;1;4;11;70;32;60;1; ;1;1;2;48;4; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;1500000;1;13;30;8532;85;11;2371,03678911206
526073;1;1;11;70;24;48;1; ;2;2;2;24;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;79;79;1810;18;11;2919,93318168594
526073;1;4;11;70;4;48;1; ;1;1;2;4;1; ;4;9;ESTUDIO SOCIO ECONOMICO DEL SISBEN; ; ; ; ; ; ; ; ;1; ;1;300000;1;98;1;79;79;1810;18;11;2919,93318168594
526083;1;3;11;70;8;48;1; ;1;1;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;34;39;7491;74;11;2729,62236528575
526085;3;3;11;70;12;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2701,3922081014
526101;1;1;11;70;12;40;1; ;1;1;2;18;4; ;1;1; ; ; ; ; ; ; ; ;1; ;DE LA PENSION POR  SUSTITUCION;2; ;2; ;1;95;45;5155;51;11;2426,1793977999
526108;1;2;11;70;4;48;1; ;2;2;2;4;1; ;3;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;15600000;1;16;21;5141;51;11;1516,403759942
526130;1;2;11;70;4;24;1; ;2;2;2;884;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;32;6512;65;11;2864,39827737461
526139;1;2;11;70;104;60;4; ;2;2;2;104;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;05;05;8050;80;11;5767,68189998006
526144;1;1;11;70;16;48;1; ;1;2;2;20;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;19;7513;75;11;7748,09127930565
526158;1;2;11;70;2;70;4; ;1;1;2;96;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;41;5211;52;11;5814,88019340968
526163;1;2;11;70;50;50;1; ;1;1;2;52;5; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;41;5127;51;11;2317,01682563555
526167;1;6;11;70;50;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2637,46933853833
526174;1;2;11;70;8;48;1; ;1;1;2;8;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;00;74;2429;24;11;2900,38876223623
526174;1;3;11;70;3;48;1; ;2;2;2;5;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;45;1921;19;11;2900,38876223623
526186;1;2;11;70;16;48;1; ;1;1;2;16;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;53;53;5530;55;11;2907,44009670484
526187;1;2;11;70;52;48;1; ;1;1;2;260;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;55;6512;65;11;2645,1225854997
526206;1;2;11;70;12;70;1; ;1;1;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;57;57;9309;93;11;3381,56694302925
526219;1;2;11;70;16;48;1; ;1;1;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1301100;1;38;81;3612;36;11;2669,83840615249
526224;1;5;13;70;150;48;1; ;1;1;2;25;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;2500000;1;59;59;8511;85;13;267,084958232249
526231;1;2;13;70;52;24;1; ;1;1;2;200;2; ;7;1; ; ;1; ; ; ; ;1; ; ; ;2; ;2; ;1;05;05;1594;15;13;458,067526976263
526234;1;3;13;70;26;48;1; ;2;1;2;60;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;32;5241;52;13;259,000308509177
526244;1;2;13;70;52;48;1; ;1;1;2;18;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;1000000;1;45;36;6021;60;13;223,93995359324
526247;1;6;13;70;52;48;1; ;1;1;2;54;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;1551;15;13;286,452794632101
526273;1;1;13;70;54;48;4; ;1;1;2;136;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;41;5211;52;13;256,153420030744
526289;1;6;13;70;12;48;1; ;1;1;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;97;1581;15;13;283,473006302402
526290;1;2;13;70;16;40;4; ;1;1;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;55;55;7493;74;13;485,377432859653
526291;1;3;13;70;4;48;1; ;1;1;2;4;2; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8500000;1;09;30;7512;75;13;931,391564027805
526295;1;6;13;70;52;48;4; ;1;1;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;51;45;5262;52;13;455,89994910972
526296;1;2;13;70;208;48;1; ;1;1;2;520;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;1594;15;13;239,042695444548
526301;1;3;13;70;26;60;3; ;1;1;2;26;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;54;54;9500;95;13;259,815059068928
526301;1;6;13;70;40;60;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;13;259,815059068928
526304;1;3;13;70;78;48;1; ;1;1;2;76;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;30;8511;85;13;216,463869375187
526313;1;3;13;70;36;48;1; ;2;2;2;260;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;84;58;7522;75;13;277,653890165667
526323;1;3;13;70;52;48;1; ;2;2;2;5;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;1200000;1;2600000;1;85;59;7512;75;13;273,855698360802
526327;1;1;13;70;52;48;1; ;2;2;2;72;2; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;39;32;9241;92;13;199,116074553383
526330;1;2;13;70;156;48;1; ;2;2;2;156;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;99;77;1521;15;13;264,665706991251
526345;1;2;13;70;36;48;1; ;1;1;2;36;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;13;458,067526976263
526365;1;3;13;70;20;48;1; ;1;1;2;24;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;15000000;1;04;04;6111;61;13;254,229137797401
526367;1;3;13;70;12;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;236,090429938588
526372;1;7;13;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;230,332055029747
526373;1;12;13;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;168,412411153199
526375;1;2;13;70;12;48;1; ;1;1;2;16;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4337000;1;45;45;5233;52;13;218,113496235758
526376;1;2;13;70;32;48;1; ;2;2;2;32;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;83;83;1110;11;13;238,223754857683
526390;1;4;13;70;52;40;1; ;1;1;2;52;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;08;85;5272;52;13;268,597654298433
526390;1;5;13;70;52;20;1; ;1;1;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;45;45;5233;52;13;268,597654298433
526392;2;2;13;70;48;40;1; ;1;1;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;1;84;84;5020;50;13;268,864090201368
526402;1;1;13;70;8;40;1; ;1;1;2;36;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;32;34;7512;75;13;255,716990501989
526405;1;2;13;70;12;40;1; ;1;1;2;204;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;200000;1;32;32;5127;51;13;520,696146667778
526408;1;2;13;70;104;40;1; ;2;2;2;156;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;59;59;5231;52;13;267,404739784345
526415;1;2;13;70;52;48;1; ;1;1;2;104;1; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;45;5211;52;13;239,042695444548
526417;1;1;13;70;156;48;1; ;1;1;2;156;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;77;77;1512;15;13;222,529459262514
526425;1;5;13;70;8;48;4; ;2;2;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;84;95;4521;45;13;254,998364460572
526425;1;15;13;70;12;40;1; ;1;1;2;12;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8045;80;13;254,998364460572
526432;1;3;13;70;8;48;1; ;2;2;2;8;1; ;5;7; ; ; ; ; ; ; ;1; ; ; ;2; ;1;433800;1;81;81;3619;36;13;511,828575001799
526433;1;2;13;70;104;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;13;470,511742597636
526662;2;2;17;70;2;40;1; ;1;1;2;4;1; ;8;7; ; ; ; ; ; ; ;1; ; ; ;1;270000;1;270000;1;45;45;5225;52;17;226,794807789084
526665;1;4;17;70;8;20;2; ;1;1;2;8;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;80000;1;55;54;9500;95;17;138,307018627583
526676;1;2;17;70;2;48;1; ;1;1;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;600000;1;95;93;4552;45;17;184,07289710996
526692;1;2;17;70;998;40;1; ;1;1;2;998;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;77;54;9500;95;17;139,654195105699
526701;1;8;17;70;2;72;1; ;1;1;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;72000;1;200000;1;58;58;6331;63;17;155,643355931499
526702;1;3;17;70;36;50;1; ;1;1;2;36;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;99;8532;85;17;280,223379517262
526702;1;4;17;70;3;48;3; ;1;1;2;18;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;54;54;9500;95;17;280,223379517262
526707;1;2;17;70;24;48;1; ;1;1;2;36;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;1;13;13;8041;80;17;153,896272198791
526712;1;3;17;70;52;48;1; ;1;1;2;52;1; ;5;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;7421;74;17;217,099102655399
526712;1;4;17;70;28;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;17;217,099102655399
526730;1;3;17;70;12;48;1; ;1;1;2;14;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;95;95;4521;45;17;194,18444935464
526734;1;3;17;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;98; ; ; ;17;170,850353616926
526740;1;4;17;70;8;48;1; ;2;2;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;5204000;1;62;93;4552;45;17;180,019301929092
526741;1;2;17;70;52;48;1; ;2;2;2;53;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;21;7494;74;17;139,654195105699
526743;2;1;17;70;4;48;1; ;2;2;2;8;1; ;3;9;ERA AFILIADO A UNA EPS; ; ; ; ; ; ; ; ;1; ;2; ;1;3900000;1;93;93;5020;50;17;181,850066610709
526743;2;2;17;70;4;24;1; ;2;2;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;1;53;45;5261;52;17;181,850066610709
526761;1;1;17;70;2;48;1; ;1;1;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;30000;1;77;54;9500;95;17;461,458027593741
