DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;AREA;fex_c_2011
536255;1;3;70;24;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;05;05;804,111834328701
536257;1;2;70;28;48;1; ;1;1;2;100;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;30;30;5239;52;1;05;05;815,660570160112
536258;1;2;70;8;48;1; ;1;2;2;240;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;44;6512;65;1;18;18;71,4542235158941
536259;1;3;70;8;48;1; ;2;2;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;97;97;2109;21;1;05;05;799,203036830311
536261;1;1;70;52;48;1; ;2;2;2;300;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;54;9500;95;1;05;05;858,890685789616
536269;1;4;70;8;48;1; ;1;1;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3391000;1;37;97;5127;51;1;18;18;36,7175650025459
536272;1;2;70;8;48;1; ;2;2;2;12;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;45;33;5231;52;1;18;18;47,7450570563352
536277;1;2;70;4;60;5; ;2;2;2;4;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8000000;1;95;95;4521;45;1;05;05;804,09463998872
536286;1;3;70;12;50;1; ;1;1;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;95;95;4521;45;1;18;18;87,0927118491019
536293;1;1;70;2;48;1; ;1;1;2;520;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;45;5229;52;1;05;05;760,513052002407
536301;1;1;70;5;48;1; ;1;1;2;96;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;54;7493;74;1;18;18;49,3857966899983
536301;1;2;70;12;48;4; ;1;1;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;45;45;5011;50;1;18;18;49,3857966899983
536301;1;3;70;4;40;2; ;2;2;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;21;30;6211;62;1;18;18;49,3857966899983
536301;1;5;70;4;40;1; ;1;1;2;72;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;45;5169;51;1;18;18;49,3857966899983
536307;1;2;70;1;48;1; ;2;2;2;90;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;6422;64;1;05;05;768,244867263479
536357;1;6;70;4;48;1; ;2;2;2;4;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;10000000;1;02;02;9000;90;1;05;05;777,600326454023
536363;1;2;70;16;48;1; ;1;1;2;52;1; ;3;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;450000;1;19;19;8515;85;1;05;05;636,276803949958
536374;1;3;70;4;48;1; ;1;1;2;48;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;05;05;697,680968139839
536383;1;2;70;26;48;1; ;1;1;2;18;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;08;08;612,811371811886
536384;1;2;70;4;48;1; ;1;1;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;365000;1;4380000;1;92;92;2529;25;1;08;08;425,022882037816
536395;1;3;70;96;30;1; ;1;2;2;816;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;32;6512;65;1;08;08;380,645769580734
536399;1;1;70;12;50;1; ;1;1;2;12;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5261;52;1;08;08;501,132375675427
536399;1;3;70;24;56;1; ;1;1;2;24;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2700000;1;58;45;5233;52;1;08;08;501,132375675427
536400;1;2;70;12;50;1; ;1;1;2;12;1; ;6;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;53;53;5521;55;1;08;08;512,435764442747
536400;1;3;70;28;50;1; ;2;2;2;28;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;62;0501;05;1;08;08;512,435764442747
536420;1;2;70;48;48;1; ;1;1;2;48;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;32;32;8532;85;1;08;08;478,556415809465
536423;1;2;70;20;48;3; ;1;1;2;20;3; ;1;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;1300000;1;54;54;9500;95;1;08;08;427,73611272628
536438;1;3;70;4;54;4; ;1;1;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;200000;2; ;1;45;45;5239;52;1;08;08;550,899290155183
536438;2;1;70;4;48;1; ;1;1;2;4;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4521;45;1;08;08;550,899290155183
536442;1;2;70;24;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;08;08;474,866987535774
536468;1;2;70;32;48;1; ;2;2;2;32;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;32;7411;74;1;08;08;466,347951278992
536473;1;2;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;11;11;2987,01045333962
536475;1;2;70;30;48;1; ;1;1;2;30;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;34;34;8532;85;1;11;11;2404,94827972239
536489;1;2;70;24;48;1; ;1;1;2;24;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;58;58;7020;70;1;11;11;1307,90922133799
536489;1;7;70;4;48;1; ;1;1;2;96;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5244;52;1;11;11;1307,90922133799
536494;1;2;70;2;48;1; ;1;1;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5529;55;1;11;11;3312,01818482799
536504;1;2;70;4;40;1; ;1;2;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;600000;1;45;45;5211;52;1;11;11;3173,69860667334
536514;3;1;70;24;24;1; ;1;1;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;11;11;2313,70672166738
536514;3;4;70;1;24;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;11;11;2313,70672166738
536524;1;3;70;4;48;2; ;2;2;2;4;2; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;21;30;7515;75;1;11;11;2201,73638156863
536534;1;3;70;2;30;1; ;2;2;2;48;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;45;7494;74;1;11;11;3415,72076915385
536535;1;3;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;11;11;3597,61660848148
536535;1;4;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;1;11;11;3597,61660848148
536549;1;2;70;24;40;2; ;2;2;2;72;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;44;6512;65;1;11;11;2107,90675149662
536554;1;4;70;6;48;1; ;1;1;2;6;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;4500000;1;45;44;6512;65;1;11;11;3030,76622217389
536560;1;2;70;12;48;1; ;1;1;2;102;1; ;6;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;09;30;7499;74;1;11;11;3295,82646810561
536565;1;1;70;192;48;1; ;1;1;2;200;1; ;9;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;98;98;9000;90;1;11;11;2999,29924497828
536580;1;2;70;4;48;1; ;2;2;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;53;53;5521;55;1;11;11;3196,76394235524
536582;1;1;70;162;48;1; ;1;1;2;164;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;55;9309;93;1;11;11;2617,27438396297
536582;1;3;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;11;11;2617,27438396297
536592;1;1;70;32;48;1; ;1;1;2;54;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;98;6021;60;1;11;11;2831,27692780051
536603;1;2;70;8;40;1; ;1;1;2;8;3; ;1;9;TIENE SOCIOECONOMICO SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;1;55;54;9500;95;1;11;11;2864,39827737461
536603;1;3;70;1;48;1; ;2;1;2;48;1; ;2;9;ESTA VINCULADO A SISBEN MAS NO AFILIADO; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;72;40;5529;55;1;11;11;2864,39827737461
536619;1;4;70;8;48;1; ;2;2;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;03;03;7499;74;1;11;11;2277,7877555186
536622;1;2;70;102;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;11;11;3041,03041681613
536634;1;2;70;12;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;1;11;11;2300,84371840697
536645;1;1;70;4;48;1; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;98;45;5521;55;1;11;11;2800,85611103881
536652;1;2;70;12;24;1; ;1;1;2;104;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;25;98;3041,97128610788
536659;1;3;70;4;24;1; ;2;2;2;12;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;375000;1;45;97;5235;52;1;25;98;2812,3874232329
536659;1;4;70;4;25;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;1;25;98;2812,3874232329
536675;1;3;70;36;48;1; ;1;1;2;36;1; ;2;9;HOJA SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;320000;1;45;92;2220;22;1;25;98;2848,11513129829
536700;1;1;70;12;48;4; ;1;1;2;12;4; ;1;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;98;1;03;03;4512;45;1;13;13;256,744973774605
536707;1;3;70;16;48;1; ;2;2;2;16;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;8000000;1;08;08;2529;25;1;13;13;198,486935672357
536708;1;3;70;4;30;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;13;13;236,090429938588
536709;1;3;70;8;48;1; ;1;1;2;16;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;1200000;1;03;45;5511;55;1;13;13;491,191711512924
536710;1;2;70;4;48;1; ;1;1;2;52;1; ;6;2; ; ; ; ; ; ; ; ;1; ;ESTUDIAR;2; ;2; ;1;45;45;5233;52;1;13;13;512,096086006434
536710;1;4;70;8;48;1; ;1;1;2;4;3; ;1;1; ; ; ; ; ; ; ; ;1; ;ESTUDIAR;2; ;1;1200000;1;45;54;9500;95;1;13;13;512,096086006434
536719;1;4;70;96;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;1;13;13;235,815774565816
536736;1;2;70;52;48;1; ;1;1;2;416;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6041;60;1;13;13;269,600794209454
536740;1;1;70;26;48;4; ;1;1;2;104;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;37;8060;80;1;13;13;236,889562445434
536741;1;1;70;48;48;1; ;2;2;2;20;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;40;5223;52;1;13;13;245,595855756462
536744;1;2;70;52;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;1;13;13;249,414330379055
536747;1;1;70;16;48;1; ;2;2;2;16;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;97;97;2421;24;1;13;13;426,04806688928
536748;1;3;70;52;48;1; ;2;2;2;12;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4050000;1;45;45;3699;36;1;13;13;553,405173678468
536754;1;3;70;36;48;1; ;2;2;2;36;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;660000;1;77;44;9249;92;1;13;13;220,528177709068
536756;1;5;70;104;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;13;13;256,766526487812
536757;1;5;70;12;48;1; ;1;1;2;12;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;58;58;5233;52;1;13;13;239,401051318865
536764;1;2;70;12;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;13;13;260,585001110405
536768;1;2;70;2;48;1; ;1;1;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;1000000;1;95;95;2090;20;1;13;13;237,72024871914
536769;1;1;70;52;48;3; ;2;2;2;780;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;13;13;266,626578273031
536776;1;3;70;48;48;1; ;2;2;2;104;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;58;5233;52;1;13;13;294,249740954186
536777;1;4;70;13;48;1; ;2;2;2;5;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;59;59;8512;85;1;13;13;234,684821927064
536778;1;2;70;52;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;13;13;282,150560622409
536781;1;1;70;52;48;3; ;1;1;2;104;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;13;13;246,442160083073
536781;1;3;70;9;48;1; ;2;2;2;29;1; ;4;1; ; ; ; ; ; ; ; ;1; ;SEGUIR  ESTUDIANDO;2; ;1;1200000;1;45;45;5222;52;1;13;13;246,442160083073
536790;1;3;70;52;48;1; ;1;1;2;52;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8041;80;1;13;13;225,434282529719
536797;1;2;70;26;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;1;13;13;234,513135920427
536797;1;3;70;76;48;1; ;1;1;2;76;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8011;80;1;13;13;234,513135920427
536799;1;1;70;16;48;3; ;1;1;2;16;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;54;54;9500;95;1;13;13;220,629332212963
536805;1;2;70;48;48;1; ;1;1;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;5233;52;1;13;13;221,931970858351
536806;1;2;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;13;13;287,785306675269
536810;1;1;70;20;48;1; ;1;1;2;48;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;13;13;220,629332212963
536814;1;1;70;104;48;4; ;1;1;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;87;5020;50;1;13;13;213,883435446006
536814;1;5;70;104;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;13;13;213,883435446006
536814;1;7;70;104;40;1; ;1;1;2;104;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;53;5511;55;1;13;13;213,883435446006
536817;1;1;70;3;40;1; ;1;1;2;3;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;2800000;1;97;97;6332;63;1;13;13;239,042695444548
536818;1;3;70;4;40;1; ;1;1;2;4;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;53;55;5521;55;1;13;13;298,673923450779
536833;1;2;70;52;48;4; ;1;1;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;84;99;5020;50;1;13;13;231,184294016659
536834;1;1;70;21;60;3; ;1;1;2;21;3; ;1;5; ; ; ; ; ; ; ;1; ; ; ;2; ;1;600000;1;54;54;9500;95;1;13;13;222,263023359579
536836;1;2;70;104;40;1; ;1;1;2;52;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;59;54;9500;95;1;13;13;232,252147235976
536836;1;4;70;52;40;4; ;2;1;2;52;4; ;1;5; ; ; ; ; ; ; ;1; ; ; ;2; ;1;2000000;1;15;15;7430;74;1;13;13;232,252147235976
536840;1;1;70;8;48;1; ;2;2;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;900000;1;98;1;02;70;1594;15;1;13;13;243,237348747692
536842;1;2;70;104;48;1; ;2;2;2;104;1; ;3;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;45;5241;52;1;13;13;229,033763488132
536852;1;1;70;185;48;1; ;1;1;2;185;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6041;60;1;15;15;42,9081817347872
536853;1;5;70;12;40;1; ;1;1;2;12;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;54;9500;95;1;15;15;66,9212254009554
536855;1;1;70;8;40;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;850000;1;58;55;5511;55;1;15;15;60,3802333528161
536856;2;1;70;24;40;4; ;1;1;2;24;2; ;9;5; ; ; ; ;1; ; ; ; ; ; ;2; ;1;1800000;1;98;39;7523;75;1;15;15;85,1789399679007
536858;1;1;70;8;40;1; ;1;1;2;8;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;40000;1;51;51;5530;55;1;15;15;83,0287959830823
536859;1;1;70;190;40;2; ;2;2;2;190;2; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8012;80;1;15;15;136,525263310834
536870;1;2;70;50;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;15;15;74,3796241731591
536872;1;1;70;8;40;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4333700;1;45;45;5233;52;1;15;15;45,2537269204654
536876;1;3;70;16;40;1; ;2;2;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8000000;1;51;51;7530;75;1;15;15;88,0687166509437
536878;1;3;70;25;40;2; ;1;2;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;59;7492;74;1;15;15;118,709779275088
536897;1;2;70;12;45;1; ;1;1;2;260;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;37;7512;75;1;15;15;15,8210569216416
536907;1;4;70;3;40;2; ;2;2;2;3;2; ;9;3; ; ; ; ;1; ; ; ; ; ; ;1;1600000;1;8600000;1;19;19;7512;75;1;15;15;68,0910123860675
536916;1;1;70;32;40;1; ;1;1;2;32;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;95;95;4521;45;1;15;15;51,286647121994
536918;1;1;70;5;40;3; ;1;1;2;5;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3850000;1;54;54;9500;95;1;15;15;61,1222859073051
536919;1;1;70;28;60;1; ;1;1;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;98;58;7020;70;1;15;15;80,1273169989645
536930;1;1;70;8;60;1; ;2;2;2;8;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;3000000;1;42;42;1593;15;1;15;15;218,957521289739
536934;1;3;70;156;48;1; ;1;1;2;156;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;03;8060;80;1;15;15;71,7171567843286
536948;1;2;70;32;48;1; ;2;2;2;32;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;45;45;5211;52;1;17;17;123,150488005468
536952;1;2;70;104;40;1; ;1;1;2;52;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;13;54;9500;95;1;17;17;149,078169295968
536955;1;2;70;52;20;4; ;1;1;2;28;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;55;54;9500;95;1;17;17;163,058100175928
536957;1;2;70;12;48;1; ;1;1;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3903300;1;03;39;5170;51;1;17;17;158,239997273105
536962;1;1;70;2;48;1; ;2;2;2;998;1; ;4;3; ; ; ;1; ; ; ; ; ; ; ;2; ;2; ;1;03;45;5221;52;1;17;17;149,078169295968
536965;1;1;70;45;48;2; ;1;1;2;45;1; ;5;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;600000;1;13;13;8060;80;1;17;17;263,262177764099
536965;1;3;70;52;48;4; ;1;1;2;52;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;19;39;8050;80;1;17;17;263,262177764099
536966;1;1;70;8;48;2; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;17;17;258,125663096533
536971;1;1;70;8;40;1; ;1;1;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;50000;1;98;62;0140;01;1;17;17;165,957777278517
536975;1;2;70;2;52;1; ;1;1;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;2520000;1;95;95;4521;45;1;17;17;191,495317016643
536975;1;4;70;8;72;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;95;85;4542;45;1;17;17;191,495317016643
536977;1;3;70;32;40;1; ;2;2;2;998;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;45;5234;52;1;17;17;135,243672258052
536985;1;1;70;3;25;3; ;1;1;2;3;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;45000;1;600000;1;54;54;9500;95;1;17;17;136,972948434295
536989;1;2;70;45;48;1; ;1;1;2;46;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;45;53;5521;55;1;17;17;186,864886891366
536994;1;5;70;12;48;1; ;1;1;2;18;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;420000;1;34;45;5233;52;1;17;17;129,062831548266
537006;1;1;70;8;48;8; ;1;1;2;8;8; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;62;62;0111;01;1;17;17;307,792544397583
537009;1;3;70;52;48;1; ;1;1;2;998;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;54;9500;95;1;17;17;126,050165108057
537012;1;2;70;1;48;1; ;2;2;2;1;1; ;7;9;YA LO AFILIARON EN EL NUEVO EMPLEO; ; ; ; ; ; ; ; ;1; ;1;433700;1;5204000;1;77;58;5211;52;1;17;17;158,239997273105
537026;1;1;70;10;48;1; ;2;2;2;10;1; ;7;7; ; ; ; ; ; ; ;1; ; ; ;1;300000;1;4800000;1;98;98;5137;51;1;17;17;184,422003416286
537041;1;1;70;20;48;3; ;1;1;2;46;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;110000;1;54;54;9500;95;1;17;17;231,180561627906
537046;1;3;70;1;48;1; ;1;1;2;2;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1500000;1;95;95;4521;45;1;17;17;149,954744836323
537047;1;1;70;96;48;1; ;1;1;2;192;2; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;30;51;5511;55;1;17;17;143,497245521976
537057;1;2;70;36;48;1; ;1;1;2;36;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;58;58;5126;51;1;17;17;139,654195105699
537063;1;7;70;8;48;1; ;1;1;2;6;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;95;95;4521;45;1;17;17;115,348058440622
537074;1;1;70;48;60;1; ;2;2;2;48;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1720000;1;59;59;8511;85;1;18;18;85,7817672833146
537081;1;1;70;12;40;1; ;1;1;2;20;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;95;95;4521;45;1;18;18;90,6915790775476
537082;1;2;70;192;40;1; ;1;1;2;240;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;1;18;18;65,9818671425701
537085;1;2;70;1;40;2; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;18;18;107,283215185828
537087;1;4;70;4;40;4; ;1;1;2;4;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;21;51;5530;55;1;18;18;87,5649527976392
537103;1;1;70;2;40;1; ;1;1;2;240;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;00;00;5530;55;1;18;18;67,3562996706819
537104;1;2;70;1;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;18;18;47,2488966966615
537108;1;1;70;4;40;1; ;1;1;2;72;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;1;18;18;58,8556074796969
537127;1;2;70;144;40;1; ;1;1;2;288;2; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;4000000;1;12;32;7523;75;1;19;19;59,1444551990409
537129;1;1;70;12;48;2; ;1;1;2;12;2; ;9;4; ; ; ; ; ;1; ; ; ; ; ;2; ;1;12000000;1;21;13;8060;80;1;19;19;100,553465467244
537131;1;2;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;00; ; ; ;1;19;19;73,3911651175133
