DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;AREA;fex_c_2011
529528;1;4;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;68;68;407,483100931853
529537;1;2;70;3;48;1; ;1;1;2;288;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;68;68;172,61559905113
529542;2;2;70;1;48;1; ;1;1;2;36;1; ;4;9;SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;90;5139;51;1;68;68;233,19332143429
529558;1;1;70;12;48;1; ;1;1;2;12;4; ;1;9;COTIZANTE; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;03;03;7250;72;1;68;68;378,495287586672
529559;1;2;70;72;40;1; ;1;1;2;72;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;70;94;1511;15;1;68;68;224,768986345672
529562;1;3;70;8;56;1; ;1;1;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;58;33;6022;60;1;68;68;412,592966855377
529565;1;1;70;28;40;4; ;1;1;2;72;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;16;16;7494;74;1;68;68;281,159635969627
529583;1;1;70;20;20;4; ;1;1;2;20;1; ;3;9;SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;95;95;4521;45;1;68;68;309,556217013167
529587;1;2;70;192;48;1; ;1;1;2;192;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;44;8512;85;1;68;68;262,335263150566
529594;1;2;70;2;48;1; ;1;2;2;44;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1250000;1;45;44;9303;93;1;68;68;305,498358845361
529604;2;2;70;6;48;1; ;1;1;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;00;55;7493;74;1;68;68;270,403536971454
529611;1;3;70;24;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;1;68;68;295,196065242982
529619;1;3;70;12;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;68;68;378,495287586672
529624;1;2;70;96;48;1; ;1;1;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8511;85;1;68;68;259,383326008904
529638;1;3;70;4;48;2; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;06; ; ; ;1;68;68;302,937372100759
529641;1;1;70;48;48;4; ;1;1;2;72;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;21;0116;01;1;68;68;241,808100193743
529648;1;4;70;14;48;1; ;1;2;2;76;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;81;2010;20;1;68;68;1188,06499528589
529660;1;2;70;40;60;1; ;1;1;2;40;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;1;85;21;6422;64;1;68;68;811,208284421978
529660;1;3;70;72;48;1; ;1;1;2;72;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;45;5234;52;1;68;68;811,208284421978
529670;1;1;70;32;60;1; ;1;2;2;72;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6042;60;1;68;68;318,179926721367
529673;1;1;70;72;48;1; ;1;1;2;96;4; ;1;9;CON EL SEGURO; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;41;5211;52;1;68;68;631,323598742965
529675;1;2;70;24;48;2; ;2;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;31; ; ; ;1;68;68;531,206971720138
529676;1;5;70;4;48;1; ;1;1;2;12;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2700000;1;80;45;5244;52;1;68;68;304,363789334312
529678;1;9;70;1;24;4; ;1;1;2;36;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;7493;74;1;68;68;254,564043899401
529685;1;1;70;2;48;4; ;2;2;2;2;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;2000000;1;79;79;1810;18;1;68;68;267,957127719701
529689;1;3;70;4;48;1; ;1;1;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;4600000;1;58;58;7492;74;1;68;68;259,068466611473
529723;1;1;70;80;48;1; ;2;2;2;18;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;1;16;16;1810;18;1;68;68;374,912112557634
529723;1;2;70;4;40;1; ;2;1;2;158;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;1750;17;1;68;68;374,912112557634
529724;1;1;70;8;28;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;41; ; ; ;1;70;70;94,1681529629968
529729;1;5;70;52;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;00; ; ; ;1;70;70;94,667277304559
529736;1;3;70;8;40;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;1;45;45;5219;52;1;70;70;101,923021619844
529738;1;3;70;8;48;1; ;1;1;2;12;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;5261;52;1;70;70;90,5677293120304
529743;1;1;70;32;30;4; ;1;1;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;480000;1;51;45;0123;01;1;70;70;50,3689324920319
529745;1;8;70;28;48;1; ;2;2;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;240000;1;45;54;9500;95;1;70;70;46,5829415464183
529746;1;2;70;2;24;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;42; ; ; ;1;70;70;101,320202659025
529748;1;2;70;14;84;1; ;2;2;2;14;1; ;5;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;1;95;95;4530;45;1;70;70;114,073143599066
529749;1;1;70;24;44;1; ;2;2;2;12;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8512;85;1;70;70;98,1311142709685
529750;1;1;70;32;48;1; ;2;2;2;52;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;200000;1;59;59;8512;85;1;70;70;94,3225694985146
529754;1;2;70;4;48;1; ;1;1;2;10;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;58;58;7522;75;1;70;70;92,8101521257949
529755;1;1;70;8;48;1; ;2;2;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;45;45;5233;52;1;70;70;91,7074911852721
529758;1;4;70;4;84;3; ;2;2;2;8;3; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;480000;1;54;54;9500;95;1;70;70;113,917246850913
529768;1;1;70;48;30;1; ;1;1;2;144;3; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;1;70;70;99,1784917948092
529776;1;2;70;15;48;1; ;1;1;2;12;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;00;32;8532;85;1;70;70;103,309503536644
529784;1;2;70;6;48;3; ;1;1;2;24;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;70;70;45,7660733534993
529790;1;1;70;20;60;4; ;1;1;2;28;1; ;5;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;1000000;1;33;40;5229;52;1;70;70;101,95999677485
529798;1;4;70;96;48;1; ;2;2;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;38;6421;64;1;70;70;108,200537993454
529800;1;3;70;8;48;1; ;1;1;2;7;2; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;58;58;7522;75;1;70;70;100,272825135185
529807;1;5;70;4;48;1; ;1;1;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;45;5233;52;1;70;70;124,09998875346
529809;1;4;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;1;70;70;111,632963107198
529814;1;1;70;52;48;1; ;1;1;2;53;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;5125;51;1;70;70;102,359126805006
529824;1;1;70;4;48;1; ;1;1;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;87;89;2694;26;1;70;70;103,406504328847
529845;1;6;70;1;20;1; ;1;1;2;6;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2760000;1;45;53;5521;55;1;70;70;187,365550765379
529853;1;2;70;4;40;3; ;1;1;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;320000;1;54;54;9500;95;1;70;70;196,992319616882
529854;1;2;70;2;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;183,257391595729
529857;1;2;70;6;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;101,805580239333
529860;1;3;70;44;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;102,887042255857
529864;1;2;70;20;40;1; ;1;1;2;144;3; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;1;70;70;98,1311142709685
529877;1;5;70;8;48;1; ;1;1;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;45;45;5262;52;1;70;70;208,875924134502
529888;1;2;70;12;48;1; ;1;1;2;48;2; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8046;80;1;70;70;99,0784974834027
529895;1;1;70;6;48;1; ;1;1;2;12;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;1;70;70;114,073143599066
529897;1;5;70;1;48;4; ;1;1;2;2;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;12000000;1;41;61;0130;01;1;70;70;108,720000066444
529913;1;4;70;4;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;110,433789791217
529913;1;5;70;4;48;1; ;1;1;2;36;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;38;54;9500;95;1;70;70;110,433789791217
529914;1;4;70;12;48;1; ;1;1;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;54;9500;95;1;70;70;102,979570159687
529917;1;2;70;5;24;1; ;1;1;2;16;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;59;59;8512;85;1;70;70;95,4954188881274
529917;1;7;70;8;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;95,4954188881274
529919;1;2;70;3;42;4; ;1;1;2;336;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;41;5233;52;1;70;70;109,325348112852
529924;2;1;70;2;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;70;70;102,460108086696
529925;1;3;70;10;48;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;98; ; ; ;1;70;70;113,743210222108
529927;1;2;70;2;48;3; ;1;1;2;144;3; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;55;8012;80;1;70;70;100,737864984064
529927;1;3;70;2;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;70;70;100,737864984064
529929;1;2;70;1;48;3; ;1;1;2;144;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;70;70;101,839664732016
529929;1;3;70;2;24;1; ;1;1;2;60;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;3611;36;1;70;70;101,839664732016
529937;1;2;70;4;48;1; ;2;2;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;45;45;1589;15;1;70;70;105,065871829508
529938;1;1;70;4;48;1; ;1;1;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;45;81;5272;52;1;70;70;113,734756844248
529939;1;2;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;79; ; ; ;1;70;70;105,970676473851
529940;1;3;70;2;24;3; ;1;1;2;24;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;54;54;9500;95;1;70;70;118,567720665738
529944;1;1;70;20;40;1; ;1;1;2;20;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;30;30;8532;85;1;70;70;90,4936869946326
529944;1;2;70;96;40;2; ;1;1;2;96;1; ;5;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8012;80;1;70;70;90,4936869946326
529950;1;5;70;72;40;1; ;1;1;2;72;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;30;0000;00;1;70;70;103,626407203684
529950;1;6;70;48;40;1; ;1;1;2;48;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;37;4020;40;1;70;70;103,626407203684
529957;1;4;70;20;40;1; ;1;1;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;45;45;5239;52;1;70;70;93,7827696940961
529958;1;1;70;3;56;4; ;1;1;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;600000;1;95;95;4521;45;1;70;70;112,378211393086
529960;1;3;70;1;40;1; ;1;1;2;16;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;59;59;8514;85;1;70;70;102,460108086696
529960;1;6;70;49;50;1; ;1;1;2;49;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8511;85;1;70;70;102,460108086696
529960;1;7;70;8;40;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;32;32;5233;52;1;70;70;102,460108086696
529969;1;1;70;21;48;1; ;1;1;2;160;1; ;5;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;8515;85;1;73;73;139,655519381669
529973;1;4;70;3;48;1; ;2;1;2;45;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;58;88;3691;36;1;73;73;96,8001694431721
529974;1;3;70;2;48;1; ;2;2;2;2;1; ;4;3; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;4000000;1;39;39;5139;51;1;73;73;169,395516634871
529977;1;2;70;8;48;1; ;1;1;2;103;1; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADA;2; ;2; ;1;55;55;8511;85;1;73;73;149,648760204396
529981;1;2;70;12;48;1; ;1;1;2;720;2; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;84;7512;75;1;73;73;153,065787299134
529987;1;2;70;4;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;84,1004569188526
529992;1;2;70;1;60;3; ;1;1;2;21;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1700000;1;54;54;9500;95;1;73;73;259,602171712831
529994;1;3;70;9;48;2; ;1;1;2;25;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;58;19;9219;92;1;73;73;173,624698748176
529996;1;1;70;1;48;1; ;1;1;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;2000000;1;53;40;5232;52;1;73;73;140,252109353823
529998;1;2;70;4;48;1; ;1;1;2;410;2; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADA;2; ;2; ;1;13;32;7513;75;1;73;73;140,252109353823
530000;1;1;70;24;60;1; ;1;1;2;52;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;98;6041;60;1;73;73;142,434591140061
530001;1;1;70;1;48;1; ;1;1;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;33;33;6022;60;1;73;73;185,066762260949
530003;1;3;70;16;48;1; ;2;2;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;39;39;6421;64;1;73;73;169,395516634871
530006;1;4;70;12;40;1; ;1;1;2;104;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;39;9191;91;1;73;73;231,775731851101
530011;1;2;70;2;48;4; ;1;1;2;2;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;2000;1;20000;1;97;97;6310;63;1;73;73;154,157028192253
530012;1;1;70;52;40;1; ;1;1;2;52;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;45;2211;22;1;73;73;197,989653602878
530019;1;3;70;2;48;1; ;1;1;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;2000000;1;34;93;4552;45;1;73;73;232,208489034561
530022;1;3;70;24;15;1; ;2;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;1;73;73;176,220669388284
530026;1;3;70;24;48;1; ;1;1;2;52;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;1;73;73;166,799545994763
530027;1;2;70;48;48;1; ;1;1;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;12;12;7411;74;1;73;73;215,877472033957
530029;1;1;70;5;48;1; ;2;2;2;5;1; ;8;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;03;03;4530;45;1;73;73;173,624698748176
530029;1;2;70;3;48;1; ;2;2;2;5;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;32;45;5233;52;1;73;73;173,624698748176
530029;1;3;70;1;40;1; ;2;2;2;2;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;347000;2; ;1;33;37;5521;55;1;73;73;173,624698748176
530037;1;2;70;10;42;1; ;2;2;2;20;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;79;79;1810;18;1;73;73;96,9141348641631
530039;1;1;70;104;48;1; ;2;2;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;7512;75;1;73;73;203,125687826152
530045;1;3;70;4;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;172,533457855057
530046;1;2;70;20;48;1; ;1;1;2;20;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;53;53;5521;55;1;73;73;145,030561780169
530071;1;3;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;141,343350246942
530082;1;2;70;6;48;1; ;2;2;2;2;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;58;44;8511;85;1;73;73;142,434591140061
530091;1;2;70;45;36;1; ;1;1;2;45;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;34;7512;75;1;73;73;179,357322943604
530093;1;1;70;4;48;1; ;1;1;2;4;1; ;4;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;6200000;1;59;21;1730;17;1;73;73;163,522244528832
530095;1;3;70;65;48;1; ;1;1;2;65;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5239;52;1;73;73;235,302689382208
530097;1;3;70;4;48;1; ;2;2;2;4;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;300000;1;45;45;5219;52;1;73;73;583,944084856471
530098;1;2;70;24;48;3; ;1;1;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;550000;1;54;54;9500;95;1;73;73;612,263149196534
530099;1;2;70;40;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;597,038975573898
530100;1;3;70;20;48;2; ;2;2;2;65;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;1;58;58;7524;75;1;73;73;657,992929344371
530101;1;1;70;65;48;1; ;2;2;2;65;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;7523;75;1;73;73;164,118834500985
530104;1;1;70;156;48;5; ;1;1;2;156;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;53;5529;55;1;73;73;180,448563836723
530107;1;1;70;120;24;4; ;1;1;2;120;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5261;52;1;73;73;131,620293862705
530107;1;2;70;24;48;1; ;1;1;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;7492;74;1;73;73;131,620293862705
530120;1;1;70;58;25;4; ;1;1;2;56;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;85;85;5272;52;1;73;73;163,911260839753
530128;1;2;70;2;24;1; ;2;2;2;108;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;73;73;372,446680980312
530129;1;2;70;200;35;1; ;1;1;2;364;2; ;9;1; ; ; ; ; ; ; ; ;1; ;PENSION;2; ;2; ;1;13;13;8043;80;1;73;73;141,160249128659
530129;1;3;70;108;48;1; ;2;2;2;108;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;2090;20;1;73;73;141,160249128659
530129;1;4;70;54;48;2; ;2;2;2;52;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;41;5141;51;1;73;73;141,160249128659
530131;1;2;70;8;48;1; ;2;2;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;55;55;7512;75;1;73;73;156,697091775418
530132;1;4;70;108;26;1; ;1;1;2;108;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;73;73;114,795913606003
530133;1;2;70;200;40;1; ;1;1;2;220;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;45;1522;15;1;73;73;172,533457855057
530136;1;4;70;8;48;2; ;2;2;2;8;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;58;58;7524;75;1;73;73;690,133831420228
530141;1;1;70;104;40;4; ;1;1;2;208;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSIONADO;2; ;2; ;1;98;98;6031;60;1;73;73;163,406991442974
530141;1;3;70;108;48;1; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;93;4552;45;1;73;73;163,406991442974
530149;1;3;70;16;40;1; ;1;1;2;2;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;180000;1;45;32;9192;91;1;73;73;82,6050376970522
530152;1;3;70;52;48;1; ;1;1;2;52;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;8532;85;1;73;73;126,484259639431
530159;1;4;70;12;48;1; ;1;1;2;16;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;33;39;7511;75;1;73;73;320,540675775309
530164;1;2;70;4;24;1; ;1;1;2;78;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;32;8515;85;1;73;73;215,877472033957
530167;1;2;70;52;40;1; ;1;1;2;52;9;SUBCONTRATADO POR UN EMPLEADO D;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;40000;1;34;34;8511;85;1;73;73;204,813518691424
530176;1;1;70;12;48;1; ;1;1;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;25000;1;83;98;6031;60;1;73;73;156,58183868956
530176;1;4;70;8;40;1; ;1;1;2;36;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;195000;1;13;45;5529;55;1;73;73;156,58183868956
530179;1;4;70;2;18;1; ;1;1;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2168500;1;53;45;1921;19;1;73;73;147,077262107237
530183;1;4;70;5;48;4; ;1;1;2;5;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSION;1;380000;1;4560000;1;98;98;6031;60;1;73;73;121,163836633007
530184;1;4;70;16;48;1; ;1;1;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;45;5211;52;1;73;73;200,585624242986
530185;1;8;70;1;48;1; ;1;1;2;2;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;1800000;1;39;38;6422;64;1;73;73;188,162250273463
530187;1;2;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;206,761911762554
530187;2;2;70;3;48;4; ;1;2;2;52;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;1;38;79;1810;18;1;73;73;206,761911762554
530189;1;3;70;12;24;1; ;2;1;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;1;38;38;6422;64;1;73;73;82,6050376970522
530189;2;1;70;12;60;1; ;2;2;2;12;1; ;5;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1326000;1;95;95;4522;45;1;73;73;82,6050376970522
530193;1;2;70;4;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;16; ; ; ;1;73;73;130,529052969586
530201;1;1;70;1;48;3; ;2;1;2;84;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;73;73;199,927140533327
530202;1;1;70;4;48;1; ;2;2;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;50;40;5233;52;1;73;73;130,266912924955
530203;1;5;70;16;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;82,6050376970522
