DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4731536;1;3;1;70;05;20;48;1; ;2;20;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;95;45;1;2;4530;10;05;857,640285051725
4731536;1;4;1;70;05;52;48;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;2;4521;10;05;857,640285051725
4731545;1;3;1;70;05;8;48;1; ;2;8;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;45;1;1;4521;10;05;1072,03460666813
4731546;1;1;1;70;05;52;24;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;95;45;1;2;4521;10;05;1323,61357791013
4731564;1;2;1;70;05;26;48;1; ;2;28;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;02;02;74;1;2;7421;10;05;903,185211384092
4731572;1;2;1;70;05;12;48;1; ;2;60;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;30;63;1;1;6331;10;05;1292,57501129731
4731604;1;2;1;70;05;24;48;3; ;2;104;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;51;55;1;2;5530;10;05;1286,7356306542
4731615;1;1;1;70;05;65;48;3; ;2;99;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;2;9500;10;05;1231,95621869569
4731615;1;2;1;70;05;4;48;1; ;2;5;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;39;74;1;1;7499;10;05;1231,95621869569
4731617;1;2;1;70;05;16;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;820000;2; ;95;95;45;1;2;4521;10;05;1179,09680099927
4731623;1;2;1;70;05;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;45;52;1;1;5231;10;05;1304,33229495322
4731629;1;2;1;70;05;208;48;1; ;2;202;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;21;39;64;1;2;6421;10;05;1162,86778446504
4731629;1;3;1;70;05;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;38; ; ;1;2; ;10;05;1162,86778446504
4731630;1;2;1;70;05;52;48;1; ;2;102;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;32;85;1;2;8515;10;05;1111,05461457733
4731633;1;1;1;70;05;52;48;1; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;85;45;1;2;4552;10;05;1127,03608501782
4731633;1;2;1;70;05;52;48;1; ;2;52;1; ;3;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;2;38;79;18;1;2;1810;10;05;1127,03608501782
4731636;1;3;1;70;05;35;48;2; ;2;36;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;12;12;75;1;2;7512;10;05;1258,9968765578
4731636;1;4;1;70;05;6;24;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;38;74;1;1;7499;10;05;1258,9968765578
4731639;1;2;1;70;05;24;48;1; ;2;300;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;85;1;2;8532;10;05;1497,22843735788
4731643;1;2;1;70;05;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;45;60;1;1;6031;10;05;1247,98725417205
4731643;1;3;1;70;05;24;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;16;16;92;1;2;9212;10;05;1247,98725417205
4731652;1;2;1;70;05;102;48;1; ;2;102;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;5521;10;05;1108,91255392405
4731660;1;3;1;70;08;68;48;1; ;2;68;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;30;30;52;1;2;5211;10;08;569,073507759013
4731667;1;3;1;70;08;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;1;2;86;86;92;1;2;9213;10;08;462,006525063609
4731667;1;4;1;70;08;32;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;21;44;80;1;2;8060;10;08;462,006525063609
4731674;1;1;1;70;13;24;40;1; ;2;40;1; ;5;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;781242;2; ;53;53;15;1;2;1589;10;13;700,824852378947
4731674;1;3;1;70;13;16;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;37;37;64;1;2;6412;10;13;700,824852378947
4731686;1;1;1;70;13;25;48;1; ;2;25;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;44;44;66;1;2;6601;10;13;366,261731456545
4731692;1;3;1;70;13;36;48;1; ;2;36;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;60;1;2;6021;10;13;331,398389996274
4731706;1;2;1;70;13;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;12; ; ;1;2; ;10;13;341,16823862376
4731716;1;2;1;70;13;1;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;850000;2; ;59;59;52;1;1;5231;10;13;379,247141075106
4731719;1;2;1;70;13;2;40;3; ;2;2;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;400000;2; ;54;54;95;1;1;9500;10;13;738,676941607308
