DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D;OCI;MES;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;DPTO;fex_c_2011
4741411;1;1;1;60;2;76;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;1400000;1;98;1; ;11;1;4;4;0;0;3;8;1;48; ;.;48; ; ;3;9; ;1; ;1;1;2;2;1; ; ; ; ; ; ; ; ;1;1;2;1;0;8;5; ;2; ; ; ; ; ; ; ;1;15;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;5;95;45;1;10;4530; ; ;1400000;76;4960,72007973603
4741411;1;2;1;60;2;76;1;1; ; ;1; ; ;1;2;2;2;8; ;1; ;2;300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;50; ;.;20;6; ;5;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;11;1; ;2; ; ; ; ; ; ; ;13;3;8;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;77;51;1;10;5121; ; ;300000;76;4960,72007973603
4741411;1;5;1;60;2;76;1;1; ; ;1; ; ;1;2;2;2;1; ;2; ;2;700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;50; ;.;50; ; ;3;9; ;12;CON DINERO DE SU TRABAJO;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;2;1; ;2; ; ; ; ; ; ; ;1;15;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;3; ;1;95;45;1;10;4530; ; ;700000;76;4960,72007973603
4741411;1;7;1;60;2;76;1;1; ; ;1; ; ;1;2;2;2;9; ;2; ;2;200000;2; ; ;1; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;16;2; ;16; ; ;3;7; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;4; ;2; ; ; ; ; ; ; ;12;15;20;2; ; ; ;1;1;1;1;2;2;1;1;1;2;2; ;2;1;2;2;1;2;2;1;3; ;1;53;55;1;10;5521; ; ;200000;76;4960,72007973603
4741412;1;1;1;60;2;76;1;1; ; ;1; ; ;1;2;2;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;3;0;1;0;1; ;10;1;1;1;0;0;3;1;1;32;1; ;32; ; ;2;9; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;4;1; ;1;76;10;1; ; ;4;7;13;15;20;1;32;1;1;1;1;1;1;2;1;2;1;2;2;2; ;1;1;1;1;1;2;2;1;3; ;5;03;74;1;10;7421; ; ;0;76;2428,49030110507
4741412;1;2;1;60;2;76;2; ; ; ; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;3;150000;1;98;3; ;12;2; ; ; ; ;3;3;1;24;2; ;24; ; ;5;7; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;3; ;2; ; ; ; ; ; ; ;5;3;5;1;60;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;55;55;1;10;5530; ; ;150000;76;2428,49030110507
4741414;1;1;1;60;2;76;1;1; ; ;1; ; ;1;2;2;2;0; ;1; ;2;180000;2; ; ;1;35000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1000000;2; ;2; ;1;200000;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;35;1; ;35; ; ;2;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;3;3;30;1;40;1;1;1;1;1;1;2;1;1;1;1;1;2; ;1;1;2;2;1;2;2;2;3; ;8;62;01;1;10;0113; ; ;215000;76;3439,50832168999
4741416;1;1;1;60;2;76;2; ; ; ; ; ; ; ; ; ; ;170; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2018;2; ;1;98;3; ;12;1;3;3;0;0;3;5;2;96; ;.;96; ; ;3;7; ;2; ;2; ; ; ;1; ; ;1;1; ; ; ; ; ;2;2;1;12;84;1; ;1;76;14;5; ; ;2;7;10;3;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3; ;5;53;55;1;10;5521; ; ; ;76;1405,65247159029
4741416;1;2;1;60;2;76;1;2;1; ;1; ; ;1;1;2;1;132; ;1; ;2;960000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;88211;1;1;62800;2;2; ; ;2; ; ;2; ; ;1;840000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;14;1;1; ; ; ; ; ; ; ; ;1;1;1;0;6;1; ;2; ; ; ; ; ; ; ;1;11;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;97;90;1;10;9000; ; ;960000;76;1405,65247159029
4741416;1;3;1;60;2;76;1;2;1; ;1; ; ;1;1;2;1;144; ;1; ;2;869453;2; ; ;2; ;2; ;2; ;1;98;1;70000;2;1;88211;1;1;31400;2;2; ; ;2; ; ;2; ; ;1;850000;1;450000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;12;1; ; ;1; ; ; ; ; ; ;1;1;1;13;9;1; ;2; ; ; ; ; ; ; ;1;3;25;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;1;99;90;1;10;9000; ; ;869453;76;1405,65247159029
