Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3181768;1;3;1;70;66;75;48;1; ;2;75;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;2;8532;04;66;387,202557913468
3181780;1;1;1;70;73;3;48;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;04;73;337,230539078871
3181795;1;1;1;70;17;32;50;1; ;2;28;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;45;1;2;4530;04;17;209,780273359246
3181795;1;3;1;70;17;20;40;1; ;2;18;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;39;80;1;2;8050;04;17;209,780273359246
3181813;2;3;2;70;73;13;72;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;98;98;60;1;1;6031;04;73;164,080335659628
3181822;1;1;1;70;73;52;40;1; ;2;98;1; ;4;2; ; ; ;1; ; ; ; ; ; ; ;2; ;2;18;79;52;1;2;5271;04;73;257,672913400365
3181822;1;2;1;70;73;24;60;1; ;2;24;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;58;60;01;1;2;0140;04;73;257,672913400365
3181825;1;1;1;70;17;60;72;4; ;2;156;5; ;6;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;53;41;36;1;2;3694;04;17;189,942859502897
3181832;1;1;1;70;17;8;48;1; ;2;8;1; ;3;5; ; ; ; ; ; ; ; ;1; ;YA ESTA PENSIONADA;2; ;2;79;79;17;1;1;1750;04;17;153,586259371535
3181833;1;2;1;70;17;160;48;1; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;58;97;63;1;2;6310;04;17;155,05106191409
3181879;1;1;1;70;76;13;72;1; ;2;8;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;45;1;1;4521;04;76;912,472338257954
3181880;1;2;1;70;76;14;48;1; ;2;78;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;44;64;1;2;6422;04;76;1188,18265361145
3181913;1;4;1;70;52;17;30;2; ;2;17;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8050;04;52;180,294604799229
3181919;1;5;1;70;52;108;48;2; ;2;108;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7491;04;52;217,000474081762
3181922;1;1;1;70;52;3;40;1; ;2;2;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;53;53;55;1;1;5521;04;52;132,650487641555
3181922;1;3;1;70;52;2;40;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;45;52;1;1;5223;04;52;132,650487641555
3181928;1;2;1;70;66;12;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;66;309,328246117478
3181931;1;1;1;70;66;12;48;1; ;2;12;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;03;03;45;1;1;4542;04;66;336,080101598221
3181971;1;2;1;70;17;8;48;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;45;52;1;1;5234;04;17;125,748625862856
