Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area;Directorio
1;2;1;70;1;5;40;1; ;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;53;55;1;1;5521;04;19;923,386608447285; ;4042454
1;2;1;70;1;108;40;1; ;2;30;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;13;13;80;1;2;8011;04;19;1023,46035935699; ;4042463
1;2;1;70;1;104;40;3; ;2;120;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;04;19;923,386608447285; ;4042482
1;4;1;70;1;16;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;19;871,337041611439; ;4042493
2;2;2;70;1;8;40;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8519;04;19;1128,49181550918; ;4042499
1;2;1;70;1;52;40;3; ;2;208;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;04;19;950,255084986855; ;4042522
1;3;1;70;1;4;40;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4522;04;19;944,559394183925; ;4042529
1;2;1;70;1;4;40;1; ;2;4;4; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;89;89;26;1;1;2693;04;19;1005,94598415808; ;4042536
1;2;1;70;1;208;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;04;19;1029,15605015992; ;4042538
1;2;1;70;1;32;40;1; ;2;24;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;55;1;2;5529;04;19;930,585396144944; ;4042543
1;2;1;70;1;24;40;1; ;2;24;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;04;19;950,255084986855; ;4042546
1;3;1;70;1;52;40;1; ;2;16;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;39;75;1;2;7512;04;19;894,682219193431; ;4042550
1;1;1;70;1;12;40;2; ;2;16;4; ;9;3; ; ;1; ; ; ; ; ; ; ; ;2; ;2;13;13;75;1;1;7512;04;19;1057,86043941378; ;4042552
1;1;1;70;1;3;48;1; ;2;4;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;95;58;74;1;1;7492;04;19;964,967068586289; ;4042556
1;2;1;70;1;108;40;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ;1; ;ESTUDIANDO;2; ;2;53;62;01;1;2;0117;04;19;695,217413629626; ;4042558
2;2;2;70;1;52;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;04;19;1289,83412301524; ;4042559
1;2;1;70;1;3;40;4; ;2;3;4; ;9;5; ; ;1; ;1;1; ; ; ; ; ;1;800000;2;39;39;75;1;1;7512;04;20;1743,75646745261; ;4042578
1;2;1;70;1;32;48;2; ;2;40;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;54;95;1;2;9500;04;20;3185,28393140385; ;4042585
1;1;1;70;1;8;48;1; ;2;8;4; ;1;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;41;55;1;1;5529;04;20;2335,00465699163; ;4042587
1;1;1;70;1;8;40;3; ;2;56;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;1;9500;04;20;3044,22852209593; ;4042588
1;1;1;70;1;24;40;1; ;2;24;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;03;73;1;2;7310;04;20;2020,70608122857; ;4042594
1;1;1;70;1;8;48;1; ;2;8;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;11;1;1;1120;04;20;2795,53460926482; ;4042602
1;2;1;70;1;4;48;1; ;2;2;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;04;20;3021,01953275546; ;4042616
1;4;1;70;1;16;40;4; ;2;16;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;92;1;2;9241;04;20;3434,00820745796; ;4042680
1;2;1;70;1;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;20;3185,31429462685; ;4042713
1;1;1;70;1;5;40;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;61;61;01;1;1;0115;04;41;1387,53476992447; ;4042738
1;1;1;70;1;20;48;4; ;2;20;4; ;9;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;61;31;75;1;2;7512;04;41;1972,87515464248; ;4042742
1;3;1;70;1;48;48;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4530;04;41;3294,96560502458; ;4042753
1;5;1;70;1;1;32;2; ;2;50;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;15;1;1;1551;04;41;3294,96560502458; ;4042753
1;1;1;70;1;16;48;2; ;2;8;4; ;1;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;59;17;92;1;2;9214;04;41;2325,0106996247; ;4042768
1;3;1;70;1;3;48;1; ;2;120;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;52;1;1;5243;04;41;1263,03971569091; ;4042777
1;1;1;70;1;6;40;1; ;2;4;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;689000;2;03;03;22;1;1;2212;04;41;2764,62965924661; ;4042795
1;4;1;70;1;2;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;1; ;04;05;2487,84603317565; ;4042880
1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;00; ; ;1;1; ;04;05;5721,5580059596; ;4042882
1;1;1;70;1;1;24;1; ;2;250;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;13;1;1;1320;04;05;6632,8098977696; ;4042884
1;2;1;70;1;3;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;04;05;4414,85310487505; ;4042915
1;2;1;70;1;4;48;1; ;2;48;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;05;6806,96500621767; ;4042916
1;1;1;70;1;2;48;1; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;45;55;52;1;1;5219;04;66;525,552924841732; ;4042969
1;2;1;70;1;2;48;1; ;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;480000;2;95;95;36;1;1;3611;04;66;939,483628975368; ;4042982
1;1;1;70;1;3;48;1; ;2;3;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;79;79;18;1;1;1810;04;66;1130,28280084708; ;4042984
1;1;1;70;1;2;48;4; ;2;2;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;1177000;2;39;39;75;1;1;7512;04;66;962,319941297486; ;4042986
1;4;1;70;1;3;48;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;95;95;45;1;1;4521;04;66;962,319941297486; ;4042986
1;4;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;04;66;933,501945448895; ;4042989
1;2;1;70;1;52;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;66;516,955937580937; ;4042999
1;1;1;70;1;1;48;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;900000;2;95;95;45;1;1;4521;04;66;1079,98427377619; ;4043008
1;5;1;70;1;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;04;66;1388,44464754859; ;4043034
1;3;1;70;1;70;50;1; ;2;100;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;45;52;1;2;5233;04;66;814,648625227928; ;4043035
1;2;1;70;1;2;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;1; ;04;66;1079,98427377619; ;4043038
1;3;1;70;1;3;48;1; ;2;3;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;2200000;2;08;08;65;1;1;6512;04;66;625,856307692081; ;4043043
1;1;1;70;1;18;50;4; ;2;28;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8532;04;66;916,781868489505; ;4043048
1;2;1;70;1;28;50;1; ;2;28;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;53;55;1;2;5521;04;66;916,781868489505; ;4043048
1;1;1;70;1;75;50;1; ;2;75;1; ;7;9;DE LA PENSION; ; ; ; ; ; ; ;1; ;DE LA PENSION;2; ;2;98;98;52;1;2;5235;04;66;990,760122812141; ;4043051
1;1;1;70;1;4;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;66;1001,50226060153; ;4043056
1;1;1;70;1;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;53;53;55;1;1;5521;04;66;939,483628975368; ;4043058
1;4;1;70;1;8;50;1; ;2;16;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;66;704,388729660501; ;4043062
1;2;1;70;1;16;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;04;66;911,886862390337; ;4043137
1;4;1;70;1;40;50;1; ;2;44;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;04;66;449,277140662184; ;4043141
1;2;1;70;1;20;48;1; ;2;20;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;55;1;2;5511;04;66;960,707464786782; ;4043142
1;4;1;70;1;14;48;1; ;2;14;1; ;8;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;21;55;1;2;5511;04;54;1158,61575215948; ;4043230
1;3;1;70;1;4;46;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;870000;2;03;03;01;1;1;0115;04;54;1486,87147123116; ;4043274
1;6;1;70;1;4;24;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;04;54;1486,87147123116; ;4043274
1;1;1;70;1;1;48;4; ;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;2000000;2;05;21;40;1;1;4010;04;54;1286,51946819672; ;4043328
1;2;1;70;1;4;48;8; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0118;04;54;1079,41224286993; ;4043333
1;3;1;70;1;8;14;4; ;2;16;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;51;51;55;1;1;5530;04;54;1102,85967685709; ;4043337
1;2;1;70;1;9;48;1; ;2;30;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;38;64;1;1;6422;04;73;745,40187255191; ;4043349
1;1;1;70;1;13;48;1; ;2;13;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;17;92;1;1;9214;04;73;1436,9752184433; ;4043366
1;5;1;70;1;1;44;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;45;45;15;1;1;1593;04;73;1467,75811280546; ;4043367
1;3;1;70;1;3;48;4; ;2;5;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;55;55;74;1;1;7493;04;73;680,710157021861; ;4043373
1;2;1;70;1;12;40;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5522;04;73;1893,23658213792; ;4043380
1;2;1;70;1;2;45;1; ;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;95;95;45;1;1;4521;04;73;853,767053999676; ;4043381
1;3;1;70;1;12;48;1; ;2;16;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;58;75;1;1;7524;04;73;1542,93600841595; ;4043386
1;2;1;70;1;1;48;1; ;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;04;73;1817,02812379096; ;4043387
1;2;1;70;1;1;48;1; ;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;53;53;55;1;1;5521;04;73;1285,80464342383; ;4043393
1;3;1;70;1;4;22;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;04;73;796,793768901333; ;4043394
1;2;1;70;1;1;20;1; ;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5522;04;73;1351,49991084599; ;4043396
1;2;1;70;1;4;48;1; ;2;4;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;45;52;1;1;5231;04;73;680,710157021861; ;4043400
1;7;1;70;1;3;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;93; ; ;1;1; ;04;73;771,969272077181; ;4043409
1;1;1;70;1;2;48;1; ;2;2;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;689454;2;39;55;52;1;1;5211;04;73;1455,59003568091; ;4043413
1;2;1;70;1;14;48;1; ;2;14;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;04;73;1455,59003568091; ;4043413
1;1;1;70;1;34;48;1; ;2;34;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;2;8511;04;73;1464,65302234112; ;4043421
1;1;1;70;1;1;60;1; ;2;2;8; ;4;7; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;62;62;01;1;1;0115;04;73;1574,88886892662; ;4043428
1;4;1;70;1;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;1;7020;04;73;680,710157021861; ;4043441
1;5;1;70;1;16;16;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;73;1360,25034789522; ;4043442
1;3;1;70;1;208;40;1; ;2;4;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;15000;2;53;49;71;1;2;7130;04;73;1276,74165676361; ;4043449
1;4;1;70;1;3;40;1; ;2;150;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5521;04;73;1276,74165676361; ;4043449
1;3;1;70;1;14;48;3; ;2;15;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;57;93;1;2;9302;04;73;1725,20934522726; ;4043522
1;2;1;70;1;120;48;1; ;2;120;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;2;8532;04;73;1883,32771007337; ;4043523
1;1;1;70;1;14;48;1; ;2;69;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5232;04;73;1995,23312704201; ;4043524
1;1;1;70;1;24;48;4; ;2;48;1; ;8;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;61;99;90;1;2;9000;04;73;1693,04419317133; ;4043543
1;2;1;70;1;12;45;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;10000;2;77;61;52;1;1;5239;04;73;1176,29705273081; ;4043552
1;1;1;70;1;4;36;1; ;2;14;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;04;73;3334,77681048246; ;4043554
1;1;1;70;1;6;72;1; ;2;4;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;58;62;01;1;1;0115;04;73;1693,04419317133; ;4043560
1;2;1;70;1;6;30;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;85;1;1;8532;04;73;1980,80218083381; ;4043568
1;2;1;70;1;104;48;1; ;2;26;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;55;55;1;2;5529;04;76;2212,53115611741; ;4043627
1;1;1;70;1;104;40;4; ;2;478;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;16;16;74;1;2;7430;04;76;2515,77267409059; ;4043629
1;2;1;70;1;52;48;1; ;2;52;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;15;1;2;1589;04;76;2462,52545838328; ;4043636
1;1;1;70;1;104;48;1; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;45;52;1;2;5233;04;76;2810,59745092629; ;4043647
1;2;1;70;1;1;84;4; ;2;60;4; ;1;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;41;41;52;1;1;5211;04;76;1914,96049865435; ;4043669
1;2;1;70;1;1;48;1; ;2;168;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;55;55;52;1;1;5211;04;76;1206,96842014933; ;4043712
1;3;1;70;1;156;48;1; ;2;156;3; ;2;9;P01 QUE ES LA MADRINA CUBRE TODOS LOS GASTOS; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;04;76;2142,57082960796; ;4043720
1;2;1;70;1;208;48;1; ;2;14;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;04;76;2615,14475295303; ;4043721
1;1;1;70;1;156;48;1; ;2;8;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5529;04;76;1671,08581762183; ;4043722
1;2;1;70;1;14;48;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;45;45;51;1;2;5127;04;76;1671,08581762183; ;4043722
1;4;1;70;1;60;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;04;76;2795,73639077773; ;4043737
1;7;1;70;1;6;48;1; ;2;7;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;04;76;2795,73639077773; ;4043737
1;2;1;70;1;3;48;1; ;2;3;1; ;5;3; ; ; ; ; ;1; ; ; ; ; ;1;300000;2;03;44;29;1;1;2925;04;76;1762,78996480784; ;4043739
1;2;1;70;1;24;48;1; ;2;52;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;15;1;2;1589;04;76;2493,43673148805; ;4043741
1;3;1;70;1;128;48;1; ;2;13;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;39;74;1;2;7412;04;76;1409,83152192157; ;4043747
1;2;1;70;1;1;45;1; ;2;14;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;76;3036,11524087372; ;4043752
1;1;1;70;1;4;48;1; ;2;64;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;1;5139;04;76;2007,09065935336; ;4043754
1;1;1;70;1;12;20;1; ;2;66;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;93;1;1;9309;04;76;1830,80200984227; ;4043756
1;1;1;70;1;52;48;1; ;2;208;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;45;1;2;4521;04;76;2517,76898427533; ;4043763
1;2;1;70;1;52;48;1; ;2;56;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;15;1;2;1571;04;76;2462,52545838328; ;4043776
1;3;1;70;1;24;50;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;04;76;2573,01251016738; ;4043790
1;4;1;70;1;32;48;1; ;2;32;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;24;1;2;2411;04;76;2573,01251016738; ;4043790
1;3;1;70;1;2;42;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;76;2977,12562775477; ;4043794
1;5;1;70;1;6;48;1; ;2;10;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;97;26;1;1;2695;04;76;2977,12562775477; ;4043794
1;2;1;70;1;1;48;1; ;2;1;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;45;55;1;1;5529;04;76;2547,79907443735; ;4043800
3;1;3;70;1;16;39;1; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;45;55;95;1;2;9500;04;76;2547,79907443735; ;4043800
1;1;1;70;1;2;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;04;76;2464,52176856802; ;4043811
1;2;1;70;1;8;48;1; ;2;12;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;39;36;1;1;3611;04;76;2464,52176856802; ;4043811
1;3;1;70;1;12;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;04;76;2919,95656759794; ;4043813
1;1;1;70;1;15;48;4; ;2;12;4; ;1;9;CON LO QUE LE PAGA DE ARRIENDO; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;92;1;2;9214;04;76;1951,84713346131; ;4043814
1;2;1;70;1;8;48;1; ;2;5;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;7000;2;45;77;55;1;1;5529;04;76;1871,18447558576; ;4043815
1;3;1;70;1;12;40;4; ;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;04;76;1871,18447558576; ;4043815
1;2;1;70;1;1;15;4; ;2;98;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;1;140000;2;77;34;80;1;1;8050;04;76;2977,19640367473; ;4043817
1;2;1;70;1;12;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;04;76;1465,07504781362; ;4043819
1;1;1;70;1;20;48;2; ;2;20;2; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;59;59;85;1;2;8512;04;13;1460,36272817951; ;4043883
1;4;1;70;1;42;48;1; ;2;48;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;51;1;2;5125;04;13;1292,26763252138; ;4043886
1;1;1;70;1;48;48;2; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;35;1;2;3512;04;13;1441,3511147873; ;4043899
1;3;1;70;1;21;48;8; ;2;21;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0121;04;17;1166,0549449381; ;4043988
1;2;1;70;1;192;48;1; ;2;144;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;80;1;2;8050;04;17;2432,6089034965; ;4043995
1;1;1;70;1;3;48;1; ;2;3;8; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;689455;2;32;62;01;1;1;0117;04;17;2164,00665611755; ;4043997
1;2;1;70;1;24;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;04;18;701,695344878146; ;4044115
1;1;1;70;1;24;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7491;04;05;933,990795048966;05;4044286
1;3;1;70;1;16;48;1; ;2;20;1; ;9;8; ; ; ; ;1; ; ; ; ; ; ;2; ;2;21;39;74;1;2;7499;04;05;1156,70687890132;05;4044288
1;2;1;70;1;6;48;1; ;2;5;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;1;689000;2;39;39;18;1;1;1810;04;05;826,811970178385;05;4044291
1;2;1;70;1;52;48;1; ;2;76;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;2;4521;04;05;866,992074283208;05;4044292
1;2;1;70;1;4;48;4; ;2;5;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;04;05;925,683631545784;05;4044309
1;6;1;70;1;3;24;1; ;2;4;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;45;87;50;1;1;5020;04;05;1460,60062373497;05;4044311
1;2;1;70;1;14;48;1; ;2;15;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;64;1;2;6421;04;05;1302,42319264342;05;4044313
1;2;1;70;1;48;48;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;50;55;1;2;5529;04;05;1148,29949650636;05;4044322
1;2;1;70;1;6;48;3; ;2;40;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;1;8532;04;05;1144,27834331282;05;4044332
1;3;1;70;1;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;95;45;1;1;4522;04;05;1348,10635178798;05;4044355
1;3;1;70;1;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;38;33;92;1;1;9219;04;05;864,059105020521;05;4044365
1;1;1;70;1;2;48;1; ;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;98;98;60;1;1;6041;04;05;1060,58788036941;05;4044384
1;3;1;70;1;7;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;09;44;70;1;1;7020;04;08;518,648167469197;08;4044409
1;3;1;70;1;2;48;1; ;2;2;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4522;04;08;420,161914350941;08;4044416
1;1;1;70;1;24;48;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;45;52;1;2;5261;04;08;390,171109952546;08;4044420
1;2;1;70;1;156;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;2; ;04;08;653,744016028629;08;4044426
1;5;1;70;1;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;08;876,594247852677;08;4044427
1;2;1;70;1;108;48;1; ;2;102;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;52;1;2;5243;04;08;587,065481604371;08;4044429
1;3;1;70;1;20;48;1; ;2;20;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;45;36;1;2;3699;04;08;541,844409650568;08;4044441
1;1;1;70;1;16;48;1; ;2;16;1; ;8;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;19;19;80;1;2;8041;04;08;586,266629325306;08;4044442
