PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P3038;P3039
20221252;12;2022;7277093;1;1;1;18;;2;382.91506446;05;2;1
20221252;12;2022;7277093;1;2;1;18;;2;382.91506446;05;1;2
20221248;12;2022;7277104;1;1;1;18;05;1;1034.7349783;05;2;1
20221248;12;2022;7277104;1;2;1;18;05;1;1034.7349783;05;1;2
20221248;12;2022;7277105;1;1;1;18;05;1;965.14583436;05;1;2
20221248;12;2022;7277107;1;1;1;18;05;1;852.00478651;05;2;1
20221248;12;2022;7277107;1;2;1;18;05;1;852.00478651;05;1;2
20221248;12;2022;7277107;1;3;1;18;05;1;852.00478651;05;1;2
20221248;12;2022;7277108;1;1;1;18;05;1;877.12655557;05;2;1
20221248;12;2022;7277108;1;2;1;18;05;1;877.12655557;05;1;2
20221248;12;2022;7277108;1;3;1;18;05;1;877.12655557;05;2;1
20221248;12;2022;7277108;1;4;1;18;05;1;877.12655557;05;2;1
20221248;12;2022;7277109;1;1;1;18;05;1;1119.0572181;05;2;1
20221248;12;2022;7277110;1;1;1;18;05;1;1048.3216535;05;2;1
20221248;12;2022;7277110;1;2;1;18;05;1;1048.3216535;05;1;2
20221248;12;2022;7277110;1;3;1;18;05;1;1048.3216535;05;2;1
20221248;12;2022;7277112;1;1;1;18;05;1;905.94536359;05;1;2
20221248;12;2022;7277112;1;2;1;18;05;1;905.94536359;05;2;1
20221248;12;2022;7277112;1;3;1;18;05;1;905.94536359;05;2;1
20221248;12;2022;7277113;1;1;1;18;05;1;880.82359453;05;1;2
20221248;12;2022;7277113;1;2;1;18;05;1;880.82359453;05;1;2
20221248;12;2022;7277114;1;1;1;18;05;1;1568.0770124;05;2;1
20221248;12;2022;7277114;1;2;1;18;05;1;1568.0770124;05;1;2
20221252;12;2022;7277116;1;1;1;18;;2;190.52842922;05;2;1
20221252;12;2022;7277116;1;2;1;18;;2;190.52842922;05;1;2
20221252;12;2022;7277117;1;1;1;18;;2;301.07157118;05;1;2
20221252;12;2022;7277117;1;2;1;18;;2;301.07157118;05;2;1
20221252;12;2022;7277118;1;1;1;18;;2;411.47040637;05;2;1
20221252;12;2022;7277118;1;2;1;18;;2;411.47040637;05;1;2
20221252;12;2022;7277119;1;1;1;18;;2;162.51215192;05;2;1
20221252;12;2022;7277119;1;2;1;18;;2;162.51215192;05;1;2
20221252;12;2022;7277119;1;3;1;18;;2;162.51215192;05;1;2
20221252;12;2022;7277120;1;1;1;18;;2;200.59109692;05;1;2
20221252;12;2022;7277121;1;1;1;18;;2;244.29295993;05;2;1
20221252;12;2022;7277122;1;1;1;18;;2;230.13901196;05;2;1
20221252;12;2022;7277122;1;2;1;18;;2;230.13901196;05;1;2
20221252;12;2022;7277122;1;3;1;18;;2;230.13901196;05;1;2
20221248;12;2022;7277123;1;1;1;18;05;1;1455.0960632;05;2;1
20221248;12;2022;7277123;1;2;1;18;05;1;1455.0960632;05;1;2
20221252;12;2022;7277125;1;1;1;18;;2;451.43909071;05;1;2
20221252;12;2022;7277125;1;2;1;18;;2;451.43909071;05;2;1
20221248;12;2022;7277126;1;1;1;18;05;1;1516.9265384;05;1;2
20221248;12;2022;7277126;1;2;1;18;05;1;1516.9265384;05;2;1
20221248;12;2022;7277127;1;1;1;18;05;1;1379.2421267;05;1;2
20221248;12;2022;7277127;1;2;1;18;05;1;1379.2421267;05;1;2
20221248;12;2022;7277128;1;1;1;18;05;1;1366.7993243;05;1;2
20221248;12;2022;7277129;1;1;1;18;05;1;1497.8202764;05;3;2
20221248;12;2022;7277130;1;1;1;18;05;1;1049.8845082;05;2;1
20221248;12;2022;7277130;1;2;1;18;05;1;1049.8845082;05;1;2
20221248;12;2022;7277130;1;3;1;18;05;1;1049.8845082;05;2;1
20221248;12;2022;7277131;1;1;1;18;05;1;823.11853146;05;1;2
20221248;12;2022;7277131;1;2;1;18;05;1;823.11853146;05;1;2
20221248;12;2022;7277132;1;1;1;18;05;1;936.32702634;05;2;1
20221248;12;2022;7277132;1;2;1;18;05;1;936.32702634;05;1;2
20221248;12;2022;7277133;1;1;1;18;05;1;1065.116641;05;1;2
20221248;12;2022;7277134;1;1;1;18;05;1;850.44193178;05;2;1
20221248;12;2022;7277134;1;2;1;18;05;1;850.44193178;05;1;2
20221248;12;2022;7277134;1;3;1;18;05;1;850.44193178;05;1;2
20221248;12;2022;7277135;1;1;1;18;05;1;1038.8863093;05;2;1
20221248;12;2022;7277135;1;2;1;18;05;1;1038.8863093;05;1;2
20221248;12;2022;7277135;1;3;1;18;05;1;1038.8863093;05;1;2
20221248;12;2022;7277135;1;5;1;18;05;1;1038.8863093;05;2;1
20221248;12;2022;7277135;1;8;1;18;05;1;1038.8863093;05;2;1
20221248;12;2022;7277135;1;9;1;18;05;1;1038.8863093;05;2;1
20221248;12;2022;7277136;1;1;1;18;05;1;1163.9338346;05;2;1
20221248;12;2022;7277136;1;2;1;18;05;1;1163.9338346;05;1;2
20221248;12;2022;7277140;1;1;1;18;05;1;1034.7349783;05;2;1
20221248;12;2022;7277140;1;2;1;18;05;1;1034.7349783;05;1;2
20221248;12;2022;7277141;1;1;1;18;05;1;1357.2363296;05;1;2
20221248;12;2022;7277142;1;1;1;18;05;1;1114.7862216;05;2;1
20221248;12;2022;7277142;1;2;1;18;05;1;1114.7862216;05;1;2
20221248;12;2022;7277142;1;3;1;18;05;1;1114.7862216;05;1;2
20221248;12;2022;7277144;1;1;1;18;05;1;1069.8551012;05;2;1
20221248;12;2022;7277144;1;2;1;18;05;1;1069.8551012;05;1;2
20221252;12;2022;7277145;1;1;1;18;;2;200.59109692;05;1;2
20221252;12;2022;7277146;1;1;1;18;;2;200.59109692;05;1;2
20221252;12;2022;7277147;1;1;1;18;;2;327.01788832;05;1;2
20221252;12;2022;7277147;1;2;1;18;;2;327.01788832;05;1;2
20221252;12;2022;7277147;1;3;1;18;;2;327.01788832;05;2;1
20221252;12;2022;7277147;1;4;1;18;;2;327.01788832;05;2;1
20221252;12;2022;7277148;1;1;1;18;;2;350.95861645;05;1;2
20221252;12;2022;7277149;1;1;1;18;;2;239.11975275;05;1;1
20221252;12;2022;7277149;1;2;1;18;;2;239.11975275;05;1;1
20221252;12;2022;7277150;1;1;1;18;;2;307.643779;05;2;1
20221252;12;2022;7277151;1;1;1;18;;2;162.51215192;05;2;1
20221252;12;2022;7277151;1;2;1;18;;2;162.51215192;05;1;2
20221252;12;2022;7277152;1;1;1;18;;2;244.29295993;05;2;1
20221252;12;2022;7277153;1;1;1;18;;2;269.67720012;05;2;1
20221252;12;2022;7277153;1;2;1;18;;2;269.67720012;05;1;2
20221252;12;2022;7277154;1;1;1;18;;2;225.97533711;05;1;2
20221252;12;2022;7277154;1;2;1;18;;2;225.97533711;05;1;2
20221248;12;2022;7277155;1;1;1;18;05;1;1258.9393704;05;2;1
20221248;12;2022;7277156;1;1;1;18;05;1;1099.1586546;05;1;2
20221248;12;2022;7277156;1;2;1;18;05;1;1099.1586546;05;2;1
20221252;12;2022;7277158;1;1;1;18;;2;269.67720012;05;2;1
20221252;12;2022;7277158;1;2;1;18;;2;269.67720012;05;1;2
20221252;12;2022;7277159;1;1;1;18;;2;184.92633847;05;2;1
20221252;12;2022;7277159;1;2;1;18;;2;184.92633847;05;1;2
20221252;12;2022;7277159;1;3;1;18;;2;184.92633847;05;1;2
20221252;12;2022;7277160;1;1;1;18;;2;282.4345902;05;2;1
20221252;12;2022;7277160;1;2;1;18;;2;282.4345902;05;1;2
20221252;12;2022;7277161;1;1;1;18;;2;200.59109692;05;1;2
20221252;12;2022;7277162;1;1;1;18;;2;319.56424539;05;2;1
20221252;12;2022;7277162;1;2;1;18;;2;319.56424539;05;1;2
20221248;12;2022;7277163;1;1;1;18;05;1;1004.2961348;05;1;2
20221248;12;2022;7277163;1;2;1;18;05;1;1004.2961348;05;2;1
20221248;12;2022;7277163;1;3;1;18;05;1;1004.2961348;05;1;2
20221248;12;2022;7277164;1;1;1;18;05;1;1085.7890637;05;1;2
20221248;12;2022;7277165;1;1;1;18;05;1;1253.2201752;05;1;2
20221248;12;2022;7277166;1;1;1;18;05;1;1258.9393704;05;2;1
20221248;12;2022;7277167;1;1;1;18;05;1;1198.2562211;05;1;2
20221252;12;2022;7277168;1;1;1;18;;2;411.47040637;05;2;1
20221252;12;2022;7277168;1;2;1;18;;2;411.47040637;05;1;2
20221252;12;2022;7277169;1;1;1;18;;2;282.4345902;05;2;1
20221252;12;2022;7277169;1;2;1;18;;2;282.4345902;05;1;2
20221252;12;2022;7277170;1;1;1;18;;2;282.4345902;05;2;1
20221252;12;2022;7277170;1;2;1;18;;2;282.4345902;05;1;2
20221252;12;2022;7277171;1;1;1;18;;2;207.16330474;05;2;1
20221248;12;2022;7277172;1;1;1;18;05;1;1053.3679046;05;2;1
20221248;12;2022;7277172;1;2;1;18;05;1;1053.3679046;05;1;2
20221248;12;2022;7277173;1;1;1;18;05;1;1053.3679046;05;2;1
20221248;12;2022;7277173;1;2;1;18;05;1;1053.3679046;05;1;2
20221248;12;2022;7277174;1;1;1;18;05;1;1258.9393704;05;2;1
20221248;12;2022;7277175;1;1;1;18;05;1;752.03397986;05;2;1
20221248;12;2022;7277175;1;2;1;18;05;1;752.03397986;05;1;2
20221248;12;2022;7277175;1;3;1;18;05;1;752.03397986;05;1;2
20221252;12;2022;7277176;1;1;1;18;;2;1076.1073167;44;1;2
20221252;12;2022;7277176;1;2;1;18;;2;1076.1073167;44;1;2
20221252;12;2022;7277177;1;1;1;18;;2;1303.7755073;44;1;2
20221252;12;2022;7277177;1;2;1;18;;2;1303.7755073;44;2;1
20221252;12;2022;7277178;1;1;1;18;;2;1461.3168939;44;2;1
20221252;12;2022;7277178;1;2;1;18;;2;1461.3168939;44;1;2
20221252;12;2022;7277178;1;6;1;18;;2;1461.3168939;44;2;1
20221252;12;2022;7277178;1;8;1;18;;2;1461.3168939;44;2;1
20221252;12;2022;7277179;1;1;1;18;;2;1314.5530608;44;1;2
20221252;12;2022;7277179;1;2;1;18;;2;1314.5530608;44;2;1
20221252;12;2022;7277180;1;1;1;18;;2;1490.145158;44;1;2
20221252;12;2022;7277180;1;2;1;18;;2;1490.145158;44;2;1
20221252;12;2022;7277181;1;1;1;18;;2;963.36886652;44;1;2
20221252;12;2022;7277181;1;2;1;18;;2;963.36886652;44;2;1
20221252;12;2022;7277182;1;1;1;18;;2;1477.3693081;44;2;1
20221252;12;2022;7277183;1;1;1;18;;2;1937.4752868;44;2;1
20221252;12;2022;7277184;1;1;1;18;;2;1937.4752868;44;2;1
