PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20221248;12;2022;7277166;1;1;1;70;05;1;1258.9393704;05;;1;1;5;1;;;48;1000000;1;;1;1;1;SEPARAR MATERIALES RECICLABLES;1;7;2;2;;1;300000;7522;9612;46;4665
20221252;12;2022;7277168;1;2;1;70;;2;411.47040637;05;1;;;;;2;5;;1000000;1;;72;0;6;ASEADORA;1;6;2;2;;2;;.;9112;56;5611
20221252;12;2022;7277170;1;2;1;70;;2;282.4345902;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221248;12;2022;7277172;1;1;1;70;05;1;1053.3679046;05;1;;;;;;;;;1;;60;0;5;OPERARIO DE MAQUINA PLANA;1;10;2;3;;2;;.;8153;15;1512
20221248;12;2022;7277172;1;2;1;70;05;1;1053.3679046;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221248;12;2022;7277175;1;2;1;70;05;1;752.03397986;05;1;;;;;;;;;1;;240;0;7;SECRETARIA DE FONDO EMPLEADOS;2;10;2;2;;2;;.;4120;84;8413
20221248;12;2022;7277175;1;3;1;70;05;1;752.03397986;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277176;1;1;1;70;;2;1076.1073167;44;1;;;;;;;;;1;;24;2;4;AGRICULTOR;4;2;2;2;;2;;.;6111;01;0161
20221252;12;2022;7277176;1;2;1;70;;2;1076.1073167;44;1;;;;;1;;40;500000;1;;96;2;8;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20221252;12;2022;7277177;1;3;1;70;;2;1303.7755073;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277178;1;2;1;70;;2;1461.3168939;44;1;;;;;;;;;1;;144;2;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20221252;12;2022;7277178;1;5;1;70;;2;1461.3168939;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277178;1;7;1;70;;2;1461.3168939;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277179;1;1;1;70;;2;1314.5530608;44;1;;;;;;;;;1;;7;2;3;AGRICULTURA;1;3;2;2;;2;;.;9211;01;0161
20221252;12;2022;7277180;1;1;1;70;;2;1490.145158;44;1;;;;;1;;40;300000;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277181;1;1;1;70;;2;963.36886652;44;1;;;;;;;;;1;;36;2;3;REPOSTERA;4;1;2;2;;2;;.;7512;10;1081
20221252;12;2022;7277183;1;1;1;70;;2;1937.4752868;44;1;;;;;;;;;1;;36;4;4;DOCENTE DE CIENCIAS NATURALES;2;6;2;3;;2;;.;2330;85;8530
20221252;12;2022;7277186;1;2;1;70;;1;477.44919326;44;1;;;;;;;;;1;;132;4;5;AUXILIAR DE ENFERMERIA;2;8;2;3;;2;;.;5321;86;8621
20221252;12;2022;7277187;1;2;1;70;;1;656.19104012;44;1;;;;;;;;;1;;48;2;3;COMERCIANTE;4;1;2;2;;2;;.;5223;47;4771
20221252;12;2022;7277190;1;2;1;70;;1;487.49976258;44;1;;;;;;;;;1;;72;2;3;AUXILIAR DOCENTE;1;7;2;2;;2;;.;5311;85;8511
20221252;12;2022;7277190;1;4;1;70;;1;487.49976258;44;1;;;;;;;;;1;;36;5;3;SUPERVISOR DE OBRA;1;6;2;2;;2;;.;3123;41;4111
20221252;12;2022;7277192;1;1;1;70;;1;658.1793758;44;1;;;;;;;;;1;;96;2;5;DOCENTE DEL AREA DE SOCIALES;2;10;2;3;;2;;.;2341;85;8530
20221252;12;2022;7277192;1;2;1;70;;1;658.1793758;44;;2;1;48;1;;;40;1500000;1;;12;2;8;DIRIGIR PROYECTOS DE CONSTRUCCION DE OBRAS CIVILES;4;10;2;2;;2;;2142;2142;41;4111
20221252;12;2022;7277194;1;3;1;70;;1;646.7319132;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277194;1;4;1;70;;1;646.7319132;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277195;1;2;1;70;;1;725.32491084;44;1;;;;;;;;;1;;5;2;3;DICTAR REFUERZOS ESCOLARES DE BASICA PRIMARIA;4;1;2;2;;2;;.;2359;85;8559
20221252;12;2022;7277196;1;1;1;70;;1;674.17683973;44;1;;;;;;;;;1;;24;5;2;MOTOTAXISTA;4;1;2;2;;2;;.;8321;49;4921
20221252;12;2022;7277196;1;2;1;70;;1;674.17683973;44;1;;;;;2;5;;1100000;1;;24;5;8;CAJERA;1;4;2;2;;2;;.;5230;56;5611
20221252;12;2022;7277197;1;2;1;70;;1;498.55959611;44;;1;1;1;1;;;40;1100000;1;;0;1;8;DOCENTE EN JARDIN INFANTIL;1;5;2;2;;1;600000;2342;2342;85;8530
20221252;12;2022;7277197;1;4;1;70;;1;498.55959611;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277198;1;2;1;70;;1;352.01068206;44;1;;;;;;;;;1;;60;4;4;CONDUCTOR DE VOLQUETA;1;3;2;2;;2;;.;8332;49;4923
20221252;12;2022;7277201;1;2;1;70;;1;473.07197681;44;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277203;1;1;1;70;;2;1858.5063257;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277204;1;2;1;70;;2;1186.4711849;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277206;1;1;1;70;;2;1280.6466808;68;;1;1;4;3;;;40;850000;1;;6;0;4;SEMBRAR FRIJOL HABICHUELAS Y MAIZ A DIFERENTES FINCAS;4;1;2;2;;2;;9111;6111;01;0111
20221252;12;2022;7277207;1;2;1;70;;2;1026.331605;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277208;1;1;1;70;;2;1026.331605;68;1;;;;;;;;;1;;180;0;5;DRAGONEANTE INPEC;2;10;2;3;;2;;.;5413;84;8424
20221252;12;2022;7277208;1;2;1;70;;2;1026.331605;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277209;1;1;1;70;;2;826.10857075;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277211;1;1;1;70;;2;826.10857075;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277212;1;2;1;70;;2;1682.9718805;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277212;1;3;1;70;;2;1682.9718805;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277212;1;5;1;70;;2;1682.9718805;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277214;1;2;1;70;;2;1563.9554951;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277214;1;4;1;70;;2;1563.9554951;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277214;1;6;1;70;;2;1563.9554951;68;1;;;;;;;;;1;;24;0;4;DESGRANABA MAIZ;4;1;2;2;;2;;.;9211;01;0163
20221252;12;2022;7277216;1;2;1;70;;1;1139.6615777;68;1;;;;;;;;;1;;72;0;7;SEMBRAR TOMATES Y LECHUGAS;7;3;2;2;;2;;.;6113;01;0113
20221252;12;2022;7277216;1;3;1;70;;1;1139.6615777;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277216;1;4;1;70;;1;1139.6615777;68;;2;1;16;1;;;40;1600000;1;;22;0;7;DOCENTE DE BASICA PRIMARIA;4;7;2;2;;2;;2330;2341;85;8530
20221252;12;2022;7277217;1;1;1;70;;1;1072.3641824;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277218;1;1;1;70;;1;563.93069287;68;;1;1;6;4;;;48;800000;2;;;;;.;;;;2;;2;;9211;;;
20221252;12;2022;7277218;1;3;1;70;;1;563.93069287;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277222;1;3;1;70;;1;1158.5999265;68;1;;;;;;;;;1;;96;0;4;VENDEDOR DE MOSTRADOR;1;3;2;2;;2;;.;5223;46;4620
20221252;12;2022;7277223;1;2;1;70;;1;1315.5230193;68;;2;1;52;3;;;48;800000;1;;240;0;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;9111;9111;97;9700
20221252;12;2022;7277226;1;1;1;70;;1;1755.7473737;68;;2;1;32;2;;;48;1000000;1;;8;0;8;CONTROLADORA DE TRANSITO;4;8;2;2;;2;;9312;9312;42;4210
20221252;12;2022;7277227;1;4;1;70;;1;1996.3266422;68;;1;1;4;1;;;48;1200000;1;;2;0;8;MINERO (EXTRAER CARBON);1;5;2;2;;2;;8111;8111;05;0510
20221252;12;2022;7277228;1;1;1;70;;1;1271.4459579;68;1;;;;;;;;;2;;;;;.;;;;3;;2;;.;.;;.
20221252;12;2022;7277228;1;2;1;70;;1;1271.4459579;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277229;1;2;1;70;;1;1591.8668503;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277231;1;2;1;70;;1;1878.9606192;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277232;1;2;1;70;;1;1297.1355702;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277233;1;2;1;70;;1;825.46265397;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277233;1;4;1;70;;1;825.46265397;68;;1;1;5;1;;;48;1500000;1;;12;0;8;GUARDIA PERSONAL;4;1;2;2;;2;;5414;5414;80;8010
20221252;12;2022;7277234;1;1;1;70;;1;1489.3946978;68;1;;;;;;;;;1;;216;0;7;VENDEDORA DE MOSTRADOR;1;5;2;2;;2;;.;5223;47;4751
20221252;12;2022;7277235;1;2;1;70;;2;1039.4699212;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277235;1;3;1;70;;2;1039.4699212;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277236;1;5;1;70;;2;1539.4618422;68;1;;;;;;;;;1;;180;0;4;AGRICULTORA PROPIETARIA;5;4;2;2;;2;;.;6111;01;0122
20221252;12;2022;7277238;1;2;1;70;;2;1452.8031487;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277239;1;1;1;70;;2;1157.7082479;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277241;1;1;1;70;;2;1247.2030921;68;1;;;;;2;4;;800000;1;;60;0;4;SEMBRAR MAIZ Y TABACO;4;1;2;2;;2;;.;6111;01;0111
20221252;12;2022;7277242;1;2;1;70;;2;1128.9647655;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277245;1;1;1;70;;2;1010.7264389;68;1;;;;;;;;;1;;108;0;4;AGRICULTOR PROPIETARIO (SEMBRAR MAIZ);5;3;2;2;;2;;.;6111;01;0111
20221252;12;2022;7277245;1;2;1;70;;2;1010.7264389;68;1;;;;;;;;;1;;168;0;4;SEMBRAR MAIZ;6;3;2;2;;2;;.;6111;01;0111
20221252;12;2022;7277246;1;1;1;70;;1;1250.9086448;68;1;;;;;2;5;;1000000;1;;36;0;9;ESTILISTA PELUQUERIA;4;1;2;2;;2;;.;5141;96;9602
20221252;12;2022;7277247;1;2;1;70;;1;1052.5975042;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277251;1;2;1;70;;1;1161.1170876;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277253;1;2;1;70;;1;1037.7084561;68;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277257;1;1;1;70;;2;965.69791833;76;1;;;;;;;;;1;;18;0;6;CRIA DE GALLINAS;4;1;2;3;;2;;.;6121;01;0144
20221252;12;2022;7277257;1;2;1;70;;2;965.69791833;76;1;;;;;;;;;1;;48;0;5;TOMAR IMAGENES DIAGNOSTICAS;1;10;2;3;;2;;.;5321;86;8621
20221252;12;2022;7277258;1;1;1;70;;2;1565.4240869;76;;2;1;32;3;;;48;1000000;1;;48;0;7;COMISIONISTA DE VEHICULOS;4;1;2;2;;2;;8323;5223;45;4512
20221252;12;2022;7277261;1;1;1;70;;2;1267.641702;76;1;;;;;1;;20;600000;1;;4;0;6;DESPACHAR VEHICULOS DE CARGA;1;10;2;1;1;2;;.;9329;53;5320
20221252;12;2022;7277262;1;1;1;70;;2;1298.1501686;76;1;;;;;;;;;1;;312;0;5;PREPARAR ALIMENTOS;1;10;2;3;;2;;.;5120;47;4711
20221252;12;2022;7277264;1;2;1;70;;2;233.04673494;63;1;;;;;;;;;1;;35;2;8;OFICIOS EN OTROS HOGARES;4;1;2;2;;2;;.;9111;81;8121
20221252;12;2022;7277264;1;3;1;70;;2;233.04673494;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277266;1;2;1;70;;2;225.82487637;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277267;1;2;1;70;;2;136.08598205;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277270;1;2;1;70;;2;237.73786733;63;;1;1;4;1;;;48;1500000;2;;;;;.;;;;2;;2;;2411;;;
20221252;12;2022;7277272;1;2;1;70;;2;274.00926072;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277273;1;2;1;70;;2;465.55320488;63;1;;;;;;;;;1;;67;4;3;ATENDER MESAS EN CAFETERIA;4;1;2;2;;2;;.;5131;56;5613
20221252;12;2022;7277275;1;2;1;70;;2;136.08598205;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277276;1;2;1;70;;2;276.83850704;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277277;1;2;1;70;;2;276.83850704;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277279;1;2;1;70;;2;278.06859254;63;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277280;1;2;1;70;;2;136.08598205;63;1;;;;;;;;;1;;80;2;1;CAMARERA;4;8;2;2;;2;;.;9112;55;5511
20221252;12;2022;7277281;1;2;1;70;;2;252.58487283;63;1;;;;;;;;;1;;120;4;3;PREPARAR ALIMENTOS A TRABAJADORES;6;2;2;2;;2;;.;5120;56;5611
20221252;12;2022;7277281;1;3;1;70;;2;252.58487283;63;1;;;;;;;;;1;;60;4;4;ADMINISTRAR FINCA DE PRODUCCION DE AGUACATE;1;3;2;2;;2;;.;1311;01;0121
20221252;12;2022;7277284;1;1;1;70;;2;556.30921995;66;1;;;;;;;;;1;;6;0;4;MODISTA;4;1;2;2;;2;;.;7531;95;9529
20221252;12;2022;7277286;1;1;1;70;;2;367.0765947;66;1;;;;;;;;;1;;95;4;5;Alimentar jornaleros en finca;6;2;2;2;;2;;.;5120;01;0123
20221252;12;2022;7277287;1;1;1;70;;2;635.258928;66;1;;;;;;;;;1;;10;0;3;MODISTA;4;1;2;2;;2;;.;7531;95;9529
20221252;12;2022;7277288;1;1;1;70;;2;341.02814339;66;1;;;;;;;;;1;;160;4;4;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20221252;12;2022;7277289;1;1;1;70;;2;621.47154679;66;1;;;;;;;;;1;;240;0;4;RECOLECTAR CAFE;4;1;2;2;;2;;.;9211;01;0161
20221252;12;2022;7277289;1;2;1;70;;2;621.47154679;66;1;;;;;;;;;1;;350;0;4;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20221252;12;2022;7277290;1;1;1;70;;2;678.55211396;66;1;;;;;;;;;1;;12;4;3;SERVICIOS GENERALES EN COLEGIO;1;10;2;2;;2;;.;9112;85;8530
20221252;12;2022;7277292;1;1;1;70;;2;458.48253629;66;1;;;;;;;;;1;;201;0;4;VENDEDOR DE BUÑUELOS;4;1;2;2;;2;;.;5223;10;1081
20221252;12;2022;7277292;1;2;1;70;;2;458.48253629;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277293;1;2;1;70;;2;459.17625185;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277294;1;2;1;70;;2;377.29451465;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277298;1;2;1;70;;1;426.45019624;66;;2;1;32;1;;;48;1000000;1;;5;0;6;COCINERA (PREPARACION DE ALIMENTOA);1;2;2;2;;2;;5131;5120;56;5611
20221252;12;2022;7277298;1;3;1;70;;1;426.45019624;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277299;1;3;1;70;;1;378.60872812;66;1;;;;;;;;;1;;12;2;3;MESERA EN RESTAURANTE;4;1;2;2;;2;;.;5131;56;5611
20221252;12;2022;7277299;1;4;1;70;;1;378.60872812;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277300;1;2;1;70;;1;379.80139779;66;;1;1;12;1;;;48;1000000;1;;12;0;1;ESTILISTA;1;3;2;2;;2;;5141;5141;96;9602
20221252;12;2022;7277302;1;4;1;70;;1;402.08975029;66;1;;;;;;;;;1;;18;0;3;VENDEDORA DE MOSTRADOR;1;3;2;2;;2;;.;5223;47;4772
20221252;12;2022;7277303;1;4;1;70;;1;421.69724995;66;1;;;;;;;;;1;;24;0;9;TECNICO AGROPECUARIO;1;5;2;2;;2;;.;3142;01;0141
20221252;12;2022;7277303;1;5;1;70;;1;421.69724995;66;1;;;;;;;;;1;;24;0;3;DOCENTE DE PRIMARIA;2;7;2;2;;2;;.;2341;85;8513
20221252;12;2022;7277305;1;1;1;70;;1;435.12343105;66;1;;;;;;;;;1;;600;1;4;AUXILIAR DE CONSTRUCCION;4;1;2;2;;2;;.;9313;41;4111
20221252;12;2022;7277306;1;2;1;70;;1;396.44751003;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277306;1;3;1;70;;1;396.44751003;66;1;;;;;;;;;1;;600;2;4;LABORES AGRICOLAS;4;1;2;2;;2;;.;9111;01;0161
20221252;12;2022;7277306;1;4;1;70;;1;396.44751003;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20221252;12;2022;7277306;1;5;1;70;;1;396.44751003;66;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
