DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
2202735;1;1;1;50;05; ; ;1;6;DORMIR;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;900,269951891875
2202735;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;900,269951891875
2202735;1;3;1;50;05; ; ;3;4; ;2;2;2;2;1;11; ; ; ; ; ; ;03;1;05;900,269951891875
2202736;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1069,64165954492
2202736;1;2;1;50;05;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;1069,64165954492
2202737;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1080,35999952972
2202737;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;05;1080,35999952972
2202737;1;3;1;50;05;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;1080,35999952972
2202737;1;4;1;50;05; ; ;1;6;VAGAR;2;2;2;2;1;13;FALTA DE INTERES; ; ; ; ; ;03;1;05;1080,35999952972
2202738;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1004,23176089404
2202738;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;05;1004,23176089404
2202738;1;3;1;50;05; ; ;3;3; ;2;2;2;2;1;9; ; ; ; ; ; ;03;1;05;1004,23176089404
2202739;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1059,90473966107
2202740;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1028,39904651819
2202740;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1028,39904651819
2202741;1;1;1;50;05; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1075,43697153833
2202742;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1075,43697153833
2202743;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1073,3435356263
2202743;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1073,3435356263
2202743;1;3;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1073,3435356263
2202743;2;1;2;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1073,3435356263
2202743;2;2;2;50;05; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;03;1;05;1073,3435356263
2202743;2;3;2;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1073,3435356263
2202745;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;987,156433491465
2202745;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;987,156433491465
2202746;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;850,123622917808
2202746;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;850,123622917808
2202747;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;945,913820464738
2202747;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;945,913820464738
2202748;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1092,58779325905
2202748;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1092,58779325905
2202749;1;1;1;50;05; ; ;1;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;914,604313822496
2202749;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;914,604313822496
2202750;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1165,83694115166
2202750;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1165,83694115166
2202751;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;881,921260224515
2202752;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1051,34518023232
2202752;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1051,34518023232
2202753;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;987,637011869419
2202753;1;2;1;50;05; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;05;987,637011869419
2202754;1;1;1;50;05;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;937,999076904861
2202755;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1004,23176089404
2202755;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1004,23176089404
2202755;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1004,23176089404
2202756;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1061,00660579802
2202756;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1061,00660579802
2202756;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1061,00660579802
2202757;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1115,53392697318
2202757;1;2;1;50;05;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;1115,53392697318
2202758;1;1;1;50;05;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;842,785215399075
2202758;1;2;1;50;05;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;842,785215399075
2202759;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1043,93127839545
2202759;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1043,93127839545
2202760;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1087,99035121228
2202760;1;2;1;50;05;1; ;2;6;PINTAR  SU  VIVIENDA;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;1087,99035121228
2202760;1;3;1;50;05; ; ;3;6;TRABAJO  VOLUNTARIO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1087,99035121228
2202760;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1087,99035121228
2202761;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;808,28780668771
2202761;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;808,28780668771
2202761;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;808,28780668771
2202761;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;808,28780668771
2202761;1;5;1;50;05;2; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;808,28780668771
2202762;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;987,8534617151
2202762;1;2;1;50;05; ; ;2;6;CUIDAR  A  LA  MAMA ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;987,8534617151
2202763;1;1;1;50;05; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;03;1;05;879,213936533347
2202763;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;879,213936533347
2202763;1;3;1;50;05; ; ;4;6;PASEANDO;2;2;2;2;1;13;ESTA  FUERA  DE LA  CIUDAD; ; ; ; ; ;03;1;05;879,213936533347
2202763;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;879,213936533347
2202764;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1020,53651531308
2202764;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1020,53651531308
2202764;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1020,53651531308
2202766;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;907,683853728754
2202766;1;2;1;50;05; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;907,683853728754
2202766;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;907,683853728754
2202767;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1045,47437392077
2202767;1;2;1;50;05; ; ;1;3; ;2;2;2;2;1;9; ; ; ; ; ; ;03;1;05;1045,47437392077
2202767;1;3;1;50;05; ; ;3;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1045,47437392077
2202768;1;1;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;997,590381598947
2202768;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;997,590381598947
2202768;1;3;1;50;05;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;05;997,590381598947
2202769;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;05;1051,34518023232
2202769;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1051,34518023232
2202770;1;1;1;50;05; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1053,66819827929
2202770;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;05;1053,66819827929
