DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;CLASE;DPTO;fex_c_2011
519835;1;4;10;4;2;1;4;1993;14;5;2; ;1;2;1;2; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;1802,36142370304
519835;1;5;10;4;2;1;7;2007;0;4;2; ; ;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1802,36142370304
519836;1;1;10;1;1;1;5;1967;40;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;23;2217,21660096696
519836;1;2;10;2;2;1;6;1983;24;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;23;2217,21660096696
519836;1;3;10;2;2;1;5;2003;4;3;2; ; ;2;2; ; ; ; ; ;2;1;1;1;0;2000;2; ;2; ;2;0; ; ;2;23;2217,21660096696
519836;1;4;10;2;1;1;6;2005;2;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2217,21660096696
519837;1;1;10;3;1;2; ; ;56;1;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;23;1517,43633433597
519837;1;2;10;2;2;1;3;1947;60;2;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;23;1517,43633433597
519837;1;3;10;3;1;1;10;1971;36;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ; ;2;23;1517,43633433597
519837;1;4;10;3;1;1;6;1973;34;3;2; ;2;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;23;1517,43633433597
519837;1;5;10;5;2;1;3;1982;25;5;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;1517,43633433597
519837;1;6;10;5;1;1;7;2001;6;4;2; ; ;1; ; ;1;5; ;2;2;1;1;1;0;1000;2; ;2; ;3;0; ; ;2;23;1517,43633433597
519837;1;7;10;5;2;1;9;2004;3;4;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;NO LO ACEPTAN EN EL COLEGIO POR LA EDAD;2;23;1517,43633433597
519838;1;1;10;1;1;1;1;1976;31;1;2; ;2;2;1;48; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;1656,99301616601
519838;1;2;10;2;2;1;7;1979;28;2;2; ;2;2;1;48; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;23;1656,99301616601
519838;1;3;10;2;1;1;7;1999;8;3;2; ; ;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;1; ;CAMBIO DE RESIDENCIA;2;23;1656,99301616601
519838;1;4;10;1;2;1;3;2005;2;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1656,99301616601
519839;1;1;10;1;1;1;3;1949;58;1;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;27;1210,7050770014
519839;1;2;10;2;2;1;10;1950;57;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;27;1210,7050770014
519839;1;3;10;3;1;1;12;1996;10;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ; ;2;27;1210,7050770014
519839;1;4;10;2;1;1;5;2000;7;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ; ;2;27;1210,7050770014
519840;1;1;10;1;1;1;5;1968;39;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;27;1471,51011265688
519840;1;2;10;2;2;1;11;1981;25;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;27;1471,51011265688
519841;1;1;10;1;2;1;7;1978;29;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;27;1368,50732539286
519841;1;2;10;2;2;1;4;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;800;2; ;2; ;3;3; ; ;2;27;1368,50732539286
519841;1;3;10;1;1;1;6;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;400;800;2; ;2; ;3;2; ; ;2;27;1368,50732539286
519841;1;4;10;1;2;1;1;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;400;800;2; ;2; ;3;1; ; ;2;27;1368,50732539286
519842;1;1;10;1;2;1;5;1939;68;1;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;27;1423,90452207772
519842;1;2;10;2;1;1;4;1972;35;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;27;1423,90452207772
519842;1;3;10;3;2;1;11;1995;11;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;1500;2; ;2; ;3;3; ; ;2;27;1423,90452207772
519843;1;1;10;1;2;1;7;1936;71;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;27;1394,09618829163
519843;1;2;10;2;1;1;4;1991;16;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ; ;2;27;1394,09618829163
519845;1;1;10;1;1;1;5;1968;39;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;27;908,262538955875
519845;1;2;10;2;2;1;9;1979;28;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;27;908,262538955875
519845;1;3;10;2;1;1;4;1999;8;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;1; ; ;2;27;908,262538955875
519845;1;4;10;2;2;1;5;2001;6;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;0; ; ;2;27;908,262538955875
519845;1;5;10;5;1;1;3;1971;36;5;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;27;908,262538955875
519845;1;6;10;6;2;1;9;1982;25;9;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;27;908,262538955875
519845;1;7;10;6;1;1;10;2006;1;9;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;908,262538955875
519846;1;1;10;1;1;1;12;1959;47;1;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;2;27;1965,15455518013
520027;1;1;10;2;1;1;11;1964;42;1;2; ;6;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;41;936,482278834901
520027;1;2;10;2;2;1;7;1964;43;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;41;936,482278834901
520027;1;3;10;3;1;1;10;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;2;41;936,482278834901
520027;1;4;10;2;1;1;7;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;2500;2; ;2; ;3;1; ; ;2;41;936,482278834901
520027;1;5;10;2;1;1;8;2003;4;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;41;936,482278834901
520028;1;1;10;2;1;1;4;1985;22;1;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;41;1493,30573520446
520028;1;2;10;2;2;1;7;1989;18;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;41;1493,30573520446
520028;1;3;10;2;2;1;9;2007;0;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1493,30573520446
520029;1;1;10;1;2;1;12;1971;36;1;2; ;3;1; ; ;1;1;9000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;41;1496,31282813083
520029;1;2;10;1;2;1;8;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;3;5; ; ;2;41;1496,31282813083
520029;1;3;10;1;2;1;5;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;3;2; ; ;2;41;1496,31282813083
520029;1;4;10;5;1;1;10;1989;18;3;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;2;41;1496,31282813083
520029;1;5;10;5;2;1;3;1991;16;5;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;41;1496,31282813083
520029;1;6;10;5;2;1;8;2007;0;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1496,31282813083
520030;1;1;10;1;1;1;12;1936;70;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;41;1178,38840235178
520030;1;2;10;2;2;1;4;1937;70;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;41;1178,38840235178
520032;1;1;10;1;2;1;4;1926;81;1;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;41;1167,70192788935
520032;1;2;10;2;1;1;12;1980;26;4;2; ;3;1; ; ;1;1;22720;2;1;1;1;1;0;3000;2; ;2; ;5;10;1; ;2;41;1167,70192788935
520033;1;1;10;1;1;1;1;1957;50;1;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;41;1004,35367952539
520033;1;2;10;1;2;1;7;1953;54;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;41;1004,35367952539
520033;1;3;10;3;1;1;9;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;2500;2; ;2; ;4;8; ; ;2;41;1004,35367952539
520033;1;4;10;1;1;1;9;1996;11;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;2500;2; ;2; ;3;2; ; ;2;41;1004,35367952539
520033;1;5;10;1;1;1;11;2001;5;4;2; ; ;1; ; ;3; ; ;1;2;1;1;1;0;2500;2; ;2; ;2;0; ; ;2;41;1004,35367952539
520034;1;1;10;1;1;1;4;1968;39;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;41;997,793107513061
520034;1;2;10;2;2;1;11;1959;47;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;41;997,793107513061
520034;1;3;10;2;2;1;3;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;2;1; ; ;2;41;997,793107513061
520034;1;4;10;2;1;1;3;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;41;997,793107513061
520035;1;1;10;1;1;1;5;1955;52;1;2; ;2;1; ; ;1;2;40000;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;2;41;719,559306429626
520035;1;2;10;2;2;1;8;1961;46;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;41;719,559306429626
520036;1;1;10;2;1;1;7;1968;39;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;41;948,109250274799
520036;1;2;10;2;2;1;6;1968;39;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;41;948,109250274799
520036;1;3;10;2;2;1;8;2000;7;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;7000;2; ;2; ;3;0; ; ;2;41;948,109250274799
520037;1;1;10;1;2;1;2;1970;37;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;2;41;1435,00199945267
520037;1;2;10;2;2;1;4;1988;19;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;41;1435,00199945267
520037;1;3;10;1;1;1;12;1991;15;3;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;4;7; ; ;2;41;1435,00199945267
520037;1;4;10;1;1;1;3;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;4000;2; ;2; ;3;5; ; ;2;41;1435,00199945267
520037;1;5;10;1;2;1;10;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;4000;2; ;2; ;3;4; ; ;2;41;1435,00199945267
520037;1;6;10;1;2;1;11;1998;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;4000;2; ;2; ;3;4; ; ;2;41;1435,00199945267
520037;1;7;10;1;1;1;12;2000;6;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;4000;2; ;2; ;3;0; ; ;2;41;1435,00199945267
520039;1;1;10;1;1;1;4;1927;80;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;41;1308,92613870023
520039;1;2;10;2;2;1;11;1986;20;3;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;41;1308,92613870023
520039;1;3;10;2;1;1;9;1980;27;5;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;41;1308,92613870023
520039;1;4;10;2;1;1;1;2003;4;4;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;41;1308,92613870023
520039;1;5;10;2;2;1;4;2006;1;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1308,92613870023
520040;1;1;10;1;2;1;6;1968;39;1;1;1;3;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;41;1553,93637716294
520040;1;2;10;2;2;1;7;1990;17;3;2; ;5;2;1;9; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;41;1553,93637716294
520040;1;3;10;3;1;1;10;1992;15;3;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;41;1553,93637716294
520040;1;4;10;4;1;1;11;1993;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;3000;2; ;2; ;4;6; ; ;2;41;1553,93637716294
520040;1;5;10;1;2;1;7;2002;5;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;6000;2; ;2; ;2;0; ; ;2;41;1553,93637716294
520040;1;6;10;6;2;1;2;1988;19;3;2; ;3;1; ; ;3; ; ;2;1;1;1;1;0;3000;2; ;2; ;4;8; ; ;2;41;1553,93637716294
520040;1;7;10;6;1;1;5;2005;2;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1553,93637716294
520040;1;8;10;6;1;1;5;2005;2;4;2; ; ;1; ; ;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1553,93637716294
520040;1;9;10;9;2;1;7;1990;17;9;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;5;10;1; ;2;41;1553,93637716294
520041;1;1;10;1;1;1;2;1964;43;1;2; ;2;2;1;72; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ; ;2;41;1074,98331977892
520041;1;2;10;2;2;1;8;1963;44;2;2; ;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;41;1074,98331977892
520041;1;3;10;1;2;1;11;1995;11;3;2; ;5;2;1;72; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;2; ; ;2;41;1074,98331977892
520041;1;4;10;1;1;1;7;2001;6;3;2; ; ;2;1;72; ; ; ; ;2;1;1;1;0;2000;2; ;2; ;2;0; ; ;2;41;1074,98331977892
520041;1;5;10;1;1;1;5;2005;2;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1074,98331977892
520041;1;6;10;6;1;1;7;1990;17;3;2; ;1;2;1;72; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;41;1074,98331977892
520041;1;7;10;7;2;1;12;1993;13;5;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;41;1074,98331977892
520158;1;1;10;1;2;1;1;1940;67;1;2; ;4;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;44;2471,54280296898
520158;1;2;10;2;1;1;5;1985;22;4;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;44;2471,54280296898
520158;1;3;10;3;2;1;4;1980;27;4;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;44;2471,54280296898
520158;1;4;10;3;2;1;11;2002;4;4;2; ; ;1; ; ;3; ; ;2;2;1;1;1;500;3000;2; ;2; ;2;0; ; ;2;44;2471,54280296898
520159;1;1;10;1;1;1;9;1969;38;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;44;2272,5134619032
520159;1;2;10;2;2;1;10;1973;34;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;44;2272,5134619032
520159;1;3;10;3;1;1;10;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;2;1;200;3000;2; ;2; ;4;6; ; ;2;44;2272,5134619032
520159;1;4;10;2;2;1;12;2002;4;3;2; ; ;1; ; ;3; ; ;2;1;1;2;1;200;3000;2; ;2; ;2;0; ; ;2;44;2272,5134619032
520159;1;5;10;5;2;1;8;1944;63;5;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;44;2272,5134619032
520160;1;1;10;2;1;1;6;1921;86;1;2; ;2;1; ; ;1;2;98;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;44;2175,13377012149
520160;1;2;10;2;2;1;5;1945;62;3;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;44;2175,13377012149
520163;1;1;10;1;2;1;11;1955;51;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;44;1824,44907087033
520163;1;2;10;2;1;1;9;1952;55;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;44;1824,44907087033
520163;1;3;10;3;1;1;7;1974;33;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;3;3; ;2;44;1824,44907087033
520163;1;4;10;4;1;1;8;1975;32;3;2; ;5;2;1;24; ; ; ; ;1;1;1;2; ; ;2; ;2; ;5;11;2; ;2;44;1824,44907087033
520163;1;5;10;5;1;1;9;1976;31;3;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;3;3; ;2;44;1824,44907087033
520163;1;6;10;6;1;1;11;1978;28;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;44;1824,44907087033
520163;1;7;10;7;1;1;7;1980;27;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;11;2; ;2;44;1824,44907087033
520163;1;8;10;8;1;1;12;1982;24;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;44;1824,44907087033
520163;1;9;10;9;2;1;8;1985;22;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ; ;2;44;1824,44907087033
520163;1;10;10;10;1;1;11;1987;19;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;11;2; ;2;44;1824,44907087033
520163;1;11;10;11;1;1;5;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;2; ;2;44;1824,44907087033
520163;1;12;10;12;2;1;8;1990;17;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;2; ;2;44;1824,44907087033
520163;1;13;10;13;1;1;10;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ; ;2;44;1824,44907087033
520164;1;1;10;1;2;1;12;1953;53;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;44;2428,9961116932
520164;1;2;10;2;1;1;9;1982;25;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;11;2; ;2;44;2428,9961116932
520164;1;3;10;3;1;1;2;1984;23;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;11;2; ;2;44;2428,9961116932
520164;1;4;10;4;2;1;4;1987;20;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;44;2428,9961116932
520164;1;5;10;5;1;1;9;1988;19;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;11;2; ;2;44;2428,9961116932
520165;1;1;10;1;2;1;7;1959;48;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;44;2091,73148942189
520165;1;2;10;2;1;1;6;1990;17;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ; ;2;44;2091,73148942189
520166;1;1;10;1;1;1;7;1949;58;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;44;2315,86161210733
520166;1;2;10;2;2;1;5;1950;57;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;2;44;2315,86161210733
520166;1;3;10;3;1;1;6;1997;10;4;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;2;44;2315,86161210733
520167;1;1;10;1;2;1;3;1955;52;1;2; ;3;1; ; ;1;3;54213;2;1;2; ; ; ; ; ; ; ; ;6;6;5; ;2;44;2346,56976878729
520167;1;2;10;2;2;1;9;1991;16;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;44;2346,56976878729
520228;1;1;10;1;2;1;6;1947;60;1;2; ;6;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;50;876,196371214639
520228;1;2;10;1;1;2; ; ;70;2;2; ;2;1; ; ;1;4; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;50;876,196371214639
520228;1;3;10;1;2;1;1;2003;4;4;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;50;876,196371214639
520229;1;1;10;1;2;1;11;1950;56;1;2; ;3;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;50;876,196371214639
520229;1;2;10;1;2;1;9;1998;9;4;2; ; ;2;2; ; ; ; ; ;2;1;1;2; ; ;2; ;2; ;3;0; ; ;2;50;876,196371214639
520229;1;3;10;1;1;2; ; ;70;9;2; ;5;2;9; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;9;99; ; ;2;50;876,196371214639
520230;1;1;10;1;2;1;7;1942;65;1;2; ;5;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;50;707,516955145983
520231;1;1;10;1;1;1;2;1957;50;1;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ; ;2;50;911,982559350303
520231;1;2;10;1;1;1;10;1990;17;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;50;911,982559350303
520231;1;3;10;3;2;1;2;1978;29;6;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;50;911,982559350303
520231;1;4;10;3;1;1;6;1997;10;9;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;50;911,982559350303
520231;1;5;10;3;1;1;8;2002;5;9;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;50;911,982559350303
520231;1;6;10;3;1;1;1;2004;3;9;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;50;911,982559350303
520232;1;1;10;1;1;1;10;1985;22;1;2; ;2;2;1;96; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;50;1447,34087920564
520232;1;2;10;1;2;1;10;1985;22;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;50;1447,34087920564
520232;1;3;10;1;2;1;1;2006;1;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1447,34087920564
520234;1;1;10;1;1;1;3;1980;27;1;2; ;2;2;1;4; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;50;1138,83331207614
520234;1;2;10;2;2;1;9;1987;20;2;2; ;2;2;1;4; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;50;1138,83331207614
520234;1;3;10;2;1;1;3;2006;1;3;2; ; ;2;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1138,83331207614
520235;1;1;10;1;1;1;3;1945;62;1;2; ;6;1; ; ;1;3;70000;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;50;625,799578303959
520235;1;2;10;2;2;1;4;1948;59;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;50;625,799578303959
520236;1;1;10;1;1;1;7;1963;44;1;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;50;561,461472654816
520236;1;2;10;2;2;1;11;1967;39;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;50;561,461472654816
520237;1;1;10;2;1;1;9;1961;45;1;2; ;2;1; ; ;1;1;16000;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;50;561,461472654816
520237;1;2;10;2;2;1;2;1959;47;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;2;50;561,461472654816
520238;1;1;10;1;1;1;2;1928;78;1;2; ;2;1; ; ;1;3;54250;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;50;625,799578303959
520238;1;2;10;2;2;1;12;1930;76;2;2; ;2;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;50;625,799578303959
520239;1;1;10;1;2;1;1;1967;40;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;50;1282,61966339362
