DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;fex_c_2011
509878;1;4;3;2;1;3;1;1;5;1; ; ;2000000;50000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;2; ;2;01;2;25;1;1343,18089446556
509879;1;2;2;2;1;3;2;1;5;1; ; ;4000000;15000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;2; ; ;01;2;25;1;2720,24338969081
509880;1;3;2;6; ;4;2;1;5;1; ; ;98;98; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;8;1;1;2;2;2;2;2; ; ;01;2;25;1;2267,10496601116
509881;1;3;1;1;1;1;1;1;4;1; ; ;5000000;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;1;1;1;1;2;2;01;2;25;1;1488,61310708751
509882;1;2;2;1;1;1;1;1;5;1; ; ;7000000;50000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;1;1;1;1;2;2;01;2;25;1;1178,42529567649
509883;1;3;3;2;1;3;1;1;5;1; ; ;5000000;100000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1; ; ;2;01;2;25;1;1099,8621428152
509884;1;3;2;2;1;3;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;25;1;2411,73368427166
509885;1;3;2;6; ;3;4;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;2;2; ; ;01;2;25;1;1830,80324303118
509888;1;3;2;1;1;2;1;1;4;1; ; ;4000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;2; ;1;01;2;25;1;2106,90265702985
509889;1;5;4;6; ;3;4;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;2;2; ; ;01;2;25;1;2347,99700850916
509891;1;2;1;2;1;4;1;1;5;1; ; ;1000000;10000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;2; ;2;01;2;25;1;2818,11192666797
509892;1;2;1;2;1;3;1;1;5;3; ; ; ; ;40000;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;1;2; ;2;01;2;25;1;1997,50969298321
509893;1;3;2;2;1;3;1;1;5;1; ; ;3000000;40000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;2; ;2;01;2;25;1;1892,1920169142
509894;1;3;2;6; ;3;4;3;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;25;1;1522,29775948321
509895;1;3;1;1;1;1;1;1;4;1; ; ;10000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;5;3;1;2;1;1;1;1;2;1;01;2;25;1;2152,49471972432
509896;1;3;2;2;1;3;1;1;5;1; ; ;5000000;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;2; ;1;01;2;25;1;1892,1920169142
509897;1;3;2;1;1;1;1;1;5;1; ; ;2000000;50000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;5;3;1;2;1;1;1;1;2;1;01;2;25;1;2027,35129268238
509898;1;4;1;6; ;4;2;6; ;1; ; ;10000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;2;2;2;2;2; ; ; ;01;2;25;1;2536,20855688115
509900;1;4;3;1;1;1;1;1;4;1; ; ;20000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;1;2;2;2;1;2;1;1;1;1;4;1;2;1;1;1;1;2;1;01;2;25;1;2670,34224888831
509902;1;3;2;2;2;3;1;1;4;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;4;1;2;2;2;1;2; ;1;01;2;25;1;2771,17866045249
511268;1;3;1;2;2;3;1;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;3;1;2;2;2;1;2; ;2;01;2;25;1;1795,29510033602
511268;2;1;1;2;2;3;1;6; ;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;2;25;1;1795,29510033602
511276;1;2;1;3;1;3;1;1;4;1; ; ;5000000;30000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;8;2;1;2;2;2;1;2; ;1;01;2;25;1;1247,97187199627
511278;1;8;3;2;1;3;1;4;4;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;5;2;1;2;2;2;1;2; ;2;01;2;25;1;2258,85336874636
511279;1;4;1;1;1;4;1;3;5;1; ; ;1500000;20000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;2; ;2;01;2;25;1;1099,8621428152
511280;1;2;2;1;1;1;1;1;5;3; ; ; ; ;60000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;3;1;2;1;1;1;1;2;1;01;2;25;1;2305,2423395318
511285;1;3;1;2;1;3;1;1;5;1; ; ;98;20000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;1;2; ;2;01;2;25;1;2213,15604283529
511289;1;3;1;2;1;1;1;6; ;3; ; ; ; ;40000;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;3;1;2;1;1;1;2;2;1;01;2;25;1;2508,34919562753
511292;1;3;1;1;1;4;1;1;5;1; ; ;2000000;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;1;2;1;2; ;1;01;2;25;1;1548,57891547544
511294;1;3;1;6; ;5;1;1;5;1; ; ;3000000;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;1;2; ;1;01;2;25;1;2176,40172920204
511296;1;4;3;2;1;3;1;1;4;1; ; ;5000000;60000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;2;1;2;1;2;1;2; ;1;01;2;25;1;2554,29793933964
511297;1;4;3;6; ;4;6;1;5;1; ; ;7000000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;25;1;1439,26272649558
511298;1;3;1;6; ;5;1;1;5;1; ; ;3000000;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;1;2; ;1;01;2;25;1;2176,40172920204
516224;1;2;2;6; ;3;6;1;5;1; ; ;99;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2; ; ; ;01;2;25;1;2150,39090187774
516225;1;2;2;6; ;3;4;1;5;1; ; ;99;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;6;1;2;2;2;2;2; ; ; ;01;2;25;1;2157,48807520719
516231;1;1;1;3;1;4;4;1;5;1; ; ;5000000;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;25;1;1980,29358156281
516233;1;2;2;3;1;4;4;1;5;1; ; ;150000;50000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;25;1;3060,01274678363
516235;1;2;2;2;1;4;4;1;5;1; ; ;5000000;50000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;1;1; ;1;01;2;25;1;1966,43985797471
516236;1;4;2;2;1;4;4;1;4;1; ; ;25000000;100000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;25;1;1548,57891547544
516237;1;4;4;3;1;3;6;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;1;1; ;1;01;2;25;1;3087,61004595082
516239;1;1;1;3;1;3;6;1;5;1; ; ;3000000;35000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;25;1;1199,85061021853
516241;1;1;1;3;1;4;4;1;5;1; ; ;5000000;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;25;1;1980,29358156281
516242;1;3;3;2;1;4;6;1;5;1; ; ;15000000;80000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;25;1;2645,19006001978
516248;1;1;1;6; ;3;6;1;5;1; ; ;3000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;25;1;2777,11008750553
516249;1;2;1;6; ;3;6;1;5;1; ; ;3000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;2;2;2;2;2; ; ; ;01;2;25;1;1548,57891547544
516255;1;1;1;6; ;4;6;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;25;1;2818,11192666797
516256;1;3;1;6; ;3;1;1;5;1; ; ;5000000;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;1;2; ;1;01;2;25;1;1997,50969298321
516257;1;4;2;2;1;4;1;1;5;1; ; ;10000000;20000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;1;1; ;1;01;2;25;1;1665,37929164741
516258;1;3;3;2;1;4;1;1;4;1; ; ;2000000;50000; ;2;2;2;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;1;2; ;1;01;2;25;1;2485,98152533217
516259;1;4;3;2;1;3;1;1;5;1; ; ;60000000;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2;1;2;2;2;1;1; ;1;01;2;25;1;1432,09486399172
516261;1;2;1;6; ;3;6;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;1; ; ;2;01;2;25;1;2553,95426766287
516262;1;2;1;6; ;4;6;1;5;4; ; ; ;20000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;7;1;1;2;2;2;1;1; ;1;01;2;25;1;2179,10329917231
516263;1;2;2;6; ;3;6;1;5;1; ; ;1000000;100000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;1;1; ;2;01;2;25;1;1389,87614977155
516274;1;2;1;2;1;4;1;1;5;4; ; ;500000;50000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;25;1;1750,79350812263
516275;1;5;4;2;1;5;1;1;4;1; ; ;50000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;2; ;2;01;2;25;1;1882,1913877759
516276;1;3;2;6; ;3;6;1;5;1; ; ;5000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;2;2;2;2;2; ; ; ;01;2;25;1;1448,49857053456
516277;1;1;1;6; ;2;6;1;5;1; ; ;50000;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7;1;2;2;2;2;2; ; ; ;01;2;25;1;3036,15839405723
516278;1;4;2;6; ;3;6;1;5;1; ; ;500000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;2;2;2;2;2; ; ; ;01;2;25;1;2008,99239308617
516281;1;3;3;2;1;4;6;1;5;1; ; ;5000000;150000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;25;1;2585,24946539549
516282;1;2;1;2;1;4;1;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;25;1;1548,57891547544
516283;1;2;1;2;1;4;1;1;5;4; ; ; ;50000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;25;1;1750,79350812263
516284;1;3;2;3;1;4;6;1;5;1; ; ;8000000;50000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;2;2; ; ;01;2;25;1;1812,33719042049
516285;1;2;1;6; ;3;6;1;5;1; ; ;500000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;2;2;2;2; ; ;01;2;25;1;2179,10329917231
516286;1;2;1;6; ;3;6;1;5;1; ; ;1000000;150000; ;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;2;2; ; ;01;2;25;1;1689,36022468131
516523;1;2;1;2;1;4;4;1;4;4; ; ; ;30000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;25;1;1750,79350812263
516524;1;4;2;3;1;4;1;1;4;1; ; ;12000000;30000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;1;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;25;1;2008,99239308617
516526;1;4;2;2;1;4;1;1;5;1; ; ;2000000;50000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;2;1;2;1;1; ;1;01;2;25;1;1908,02389165627
516766;1;4;2;6; ;4;4;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;2;2;2;2;2; ; ; ;01;2;23;1;1248,66486752208
516767;1;3;2;3;1;4;4;1;5;4; ; ; ;80000; ;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1663,52826941539
516772;1;3;1;2;1;4;3;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;23;1;1324,63689727765
516773;1;3;2;2;1;2;3;1;5;4; ; ; ;50000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1663,52826941539
516778;1;3;2;6; ;4;5;1;5;1; ; ;2000000;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;23;1;1231,26847990944
516779;1;1;1;2;1;4;3;1;5;4; ; ; ;80000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;23;1;1008,92802862557
516780;1;3;1;2;1;4;4;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1065,42903643581
516784;1;2;1;2;1;4;3;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1927,9217797979
516785;1;4;2;2;1;3;3;1;5;4; ; ; ;70000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1375,62121434053
516786;1;2;2;2;1;3;1;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1; ;2;01;2;23;1;1529,24991974219
517006;1;2;2;1;1;1;1;1;4;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;1509,23933193239
517007;1;5;4;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;2;01;2;54;1;1014,72630288715
517008;1;2;1;1;1;1;1;1;4;1; ; ;15000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;504,32061513035
517009;1;3;2;1;1;1;1;1;4;4; ; ; ;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;1207,98223827336
517010;1;3;2;1;1;1;1;1;4;1; ; ;8000000;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;1748,89120627507
517011;1;4;3;1;1;1;1;1;4;1; ; ;4000000;80000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;1055,64619900608
517012;1;3;1;1;1;1;1;5;5;1; ; ;6000000;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;625,799578303959
517014;1;4;3;1;1;1;1;1;4;1; ; ;98;250000; ;2;1;2;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;2;1;2;1;1;1;2;1;2;1;1;1;1;2;2;01;2;54;1;645,36480503409
517015;1;1;1;1;1;1;1;2;4;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;1;2;2;01;2;54;1;591,465928457045
517016;1;5;3;1;1;1;1;1;4;1; ; ;5000000;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;4;1;4;1;2;1;1;1;1;2;2;01;2;54;1;596,694615911009
517017;1;1;1;1;1;1;1;2;4;4; ; ; ;50000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;01;2;54;1;1062,25505847617
517018;1;4;3;1;1;1;1;1;4;1; ; ;98;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;1;1;1;4;1;2;1;2;1;2; ;2;01;2;54;1;444,46767180407
518422;1;3;2;2;1;1;1;1;1;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;1;1;1;7;1;01;2;13;1;2346,56976878729
518423;1;3;2;2;1;4;5;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;13;1;1397,81902976375
518425;1;2;2;2;1;4;2;2;4;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;13;1;2057,35961180581
518426;1;4;3;6; ;4;8;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;13;1;2193,2869795031
518551;1;2;2;2;1;4;1;1;5;1; ; ;98;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;3;2;1;2;2;2;1;2; ;2;01;2;15;1;1015,48903532609
518552;1;4;3;6; ;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;3;4;1;2;2;2;1;1; ;2;01;2;15;1;685,466997715984
518552;2;2;2;2;2;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;01;2;15;1;685,466997715984
518553;1;3;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;3;2;1;2;2;2;1;2; ;2;01;2;15;1;1106,56665270294
518554;1;1;1;6; ;4;1;1;5;3; ; ; ; ;30000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;3;2;1;2;2;2;1;1; ;2;01;2;15;1;1441,04015420554
518557;1;10;2;2;1;4;1;1;4;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;1;1; ;2;01;2;15;1;879,678351111404
518558;1;3;2;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;3;2;1;2;2;2;1;1; ;2;01;2;15;1;1223,39064635869
518559;1;4;2;2;1;4;1;1;4;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;2;2;1;2; ;2;01;2;15;1;1276,63960482944
518560;1;5;2;2;1;4;1;1;5;1; ; ;10000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;4;1;2;2;2;1;2; ;2;01;2;15;1;792,235015619084
518561;1;3;3;2;1;4;1;1;5;1; ; ;8000000;50000; ;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;2;2;1;2; ;2;01;2;15;1;1920,73178221216
