DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6465S1A1;P6465S2A1;P6465S1;P6465S2;P6660S2;P6660S1A1;P6660S2A1;P6660S1;P6400;P6422;P6424S2;P6424S3;P6424S4;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6530;P6530S1;P6540;P6540S1;P6540S2;P6550;P6550S1;P6550S2;P6560;P6560S1;P6560S2;P6570;P6570S1;P6570S2;P6580;P6580S1;P6580S2;P6630S3;P6630S5;P6630S5A1;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642;P6642S2;P6642S1;P6642S2A1;P6643;P6643S1;P6643S2;P6643S2A1;P6644;P6644S1;P6644S2;P6644S2A1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P7080;P760;P7090;P7100;P7110;P7120;P7130;P7140;P7150;P7160;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;RAMA4D;OFICIO;RAMA2D;OCI;DPTO;fex_c_2011
519210;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;1;3;1; ;1; ;450000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;83; ; ;83; ; ;1;6;17;2; ; ; ; ; ;4;8; ;1; ;1;1;1;0;1; ; ; ; ; ; ; ;1; ;1;1;1;8; ;2; ; ; ; ;3700000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;8; ;2;0121;62;01;1;17;1002,06717306546
519210;1;5;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;1;2;1; ;5; ;450000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;350000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;70; ; ;70; ; ;1;2;16;2; ; ; ; ; ;4;8; ;2; ;1;1;1;0;1; ;1; ; ; ; ; ; ; ;1;1;18;1; ;2; ; ; ; ;4750000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2;3;3;5; ;2;0121;62;01;1;17;1002,06717306546
519211;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;79;1; ;1; ;715000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;1;144000;2;2;2; ; ; ;378000;378000;2;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;98; ; ;98; ; ;1;3;18;2; ; ; ; ; ;4;8; ;1; ;1;1;1;22;1;1; ; ; ; ;1; ; ; ;1;1;24;1; ;2; ; ; ; ;10500000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;1; ;2;0121;61;01;1;17;960,323007621048
519211;1;4;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;2;1; ;5; ;450000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2; ; ;600000;350000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;84; ; ;84; ; ;1;3;17;2; ; ; ; ; ;4;8; ;4; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;1;30;1; ;2; ; ; ; ;10000000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;8; ;2;0121;62;01;1;17;960,323007621048
519211;1;5;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;8;1; ;1; ;400000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;91; ; ;91; ; ;1;3;18;2; ; ; ; ; ;4;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1;48;1; ;2; ; ; ; ;4640000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;8; ;2;0121;62;01;1;17;960,323007621048
519211;1;6;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;1;2;1; ;1; ;400000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;300000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;91; ; ;91; ; ;1;3;18;2; ; ; ; ; ;4;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;9;1;3;8; ;2; ; ; ; ;2000000;0;2; ; ; ;1;1;2;1;2;1;1;2;2;2;1;1;2; ;2;3;2;2;2;3;2;3;3;8; ;2;0121;62;01;1;17;960,323007621048
519213;1;1;60;1;2;1; ; ; ; ; ;2; ; ; ;1;1;1;1;1;1;204;1; ;2; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;216000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;72; ; ;72; ; ;1;6;17;2; ; ; ; ; ;3;8; ;1; ;1;1;1;17;1;1; ;1; ; ; ; ; ; ;1;1;24;8; ;2; ; ; ; ;5285600;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;9; ;2;0121;62;01;1;17;858,060347373645
519213;1;2;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;12;1; ;2; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;1;7;18;2; ; ; ; ; ;4;7; ;3; ;2; ; ; ;1; ; ;1; ; ; ;1; ;TRABAJANDO;2;2; ; ; ;2; ; ; ; ;5172400; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;2; ;2;1810;79;18;1;17;858,060347373645
519214;1;1;60;1;2;1; ; ; ; ; ;2; ; ; ;1;1;1;1;1;1;40;1; ;2; ;650000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;325000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;72; ; ;72; ; ;1;6;18;2; ; ; ; ; ;4;8; ;1; ;1;1;1;20;1;1; ;1; ; ; ; ; ; ;1;1;240;8; ;2; ; ; ; ;10850000;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;5; ;2;0121;61;01;1;17;956,048942068648
519214;1;2;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;40;8; ;2; ;170000;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;40; ; ;40; ; ;1;8;15;2; ; ; ; ; ;4;2; ;3; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2; ; ; ;2; ; ; ; ;2400000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;5; ;2;0121;55;01;1;17;956,048942068648
519216;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;20;8; ;1; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;216000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;72; ; ;72; ; ;1;6;18;2; ; ; ; ; ;4;8; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;2;1;36;8; ;2; ; ; ; ;5420000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;9; ;2;0121;62;01;1;17;997,793107513061
519217;1;1;60;1;2;1; ; ; ; ; ;2; ; ; ;1;1;1;1;1;1;120;8; ;1; ;433700;2; ; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;216000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;72; ; ;72; ; ;1;6;18;2; ; ; ; ; ;4;1; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;36;8; ;2; ; ; ; ;5285600;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;9; ;2;0121;62;01;1;17;730,245780892061
519834;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;1;8; ;1; ;120000;2; ; ;1;150000;1;100000;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;70; ; ;70; ; ;1;5;12;1;15;18;2; ; ;2;8; ;12;CON DINERO DE SU TRABAJO;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;3;8; ;2; ; ; ; ;600000;1;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2;2;2; ;2;2;2;3;2;2;2;3;3;3; ;2;0121;62;01;1;23;1630,20962900306
519835;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;300000;1;3600000;3; ;12;48; ; ;48; ; ;1;7;15;2; ; ; ; ; ;1;1; ;12;CON DINERO DE SU TRABAJO;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;240;4; ;2; ; ; ; ;3600000;12;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;8; ;2;0201;63;02;1;23;1802,36142370304
519836;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;19;8; ;1; ;300000;2; ; ;1;80000;1;60000;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;56; ; ;56; ; ;1;5;10;1;14;17;2; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;9;8; ;2; ; ; ; ;3600000;0;2; ; ; ;1;1;2;1;1;1;2;2;2;2;1;1;2; ;2;2;2;3;3;2;2;3;3;9; ;2;0121;60;01;1;23;2217,21660096696
519837;1;1;60;1;2;2;12; ; ;2;2;2; ; ;2;1;1;2;2;2;2;18;1; ;1; ;433700;2; ; ;1;70000;2; ;2; ;2; ;50000; ; ; ;2; ;1;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;1;8;12;1;14;18;2; ; ;2;4; ;12;INGRESOS DE SU TRABAJO;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;48;1; ;2; ; ; ; ;5204400;12;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;3; ;2;6021;98;60;1;23;1517,43633433597
519837;1;3;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;55000;1;480000;3; ;12;60; ; ;60; ; ;1;7;12;1;13;18;2; ; ;1;1; ;12;INGRESOS DE SU TRABAJO;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;5;4; ;2; ; ; ; ;480000;0;1;12;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2; ;2;2;2;2;3;2;2;3;3;8; ;2;9302;57;93;1;23;1517,43633433597
519837;1;4;60;1;2;2;36; ; ;2;2;2; ; ;2;1;1;1;1;2;1;6;1; ;2; ;500000;2; ; ;2; ;2; ;2; ;2; ;50700;33000; ;2;1; ;1;1; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ;160000;2;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;54; ; ;54; ; ;1;7;12;1;14;18;2; ; ;9;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;24;1; ;2; ; ; ; ;5280000;0;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;9; ;2;6421;85;64;1;23;1517,43633433597
519838;1;1;60;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;4;8; ;1; ;432000;2; ; ;1;280000;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;48; ; ;48; ; ;1;6;12;1;14;16;2; ; ;2;8; ;12;DE SU PROPIO BOLSILLO;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;3;1; ;2; ; ; ; ;2500000;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;3;2;3;3;2; ;2;0121;62;01;1;23;1656,99301616601
519839;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;480;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;560000;1;0;3; ;12;63; ; ;63; ; ;1;8;17;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;6720000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;3; ;2;1320;71;13;1;27;1210,7050770014
519840;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;218;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;1000000;1;0;3; ;12;70; ; ;70; ; ;1;7;17;2; ; ; ; ; ;3;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;12000000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;3;3;2; ;2;1320;21;13;1;27;1471,51011265688
519841;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;200000;1;0;1; ;12;40; ; ;48; ; ;1;8;16;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2; ; ; ;1;5;4; ;30000;2430000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;2;3;3; ;2;1320;71;13;1;27;1368,50732539286
519842;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;1; ;1; ;300000;2; ; ;1;100000;2; ;2; ;2; ; ; ; ; ; ; ;2;2; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;50; ; ;50; ; ;2; ; ; ; ; ; ; ; ;4;8; ;2; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2; ; ; ;2; ; ; ; ;3600000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;3;2;2;3;3;2; ;2;1320;71;13;1;27;1423,90452207772
519845;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;300000;1;0;1; ;12;48; ; ;48; ; ;1;7;16;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;3600000; ;2; ; ; ;1;1;2;1;1;1;1;1;2;2;2;2;2; ;3;3;2;3;3;3;2;2;3;8; ;2;1320;95;13;1;27;908,262538955875
519845;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;120000;1;0;1; ;6;24;2; ;12;1; ;1;7;12;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;720000; ;2; ; ; ;1;1;2;1;2;1;2;1;2;2;2;2;2; ;3;3;3;3;3;3;2;2;3;3; ;2;1320;71;13;1;27;908,262538955875
519845;1;5;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;300000;1;0;1; ;12;48; ; ;48; ; ;1;7;16;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;3600000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;3;2;2;2;3;3; ;2;1320;71;13;1;27;908,262538955875
519846;1;1;60;1;2;1; ; ; ; ; ;2; ; ; ;2;1;1;1;2;2;48;2; ;5; ;830000;2; ; ;2; ;2; ;2; ;2; ; ;28000; ;2; ; ;2;1; ;2;9;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ;830000; ;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;30;2; ;30; ; ;1;7;13;2; ; ; ; ; ;9;7; ;6; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;2; ; ; ;2; ; ; ; ;10790000; ;1;2;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;3;3;1; ;2;8012;13;80;1;27;1965,15455518013
520027;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;200000;1;2500000;3; ;12;36;2; ;36; ; ;1;6;12;2; ; ; ; ; ;1;6; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;1;4; ;2; ; ; ; ;2500000;0;2; ; ; ;1;1;2;1;1;1;2;1;2;2;2;2;2; ;2;2;2;3;3;3;2;2;3;3; ;2;5521;53;55;1;41;936,482278834901
520027;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;200000;1;0;3; ;12;30;2; ;30; ; ;2; ; ; ; ; ; ; ; ;1;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;2400000; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;3;2;2;2;3;3; ;2;1810;79;18;1;41;936,482278834901
520028;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;200000;1;0;1; ;10;48; ; ;1;5; ;1;7;16;2; ; ; ; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2; ; ; ; ;1500000; ;2; ; ; ;1;1;2;1;2;1;1;2;1;1;1;1;2; ;2;2;2;3;3;2;2;2;3;3; ;2;0115;61;01;1;41;1493,30573520446
520029;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;200000;1;2400000;3; ;10;20;2; ;20; ; ;1;8;12;2; ; ; ; ; ;1;1; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;8;1; ;2; ; ; ; ;2780000;1;1;20;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;3;2;2;2;3;3;3; ;2;8532;54;85;1;41;1496,31282813083
520032;1;2;60;1;2;1; ; ; ; ; ;1; ;34080; ;1;1;1;1;2;1;6;1; ;1; ;568000;2; ; ;2; ;2; ;2; ;2; ;50800;13300; ;2;1; ;1;1; ;2;2;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2;2; ; ; ; ; ;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;48; ; ;48; ; ;2; ; ; ; ; ; ; ; ;6;7; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;18;4; ;1;12;4; ;230000;9408000;0;2; ; ; ;1;1;2;1;1;1;1;1;2;1;2;2;2; ;2;2;1;2;1;2;2;3;3;5; ;2;7492;58;74;1;41;1167,70192788935
520033;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;30000;1;60000;1; ;12;30;1; ;20;1; ;1;8;14;2; ; ; ; ; ;1;6; ;12;CON LA HOJA DEL SISBEN;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;180;4; ;2; ; ; ; ;360000;0;1;18;2;1;1;1;2;1;1;1;2;1;2;1;1;2;2; ;3;3;3;3;3;3;2;2;3;3; ;2;4530;95;45;1;41;1004,35367952539
520033;1;2;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;300;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;255000;1;1224000;1; ;6;27;2; ;27; ; ;1;6;17;2; ; ; ; ; ;1;2; ;12;CON LA HOJA DEL SISBEN;2; ; ; ;1; ; ; ; ; ; ; ;1; ;2;1;180;1; ;2; ; ; ; ;1224000;12;2; ; ; ;1;1;2;1;2;1;1;2;2;2;1;1;2; ;3;3;3;3;3;3;2;2;3;3; ;2;7493;54;74;1;41;1004,35367952539
