DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;DPTO;ORDEN;AREA;fex_c_2011
502651;1;4;3;1;1;1;1;1;3;2; ;300000;50000000;200000; ;1;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;874,134463318699
502652;1;3;1;1;1;1;1;1;4;3; ; ; ; ;148000;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;595,977295415678
502654;1;3;1;1;1;1;1;1;4;3; ; ; ; ;190000;1;1;2;2;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;767,237690304403
502655;1;5;3;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;879,873223733001
502656;1;3;1;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;817,802041060034
502657;1;5;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;893,201693213056
502658;1;4;1;1;1;1;1;1;1;1; ; ;27000000;350000; ;1;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;593,274899026225
502659;1;3;2;1;1;1;1;1;4;1; ; ;55000000;300000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;740,664503548555
502660;1;3;1;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;825,660582990402
502661;1;4;3;1;1;1;1;1;4;3; ; ; ; ;330000;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;927,763072858798
502662;1;5;4;1;1;1;1;1;4;3; ; ; ; ;320000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;953,498261458129
502663;1;4;3;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;669,898951554349
502664;1;4;3;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;3;1;01;1;05;1;05;640,61551113361
502665;1;5;3;1;1;1;1;1;4;3; ; ; ; ;240000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;805,499425940167
502666;1;3;2;1;1;1;1;1;3;1; ; ;20000000;200000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;669,898951554349
502667;1;4;3;1;1;1;1;1;3;1; ; ;25000000;270000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;2;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;865,81455260201
502668;1;4;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;714,561114654478
502669;1;4;2;1;1;1;1;1;1;1; ; ;60000000;350000; ;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1006,43064862592
502670;1;5;1;1;1;1;1;1;1;1; ; ;30000000;200000; ;1;2;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;695,604124125559
502671;1;4;3;1;1;1;1;1;3;1; ; ;18000000;180000; ;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;768,899650874651
502672;1;4;3;1;1;1;1;1;3;1; ; ;30000000;220000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;924,994015039673
502673;1;4;3;1;1;1;1;1;1;1; ; ;30000000;200000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;674,228568151868
502674;1;3;1;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;766,687017596852
502675;1;2;2;1;1;1;1;2;1;3; ; ; ; ;150000;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;812,68870883137
502676;1;4;2;1;1;1;1;1;3;3; ; ; ; ;180000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;769,612251332617
502677;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;719,283086900732
502678;1;3;2;1;1;1;1;1;3;1; ; ;15000000;150000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;708,731628881298
502679;1;3;1;1;1;1;1;1;3;1; ; ;30000000;400000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;759,148916157914
502680;1;5;3;1;1;1;1;1;3;6;PRESTADA; ; ;250000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;830,238600815392
502681;1;5;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;811,698606506239
502682;1;4;2;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;1;1;01;1;05;1;05;593,274899026225
502683;1;3;2;1;1;1;1;1;3;1; ; ;25000000;250000; ;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;1;05;1;05;560,609014493622
502684;1;3;2;1;1;1;1;1;1;1; ; ;30000000;250000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;669,898951554349
502685;1;4;3;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1119,62322441991
502686;1;1;1;1;1;1;1;2;4;3; ; ; ; ;120000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;1052,38442484432
502687;1;4;3;1;1;1;1;1;4;1; ; ;35000000;280000; ;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;886,959507727495
502688;1;3;2;1;1;1;1;1;4;1; ; ;22000000;220000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;714,561114654478
502689;1;8;4;1;1;1;1;1;4;2; ;500000;50000000;320000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;660,658006908567
502691;1;4;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;2;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;545,870968330105
502692;1;4;3;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;540,629837307401
502695;1;4;1;1;1;1;1;1;1;3; ; ; ; ;310000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;766,687017596852
502698;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;811,698606506239
502699;1;3;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;766,687017596852
502700;1;7;5;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;790,313108135307
502701;1;4;1;1;1;1;1;1;1;3; ; ; ; ;190000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;651,065720397255
502702;1;5;3;1;1;1;1;1;1;3; ; ; ; ;230000;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1119,65960403878
502703;1;7;6;1;1;1;1;1;4;1; ; ;80000000;300000; ;1;1;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1131,84946471157
502705;1;5;1;1;1;1;1;1;1;3; ; ; ; ;260000;1;1;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;1;2;1;5;1;2;1;1;1;3;2;1;01;1;05;1;05;740,664503548555
502706;1;6;3;1;1;1;1;1;4;3; ; ; ; ;270000;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;556,669996141485
502707;1;4;3;1;1;1;1;1;4;3; ; ; ; ;230000;1;1;1;1;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;353,051561951406
502708;1;5;3;1;1;1;1;1;4;3; ; ; ; ;160000;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;539,282775549442
502709;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;1075,7273619166
502710;1;2;1;1;1;1;1;3;4;3; ; ; ; ;120000;1;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;875,200724314679
502711;1;5;2;1;1;1;1;1;3;1; ; ;25000000;180000; ;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;739,499986628866
502712;1;6;5;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;1;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;963,202169569759
502713;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;549,556231364612
502714;1;4;3;1;1;1;1;1;3;1; ; ;80000000;250000; ;1;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;497,644264842287
502715;1;5;4;1;1;1;1;1;4;3; ; ; ; ;260000;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;742,912230759247
502716;1;4;3;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;2;1;1;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;665,647922856776
502717;1;4;2;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;2;2;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;734,021133064249
502719;1;4;3;1;1;1;1;1;3;3; ; ; ; ;260000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;640,61551113361
502720;1;4;1;1;1;1;1;1;3;1; ; ;52000000;250000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;1;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;885,663591774118
502721;1;4;2;1;1;1;1;1;1;1; ; ;65000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;640,61551113361
502723;1;4;3;1;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;927,475747409832
502724;1;3;1;1;1;1;1;1;1;3; ; ; ; ;180000;1;1;2;1;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;766,687017596852
502725;1;4;2;1;1;1;1;1;1;3; ; ; ; ;160000;1;1;2;2;1;1;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;497,476935308854
502726;1;4;3;1;1;1;1;3;4;3; ; ; ; ;150000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;408,22697070529
502727;1;2;2;1;1;1;1;1;1;3; ; ; ; ;100000;1;2;2;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1484,67566632333
502728;1;1;1;3;1;1;1;1;1;3; ; ; ; ;60000;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;1548,38621297063
502729;1;3;2;1;1;1;1;1;1;1; ; ;15000000;100000; ;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1556,29667796057
502730;1;2;2;3;1;1;1;1;4;3; ; ; ; ;100000;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;2;1;01;1;05;1;05;1702,29296248492
502731;1;6;4;1;1;1;1;1;4;1; ; ;33000000;200000; ;1;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;641,058680286573
502732;1;4;3;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;2;2;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;470,791069049591
502733;1;4;3;1;1;1;1;1;3;3; ; ; ; ;150000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;473,33925454032
502734;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;950,498514165731
502735;1;4;3;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;837,269558752867
502736;1;4;1;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;945,84675493188
502737;1;1;1;1;1;1;1;1;1;1; ; ;1500000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;897,452721910629
502739;1;4;1;1;1;1;1;1;1;1; ; ;80000000;700000; ;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;645,91996074505
502740;1;5;3;1;1;1;1;1;1;2; ;306000;30000000;400000; ;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;827,270911290891
502741;1;3;2;1;1;1;1;1;1;1; ; ;15000000;150000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;527,386555720746
502742;1;4;2;1;1;1;1;1;4;3; ; ; ; ;120000;1;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1052,1137026211
502744;1;4;2;1;1;1;1;1;4;1; ; ;15000000;120000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1604,76815325851
502745;1;3;1;1;1;1;1;1;4;1; ; ;15000000;120000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;1;05;1;05;1775,2140429701
502747;1;2;1;1;1;1;1;1;1;1; ; ;10000000;90000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;1;05;1;05;1807,14637807075
502748;1;4;3;1;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;737,282059436691
502749;1;4;3;1;1;1;1;1;1;3; ; ; ; ;150000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;514,987173823331
502750;1;3;2;1;1;1;1;1;4;1; ; ;3000000;190000; ;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;553,409069769043
502751;1;4;3;1;1;1;1;1;1;3; ; ; ; ;160000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;601,681585050873
502752;1;4;2;1;1;1;1;1;4;3; ; ; ; ;320000;1;1;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;932,56103472854
502753;1;4;3;1;1;1;1;1;4;1; ; ;70000000;350000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;620,792177651385
502754;1;4;2;1;1;1;1;1;4;3; ; ; ; ;240000;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;666,638025181907
502755;1;5;3;1;1;1;1;1;4;1; ; ;60000000;300000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;744,75866777686
502756;1;5;3;1;1;1;1;1;3;1; ; ;35000000;200000; ;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;586,536157171421
502758;1;4;2;1;1;1;1;1;3;1; ; ;25000000;200000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;667,08119433487
502759;1;3;2;1;1;1;1;1;3;4; ; ; ;120000; ;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;597,525927723798
502760;1;4;2;1;1;1;1;1;3;1; ; ;50000000;200000; ;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;946,247485468157
502761;1;4;2;1;1;1;1;1;3;1; ; ;25000000;150000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;718,2929845756
502762;1;3;3;1;1;1;1;1;1;1; ; ;15000000;80000; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1477,61034758922
502763;1;4;2;1;1;1;1;1;1;1; ; ;15000000;100000; ;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1935,264380617
502765;1;4;3;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;621,504918533098
502766;1;3;2;1;1;1;1;1;4;1; ; ;40000000;350000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;645,91996074505
502767;1;4;3;1;1;1;1;1;3;1; ; ;35000000;200000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;686,680520956864
502768;1;3;3;1;1;1;1;1;1;3; ; ; ; ;130000;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;876,57858335838
502769;1;3;3;1;1;1;1;1;1;3; ; ; ; ;85000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1339,52452805481
502771;1;4;2;1;1;1;1;1;1;3; ; ; ; ;170000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;718,2929845756
502772;1;4;3;1;1;1;1;1;3;1; ; ;40000000;170000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;451,979906326067
502773;1;4;3;1;1;1;1;1;3;2; ;150000;28000000;150000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;545,775596959606
502774;1;4;3;1;1;1;1;1;1;4; ; ; ;60000; ;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;645,91996074505
502775;1;6;5;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;857,987623189724
502776;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;605,064029162737
502777;1;4;3;1;1;1;1;1;1;1; ; ;150000000;350000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;938,709384029219
502778;1;5;4;1;1;1;1;1;1;1; ; ;45000000;350000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;467,604123099261
502779;1;5;1;1;1;1;1;1;4;4; ; ; ;650000; ;1;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;645,91996074505
502780;1;3;2;1;1;1;1;1;4;3; ; ; ; ;130000;1;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;692,270470527303
