DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;AREA;fex_c_2011
516446;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;448,319368027777
516446;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;448,319368027777
516447;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;379,483189318562
516447;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;379,483189318562
516447;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;379,483189318562
516447;1;7;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;379,483189318562
516448;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;450,729688661438
516449;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;450,24252116235
516449;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;450,24252116235
516450;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;448,327501812859
516450;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;448,327501812859
516451;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;481,218851332562
516451;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;481,218851332562
516451;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;481,218851332562
516453;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;843,47129174445
516454;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;973,552050833858
516455;1;1;80;2; ; ; ;2; ;2; ;2; ;1;4; ;10; ;1;08;08;403,350678185529
516455;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;403,350678185529
516455;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;403,350678185529
516456;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;516,025220201756
516456;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;516,025220201756
516457;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;394,636726822601
516457;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;394,636726822601
516458;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;468,267232738353
516458;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;468,267232738353
516458;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;468,267232738353
516458;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;468,267232738353
516459;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;615,668131850858
516459;2;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;615,668131850858
516459;2;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;615,668131850858
516459;2;9;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;615,668131850858
516461;1;1;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;08;08;751,610010012886
516462;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;666,893335224233
516462;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;666,893335224233
516462;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;666,893335224233
516462;3;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;666,893335224233
516462;3;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;666,893335224233
516462;3;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;666,893335224233
516463;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;488,14974212296
516466;1;4;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;08;08;707,149037252405
516466;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;707,149037252405
516467;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;08;08;873,323854345622
516467;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;873,323854345622
516468;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;1034,53037617611
516468;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;1034,53037617611
516469;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;476,901645134492
516469;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;476,901645134492
516470;1;1;80;1;4;0; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;286,312324561766
516470;1;5;80;1;3;7; ;2; ;2; ;2; ; ; ; ;5;2;1;08;08;286,312324561766
516471;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;403,559079909358
516472;1;2;80;1;1;8;MENOR DE EDAD;2; ;2; ;2; ; ; ; ;8;2;1;08;08;523,299637666612
516472;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ;ESTUDIOS;12;2;1;08;08;523,299637666612
516472;3;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;523,299637666612
516473;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ;ACCIDENTE;12;2;1;08;08;450,057878080482
516473;1;4;80;1;4;8;VAGO;2; ;2; ;2; ; ; ; ;5;2;1;08;08;450,057878080482
516474;2;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;555,226544193036
516475;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;359,6548897869
516475;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;359,6548897869
516475;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;359,6548897869
516476;1;4;80;1;4;4; ;3; ;2; ;1;433000; ; ; ;10;2;1;08;08;439,60541666485
516477;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;307,879134146133
516477;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;307,879134146133
516478;1;6;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;471,082636108896
516479;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;419,777117133188
516479;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;419,777117133188
516480;1;2;80;1;4;7; ;2; ;2; ;2; ; ; ; ;11;2;1;08;08;305,144046377924
516480;1;3;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;08;08;305,144046377924
516481;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;509,349336544654
516481;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;509,349336544654
516481;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;509,349336544654
516482;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;490,709361724662
516482;1;4;80;2; ; ; ;2; ;2; ;2; ;1;3; ;2; ;1;08;08;490,709361724662
516482;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;490,709361724662
516482;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;490,709361724662
516482;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;490,709361724662
516483;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;615,095409586482
516484;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;271,345629891554
516484;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;271,345629891554
516484;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;271,345629891554
516485;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;1; ;1;08;08;388,337378105851
516485;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;388,337378105851
516485;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;388,337378105851
516486;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;458,876933558489
516487;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;485,536057530631
516488;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;493,00825096449
516490;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;393,117993161046
516491;1;9;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;499,865181154359
516492;1;1;80;1;4;5; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;370,694585051538
516493;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;493,068039183694
516493;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;493,068039183694
516493;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;493,068039183694
516493;2;2;80;1;2;7; ;2; ;2; ;2; ; ;2; ;9;1;1;08;08;493,068039183694
516494;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;424,890633108014
516495;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;445,949073606243
516495;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;445,949073606243
516495;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;445,949073606243
516496;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;548,217759616303
516497;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;583,800687514669
516497;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;583,800687514669
516498;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;448,327501812859
516498;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;448,327501812859
516499;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;476,901645134492
516499;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;476,901645134492
516499;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;476,901645134492
516500;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;08;08;438,215045231155
516500;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;08;08;438,215045231155
516500;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;438,215045231155
516501;1;3;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;08;08;503,637221676908
516502;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;517,265188088053
516502;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;517,265188088053
516502;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;517,265188088053
516503;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;462,833883645866
516504;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;491,093231614999
516505;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;509,531159712966
516505;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;509,531159712966
516505;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;509,531159712966
516506;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;434,004733190937
516506;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;434,004733190937
516506;1;7;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;08;08;434,004733190937
516507;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;529,054587719981
516509;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;08;08;511,708014003686
516509;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;511,708014003686
516509;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;08;08;511,708014003686
516510;2;1;80;1;4;6; ;2; ;2; ;2; ; ; ; ;4;2;1;25;98;881,266822445362
516512;1;4;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;25;98;2124,12385120535
516513;1;1;80;1;4;8;SE  ACABO  LA  DEMANDA  DE    MAQUINAS   DE  ESCRIBIR;2; ;2; ;2; ; ;4; ;5;1;1;25;98;1604,00278173211
516515;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;25;98;1604,00278173211
516516;1;1;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;25;98;1069,79160069834
516516;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;1;25;98;1069,79160069834
516519;1;1;80;1;4;2; ;3; ;2; ;2; ; ; ; ;8;2;1;25;98;881,266822445362
516522;1;1;80;1;1;3; ;2; ;1;300000;1;3300000; ; ; ;1;2;1;25;98;5832,705694525
516522;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;25;98;5832,705694525
516527;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;25;98;3989,5627562642
516528;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;60,1286702251134
516529;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;15;15;79,2703819753384
516531;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;2; ;1;15;15;114,729695614522
516533;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;15;15;70,2628086677283
516533;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;70,2628086677283
516534;1;1;80;1;4;4; ;3; ;2; ;2; ; ;3; ;8;1;1;15;15;39,8139463590756
516534;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;15;15;39,8139463590756
516534;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;39,8139463590756
516534;1;6;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;15;15;39,8139463590756
516534;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;39,8139463590756
516535;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;15;15;56,1224156686464
516535;1;2;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;15;15;56,1224156686464
516536;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;15;15;75,2438631828723
516536;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;75,2438631828723
516536;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;75,2438631828723
516536;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;75,2438631828723
516538;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;15;15;47,2307093646462
516538;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;15;15;47,2307093646462
516540;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;58,5288690811193
516541;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;15;15;84,5642277549817
516541;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;84,5642277549817
516541;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;15;15;84,5642277549817
516542;1;3;80;2; ; ; ;2; ;2; ;1;20000;2; ;.; ; ;1;17;17;182,516200156772
516542;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;182,516200156772
516543;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;142,792804108486
516543;2;2;80;1;1;8;CAMBIO DE CIUDAD;2; ;2; ;2; ; ; ; ;11;2;1;17;17;142,792804108486
516544;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;161,201542725394
516545;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;196,906055760825
516546;1;1;80;1;1;8;DEJO DE TRABAJAR POR INVIERNO HACE UN MES;2; ;1;200000;1;2400000; ; ; ;1;2;1;17;17;125,915015657079
516546;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;125,915015657079
516546;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;125,915015657079
516547;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;126,381633394017
516548;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;158,001920111783
516549;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;160,310949032469
516549;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;160,310949032469
516550;1;2;80;1;2;0; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;133,406218994951
516551;1;1;80;1;4;8;POR LA EDAD;2; ;2; ;2; ; ; ; ;8;2;1;17;17;140,253336481984
516551;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;140,253336481984
516551;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;140,253336481984
516553;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;142,910175717663
516553;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;142,910175717663
516554;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;8;2;1;17;17;94,8778103074357
516554;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;94,8778103074357
516557;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;8;2;1;17;17;90,5050184253916
516557;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;90,5050184253916
516558;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;17;120,878138126367
516559;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;1;17;17;139,86852259225
516561;1;1;80;1;1;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;17;116,877676671304
516562;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;17;93,420213013421
516563;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;8;2;1;17;17;116,877676671304
516565;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;17;138,410925298236
516567;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;116,877676671304
516568;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;72,8779439435669
516570;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;126,381633394017
516571;1;1;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;204,805157287651
516572;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;144,705171629175
516572;1;2;80;1;1;6; ;2; ;2; ;1;300000; ;1; ;9;1;1;17;17;144,705171629175
516573;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;182,516200156772
516573;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;182,516200156772
516575;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;144,51503091355
516576;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;151,592587106399
516576;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;151,592587106399
516577;1;2;80;1;3;0; ;2; ;2; ;2; ; ; ; ;11;2;1;17;17;150,924363918934
516578;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;17;120,878138126367
516579;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;178,749573942072
516580;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;161,768546326484
516581;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;116,877676671304
516582;1;3;80;1;1;1; ;2; ;2; ;1;120000; ; ; ;2;2;1;17;17;165,115426841966
516583;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;144,51503091355
516583;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;144,51503091355
516584;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;160,310949032469
516584;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;160,310949032469
516584;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;160,310949032469
516585;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;144,51503091355
516588;1;1;80;1;4;7; ;2; ;2; ;2; ; ; ; ;4;2;1;17;17;120,878138126367
516590;1;2;80;1;3;7; ;2; ;2; ;2; ; ; ;NO TIENE EDUCACION;12;2;1;17;17;127,987865546644
516590;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;127,987865546644
516591;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;17;17;144,51503091355
516592;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;17;17;142,910175717663
516596;1;2;80;1;1;8;EMBARAZO;2; ;2; ;2; ; ; ;EMBARAZO;12;2;1;17;17;145,972628207565
516597;1;2;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;17;17;126,381633394017
516598;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;17;17;126,381633394017
516600;1;1;80;1;4;3; ;2; ;2; ;2; ; ;3; ;4;1;1;18;18;52,9295479220261
516600;1;2;80;1;3;2; ;2; ;2; ;2; ; ;3; ;9;1;1;18;18;52,9295479220261
516605;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;18;18;44,1740084696515
516605;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;18;18;44,1740084696515
516609;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;123,631893086228
516609;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;123,631893086228
516609;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;123,631893086228
516612;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;115,295538990203
516613;1;4;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;89,8137497772065
516613;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;89,8137497772065
516614;1;2;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;20;20;118,029972285739
516614;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;118,029972285739
516614;2;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;1;20;20;118,029972285739
516614;3;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;118,029972285739
516615;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;102,989395616072
516616;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;119,408599035591
516617;1;2;80;1;2;7; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;101,273002379044
516618;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;132,042835181196
516619;1;1;80;1;1;8;POR  ASPIRACIONES  AL  CONCEJO;2; ;1;450000;1;98; ; ;ESTA  ESPERANDO GANAR  LAS  ELECCIONES;12;2;1;20;20;95,6939254376992
516619;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;95,6939254376992
516619;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;95,6939254376992
516619;1;6;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;20;20;95,6939254376992
516620;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;107,064287028165
516622;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;94,120546311272
516622;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;94,120546311272
516623;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;118,366582132785
516624;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;120,706632859897
516626;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;108,858396695597
516628;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;124,673909989034
516629;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;131,00081827839
516629;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;131,00081827839
516632;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;133,612564569307
516632;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;133,612564569307
516635;1;2;80;1;4;2; ;2; ;2; ;1;100000; ; ; ;9;2;1;20;20;105,732345987179
516636;2;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;116,081538971508
516637;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;118,366582132785
516638;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;114,938080846488
516638;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;114,938080846488
516639;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;127,07624114897
516643;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;132,042835181196
516643;1;4;80;1;1;7; ;2; ;2; ;1;800000; ;1; ;1;1;1;20;20;132,042835181196
516644;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;88,9138660523348
516644;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;88,9138660523348
516645;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;102,803183970044
516645;1;5;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;1;20;20;102,803183970044
516649;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;121,894142843363
516649;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;20;20;121,894142843363
