DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;P6040;DPTO;fex_c_2011
503042;1;7;08;10;5;2;1;4;2004;4;2; ; ;1; ; ;3; ; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ; ;3;08;556,765153233351
503042;1;8;08;10;5;1;1;8;2006;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;556,765153233351
503043;1;1;08;10;1;1;1;1;1968;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;39;08;483,133870682053
503043;1;2;08;10;2;2;1;8;1973;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;34;08;483,133870682053
503043;1;3;08;10;2;1;1;9;1992;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;15;08;483,133870682053
503043;1;4;08;10;2;2;1;1;1995;3;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;0; ; ;12;08;483,133870682053
503043;1;5;08;10;2;2;1;2;1998;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;9;08;483,133870682053
503044;1;1;08;10;1;2;1;4;1940;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;67;08;405,474099258849
503044;1;2;08;10;2;1;1;4;1958;3;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;49;08;405,474099258849
503044;1;3;08;10;3;2;1;3;1970;3;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;37;08;405,474099258849
503044;1;4;08;10;4;2;1;12;1995;4;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;0; ; ;11;08;405,474099258849
503045;1;1;08;10;1;2;1;3;1962;1;2; ;4;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;45;08;371,024389951248
503045;1;2;08;10;2;1;1;9;1983;3;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;24;08;371,024389951248
503045;1;3;08;10;3;2;1;1;1982;3;2; ;2;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;2;3; ;25;08;371,024389951248
503045;1;4;08;10;4;1;1;11;1984;9;2; ;2;1; ; ;1;1;17300;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;22;08;371,024389951248
503045;1;5;08;10;3;1;1;9;2006;4;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;371,024389951248
503045;1;6;08;10;1;2;1;3;1930;5;2; ;4;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;77;08;371,024389951248
503046;1;1;08;10;1;1;1;10;1971;1;2; ;6;1; ; ;1;1;24000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;35;08;488,69104476642
503046;1;2;08;10;2;2;1;10;1972;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;3;3; ;34;08;488,69104476642
503046;1;3;08;10;2;2;1;5;1998;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;9;08;488,69104476642
503046;1;4;08;10;2;1;1;4;2000;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;0; ; ;7;08;488,69104476642
503046;1;5;08;10;5;2;1;12;1982;5;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;3;3; ;24;08;488,69104476642
503048;1;1;08;10;1;1;1;2;1966;1;2; ;2;1; ; ;1;3;54250;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;41;08;486,776025416929
503048;1;2;08;10;2;2;1;11;1968;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;38;08;486,776025416929
503048;1;3;08;10;2;2;1;11;1993;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;7; ; ;13;08;486,776025416929
503048;1;4;08;10;2;1;1;11;2005;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;486,776025416929
503049;1;1;08;10;1;1;1;11;1965;1;2; ;6;1; ; ;1;1;32000;2;1;2; ; ; ; ; ; ; ; ;6;3;3; ;41;08;455,046894859507
503049;1;2;08;10;2;2;1;3;1962;2;2; ;6;1; ; ;2;1;35750;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;45;08;455,046894859507
503050;1;1;08;10;2;1;1;11;1971;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;8;5; ;35;08;427,2058011775
503050;1;2;08;10;2;2;1;10;1971;2;2; ;6;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;36;08;427,2058011775
503050;1;3;08;10;2;2;1;3;2001;3;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;0; ; ;6;08;427,2058011775
503050;1;4;08;10;2;2;1;2;2007;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;08;427,2058011775
503050;1;5;08;10;5;1;1;9;1976;5;2; ;2;1; ; ;1;1;20000;2;1;2; ; ; ; ;2; ;2; ;6;3;3; ;31;08;427,2058011775
503050;1;6;08;10;6;2;1;8;1981;5;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;1;2; ;26;08;427,2058011775
503050;1;7;08;10;6;1;1;11;2002;5;2; ; ;1; ; ;1;9; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ; ;4;08;427,2058011775
503050;1;8;08;10;8;2;1;3;1957;6;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;50;08;427,2058011775
503051;1;1;08;10;1;1;1;9;1951;1;2; ;6;1; ; ;2;2;250000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;56;08;359,366949096282
503051;1;2;08;10;2;2;1;2;1953;2;2; ;6;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;54;08;359,366949096282
503051;1;3;08;10;1;1;1;10;1991;3;2; ;5;1; ; ;2;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ; ;15;08;359,366949096282
503051;1;4;08;10;4;2;1;9;1978;3;2; ;3;2;1;2; ; ; ; ;1;1;2;2; ; ;2; ;2; ;6;5;4; ;29;08;359,366949096282
503051;1;5;08;10;4;1;1;1;2001;4;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ; ;6;08;359,366949096282
503052;1;1;08;10;1;1;1;1;1936;1;2; ;4;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;71;08;258,801639829644
503052;1;2;08;10;2;2;1;11;1957;3;2; ;5;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;49;08;258,801639829644
503052;1;3;08;10;3;2;1;12;1965;3;2; ;5;1; ; ;1;1;17300;2;1;2; ; ; ; ; ; ; ; ;6;3;3; ;41;08;258,801639829644
503052;1;4;08;10;4;2;1;4;1962;3;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;6;3;3; ;45;08;258,801639829644
503052;1;5;08;10;4;2;1;2;1991;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ; ;16;08;258,801639829644
503052;1;6;08;10;4;1;1;12;1996;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;10;08;258,801639829644
503053;1;1;08;10;1;1;1;5;1967;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;40;08;557,628731041615
503053;1;2;08;10;2;2;1;3;1969;2;2; ;6;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;38;08;557,628731041615
503053;1;3;08;10;2;1;1;10;2001;3;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ; ;5;08;557,628731041615
503053;1;4;08;10;2;1;1;5;2005;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;557,628731041615
503053;1;5;08;10;5;1;1;11;1988;5;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;18;08;557,628731041615
503054;1;1;08;10;2;1;1;5;1946;1;2; ;6;1; ; ;1;1;24000;2;1;2; ; ; ; ; ; ; ; ;6;2;3; ;61;08;349,492568813845
503054;1;2;08;10;2;2;1;11;1952;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;54;08;349,492568813845
503054;1;3;08;10;2;2;1;12;1981;3;2; ;5;1; ; ;1;1;20000;2;1;2; ; ; ; ;2; ;2; ;6;3;3; ;25;08;349,492568813845
503054;1;4;08;10;4;2;1;4;1984;3;2; ;5;2;1;4; ; ; ; ;1;1;2;2; ; ;2; ;1;5000000;6;4;2; ;23;08;349,492568813845
503054;1;5;08;10;2;1;1;3;1993;4;2; ;5;2;1;6; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;8; ; ;14;08;349,492568813845
503054;1;6;08;10;2;1;1;2;1994;4;2; ;5;2;1;6; ; ; ; ;1;1;2;2; ; ;2; ;2; ;4;6; ; ;13;08;349,492568813845
503055;1;1;08;10;1;1;1;4;1976;1;2; ;2;1; ; ;1;1;36000;2;1;2; ; ; ; ;2; ;2; ;6;3;3; ;31;08;505,320847672748
503055;1;2;08;10;2;2;1;8;1975;2;2; ;2;1; ; ;1;1;28000;2;1;2; ; ; ; ;2; ;2; ;6;3;3; ;32;08;505,320847672748
503055;1;3;08;10;2;1;1;12;1998;3;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;2; ; ;8;08;505,320847672748
503055;1;4;08;10;2;2;1;5;2005;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;505,320847672748
503055;1;5;08;10;5;2;1;10;1947;5;2; ;4;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;60;08;505,320847672748
503055;1;6;08;10;6;1;1;7;1982;5;2; ;5;2;1;2; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;25;08;505,320847672748
503056;1;1;08;10;1;1;1;11;1953;1;2; ;4;1; ; ;1;1;54200;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;53;08;550,089269576248
503056;1;2;08;10;2;1;1;7;1976;3;2; ;2;1; ; ;1;1;25000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;POR FALTA DE RECURSO;31;08;550,089269576248
503056;1;3;08;10;3;2;1;12;1976;9;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;3;POR FALTA DE  RECURSO;30;08;550,089269576248
503056;1;4;08;10;4;2;1;12;2006;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;08;550,089269576248
503056;1;5;08;10;5;2;1;7;1984;3;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;23;08;550,089269576248
503056;1;6;08;10;5;1;1;2;2002;4;2; ; ;1; ; ;1;5; ;2;1;1;2;1;1250;1500;2; ;2; ;2;0; ; ;5;08;550,089269576248
503056;1;7;08;10;7;2;1;2;1987;3;2; ;3;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;20;08;550,089269576248
503056;1;8;08;10;7;2;1;6;2003;4;2; ; ;2;2; ; ; ; ; ;2;1;1;2; ; ;2; ;2; ;1;0; ; ;4;08;550,089269576248
503057;1;1;08;10;1;1;1;4;1965;1;2; ;6;1; ; ;1;1;48000;2;1;2; ; ; ; ; ; ; ; ;5;11;3; ;42;08;485,048890031544
503057;1;2;08;10;2;2;1;12;1966;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;3; ;40;08;485,048890031544
503057;1;3;08;10;3;2;1;10;1990;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;1;4600000;2; ;6;1;2; ;16;08;485,048890031544
503057;1;4;08;10;4;1;1;4;1993;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;14;08;485,048890031544
503057;1;5;08;10;5;2;1;12;1999;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;7;08;485,048890031544
503057;1;6;08;10;2;2;1;8;2002;3;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;1;0; ; ;5;08;485,048890031544
503058;1;1;08;10;1;1;1;10;1935;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;71;08;288,018942187427
503058;1;2;08;10;2;2;1;7;1942;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;65;08;288,018942187427
503058;1;3;08;10;3;1;1;11;1986;3;2; ;5;1; ; ;1;1;17360;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;20;08;288,018942187427
503058;1;4;08;10;4;2;1;9;1920;5;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;87;08;288,018942187427
503058;1;5;08;10;5;2;1;3;1964;5;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;8; ; ;43;08;288,018942187427
503058;1;6;08;10;6;2;1;1;1997;5;2; ;5;2;2; ; ; ; ; ;1;1;1;1;300;1000;2; ;2; ;3;4; ; ;10;08;288,018942187427
503059;1;1;08;10;1;1;1;10;1961;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;3; ;45;08;460,220199053537
503059;1;2;08;10;2;2;1;5;1963;2;2; ;6;1; ; ;1;1;17360;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;44;08;460,220199053537
503059;1;3;08;10;3;1;1;12;1983;3;2; ;5;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;23;08;460,220199053537
503059;1;4;08;10;4;1;1;9;1988;3;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;19;08;460,220199053537
503059;1;5;08;10;5;2;1;7;1991;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;16;08;460,220199053537
503059;1;6;08;10;6;2;1;1;1935;5;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;72;08;460,220199053537
503060;1;1;08;10;1;2;1;3;1943;1;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;64;08;374,077869621058
503060;1;2;08;10;2;2;1;9;1966;3;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;41;08;374,077869621058
503060;1;3;08;10;3;1;1;12;1989;4;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;1;2; ;17;08;374,077869621058
503060;1;4;08;10;4;2;1;2;1996;4;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;0; ; ;11;08;374,077869621058
503060;1;5;08;10;5;2;1;5;1998;4;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;3; ; ;9;08;374,077869621058
503061;1;1;08;10;1;2;1;9;1946;1;2; ;4;1; ; ;1;2;25000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;61;08;377,720024355934
503061;1;2;08;10;2;2;1;11;1968;3;2; ;5;1; ; ;1;1;90000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;38;08;377,720024355934
503061;1;3;08;10;3;1;1;3;1996;4;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;0; ; ;11;08;377,720024355934
503061;1;4;08;10;2;2;1;1;2007;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;08;377,720024355934
503063;1;1;08;10;1;1;1;10;1946;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;61;08;354,27318386904
503063;1;2;08;10;2;2;1;10;1954;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;52;08;354,27318386904
503063;1;3;08;10;3;2;1;12;1985;3;2; ;5;1; ; ;1;1;32000;2;1;2; ; ; ; ;2; ;2; ;6;5;4; ;21;08;354,27318386904
503064;1;1;08;10;1;1;1;5;1958;1;2; ;6;1; ; ;1;1;17360;2;1;2; ; ; ; ; ; ; ; ;5;11;3; ;49;08;527,13956837049
503064;1;2;08;10;2;2;1;10;1965;2;2; ;6;1; ; ;1;1;46000;2;1;2; ; ; ; ; ; ; ; ;5;11;3; ;41;08;527,13956837049
503064;1;3;08;10;2;1;1;4;2000;3;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;2; ; ;7;08;527,13956837049
503064;1;4;08;10;2;1;1;5;2005;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;527,13956837049
503065;1;1;08;10;1;2;1;4;1947;1;2; ;4;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;60;08;405,517608648395
503066;1;1;08;10;1;1;1;9;1953;1;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;54;08;485,536057530631
503066;1;2;08;10;2;2;1;2;1953;2;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;54;08;485,536057530631
503066;1;3;08;10;3;1;1;3;1988;3;2; ;5;2;2; ; ; ; ; ;1;1;2;2; ; ;2; ;2; ;6;2;2; ;19;08;485,536057530631
503067;1;1;08;10;1;1;1;12;1944;1;2; ;6;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;62;08;362,268574379228
503067;1;2;08;10;2;2;1;7;1949;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;58;08;362,268574379228
503067;1;3;08;10;3;2;1;4;1978;3;2; ;5;1; ; ;1;1;17360;2;1;2; ; ; ; ;2; ;2; ;5;11;3; ;29;08;362,268574379228
503067;1;4;08;10;4;1;1;3;1980;3;2; ;2;1; ; ;1;1;20000;2;1;2; ; ; ; ;2; ;2; ;5;11;3; ;27;08;362,268574379228
503067;1;5;08;10;5;2;1;11;1988;9;2; ;2;1; ; ;1;1;17360;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;18;08;362,268574379228
503067;1;6;08;10;6;2;1;11;1993;4;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;13;08;362,268574379228
503068;1;1;08;10;1;1;1;9;1928;1;2; ;4;1; ; ;1;2;50000;2;1;2; ; ; ; ; ; ; ; ;1;0; ; ;79;08;424,349330464553
503069;1;1;08;10;1;1;1;3;1966;1;2; ;2;1; ; ;1;1;23000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;41;08;455,046894859507
503069;1;2;08;10;2;2;1;11;1963;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;43;08;455,046894859507
503070;1;1;08;10;1;2;1;12;1958;1;2; ;3;1; ; ;1;1;40000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;48;08;461,380627973047
503070;1;2;08;10;2;1;1;9;1981;3;2; ;5;1; ; ;1;3;54200;2;1;2; ; ; ; ;2; ;2; ;6;5;4; ;26;08;461,380627973047
503070;1;3;08;10;3;2;1;10;1977;3;2; ;3;1; ; ;1;1;30000;2;1;2; ; ; ; ;2; ;2; ;6;5;4; ;29;08;461,380627973047
503070;1;4;08;10;2;1;1;11;1999;4;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;1; ; ;7;08;461,380627973047
503070;1;5;08;10;2;1;1;12;2004;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;461,380627973047
503071;1;1;08;10;3;1;1;11;1925;1;2; ;6;1; ; ;1;2;99;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;81;08;436,661927172811
503071;1;2;08;10;2;2;1;5;1935;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;72;08;436,661927172811
503071;1;3;08;10;3;1;1;12;1964;3;2; ;5;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;42;08;436,661927172811
503072;1;1;08;10;1;1;1;1;1958;1;2; ;6;1; ; ;1;1;53000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;49;08;481,218851332562
503072;1;2;08;10;2;2;1;2;1959;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;2; ;48;08;481,218851332562
503072;1;3;08;10;3;2;1;8;1986;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;4;2; ;21;08;481,218851332562
503072;1;4;08;10;4;1;1;3;1989;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;3;2; ;18;08;481,218851332562
503073;1;1;08;10;1;1;1;6;1961;1;2; ;6;1; ; ;1;3;54000;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;46;08;487,451076880123
503073;1;2;08;10;2;2;1;2;1968;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;39;08;487,451076880123
503073;1;3;08;10;3;1;1;9;1989;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;18;08;487,451076880123
503073;1;4;08;10;2;2;1;1;1996;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ; ;11;08;487,451076880123
503074;1;1;08;10;1;1;1;3;1930;1;2; ;6;1; ; ;1;2;55000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;77;08;333,274531590015
503074;1;2;08;10;2;2;1;5;1939;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;68;08;333,274531590015
503074;1;3;08;10;3;2;1;9;1962;3;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;45;08;333,274531590015
503074;1;4;08;10;4;1;1;8;1989;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;1;2; ;18;08;333,274531590015
503074;1;5;08;10;5;2;1;10;1991;4;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;16;08;333,274531590015
503075;1;1;08;10;1;1;1;10;1936;1;2; ;6;1; ; ;1;2;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;70;08;442,99566028635
503075;1;2;08;10;2;2;1;10;1946;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;60;08;442,99566028635
503075;1;3;08;10;3;2;1;1;1974;3;2; ;6;1; ; ;1;1;29000;2;1;2; ; ; ; ;2; ;2; ;6;5;4; ;33;08;442,99566028635
503075;1;4;08;10;4;1;1;4;1972;5;2; ;6;1; ; ;1;1;32000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;35;08;442,99566028635
503075;1;5;08;10;3;1;1;10;1996;4;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;4; ; ;11;08;442,99566028635
503075;1;6;08;10;3;1;1;1;2004;4;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ; ;3;08;442,99566028635
503076;1;1;08;10;1;1;1;1;1960;1;2; ;5;1; ; ;1;2;54000;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;47;08;546,977791730005
503076;1;2;08;10;2;1;1;7;1983;3;2; ;5;1; ; ;1;1;23000;2;1;2; ; ; ; ;2; ;2; ;5;11;3; ;24;08;546,977791730005
503076;1;3;08;10;3;2;1;3;1989;3;2; ;5;2;1;8; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;18;08;546,977791730005
503080;1;1;08;10;1;2;1;8;1946;1;2; ;4;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;61;08;405,474099258849
503080;1;2;08;10;2;1;1;2;1973;3;2; ;5;2;1;148; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;34;08;405,474099258849
503080;1;3;08;10;3;2;1;9;1970;3;2; ;3;1; ; ;1;1;31000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;37;08;405,474099258849
503080;1;4;08;10;3;2;1;2;2000;4;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ; ;7;08;405,474099258849
503081;1;1;08;10;1;2;1;10;1948;1;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;58;08;507,802573488114
503081;1;2;08;10;2;1;1;7;1978;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;29;08;507,802573488114
503081;1;3;08;10;2;1;1;1;1980;3;2; ;5;1; ; ;1;1;26000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;27;08;507,802573488114
503081;1;4;08;10;4;1;1;8;1983;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;24;08;507,802573488114
503081;1;5;08;10;1;2;1;2;1989;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;18;08;507,802573488114
503081;1;6;08;10;6;2;1;5;1930;5;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;5; ; ;77;08;507,802573488114
503082;1;1;08;10;1;2;1;5;1963;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;44;08;847,301330443432
503082;1;2;08;10;1;1;1;5;1991;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ; ;16;08;847,301330443432
503082;1;3;08;10;1;2;1;12;1995;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ; ;11;08;847,301330443432
503083;1;1;08;10;1;1;1;3;1954;1;2; ;6;1; ; ;1;3;60000;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;53;08;1051,95827890196
503083;1;2;08;10;2;2;1;7;1951;2;2; ;6;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;56;08;1051,95827890196
503083;1;3;08;10;3;1;1;3;1988;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;19;08;1051,95827890196
