DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4343289;1;1;1;70;05;7;20;4; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;1;9500;06;05;878,826657205256
4343291;1;2;1;70;05;2;48;1; ;2;1;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;740000;45;53;55;1;1;5521;06;05;1286,30628025283
4343300;1;1;1;70;05;4;48;1; ;2;14;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;83;83;28;1;1;2899;06;05;1071,25151328683
4343302;1;1;1;70;05;6;48;1; ;2;6;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;77;63;51;1;1;5126;06;05;878,826657205256
4343305;1;1;1;70;05;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;41;41;52;1;2;5211;06;05;845,996054441216
4343305;1;2;1;70;05;3;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;45;51;1;1;5125;06;05;845,996054441216
4343307;1;1;1;70;05;40;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;19;59;18;1;2;1810;06;05;1537,81258105519
4343308;1;1;1;70;05;1;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;17;92;1;1;9219;06;05;884,825070840427
4343312;1;5;1;70;05;32;48;1; ;2;32;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;79;18;1;2;1810;06;05;1026,80951747829
4343318;1;2;1;70;05;4;48;1; ;2;5;1; ;9;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;45;1;1;4542;06;05;1071,25151328683
4343323;1;3;1;70;05;12;50;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;52;1;1;5234;06;05;1075,33523691095
4343333;1;2;1;70;05;2;24;1; ;2;16;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;38;74;1;1;7499;06;05;832,915442487736
4343344;1;1;1;70;05;24;48;4; ;2;20;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;50;1;2;5020;06;05;1326,32713327632
4343350;1;1;1;70;05;3;48;8; ;2;3;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;60;62;92;1;1;9249;06;05;538,624963461
4343358;1;3;1;70;05;76;48;1; ;2;104;1; ;9;2;3; ; ; ; ; ;1; ; ; ; ; ;2; ;02;21;74;1;2;7414;06;05;1420,5786571594
4343369;1;2;1;70;05;8;48;1; ;2;17;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;15;21;15;1;1;1551;06;05;878,826657205256
4343376;1;4;1;70;05;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;45;52;1;1;5262;06;05;1179,18767161015
4343376;1;9;1;70;05;52;48;1; ;2;104;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;84;84;50;1;2;5020;06;05;1179,18767161015
4343379;1;1;1;70;05;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;53;55;1;2;5521;06;05;971,001575768585
4343383;1;2;1;70;05;20;48;1; ;2;48;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;13;03;52;1;2;5272;06;05;1021,78941327353
4343385;1;2;1;70;05;4;48;1; ;2;4;1; ;9;2;3; ; ;1; ; ; ; ; ; ; ; ;1;500000;98;98;52;1;1;5269;06;05;1020,31513329749
4343391;1;3;1;70;05;12;48;1; ;2;100;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;59;39;75;1;1;7512;06;05;830,486348039704
4343400;1;2;1;70;05;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;74;1;1;7499;06;05;1312,5055103244
4343404;1;4;1;70;05;8;48;1; ;2;204;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;79;18;1;1;1810;06;05;538,624963461
4343406;1;2;1;70;05;16;48;1; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;53;77;55;1;2;5529;06;05;736,234824156632
4343424;1;1;1;70;05;52;30;4; ;2;352;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;77;54;95;1;2;9500;06;05;1057,21102579429
4343426;1;2;1;70;05;24;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;58;58;52;1;2;5211;06;05;784,575133322184
4343427;1;3;1;70;05;24;48;1; ;2;24;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;2;4552;06;05;1022,91120412128
4343436;1;2;1;70;05;20;48;4; ;2;108;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;53;55;1;2;5521;06;05;1071,25151328683
4343440;1;1;1;70;05;1;48;1; ;2;240;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5521;06;05;807,205044206617
4343444;1;1;1;70;05;28;24;4; ;2;73;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;56;93;1;2;9301;06;05;736,234824156632
4343456;1;3;1;70;05;4;48;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;12000;95;95;45;1;1;4521;06;05;1420,5786571594
4343464;1;2;1;70;05;1;48;5; ;2;2;5; ;2;2;1; ; ; ;1; ; ; ; ; ; ; ;1;450000;95;95;45;1;1;4521;06;05;876,397562757223
4343464;1;3;1;70;05;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;2; ;06;05;876,397562757223
4343464;1;5;1;70;05;4;48;1; ;2;4;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;98;95;97;13;1;1;1320;06;05;876,397562757223
4343470;1;1;1;70;05;11;48;1; ;2;11;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;39;75;1;1;7512;06;05;686,401801123684
4343471;1;2;1;70;05;104;48;1; ;2;156;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;55;1;2;5511;06;05;878,826657205256
4343488;1;2;1;70;05;156;48;1; ;2;156;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;97;59;92;1;2;9242;06;05;1016,04253299684
4343488;1;5;1;70;05;30;48;1; ;2;40;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;45;55;92;1;2;9242;06;05;1016,04253299684
4343501;1;3;1;70;05;8;48;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;39;40;52;1;1;5225;06;05;1308,71732659665
