DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4343323;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;05;1075,33523691095
4343323;1;5;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;05;1075,33523691095
4343327;1;1;1;80;05;1;2;8; ;2; ; ;9; ;2; ;2; ;1;06;05;782,146038874152
4343327;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;782,146038874152
4343327;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;782,146038874152
4343328;1;2;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1022,91120412128
4343328;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1022,91120412128
4343330;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1420,5786571594
4343330;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1420,5786571594
4343335;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1374,66744244188
4343335;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1374,66744244188
4343336;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;878,826657205256
4343337;1;1;1;80;05;1;4;1; ;2; ; ;4; ;2; ;2; ;1;06;05;974,565833888662
4343337;1;9;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;974,565833888662
4343340;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;980,789741643677
4343343;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;864,786169712723
4343344;1;2;1;80;05;1;3;5; ;2; ; ;10; ;2; ;2; ;1;06;05;1326,32713327632
4343347;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1281,53770940655
4343347;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1281,53770940655
4343348;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;864,786169712723
4343350;1;2;1;80;05;1;1;8; ;2; ; ;5; ;2; ;2; ;1;06;05;538,624963461
4343350;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;538,624963461
4343352;1;2;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;06;05;841,504865879636
4343354;1;3;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;05;640,490586406164
4343355;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1122,03935079177
4343358;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1420,5786571594
4343358;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1420,5786571594
4343359;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;973,449104107974
4343359;1;2;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;05;973,449104107974
4343359;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;973,449104107974
4343359;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;973,449104107974
4343362;1;1;1;80;05;1;3;4; ;2; ; ;4; ;3; ;2; ;1;06;05;1329,87801857211
4343363;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1263,02497641975
4343364;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1272,2657927603
4343368;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1073,69904162622
4343369;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;878,826657205256
4343370;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1122,03935079177
4343371;1;1;1;80;05;1;4;1; ;1; ;4;6; ;2; ;2; ;1;06;05;1122,03935079177
4343372;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1192,05475636976
4343373;1;2;1;80;05;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;2; ; ; ;2; ;1;06;05;1407,10952333577
4343374;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1166,82877466154
4343375;1;1;1;80;05;1;1;7; ;2; ; ;12;FALTA DE RECURSOS ECONOMICOS;2; ;2; ;1;06;05;1116,0409371566
4343376;1;7;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1179,18767161015
4343377;1;1;1;80;05;1;1;3; ;2; ; ;2; ;3; ;2; ;1;06;05;1192,05475636976
4343377;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1192,05475636976
4343378;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1008,87071662874
4343379;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;971,001575768585
4343382;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;976,999989403756
4343383;1;3;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1021,78941327353
4343384;1;1;1;80;05;1;1;8; ;2; ; ;7; ;2; ;2; ;1;06;05;1375,78923328963
4343385;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1020,31513329749
4343385;1;4;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1020,31513329749
4343388;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1167,95056550929
4343389;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1374,66744244188
4343389;1;2;1;80;05;1;1;8; ;2; ; ;8; ;1;2;2; ;1;06;05;1374,66744244188
4343390;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;750,495744701947
4343390;1;4;1;80;05;1;1;6; ;2; ; ;2; ;2; ;2; ;1;06;05;750,495744701947
4343390;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;750,495744701947
4343391;1;2;1;80;05;2; ; ; ; ;1;4;9; ;2; ;2; ;1;06;05;830,486348039704
4343396;1;2;1;80;05;1;2;6; ;2; ; ;9; ;2; ;2; ;1;06;05;1093,88142417126
4343400;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1312,5055103244
4343401;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;784,575133322184
4343402;1;1;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1286,30628025283
4343403;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;832,915442487736
4343404;1;1;1;80;05;1;4;6; ;2; ; ;8; ;2; ;2; ;1;06;05;538,624963461
4343404;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;538,624963461
4343404;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;538,624963461
4343404;1;7;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;538,624963461
4343405;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;818,874954995203
4343406;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;736,234824156632
4343406;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;736,234824156632
4343407;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;830,486348039704
4343407;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;830,486348039704
4343408;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1342,95863052559
4343408;1;4;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1342,95863052559
4343408;1;5;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1342,95863052559
4343408;1;6;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1342,95863052559
4343409;1;2;1;80;05;1;3;6; ;2; ; ;9; ;2; ;2; ;1;06;05;1071,25151328683
4343410;1;1;1;80;05;1;4;1; ;2; ; ;8; ;2; ;2; ;1;06;05;1420,5786571594
4343410;1;3;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1420,5786571594
4343412;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1298,13810635011
4343412;1;2;1;80;05;1;1;8; ;2; ; ;7; ;2; ;2; ;1;06;05;1298,13810635011
4343412;1;4;1;80;05;1;1;4; ;1; ;1;4; ;2; ;2; ;1;06;05;1298,13810635011
4343413;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1329,87801857211
4343416;1;1;1;80;05;1;4;7; ;2; ; ;6; ;2; ;2; ;1;06;05;1018,22009408639
4343417;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1122,03935079177
4343418;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;686,401801123684
4343420;1;2;1;80;05;1;4;4; ;1; ;2;4; ;2; ;2; ;1;06;05;1057,21102579429
4343422;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1465,36808102916
4343422;1;2;1;80;05;1;3;1; ;1; ;1;9; ;2; ;2; ;1;06;05;1465,36808102916
4343422;1;4;1;80;05;1;1;7; ;2; ; ;12;ESPERA TEMPORADA ALTA;2; ;2; ;1;06;05;1465,36808102916
4343423;1;2;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ;1;06;05;1071,25151328683
4343425;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;971,253109127067
4343425;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;971,253109127067
4343429;1;2;1;80;05;1;1;9;DURO VENDER Y COBRAR;2; ; ;9; ;2; ;2; ;1;06;05;830,486348039704
4343429;1;4;1;80;05;1;3;2; ;2; ; ;2; ;1;1;2; ;1;06;05;830,486348039704
4343430;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1374,66744244188
4343432;1;2;1;80;05;1;2;8; ;2; ; ;6; ;2; ;2; ;1;06;05;1071,25151328683
4343435;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1485,9029527025
4343435;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1485,9029527025
4343437;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;638,061491958132
4343437;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;638,061491958132
4343438;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1022,91120412128
4343439;1;2;1;80;05;1;4;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ;1;06;05;1213,86178022681
4343440;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;807,205044206617
4343440;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;807,205044206617
4343441;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;05;864,786169712723
4343444;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;06;05;736,234824156632
4343444;1;4;1;80;05;1;1;6; ;2; ; ;2; ;2; ;2; ;1;06;05;736,234824156632
4343445;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1275,63519047413
4343447;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1237,96597108728
4343455;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1289,8002163167
4343455;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1289,8002163167
4343456;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1420,5786571594
4343457;1;2;1;80;05;1;1;6; ;2; ; ;12;DESEA DESCANSAR UNOS DIAS;2; ;1;737700;1;06;05;770,534645829651
4343459;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1022,91120412128
4343459;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1022,91120412128
4343464;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;876,397562757223
4343465;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1122,03935079177
4343466;1;4;1;80;05;1;1;7; ;1; ;1;5; ;2; ;2; ;1;06;05;1270,84818573649
4343469;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1374,66744244188
4343469;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1374,66744244188
4343470;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;686,401801123684
4343470;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;686,401801123684
4343471;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;878,826657205256
4343472;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1213,23595992469
4343472;1;2;1;80;05;1;1;1; ;2; ; ;9; ;2; ;2; ;1;06;05;1213,23595992469
4343474;1;1;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1374,66744244188
4343474;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1374,66744244188
4343475;1;2;1;80;05;1;4;8; ;2; ; ;9; ;2; ;2; ;1;06;05;1079,84093667873
4343475;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1079,84093667873
4343477;1;3;1;80;05;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1022,91120412128
4343478;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;05;640,490586406164
4343480;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1329,87801857211
4343481;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1189,62566192173
4343481;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;05;1189,62566192173
4343482;1;1;1;80;05;1;4;7; ;1; ;3;8; ;3; ;2; ;1;06;05;1263,92790272688
4343483;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1167,95056550929
4343485;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1167,95056550929
4343486;1;1;1;80;05;1;3;3; ;2; ; ;8; ;2; ;2; ;1;06;05;1362,96643134759
4343487;1;3;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1234,39665190014
4343488;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1016,04253299684
4343488;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1016,04253299684
4343492;1;1;1;80;05;1;1;8; ;2; ; ;4; ;2; ;2; ;1;06;05;1073,69904162622
4343492;1;2;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ;1;06;05;1073,69904162622
4343494;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1071,25151328683
4343495;1;1;1;80;05;1;3;4; ;2; ; ;4; ;3; ;2; ;1;06;05;830,486348039704
4343495;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;830,486348039704
4343495;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;830,486348039704
4343496;1;2;1;80;05;1;1;9;CAMBIO DE PAIS;2; ; ;9; ;2; ;2; ;1;06;05;1057,21102579429
4343497;1;1;1;80;05;1;4;4; ;2; ; ;4; ;1;1;2; ;1;06;05;1071,25151328683
4343497;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1071,25151328683
4343499;1;3;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;05;1022,91120412128
4343500;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;538,624963461
4343500;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;538,624963461
4343500;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;538,624963461
4343501;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1308,71732659665
4343502;1;2;1;80;05;1;3;4; ;1; ;3;4; ;2; ;2; ;1;06;05;1375,78923328963
4343503;1;1;1;80;05;2; ; ; ; ;2; ; ;.;3; ;2; ;1;06;05;1212,73998937906
4343503;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1212,73998937906
4343504;1;2;1;80;05;1;1;9;RENUNCIA VOLUNTARIA (SE SIENTE CANSADA Y NO QUIERE TRABAJAR MAS);2; ; ;11; ;2; ;1;150000;1;06;05;1008,87071662874
4343512;1;3;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1008,87071662874
4343519;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;878,826657205256
4343523;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;132,56615138437
4343525;1;1;1;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;08;119,878846868305
4343526;1;2;1;80;08;1;4;4; ;2; ; ;8; ;2; ;2; ;1;06;08;169,887898629951
4343526;1;3;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;169,887898629951
4343526;1;7;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;169,887898629951
4343527;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;535,726966321288
4343528;1;7;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;454,054781349798
4343528;1;9;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;454,054781349798
4343529;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;512,477803177741
4343531;1;1;1;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;08;578,442579295958
4343531;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;578,442579295958
4343532;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;635,897364022338
4343533;1;2;1;80;08;1;2;8; ;1; ;2;9; ;1;1;2; ;1;06;08;623,714557292576
4343535;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;468,022272368186
4343536;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;168,739981548739
4343536;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;168,739981548739
4343536;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;168,739981548739
4343536;1;5;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;168,739981548739
4343536;1;6;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;168,739981548739
4343537;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;706,564041664656
4343539;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;677,369771118697
4343539;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;677,369771118697
4343540;1;6;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;653,745015466691
4343541;1;1;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;147,65634650643
4343541;1;2;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;147,65634650643
4343541;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;147,65634650643
4343543;1;4;1;80;08;2; ; ; ; ;1;1;2; ;2; ;2; ;1;06;08;181,532676642114
4343544;1;5;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;598,411205056806
4343544;1;6;1;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;08;598,411205056806
4343545;1;2;1;80;08;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;08;650,195208928936
4343546;1;1;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;128,517397227086
4343546;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;128,517397227086
4343546;1;5;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;128,517397227086
4343547;1;2;1;80;08;1;4;1; ;2; ; ;8; ;3; ;2; ;1;06;08;677,369771118697
4343548;1;6;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;458,548262803457
4343549;1;2;1;80;08;1;4;8; ;1; ;2;12;NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO COMO INDEPENDIENTE;2; ;2; ;1;06;08;828,35617210828
4343549;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;828,35617210828
4343549;1;5;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;828,35617210828
4343549;1;7;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;828,35617210828
4343549;1;8;1;80;08;1;3;8; ;2; ; ;9; ;2; ;2; ;1;06;08;828,35617210828
4343551;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;418,008448138292
4343551;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;418,008448138292
4343551;1;3;1;80;08;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;08;418,008448138292
4343553;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;641,501359652315
4343556;1;2;1;80;08;1;4;7; ;2; ; ;8; ;2; ;2; ;1;06;08;121,897234317996
4343557;1;2;1;80;08;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;08;638,012402199174
4343558;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;479,51538747322
4343558;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;479,51538747322
4343563;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;491,698194202982
4343564;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;641,501359652315
4343565;2;1;2;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;08;467,39936596773
4343566;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;08;417,512297300171
