DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1828957;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1524,52857925571
1828958;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;1120,29755056346
1828958;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;63;1120,29755056346
1828959;1;2;1;80;2;1;4;9;POR VIAJE;2; ;2; ; ; ; ;1;2;1;63;1380,30957301292
1828959;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1380,30957301292
1828960;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;63;666,57699563554
1828960;2;2;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;666,57699563554
1828960;2;3;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;666,57699563554
1828961;1;2;1;80;2;1;4;9;VIAJE;2; ;2; ; ; ; ;1;2;1;63;1045,55561797785
1828962;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;63;1132,81285681541
1828963;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1396,99268951114
1828963;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1396,99268951114
1828964;1;2;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;63;1322,3866760778
1828964;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1322,3866760778
1828965;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;8;2;1;63;1131,07755134778
1828967;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1029,52761418773
1828983;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;63;876,499897100177
1828983;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;876,499897100177
1828984;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;63;1204,35222915666
1828984;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1204,35222915666
1828984;1;5;1;80;2;1;2;1; ;2; ;2; ; ; ; ;9;2;1;63;1204,35222915666
1828985;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;8;2;1;63;1515,66714060696
1828985;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1515,66714060696
1828986;1;2;1;80;2;1;4;7; ;2; ;2; ; ; ; ;1;2;1;63;912,679177537596
1828986;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;912,679177537596
1828988;1;1;1;80;2;1;1;9;PROBLEMAS;2; ;2; ; ; ; ;9;2;1;63;1245,17531934295
1828989;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1515,66714060696
1828990;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;63;1380,30957301292
1828990;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1380,30957301292
1828991;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1515,66714060696
1828992;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;8;2;1;63;1515,66714060696
1828992;1;2;1;80;2;1;4;7; ;2; ;2; ; ; ; ;8;2;1;63;1515,66714060696
1828993;1;2;1;80;2;1;2;7; ;2; ;2; ; ; ; ;9;2;1;63;1356,44234986496
1828994;1;2;1;80;2;1;1;8; ;2; ;2; ; ;1; ;1;1;1;63;1860,00396738136
1828995;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;63;1410,25149618906
1828996;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;63;956,855512959142
1828996;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;956,855512959142
1828996;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;956,855512959142
1828997;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;1850,42109564204
1828999;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1153,71949292146
1829000;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;63;896,254166571827
1829001;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;497,437897681336
1829001;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;497,437897681336
1829002;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;499,976349177444
1829002;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;499,976349177444
1829002;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;499,976349177444
1829018;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;63;1200,9989839214
1829020;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;63;1148,33520876606
1829020;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1148,33520876606
1829021;1;2;1;80;2;1;3;5; ;3; ;2; ; ; ; ;8;2;1;63;1427,68846867883
1829021;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1427,68846867883
1829022;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;964,478569028308
1829023;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1735,37264032158
1829024;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;1623,01017779404
1829024;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1623,01017779404
1829025;1;2;1;80;2;1;4;3; ;2; ;2; ; ;2; ;9;1;1;63;862,887542166063
1829025;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;862,887542166063
1829025;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;862,887542166063
1829026;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;1937,97158800698
1829026;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1937,97158800698
1829026;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1937,97158800698
1829026;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1937,97158800698
1829027;1;2;1;80;2;1;4;7; ;2; ;2; ; ; ; ;9;2;1;63;1324,90887789061
1829027;1;3;1;80;2;1;2;6; ;2; ;2; ; ; ; ;4;2;1;63;1324,90887789061
1829028;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;63;1573,21854242251
1829029;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;922,317720483162
1829029;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;922,317720483162
1829029;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;922,317720483162
1829030;1;4;1;80;2;2; ; ; ;2; ;2; ;1;2; ;9; ;1;63;1194,22672202832
1829031;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;63;1131,07755134778
1829031;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1131,07755134778
1829032;1;3;1;80;2;2; ; ; ;2; ;2; ;1;2; ;1; ;1;63;898,756550049142
1829032;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;898,756550049142
1829032;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;898,756550049142
1829255;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;73;1853,45248077064
1829255;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1853,45248077064
1829256;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;73;1957,12049031304
1829257;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1616,30412911592
1829257;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1616,30412911592
1829257;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1616,30412911592
1829257;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1616,30412911592
1829257;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1616,30412911592
1829258;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;2217,83541885503
1829258;1;8;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;73;2217,83541885503
1829258;1;11;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;2217,83541885503
1829259;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1306,57698985504
1829259;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1306,57698985504
1829259;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1306,57698985504
1829259;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1306,57698985504
1829260;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ;POR ACCIDENTE;12;2;1;73;2026,02280665314
1829261;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;73;2417,40176383472
1829261;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;2417,40176383472
1829261;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;2417,40176383472
1829264;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1685,15312692587
1829265;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1707,99805444047
1829265;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1707,99805444047
1829269;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;73;1783,34028769443
1829270;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1620,49029433522
1829270;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1620,49029433522
1829271;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1768,25679474209
1829272;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1854,17958470052
1829272;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1854,17958470052
1829272;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;73;1854,17958470052
1829281;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1902,340240821
1829282;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1458,52965548121
1829285;1;2;1;80;2;1;2;4; ;2; ;2; ; ; ; ;9;2;1;73;1919,53803293277
1829285;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;73;1919,53803293277
1829285;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1919,53803293277
1829285;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1919,53803293277
1829286;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1823,8881481273
1829286;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1823,8881481273
1829286;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1823,8881481273
1829288;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1628,40721714904
1829290;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1902,340240821
1829296;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;73;1529,24450181878
1829296;1;4;1;80;2;1;4;4; ;2; ;2; ; ; ; ;9;2;1;73;1529,24450181878
1829298;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1313,07522915104
1829300;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1788,09403253839
1829301;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;73;1137,83450705414
1829309;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1811,79006394616
1829310;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;73;2314,4608582222
1829310;1;4;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;73;2314,4608582222
1829310;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;2314,4608582222
1829310;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;2314,4608582222
1829313;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1540,78412666329
1829313;1;6;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;73;1540,78412666329
1829313;1;7;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;73;1540,78412666329
1829313;1;8;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1540,78412666329
1829316;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1684,3020230327
1829316;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1684,3020230327
1829318;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1313,07522915104
1829319;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;11;2;1;73;1321,21735385126
1829320;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1707,99805444047
1829320;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1707,99805444047
1829321;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1405,56193598664
1829323;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1317,03118863196
1829323;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1317,03118863196
1829327;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;73;1878,9901724999
1829328;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;73;1233,48439185961
