DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;fex_c_2011
1802408;1;3;1;50;08; ; ;3;4; ;2;2;2;2;1;13;ESTA EMBARAZADA; ; ; ; ; ;1;08;402,302081337664
1802409;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;394,673601088614
1802409;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;394,673601088614
1802410;1;1;1;50;08; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;08;657,646658414346
1802410;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;657,646658414346
1802410;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;657,646658414346
1802410;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;657,646658414346
1802411;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;609,700939836467
1802411;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;609,700939836467
1802411;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;609,700939836467
1802411;1;4;1;50;08; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;609,700939836467
1802411;1;6;1;50;08; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;609,700939836467
1802412;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;519,132038838029
1802412;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;519,132038838029
1802412;1;3;1;50;08; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;519,132038838029
1802413;1;1;1;50;08; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;08;671,509551064289
1802413;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;671,509551064289
1802413;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;671,509551064289
1802413;1;4;1;50;08; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;671,509551064289
1802413;1;5;1;50;08; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;671,509551064289
1802414;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;556,199042882251
1802414;1;2;1;50;08;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;556,199042882251
1802414;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;556,199042882251
1802415;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;705,645172707352
1802415;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;705,645172707352
1802415;1;3;1;50;08; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;705,645172707352
1802415;1;4;1;50;08; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;705,645172707352
1802416;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;643,783765764403
1802416;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;643,783765764403
1802416;1;3;1;50;08; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;08;643,783765764403
1802417;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;497,936795314352
1802417;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;497,936795314352
1802417;1;4;1;50;08; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;497,936795314352
1802417;1;5;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;497,936795314352
1802418;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;414,487809944376
1802418;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;414,487809944376
1802418;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;414,487809944376
1802419;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;396,331017006212
1802419;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;396,331017006212
1802419;1;3;1;50;08;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;396,331017006212
1802419;1;4;1;50;08; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;396,331017006212
1802419;1;5;1;50;08; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;396,331017006212
1802420;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;590,565539602237
1802420;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;590,565539602237
1802420;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;590,565539602237
1802420;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;590,565539602237
1802421;1;1;1;50;08; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;520,718385038649
1802421;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;520,718385038649
1802421;1;3;1;50;08;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;520,718385038649
1802422;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;607,86882226662
1802422;1;2;1;50;08; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;607,86882226662
1802423;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;616,97136430288
1802423;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;616,97136430288
1802423;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;616,97136430288
1802423;1;4;1;50;08; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;616,97136430288
1802423;1;5;1;50;08; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;616,97136430288
1802423;1;8;1;50;08; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;616,97136430288
1802425;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;590,565539602237
1802425;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;590,565539602237
1802425;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;590,565539602237
1802425;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;590,565539602237
1802426;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;596,42873518505
1802426;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;596,42873518505
1802426;1;3;1;50;08; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;596,42873518505
1802426;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;596,42873518505
1802426;1;5;1;50;08; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;596,42873518505
1802426;1;6;1;50;08; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;596,42873518505
1802427;1;1;1;50;08; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;583,257481988741
1802427;1;2;1;50;08; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;583,257481988741
1802427;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;583,257481988741
1802427;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;583,257481988741
1802428;1;1;1;50;08; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;08;566,770740209432
1802428;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;566,770740209432
1802428;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;566,770740209432
1802429;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;604,14476146013
1802429;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;604,14476146013
1802430;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;456,876612679988
1802430;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;456,876612679988
1802430;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;456,876612679988
1802430;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;456,876612679988
1802430;1;5;1;50;08; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;456,876612679988
1802431;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;584,702344019424
1802431;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;584,702344019424
1802432;1;1;1;50;08; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;657,944278652888
1802432;1;2;1;50;08;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;657,944278652888
1802432;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;657,944278652888
1802432;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;657,944278652888
1802432;1;5;1;50;08; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;657,944278652888
1802432;1;6;1;50;08; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;657,944278652888
1802433;1;1;1;50;08; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;582,973201637045
1802433;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;582,973201637045
1802433;1;3;1;50;08;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;582,973201637045
1802434;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;394,673601088614
1802434;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;394,673601088614
1802435;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;305,522561042392
1802435;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;305,522561042392
1802435;1;3;1;50;08; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;305,522561042392
1802435;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;305,522561042392
1802436;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;517,953318015087
1802436;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;517,953318015087
1802437;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;530,408638497524
1802437;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;530,408638497524
1802437;1;3;1;50;08;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;530,408638497524
1802437;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;530,408638497524
1802437;1;5;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;530,408638497524
1802437;1;9;1;50;08;2; ;9;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;530,408638497524
1802437;1;12;1;50;08;2; ;12;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;530,408638497524
1802438;1;1;1;50;08; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;633,52003248951
1802438;1;2;1;50;08; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;633,52003248951
1802438;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;633,52003248951
1802438;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;633,52003248951
1802439;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;565,77113670351
1802439;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;565,77113670351
1802439;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;565,77113670351
1802440;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;631,625722236602
1802440;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;631,625722236602
1802440;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;631,625722236602
1802441;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;605,120071705814
1802441;1;2;1;50;08;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;605,120071705814
1802441;1;3;1;50;08;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;605,120071705814
1802441;1;4;1;50;08;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;605,120071705814
1802442;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;597,120374638684
1802442;1;2;1;50;08; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;597,120374638684
1802442;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;597,120374638684
1802442;1;4;1;50;08; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;597,120374638684
1802442;1;5;1;50;08; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;597,120374638684
1802443;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;641,51972955664
1802443;1;2;1;50;08;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;641,51972955664
1802443;1;3;1;50;08; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;641,51972955664
1802444;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;567,50027908589
1802444;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;567,50027908589
1802445;1;1;1;50;08; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;641,51972955664
1802445;1;2;1;50;08; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;641,51972955664
1802445;1;3;1;50;08; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;641,51972955664
1802446;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4386,51640627585
1802446;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4386,51640627585
1802446;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4386,51640627585
1802446;1;4;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4386,51640627585
1802446;1;5;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4386,51640627585
1802447;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2281,69736949598
1802447;2;1;2;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2281,69736949598
1802447;2;2;2;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2281,69736949598
1802447;2;3;2;50;11; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2281,69736949598
1802450;1;1;1;50;11;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2642,47067868443
1802450;1;2;1;50;11; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2642,47067868443
1802451;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1932,72722313784
1802451;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1932,72722313784
1802451;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1932,72722313784
1802451;1;4;1;50;11; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1932,72722313784
1802452;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2305,731821069
1802453;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2311,94025866175
1802453;1;2;1;50;11;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2311,94025866175
1802457;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4399,83919330128
1802457;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4399,83919330128
1802457;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4399,83919330128
1802457;1;4;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4399,83919330128
1802458;1;1;1;50;11;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2460,99444628337
1802458;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2460,99444628337
1802458;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2460,99444628337
1802459;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2095,01328407221
1802459;1;2;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2095,01328407221
1802459;1;3;1;50;11; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2095,01328407221
1802460;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4542,55570039812
1802461;1;1;1;50;11; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2218,40692158007
1802461;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2218,40692158007
1802462;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1618,59363638923
1802462;1;2;1;50;11; ; ;2;6;ENFERMA;1; ; ; ; ; ; ; ; ; ; ; ;1;11;1618,59363638923
1802462;1;3;1;50;11;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;1618,59363638923
1802463;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2498,08653745873
1802463;1;2;1;50;11; ; ;2;6;DESCANZAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2498,08653745873
1802463;1;3;1;50;11; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2498,08653745873
1802464;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2305,731821069
1802465;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;5857,62337615161
1802465;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;5857,62337615161
1802469;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4623,8805173235
1802469;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4623,8805173235
1802470;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2193,71115905789
1802470;1;2;1;50;11; ; ;2;3; ;2;2;2;2;1;8; ;2; ;2; ; ;1;11;2193,71115905789
1802470;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2193,71115905789
1802471;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1757,25107330034
1802471;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1757,25107330034
1802472;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2271,27785019906
1802473;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1612,38519879649
1802473;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1612,38519879649
1802474;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2271,27785019906
1802475;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2305,731821069
1802476;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2649,13207219714
1802477;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2655,34050978989
1802477;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2655,34050978989
1802481;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1979,38971416409
1802481;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1979,38971416409
1802482;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1957,35261847964
1802482;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1957,35261847964
1802482;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1957,35261847964
1802482;1;4;1;50;11; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1957,35261847964
1802483;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2271,27785019906
1802484;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2117,59419515523
1802484;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2117,59419515523
1802484;1;3;1;50;11; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2117,59419515523
1802485;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;3039,40316938071
1802485;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;3039,40316938071
1802485;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;3039,40316938071
1802486;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2549,98124129149
1802486;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2549,98124129149
1802486;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2549,98124129149
1802487;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2544,74902848498
1802488;1;1;1;50;11;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2473,39077493656
1802488;1;2;1;50;11; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;11;2473,39077493656
1802488;1;3;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2473,39077493656
1802488;1;4;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2473,39077493656
1802489;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2159,25718818795
1802489;1;2;1;50;11; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2159,25718818795
1802489;1;3;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2159,25718818795
1802490;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2655,34050978989
1802490;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2655,34050978989
1802491;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2648,67911627717
1802491;1;2;1;50;11; ; ;2;4; ;2;2;2;2;1;7; ;1;2; ; ; ;1;11;2648,67911627717
1802491;1;3;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2648,67911627717
1802492;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2998,74076091802
1802492;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2998,74076091802
1802493;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2311,94025866175
1802493;1;2;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2311,94025866175
1802494;1;1;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2218,40692158007
1802494;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2218,40692158007
1802495;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2018,89632016955
1802495;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2018,89632016955
1802495;1;3;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2018,89632016955
1802496;1;1;1;50;11;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2165,91858170066
1802496;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2165,91858170066
1802497;1;1;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2164,91799713063
1802497;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2164,91799713063
1802497;1;4;1;50;11; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2164,91799713063
