DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1796282;1;4;1;70;1;2;48;1; ;2;3;1; ;9;3; ; ;1; ; ; ; ; ; ; ; ;1;900000;2;19;39;74;1;1;7421;05;05;972,716712319844
1796287;1;5;1;70;1;4;48;1; ;2;50;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;80;19;1;1;1925;05;05;819,549860516466
1796292;1;3;1;70;1;52;48;1; ;2;52;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;05;1006,77066608198
1796296;1;5;1;70;1;12;48;1; ;2;12;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;05;05;929,54811825077
1796304;1;3;1;70;1;2;25;1; ;2;2;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;45;44;64;1;1;6421;05;05;899,705829786039
1796309;1;1;1;70;1;52;48;1; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;15;1;2;1551;05;05;692,53742004757
1796321;1;3;1;70;1;14;48;1; ;2;14;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;36;1;2;3611;05;05;1047,06430074477
1796322;1;3;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;05;822,892259959351
1796326;1;1;1;70;1;20;24;1; ;2;48;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;45;1;2;4542;05;05;805,75978034416
1796326;1;2;1;70;1;28;24;1; ;2;30;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;18;1;2;1810;05;05;805,75978034416
1796331;1;2;1;70;1;16;48;1; ;2;208;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;2;1810;05;05;885,8370794317
1796333;1;3;1;70;1;2;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;05;05;1053,6236941718
1796335;1;1;1;70;1;8;48;4; ;2;8;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4522;05;05;617,950334358579
1796336;1;3;1;70;1;28;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;912,745946458072
1796346;1;3;1;70;1;2;24;1; ;2;98;5; ;2;1; ; ; ; ; ; ; ; ;1; ;TIENE LA PENSION;2; ;2;79;79;18;1;1;1810;05;05;957,626021475679
1796358;1;3;1;70;1;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;92;17;1;1;1730;05;05;1052,67227141728
1796365;1;2;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;05;05;813,695506360879
1796368;1;2;1;70;1;104;48;1; ;2;160;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;85;1;2;8512;05;05;938,580601657704
1796370;1;2;1;70;1;4;48;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;05;1066,54102177162
1796370;1;3;1;70;1;9;48;1; ;2;18;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5233;05;05;1066,54102177162
1796371;1;2;1;70;1;8;48;1; ;2;18;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;15;1;1;1551;05;05;1037,78543385476
1796374;1;3;1;70;1;2;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;79;52;1;1;5272;05;05;1066,54102177162
1796384;1;2;1;70;1;4;48;3; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5233;05;05;1033,19555039043
1796387;1;1;1;70;1;12;48;1; ;2;12;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;05;05;1012,21970770168
1796387;1;2;1;70;1;25;48;1; ;2;25;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5219;05;05;1012,21970770168
1796389;1;3;1;70;1;45;48;1; ;2;45;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5125;05;05;931,791366276047
1796392;1;2;1;70;1;8;48;1; ;2;32;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;05;05;753,016258118156
1796393;1;2;1;70;1;18;50;1; ;2;20;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;2;7491;05;05;1079,45834937143
1796395;1;4;1;70;1;4;48;1; ;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;1;7020;05;05;1134,86636398925
1796396;1;3;1;70;1;52;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;939,532024412227
1796398;1;1;1;70;1;52;50;1; ;2;52;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;85;03;52;1;2;5272;05;05;819,54641740696
1796399;1;2;1;70;1;100;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;05;05;799,60569945302
1796399;1;3;1;70;1;150;48;1; ;2;160;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;57;93;1;2;9302;05;05;799,60569945302
1796399;1;4;1;70;1;24;48;1; ;2;58;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;05;05;799,60569945302
1796412;1;5;1;70;1;8;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6042;05;05;1012,58249003614
1796417;1;1;1;70;1;48;72;1; ;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;08;08;578,18916732277
1796421;1;3;1;70;1;6;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;08;08;701,434838650079
1796432;1;3;1;70;1;4;50;1; ;2;9;1; ;4;4; ; ; ; ; ; ; ; ;1; ;ESTUDIANDO;2; ;2;45;45;52;1;1;5233;08;08;562,739928472207
1796440;1;3;1;70;1;4;50;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;24;1;1;2424;08;08;515,101227100804
1796441;1;1;1;70;1;16;50;1; ;2;16;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;41;52;1;2;5233;08;08;567,50027908589
1796443;1;3;1;70;1;50;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;60; ; ;1;2; ;08;08;593,521215263634
1796445;1;2;1;70;1;104;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;13;13;349,30958123527
1796448;1;1;1;70;1;52;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5231;13;13;351,914765862684
1796457;1;1;1;70;1;26;48;1; ;2;4;4; ;1;2; ; ; ; ; ; ; ;1; ; ; ;1;300000;2;45;17;92;1;2;9214;13;13;334,040117045724
1796466;1;2;1;70;1;52;48;1; ;2;364;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;90;1;2;9000;13;13;381,155300795289
1796469;1;3;1;70;1;26;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;00; ; ;1;2; ;13;13;373,071048712554
1796471;1;3;1;70;1;26;48;1; ;2;26;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;13;13;447,19447825576
1796506;1;5;1;70;1;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;13;13;321,942012329054
1796517;1;3;1;70;1;36;48;1; ;2;12;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;58;75;1;2;7522;13;13;415,161843153268
1796521;1;3;1;70;1;8;48;1; ;2;8;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;85;1;1;8511;13;13;351,914765862684
