DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2202735;1;1;1;80;05;1;4;4; ;2; ;2; ; ; ; ;8;2;1;03;05;900,269951891875
2202735;1;2;1;80;05;1;4;6; ;2; ;2; ; ; ; ;9;2;1;03;05;900,269951891875
2202735;1;3;1;80;05;1;4;6; ;2; ;2; ; ; ; ;4;2;1;03;05;900,269951891875
2202737;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;05;1080,35999952972
2202737;1;4;1;80;05;1;2;8; ;2; ;2; ; ; ;ES DROGADICTO;12;2;1;03;05;1080,35999952972
2202738;1;2;1;80;05;1;3;3; ;2; ;2; ; ; ; ;9;2;1;03;05;1004,23176089404
2202738;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1004,23176089404
2202743;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1073,3435356263
2202743;2;2;2;80;05;1;2;8; ;2; ;2; ; ;2; ;2;1;1;03;05;1073,3435356263
2202743;2;3;2;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1073,3435356263
2202747;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;11;2;1;03;05;945,913820464738
2202749;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;11;2;1;03;05;914,604313822496
2202749;1;2;1;80;05;1;1;9;PEREZA NO  LE  GUSTA QUE LA MANDEN;2; ;2; ; ; ; ;11;2;1;03;05;914,604313822496
2202751;1;1;1;80;05;1;4;3; ;2; ;2; ; ; ; ;8;2;1;03;05;881,921260224515
2202755;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1004,23176089404
2202760;1;1;1;80;05;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;05;1087,99035121228
2202760;1;3;1;80;05;1;4;7; ;2; ;2; ; ; ; ;11;2;1;03;05;1087,99035121228
2202761;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;808,28780668771
