DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;MES;DPTO;AREA;fex_c_2011
2202775;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;3; ; ; ; ; ; ; ;4;1;03;05;05;1069,64165954492
2202775;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1069,64165954492
2202776;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;892,639600209315
2202776;1;2;1;90; ;2;1;2;1;2;2;2;2;2;1; ;18; ;3; ; ; ; ; ;2;1;03;05;05;892,639600209315
2202776;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;3; ; ; ; ; ; ;1;03;05;05;892,639600209315
2202777;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;03;05;05;930,907118683292
2202777;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;03;05;05;930,907118683292
2202777;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;03;05;05;930,907118683292
2202778;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;9; ; ; ; ; ; ;1;03;05;05;997,494377789266
2202778;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;20; ; ; ; ; ; ;1;03;05;05;997,494377789266
2202778;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;30; ; ; ; ; ; ;1;03;05;05;997,494377789266
2202778;1;5;1;90; ;2;1;2;1;2;2;1;2;2;2; ;16; ;15; ; ;10; ; ; ;1;03;05;05;997,494377789266
2202779;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;19; ; ; ; ; ; ;1;03;05;05;953,853252397426
2202779;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;03;05;05;953,853252397426
2202779;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;953,853252397426
2202780;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202780;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202780;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202780;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202781;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;6; ; ; ; ; ; ;1;03;05;05;921,746534840591
2202781;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;1;03;05;05;921,746534840591
2202781;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;7; ; ; ; ; ; ;1;03;05;05;921,746534840591
2202782;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;3; ; ;3; ; ; ; ; ;1;03;05;05;955,07440430744
2202782;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;955,07440430744
2202783;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;03;05;05;797,154210191395
2202783;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;03;05;05;797,154210191395
2202783;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;03;05;05;797,154210191395
2202783;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;1;03;05;05;797,154210191395
2202785;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;03;05;05;886,964734251908
2202785;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;03;05;05;886,964734251908
2202785;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;886,964734251908
2202785;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;886,964734251908
2202785;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;886,964734251908
2202786;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;03;05;05;988,978609815434
2202786;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;15; ; ;8; ; ; ; ; ;1;03;05;05;988,978609815434
2202788;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;03;05;05;1165,83694115166
2202788;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;1165,83694115166
2202789;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;6; ; ; ; ; ;15; ; ;1;03;05;05;1093,78566320569
2202789;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;03;05;05;1093,78566320569
2202789;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1093,78566320569
2202790;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;1051,34518023232
2202790;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;5; ; ; ; ; ; ;1;03;05;05;1051,34518023232
2202791;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;5; ; ; ; ; ; ;1;03;05;05;960,945210618994
2202792;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;03;05;05;955,07440430744
2202792;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;955,07440430744
2202793;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;03;05;05;1184,18563281902
2202793;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;03;05;05;1184,18563281902
2202793;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;03;05;05;1184,18563281902
2202793;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1184,18563281902
2202794;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;03;05;05;974,427798039132
2202794;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;03;05;05;974,427798039132
2202794;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;974,427798039132
2202795;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;15; ; ; ; ; ; ;1;03;05;05;863,624780911922
2202796;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;995,768205274978
2202796;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;03;05;05;995,768205274978
2202796;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;03;05;05;995,768205274978
2202797;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;956,34776857222
2202797;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;03;05;05;956,34776857222
2202797;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;5; ; ; ; ; ; ;1;03;05;05;956,34776857222
2202798;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;5; ; ; ; ; ; ;1;03;05;05;1078,25343132843
2202798;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1078,25343132843
2202798;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1078,25343132843
2202799;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;03;05;05;978,020538021573
2202799;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;978,020538021573
2202801;1;1;1;90; ;2;1;2;2;2;2;2;1;2;2; ;2; ; ; ; ; ;10; ; ;1;03;05;05;1069,64165954492
2202801;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;3; ; ; ;1;03;05;05;1069,64165954492
2202802;1;1;1;90; ;2;1;2;1;2;2;1;2;2;2; ;5; ;3; ; ;15; ; ; ;1;03;05;05;1046,53128833987
2202802;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;8; ; ; ; ; ; ;1;03;05;05;1046,53128833987
2202802;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;5; ;3; ; ; ; ; ; ;1;03;05;05;1046,53128833987
2202802;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;8; ; ; ; ; ; ;1;03;05;05;1046,53128833987
2202804;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;03;05;05;1055,09084776862
2202804;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;03;05;05;1055,09084776862
2202804;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;1055,09084776862
2202805;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;03;05;05;801,542602372349
2202805;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;20; ; ; ; ; ; ;1;03;05;05;801,542602372349
2202806;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;979,241689931587
2202807;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;03;05;05;1045,47437392077
2202807;1;2;1;90; ;2;1;2;1;2;1;2;2;2;2; ;20; ;40; ;5; ; ; ; ;1;03;05;05;1045,47437392077
2202807;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;12; ; ; ;1;03;05;05;1045,47437392077
2202808;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1078,25343132843
2202808;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;03;05;05;1078,25343132843
2202808;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;03;05;05;1078,25343132843
2202809;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1059,90473966107
2202810;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202810;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202810;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202810;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;03;05;05;950,260512414985
2202811;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1069,64165954492
2202811;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;03;05;05;1069,64165954492
2202812;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1160,04162915825
2202812;1;2;1;90; ;1;1;1;1;2;2;2;2;2;2;2;30;10;35; ; ; ; ; ; ;1;03;05;05;1160,04162915825
2202812;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;1160,04162915825
2202813;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;03;05;05;972,321229837846
2202813;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;03;05;05;972,321229837846
2202814;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;964,690878155286
2202814;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;20; ; ; ; ;15; ; ; ;1;03;05;05;964,690878155286
2202815;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;30; ; ; ; ; ; ;1;03;05;05;715,325087218351
2202815;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;715,325087218351
2202815;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;03;05;05;715,325087218351
2202815;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;03;05;05;715,325087218351
2202815;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;03;05;05;715,325087218351
