Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
226011;2;1;70;2;48;8; ;1;1;2;2;4; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;520000;1;3800000;2;62;55;1110;11;50;542,473031876446
226011;2;5;70;2;66;2; ;1;1;2;4;1; ;2;2;5; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;300000;2;58;53;5530;55;50;542,473031876446
226016;2;5;70;4;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;50;604,804383888454
226018;2;1;70;8;48;1; ;2;2;2;8;1; ;5;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;1;10600000;2;74;74;1110;11;50;839,284618171726
226018;2;2;70;8;54;1; ;1;1;2;12;8; ;2;2;8; ;1; ;2;11;ERA ALGO TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;19;62;0118;01;50;839,284618171726
227460;2;4;70;8;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;71; ; ; ;15;2363,10886446024
227464;2;3;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;15;1832,32499134913
227470;2;3;70;6;45;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;15;1796,81992206601
227480;2;3;70;4;40;1; ;1;1;2;24;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;90;90;2521;25;15;785,841291068534
227495;2;3;70;1;48;8; ;1;1;2;1;8; ;2;2;5; ;4; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;62;62;0121;01;15;1733,09698187928
227496;2;1;70;4;48;1; ;1;1;2;4;1; ;4;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;71;97;1010;10;15;1439,18465812957
227514;2;5;70;4;54;1; ;1;1;2;12;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;97;6042;60;15;1972,70339455221
227515;2;3;70;18;48;1; ;1;1;2;18;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;85;85;4542;45;15;927,33316444891
227517;2;2;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;15;1784,46090073316
227529;2;2;70;8;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;2017,48838898967
227561;2;6;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;57; ; ; ;15;2587,74173583822
227567;2;2;70;48;48;1; ;1;1;2;192;1; ;2;1; ;.;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;8532;85;15;1832,32499134913
227591;2;8;70;8;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;2983,86951993404
227597;2;1;70;24;55;8; ;1;1;2;24;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;2;62;62;0118;01;15;1626,83306479862
228221;2;3;70;4;36;8; ;1;1;2;2;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;700000;2;62;62;0140;01;23;4563,8805557051
228221;2;4;70;8;36;1; ;1;1;2;12;1; ;3;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;45;99;5040;50;23;4563,8805557051
228253;2;1;70;4;40;4; ;1;1;2;156;4; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;840000;2;54;54;8532;85;23;3125,186138506
228256;2;4;70;52;40;1; ;1;1;2;52;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;54;9500;95;23;1864,9150535028
228258;2;3;70;3;40;8; ;1;1;2;8;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;62;62;0121;01;23;3239,15244949674
228259;2;4;70;4;40;3; ;2;2;2;4;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1150000;2;54;54;9500;95;23;4028,26559022334
228280;2;2;70;7;48;8; ;1;1;2;8;8; ;3;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;2;62;62;0121;01;23;2736,89660809396
228288;2;3;70;2;48;8; ;1;1;2;8;8; ;4;2;5; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0121;01;23;3032,60000099356
228292;2;3;70;2;48;4; ;1;1;2;2;1; ;9;1; ;.;1; ;1; ;.; ; ;1; ; ; ; ; ; ; ;1;567000;1;2500000;2;39;39;7512;75;23;1488,58423553851
228298;2;2;70;2;60;4; ;1;1;2;260;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;53;54;9500;95;23;1324,48279528759
228930;2;2;70;104;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;52;2606,63633962066
228941;2;2;70;52;40;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0118;01;52;2470,2416512572
229251;2;1;70;12;60;8; ;1;1;2;144;1; ;3;2;5; ;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;62;62;0121;01;68;3096,13818529318
229251;2;4;70;12;40;8; ;1;1;2;12;1; ;3;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;60000;2;62;62;0121;01;68;3096,13818529318
230105;2;2;70;24;40;2; ;1;1;2;28;2; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;4500000;2;13;13;8012;80;17;8953,4018941735
230154;2;3;70;8;60;1; ;1;1;2;8;1; ;3;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;97;95;4521;45;23;2818,17920059548
230168;2;1;70;48;48;4; ;1;1;2;6;5; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;400000;2;45;95;4530;45;23;3125,73084846697
230801;2;6;70;104;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;08;1149,05759545979
230806;2;3;70;40;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;08;2158,62008959711
231217;2;3;70;40;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;13;2207,9791013261
233540;2;3;70;5;70;1; ;1;1;2;5;1; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;58;8512;85;70;648,235434869425
234288;2;1;70;8;48;4; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;97;97;6310;63;27;780,779398532827
234318;2;4;70;16;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;56; ; ; ;27;792,641209507776
234326;2;3;70;24;48;1; ;1;1;2;24;2; ;6;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;550000;2;32;32;8512;85;05;3655,67326695851
234341;2;1;70;4;48;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;400000;2;64;64;0502;05;27;675,450591243497
234364;2;1;70;3;50;4; ;1;1;2;4;4; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;1000000;1;2000000;2;41;41;5241;52;27;929,526598210045
234365;2;1;70;1;48;4; ;1;1;2;1;4; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;2000000;2;62;62;0140;01;27;691,313261301795
234365;2;2;70;1;48;4; ;1;2;2;4;4; ;3;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;180000000;2;62;62;0140;01;27;691,313261301795
234365;2;3;70;1;48;4; ;2;2;2;4;4; ;3;2;7; ;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;1500000;2;62;62;0140;01;27;691,313261301795
234365;2;4;70;1;48;4; ;2;1;2;5;4; ;3;2;7; ;7; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;1500000;2;62;62;0140;01;27;691,313261301795
234382;3;1;70;15;24;3; ;1;1;2;48;3; ;1;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;27;1020,84158973972
234435;2;3;70;76;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;05;1061,77746439302
234436;2;2;70;104;48;4; ;1;1;2;104;8; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;62;0111;01;05;857,275255733756
234436;2;4;70;104;48;1; ;1;1;2;104;3; ;1;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;54;9500;95;05;857,275255733756
234436;2;5;70;28;48;8; ;1;1;2;52;8; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0111;01;05;857,275255733756
234448;2;3;70;2;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;73; ; ; ;27;723,897458195253
234450;2;4;70;4;12;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;27;894,443927071678
234455;2;3;70;2;8;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;03;98;6031;60;27;795,108503964004
234468;2;3;70;4;24;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;05;2132,39761020285
234486;2;1;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;05;2628,86555737206
234493;3;3;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;05;3619,01067364179
234494;2;2;70;3;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;05;6253,06052776051
234756;2;3;70;4;48;2; ;1;1;2;4;2; ;9;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;408000;1;4800000;2;55;55;8512;85;20;1168,71105086888
234829;2;3;70;12;50;1; ;2;1;2;14;1; ;2;2;7; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;2;32;45;5241;52;20;1954,64224678711
234829;2;4;70;8;70;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;1954,64224678711
234831;2;3;70;16;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;1304,72916279213
234834;2;3;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;1378,1974138068
234835;2;1;70;48;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;1363,19877905296
234836;2;2;70;4;48;1; ;1;1;2;2;1; ;5;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;32;8045;80;20;1282,96468931577
234846;2;3;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;1539,18000376507
234907;2;2;70;5;40;1; ;2;2;2;6;8; ;3;2;5; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;98;62;0115;01;20;1456,93371531864
234913;2;3;70;5;50;1; ;1;1;2;5;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;95;1110;11;20;1169,85566684496
234927;2;1;70;5;45;8; ;1;1;2;5;8; ;3;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;408000;1;4488000;2;62;62;0121;01;20;1326,88887910415
234928;2;3;70;5;40;3; ;1;1;2;5;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1650000;2;54;54;9500;95;20;1860,95559177172
234933;2;1;70;45;45;1; ;1;1;2;15;8; ;2;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;20;1399,58995213508
234983;2;2;70;6;40;3; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;27;1707,32067496031
234987;2;2;70;8;40;2; ;1;1;2;20;4; ;2;2;6; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;00;71;1320;13;27;1361,72400395098
235049;2;2;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;27;1002,09766776364
235094;2;1;70;2;45;1; ;1;1;2;2;1; ;1;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;3600000;2;62;62;0121;01;41;607,282477534372
235148;2;3;70;8;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;41;1241,79226933219
235206;2;1;70;2;40;4; ;1;1;2;5;8; ;1;2;2; ;1; ;2;11;no tenia dinero; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0111;01;41;922,718320490927
235231;2;1;70;4;48;8; ;1;1;2;4;8; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;62;62;0111;01;41;672,846840126579
235267;2;4;70;2;48;1; ;1;1;2;52;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;89;89;2693;26;52;2687,11883712884
235283;2;1;70;4;40;4; ;1;1;2;4;4; ;1;2;3; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;900000;2;62;62;0140;01;52;2484,65886264026
235283;2;3;70;8;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;2484,65886264026
235284;2;1;70;6;48;4; ;1;1;2;6;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;150000;1;1500000;2;62;62;0140;01;52;2660,67856163194
235284;2;3;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;52;2660,67856163194
235285;2;1;70;21;48;1; ;1;1;2;25;2; ;9;1; ;.;7; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;1;4200000;2;03;39;7512;75;52;2295,41856856027
235285;2;2;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;52;2295,41856856027
235285;2;3;70;52;54;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;52;2295,41856856027
235290;2;1;70;3;60;1; ;1;1;2;8;2; ;5;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;2;95;95;4521;45;52;2579,8489111804
235299;2;5;70;13;54;3; ;1;1;2;13;3; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;54;54;9500;95;52;2715,68626063339
235300;2;3;70;8;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;2851,11547200668
235307;2;3;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;52;2851,11547200668
235320;2;1;70;2;48;4; ;1;1;2;2;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;2;62;62;0140;01;52;2325,88205956382
235413;2;2;70;12;40;4; ;1;1;2;12;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;360000;2;54;54;9500;95;54;1088,60443533373
235423;2;3;70;5;40;1; ;1;1;2;2;1; ;3;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;458000;1;458000;2;45;45;5234;52;54;994,38452929493
235434;3;1;70;8;40;3; ;1;1;2;8;3; ;1;2;4; ;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;54;54;9500;95;54;529,693342929417
235434;4;1;70;12;48;1; ;1;1;2;12;1; ;5;2;4; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;2;87;89;2693;26;54;529,693342929417
235435;2;5;70;8;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;54;527,006318414191
235435;2;6;70;6;48;8; ;1;1;2;24;6; ;2;2;11; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0118;01;54;527,006318414191
235436;2;3;70;12;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;54;631,514680639393
235494;2;2;70;4;55;8; ;1;1;2;6;8; ;2;2;8; ;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0121;01;54;203,428188198483
235524;2;2;70;1;35;2; ;2;2;2;21;3; ;1;2;2; ;2; ;2;4; ; ; ; ;1; ; ; ; ; ; ;1;40000;1;1120000;2;54;54;9500;95;54;836,770938375529
235538;2;2;70;2;54;8; ;1;1;2;8;3; ;1;2;4; ;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;210000;2;62;54;9500;95;54;340,050997412865
235574;2;3;70;40;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;54;437,827139626809
235578;2;2;70;24;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;54;459,94068944727
235586;2;4;70;24;40;1; ;1;1;2;24;8; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;84;62;0116;01;54;260,744689145687
235598;2;2;70;40;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;54;398,733026404574
235603;2;3;70;40;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;54;538,841654259736
235605;2;3;70;12;40;8; ;1;1;2;12;8; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;60;62;0116;01;54;315,007450421452
235608;2;4;70;40;40;1; ;1;1;2;80;1; ;2;2;4; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;45;5234;52;54;377,262762817697
235691;2;2;70;2;40;3; ;1;1;2;3;3; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;360000;2;54;54;9500;95;63;1231,89476844216
235695;2;2;70;2;45;4; ;1;1;2;2;1; ;6;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;150000;2;45;62;0111;01;63;957,09704975009
235706;2;7;70;3;40;1; ;1;1;2;3;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;280000;1;1500000;2;53;53;5521;55;63;753,786562527772
235729;2;3;70;4;48;1; ;2;2;2;16;1; ;3;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;45;53;5521;55;63;1637,2527090324
235734;2;1;70;2;70;3; ;2;2;2;24;3; ;1;2;2; ;1; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1;1000000;2;54;54;9500;95;63;1340,87015218689
235734;2;3;70;4;48;1; ;2;2;2;8;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4400000;2;32;33;1561;15;63;1340,87015218689
235746;2;3;70;3;48;1; ;2;2;2;4;2; ;6;1; ;.;3; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;448000;1;5376000;2;03;03;8060;80;63;1142,50146859593
235749;2;3;70;8;48;1; ;1;1;2;4;8; ;7;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;304000;1;304000;2;37;62;0111;01;63;1233,27215991521
235785;2;6;70;3;66;8; ;1;1;2;3;8; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;45000;1;600000;2;62;62;0111;01;63;1218,33694948262
235796;2;3;70;1;60;8; ;1;1;2;4;8; ;4;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;99;2;62;62;0140;01;63;921,617601880261
235799;2;3;70;10;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;63;927,439186290538
235799;2;5;70;5;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;63;927,439186290538
