Directorio;Area;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Dpto;Orden;Fex_c_2011
216249;05;2;4;3;1;1;1;1; ;4;3; ; ; ; ;150000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;1099,87946963979
216250;05;2;4;1;1;1;1;1; ;1;4; ; ; ;180000; ;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;754,817337295506
216251;05;2;7;2;1;1;1;1; ;1;3; ; ; ; ;105000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;928,625964577724
216251;05;3;3;2;1;1;1;1; ;1;3; ; ; ; ;105000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;05;1;928,625964577724
216252;05;2;4;3;1;1;1;1; ;1;3; ; ; ; ;150000;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;836,18849751805
216253;05;2;3;2;1;1;1;1; ;1;3; ; ; ; ;160000;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;607,858530511103
216254;05;2;3;2;1;1;1;1; ;1;4; ; ; ;15000; ;1;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;680,234779763905
216255;05;2;1;1;1;1;1;1; ;1;4; ; ; ;80000; ;1;1;2;2;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;4;1;4;1;2;1;1;1;2;2;1;01;05;1;950,929882878171
216256;05;2;3;2;1;1;1;1; ;3;1; ; ;99;200000; ;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;881,438723989043
216257;05;2;4;2;1;1;1;1; ;3;1; ; ;99;180000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;810,938459619772
216258;05;2;4;3;1;1;1;1; ;3;1; ; ;99;180000; ;1;1;2;1;1;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;836,18849751805
216259;05;2;4;3;1;1;1;1; ;3;1; ; ;18000000;220000; ;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;845,788100661703
216260;05;2;2;1;1;1;1;1; ;3;3; ; ; ; ;100000;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;690,910089223353
216261;05;2;4;3;1;1;1;1; ;3;3; ; ; ; ;160000;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;727,147296322201
216263;05;2;3;2;1;1;1;1; ;1;1; ; ;30000000;250000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;856,463410121151
216267;05;2;3;3;1;1;1;1; ;1;1; ; ;14000000;150000; ;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;585,240712230473
216268;05;2;4;3;1;1;1;1; ;3;1; ; ;10000000;200000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;894,440004704801
216269;05;2;2;1;1;1;1;1; ;3;3; ; ; ; ;140000;1;1;2;2;1;1;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;950,929882878171
216270;05;2;3;2;1;1;1;1; ;3;3; ; ; ; ;160000;1;2;2;1;1;2;1;1;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;637,342048880174
216272;05;2;3;2;1;1;1;1; ;3;1; ; ;20000000;120000; ;1;1;2;2;1;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;701,249296952328
216273;05;2;3;2;1;1;1;1; ;1;3; ; ; ; ;150000;1;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;651,142258772517
216275;05;2;3;1;1;1;1;1; ;1;3; ; ; ; ;140000;1;1;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;705,210093631797
216276;05;2;4;2;1;1;1;1; ;3;1; ; ;35000000;180000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;1007,44200258012
216277;05;2;4;3;1;1;1;1; ;3;1; ; ;40000000;250000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;959,576186640273
216278;05;2;2;1;1;1;1;1; ; ;3; ; ; ; ;90000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;731,808521637194
216279;05;2;3;2;1;1;1;1; ;3;1; ; ;35000000;150000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;826,979891752079
216280;05;2;4;3;1;1;1;1; ;1;1; ; ;35000000;180000; ;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;1;930,983460164986
216281;05;2;3;2;1;1;1;1; ;1;1; ; ;15000000;150000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;783,347556283028
216282;05;2;3;2;1;1;1;1; ;3;2; ;200000;15000000;150000; ;1;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;1;660,350864538487
216283;05;2;2;1;1;1;1;1; ;1;4; ; ; ;150000; ;1;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;1;2;1;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;597,183221051655
216284;05;2;2;2;1;1;1;1; ;1;3; ; ; ; ;120000;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;650,751261394833
216285;05;2;4;3;1;1;1;1; ;3;1; ; ;35000000;180000; ;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;825,904185436285
216286;05;2;6;5;1;1;1;1; ;3;1; ; ;45000000;250000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;584,560096640248
216287;05;2;4;3;1;1;1;1; ;3;3; ; ; ; ;150000;1;1;2;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;826,588894374396
216288;05;2;3;3;1;1;1;1; ;1;3; ; ; ; ;200000;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;640,466949313069
216289;05;2;4;2;1;1;1;1; ;4;3; ; ; ; ;200000;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;856,463410121151
216290;05;2;2;1;1;1;1;1; ;1;1; ; ;7000000;200000; ;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;900,704531112002
216291;05;2;5;1;1;1;1;1; ;4;1; ; ;44000000;300000; ;1;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;705,210093631797
216292;05;2;5;4;1;1;1;1; ;4;1; ; ;60000000;500000; ;1;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;813,57067923742
216293;05;2;2;2;1;1;1;1; ;4;6;PRESTADA; ; ;200000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;05;1;847,254804355181
216294;05;2;7;6;1;1;1;1; ;4;1; ; ;50000000;300000; ;1;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;661,63674715784
216295;05;2;5;3;1;1;1;1; ;1;2; ;214000;70000000;350000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;824,245988696868
216296;05;2;4;2;1;1;1;1; ;4;3; ; ; ; ;420000;1;1;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;1127,15851323542
216297;05;2;4;3;1;1;1;1; ;3;1; ; ;40000000;200000; ;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;586,84401332268
216298;05;2;2;1;1;1;1;1; ;3;4; ; ; ;150000; ;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;05;1;826,588894374396
216299;05;2;6;2;1;1;1;1; ;3;1; ; ;35000000;250000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;774,020636930699
216300;05;2;5;2;1;1;1;1; ;1;1; ; ;25000000;220000; ;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;747,422208925302
216301;05;2;1;1;1;1;1;1; ;1;1; ; ;15000000;100000; ;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;705,210093631797
216302;05;2;3;2;1;1;1;1; ;1;3; ; ; ; ;185000;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;671,026173997935
216303;05;2;5;3;1;1;1;1; ;3;1; ; ;70000000;350000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;728,156401802343
216304;05;2;4;4;1;1;1;1; ;3;1; ; ;40000000;240000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;889,466919648686
216305;05;2;5;2;1;1;1;1; ;1;3; ; ; ; ;300000;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;856,463410121151
216306;05;2;4;2;1;1;1;1; ;4;1; ; ;5000000;150000; ;1;2;2;2;1;1;2;2;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;803,971076093767
216307;05;2;3;2;1;1;1;1; ;1;1; ; ;3000000;80000; ;2;1;2;2;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;781,353257813137
216308;05;2;6;3;1;1;1;1; ;3;1; ; ;45000000;40000; ;1;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;722,446895057411
216309;05;2;7;3;1;1;1;1; ;1;1; ; ;70000000;500000; ;1;1;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;764,20324564293
216310;05;2;4;1;1;1;1;1; ;1;1; ; ;50000000;350000; ;1;1;2;1;2;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;816,91336781443
216311;05;2;3;1;1;1;1;1; ;1;1; ; ;60000000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;900,704531112002
216312;05;2;3;2;1;1;1;1; ;1;3; ; ; ; ;280000;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;867,138719580599
216314;05;2;5;4;1;1;1;1; ;3;1; ; ;60000000;400000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;839,859675984977
216315;05;2;5;4;1;1;1;1; ;1;1; ; ;50000000;200000; ;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;1191,0032538198
216317;05;2;4;3;1;1;1;1; ;4;3; ; ; ; ;210000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;784,478158246032
216318;05;2;4;3;1;1;1;1; ;3;3; ; ; ; ;420000;1;2;2;1;1;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;05;1;1169,19035848432
216319;05;2;5;2;1;1;1;1; ;3;3; ; ; ; ;522000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;1469,86684414018
216321;05;2;1;1;1;1;1;1; ;1;3; ; ; ; ;300000;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;1202,28803546225
216322;05;2;5;4;1;1;1;1; ;3;1; ; ;60000000;600000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;05;1;1679,71935196995
216323;05;2;4;1;1;1;1;1; ;3;3; ; ; ; ;423000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;1901,85976575634
216324;05;2;3;1;1;1;1;1; ;3;1; ; ;60000000;550000; ;1;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;1410,42018726359
216325;05;2;3;2;1;1;1;1; ;3;3; ; ; ; ;450000;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;1762,87744797809
216326;05;2;3;1;1;1;1;1; ;3;3; ; ; ; ;450000;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;1410,42018726359
216327;05;2;3;2;1;1;1;1; ;3;3; ; ; ; ;450000;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;1734,2774391612
216330;05;2;5;2;1;1;1;1; ;4;3; ; ; ; ;240000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;846,863806977498
216331;05;2;3;2;1;1;1;1; ;4;3; ; ; ; ;180000;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;841,279896160523
216333;05;2;3;2;1;1;1;1; ;1;1; ; ;15000000;180000; ;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;621,418930334225
216334;05;2;3;2;1;1;1;1; ;4;3; ; ; ; ;100000;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;648,017358339622
216335;05;2;4;1;1;1;1;1; ;4;1; ; ;128000000;800000; ;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;831,213372222874
216336;05;2;3;2;1;1;1;1; ;1;4; ; ; ;120000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;606,391826817625
216337;05;2;3;3;1;1;1;1; ;1;1; ; ;5000000;100000; ;1;1;2;2;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;493,117145150982
216337;05;3;1;1;1;2;1;1; ;1;4; ; ; ;60000; ;1;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;05;1;493,117145150982
216338;05;2;3;2;1;1;1;1; ;4;1; ; ;12000000;150000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;973,876191048717
216339;05;2;3;2;1;1;1;1; ;4;1; ; ;16000000;100000; ;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;846,863806977498
216340;05;2;3;2;1;1;1;1; ;1;1; ; ;20000000;100000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1066,33377542611
216342;05;2;3;2;1;1;1;1; ;1;1; ; ;5000000;60000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;1;640,075951935386
216343;05;2;3;2;1;1;1;1; ;1;3; ; ; ; ;170000;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;846,863806977498
216345;05;2;5;1;1;1;1;1; ;4;3; ; ; ; ;1050000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;931,045967652752
216346;05;2;2;1;1;1;1;1; ;1;1; ; ;1;200000000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;831,213372222874
216348;05;2;5;5;1;1;1;1; ;4;1; ; ;350000000;200000; ;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;3;2;1;01;05;1;1083,67605546196
216349;05;2;3;3;1;1;1;1; ;4;1; ; ;200000000;150000; ;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;924,781441245552
216350;05;2;2;1;1;1;1;1; ;4;1; ; ;40000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;867,138719580599
216351;05;2;3;2;1;1;1;1; ;3;1; ; ;70000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;846,863806977498
216352;05;2;4;3;1;1;1;1; ;1;1; ; ;6000000;800000; ;1;2;2;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;804,36207347145
216353;05;2;6;4;1;1;1;1; ;1;3; ; ; ; ;600000;1;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;638,781327687797
216354;05;2;5;3;1;1;1;1; ;1;1; ; ;140000000;500000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;797,647560691471
216355;05;2;6;5;1;1;1;1; ;4;1; ; ;100000000;400000; ;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;479,754416154254
216356;05;2;2;2;1;1;1;1; ;1;3; ; ; ; ;250000;1;1;1;1;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;847,254804355181
216357;05;2;3;1;1;1;1;1; ;4;1; ; ;100000000;300000; ;1;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;1;2;1;1;1;4;1;2;1;1;1;4;2;1;01;05;1;712,847291913757
216358;05;2;3;1;1;1;1;1; ;3;1; ; ;80000000;700000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;705,210093631797
