DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2332481;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;13;354,875658308861
2332482;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;13;340,377861374553
2332482;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;13;340,377861374553
2332484;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;13;329,716766572054
2332485;1;3;1;80;1;1;1;8; ;2; ;2; ; ;1; ;6;1;1;05;13;13;324,626106930153
2337918;1;3;1;80;1;1;1;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;6;2;1;05;13;13;349,740764901298
2337918;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;13;349,740764901298
2337918;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;13;349,740764901298
2338072;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;1103,24476324082
2338074;1;2;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;05;05;05;770,531012829801
2338074;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;8; ;1;05;05;05;770,531012829801
2338074;1;4;1;80;1;1;1;7; ;2; ;2; ; ; ; ;8;2;1;05;05;05;770,531012829801
2338076;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;815,368895298882
2338077;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;9;2;1;05;05;05;835,589716400745
2338077;1;2;1;80;1;1;1;6; ;2; ;2; ; ; ; ;9;2;1;05;05;05;835,589716400745
2338079;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;05;05;05;1044,22066317091
2338079;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;1044,22066317091
2338080;1;1;1;80;1;1;2;7; ;2; ;2; ; ; ; ;2;2;1;05;05;05;863,528475305851
2338080;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;863,528475305851
2338080;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;863,528475305851
2338080;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;863,528475305851
2338082;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;848,291421033315
2338083;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;05;1098,45058922845
2338084;1;6;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;05;05;05;780,782921448158
2338086;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;887,938051226434
2338087;2;2;2;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;05;05;05;866,907588261369
2338088;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;05;05;05;877,121282001867
2338090;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;803,243581597232
2338090;1;2;1;80;1;1;1;8; ;2; ;2; ; ;1; ;2;1;1;05;05;05;803,243581597232
2338090;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;803,243581597232
2338091;1;2;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;05;05;05;929,583398488497
2338093;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;1040,76622855031
2338094;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;05;988,676189906084
2338094;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;988,676189906084
2338097;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;710,350440981147
2338098;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;05;930,923137880267
2338099;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;4;2;1;05;05;05;688,223004707369
2338099;1;6;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;05;05;05;688,223004707369
2338100;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;1168,97075842989
2338101;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;932,378855431925
2338101;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;932,378855431925
2338101;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;932,378855431925
2338102;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;1085,2070327558
2338105;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;05;05;05;868,560581349643
2338106;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;05;05;05;811,749490843485
2338107;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;819,633355127299
2338107;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;819,633355127299
2338108;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;05;921,583800047892
2338108;1;3;1;80;1;1;3;7; ;2; ;2; ; ;2; ;8;1;1;05;05;05;921,583800047892
2338108;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;05;921,583800047892
