DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2332481;1;2;1;80;13;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;354,875658308861
2332482;1;3;1;80;13;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;340,377861374553
2332482;1;4;1;80;13;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;340,377861374553
2332484;1;2;1;80;13;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;329,716766572054
2332485;1;3;1;80;13;1;1;8; ;2; ;2; ; ;1; ;6;1;1;05;13;324,626106930153
2337918;1;3;1;80;13;1;1;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;6;2;1;05;13;349,740764901298
2337918;1;4;1;80;13;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;349,740764901298
2337918;1;6;1;80;13;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;349,740764901298
2338072;1;2;1;80;05;1;2;3; ;2; ;2; ; ; ; ;9;2;1;05;05;1103,24476324082
2338074;1;2;1;80;05;2; ; ; ;2; ;2; ;1;1; ;2; ;1;05;05;770,531012829801
2338074;1;3;1;80;05;2; ; ; ;2; ;2; ;1;1; ;8; ;1;05;05;770,531012829801
2338074;1;4;1;80;05;1;1;7; ;2; ;2; ; ; ; ;8;2;1;05;05;770,531012829801
2338076;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;815,368895298882
2338077;1;1;1;80;05;1;4;3; ;3; ;2; ; ; ; ;9;2;1;05;05;835,589716400745
2338077;1;2;1;80;05;1;1;6; ;2; ;2; ; ; ; ;9;2;1;05;05;835,589716400745
2338079;1;1;1;80;05;1;4;4; ;2; ;2; ; ; ; ;8;2;1;05;05;1044,22066317091
2338079;2;2;2;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1044,22066317091
2338080;1;1;1;80;05;1;2;7; ;2; ;2; ; ; ; ;2;2;1;05;05;863,528475305851
2338080;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;863,528475305851
2338080;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;863,528475305851
2338080;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;863,528475305851
2338082;1;6;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;848,291421033315
2338083;1;2;1;80;05;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;1098,45058922845
2338084;1;6;1;80;05;1;4;4; ;2; ;2; ; ; ; ;8;2;1;05;05;780,782921448158
2338086;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;887,938051226434
2338087;2;2;2;80;05;1;2;2; ;2; ;2; ; ; ; ;2;2;1;05;05;866,907588261369
