DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;AREA;fex_c_2011
2338075;1;2;1;1;1;1;1;1;3;3; ; ; ; ;150000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1047,16662428447
2338076;1;2;2;1;1;1;1;1;3;4; ; ; ;170000; ;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;1;2;2;2; ;4;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;05;1;05;815,368895298882
2338077;1;6;2;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;835,589716400745
2338079;1;1;1;1;2;1;1;1;3;4; ; ; ;80000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;1;1;2;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1044,22066317091
2338079;2;1;1;1;2;1;1;1;3;4; ; ; ;100000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;8;2; ; ; ; ; ; ; ; ; ; ;1;01;1;05;05;1;05;1044,22066317091
2338080;1;6;4;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;863,528475305851
2338081;1;1;1;1;1;1;1;2;4;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;2;2; ;1;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;990,015929297854
2338082;1;3;3;1;1;1;10;2;4;1; ; ;8000000;200000; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;8;1;1;1;2;1;2;1;1;2;1;2; ;01;1;05;05;1;05;848,291421033315
2338083;1;2;2;1;1;1;1;1;1;1; ; ;20000000;100000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;1;2;1;01;1;05;05;1;05;1098,45058922845
2338084;1;4;3;1;1;1;1;1;1;1; ; ;10000000;200000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;6;1;1;1;2;1;2;1;1;1;1;2;1;01;1;05;05;1;05;780,782921448158
2338086;1;3;2;1;1;1;1;1;4;4; ; ; ;170000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;4;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;887,938051226434
2338087;1;1;1;1;2;1;1;1;4;3; ; ; ; ;100000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;05;1;05;866,907588261369
2338087;2;1;1;1;2;1;1;1;4;3; ; ; ; ;100000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;05;05;1;05;866,907588261369
2338087;3;1;1;1;2;1;1;1;4;3; ; ; ; ;100000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;01;1;05;05;1;05;866,907588261369
2338088;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;877,121282001867
2338089;1;1;1;1;1;1;1;1;4;3; ; ; ; ;160000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1047,16662428447
2338090;1;4;3;1;1;1;1;1;4;3; ; ; ; ;330000;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;4;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;803,243581597232
2338091;1;3;1;1;1;1;1;1;1;1; ; ;16000000;180000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;929,583398488497
2338092;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1001,44330708171
2338093;1;3;2;1;1;1;1;1;1;3; ; ; ; ;210000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1040,76622855031
2338094;1;3;1;1;1;1;1;1;4;4; ; ; ;200000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2; ;2;2; ;2;1;2;1;4;1;2;1;1;1;1;2;1;01;1;05;05;1;05;988,676189906084
2338095;1;3;2;1;1;1;1;1;4;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1065,20435476949
2338097;1;5;3;1;1;1;1;1;3;2; ;893000;120000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;710,350440981147
2338098;1;3;1;1;1;1;1;3;1;1; ; ;15000000;150000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2; ;2;2; ;1;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;05;1;05;930,923137880267
2338099;1;5;4;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;2;1;4;2;2; ;6;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;688,223004707369
2338100;1;2;2;1;1;1;1;1;4;3; ; ; ; ;240000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1168,97075842989
2338101;1;2;2;1;1;1;1;1;1;1; ; ;15000000;150000; ;1;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;932,378855431925
2338102;1;4;3;1;1;1;1;1;4;1; ; ;40000000;300000; ;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1085,2070327558
2338103;1;2;1;1;1;1;1;1;4;3; ; ; ; ;170000;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;930,923137880267
2338104;1;2;1;1;1;1;1;1;1;1; ; ;25000000;250000; ;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;990,24873733517
2338105;1;3;2;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;868,560581349643
2338106;1;5;1;1;1;1;1;1;4;1; ; ;40000000;350000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;3;1;01;1;05;05;1;05;811,749490843485
2338107;1;2;2;1;1;1;1;1;1;1; ; ;30000000;300000; ;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;2;1;2;1;1;1;3;3;1;01;1;05;05;1;05;819,633355127299
2338108;1;5;4;1;1;1;1;1;3;3; ; ; ; ;340000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;2; ;2;2; ;5;1;2;1;4;1;1;1;1;1;3;3;1;01;1;05;05;1;05;921,583800047892
2338109;1;1;1;1;1;1;1;1;4;3; ; ; ; ;180000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;3;1;01;1;05;05;1;05;744,738510304213
2338110;1;3;2;1;1;1;1;1;3;1; ; ;150000;20000000; ;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2; ;2;2; ;3;1;2;1;2;1;1;1;1;1;1;2;1;01;1;05;05;1;05;999,870759652621
2338111;1;5;3;1;1;1;1;1;3;1; ; ;150000;12000000; ;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;947,797316372859
2338112;1;5;3;1;1;1;1;1;4;1; ; ;20000000;150000; ;1;2;1;2;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;5;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;05;1;05;991,704454886828
2338113;1;4;3;1;1;1;1;1;4;1; ; ;15000000;150000; ;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;5;1;1;1;2;1;2;1;1;1;1;2;1;01;1;05;05;1;05;1006,7139203911
2338114;1;3;2;1;1;1;1;1;4;3; ; ; ; ;100000;1;1;1;2;1;1;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;05;1;05;847,848656028997
2338115;1;3;1;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1047,16662428447
2338118;1;1;1;1;1;1;1;1;1;1; ; ;30000000;200000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;869,900320741413
2338119;1;4;2;1;1;1;1;1;4;3; ; ; ; ;190000;1;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;920,417811956549
2338120;1;3;2;1;1;1;1;1;1;1; ; ;25000000;250000; ;1;2;1;1;2;2;1;2;2;1;2;1;2;2;2;1;1;1;1;2;2;2; ;2;2; ;3;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1074,01246300926
2338121;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;5;1;2;1;2;1;1;1;1;1;2;2;2;01;1;05;05;1;05;1007,51999409135
2338122;1;2;1;1;1;1;1;1;3;3; ; ; ; ;150000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;3;2;2; ;4;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;05;1;05;980,50988514029
2338123;1;4;2;1;1;1;1;1;4;3; ; ; ; ;160000;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;5;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1039,83548459519
2338125;1;5;3;1;1;1;1;1;3;1; ; ;90000000;250000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;925,056407837623
2338126;1;3;2;1;1;1;1;1;1;4; ; ; ;250000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;960,723419826842
2338127;1;4;3;1;1;1;1;1;1;3; ; ; ; ;230000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;6;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;05;1;05;853,761072812368
2338128;1;4;1;1;1;1;1;1;3;1; ; ;70000000;250000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;2; ;2;2; ;1;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;962,063159218612
2338130;1;3;1;1;1;1;1;1;4;3; ; ; ; ;100000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1001,44330708171
2338131;1;4;3;1;1;1;1;1;1;1; ; ;50000000;150000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;887,007307271321
2338132;1;4;3;1;1;1;1;1;3;1; ; ;80000000;250000; ;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;737,284778370848
2338133;1;5;4;1;1;1;1;1;3;1; ; ;85000000;400000; ;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;677,618721290328
2338134;1;3;1;1;1;1;1;1;1;1; ; ;30000000;150000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;962,063159218612
2338135;1;2;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;3;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1074,01246300926
2338136;1;4;3;1;1;1;1;1;1;1; ; ;60000000;250000; ;1;2;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;6;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1034,03904597171
2338137;1;3;2;1;1;1;1;1;1;1; ; ;40000000;250000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;4;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1125,06361991592
2338138;1;1;1;1;1;1;1;3;4;1; ; ;5000000;150000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;2; ;4;1;1;1;4;1;2;1;1;1;1;2;1;01;1;05;05;1;05;1040,76622855031
2338139;1;7;1;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;962,063159218612
2338140;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;964,506847119879
2338141;1;4;2;1;1;1;1;1;1;3; ; ; ; ;120000;1;1;1;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;4;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1085,2070327558
2338142;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;2;1;1;2;1;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1096,40160250233
2338143;1;6;3;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;967,390998922506
2338145;1;6;3;1;1;1;1;1;1;1; ; ;120000000;500000; ;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;05;1;05;1129,59061056679
2338146;1;5;2;1;1;1;1;1;4;4; ; ; ;200000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;848,615129757835
2338147;1;6;2;1;1;1;1;1;3;1; ; ;120000000;800000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;929,583398488497
2338148;1;5;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1012,98964587041
2338149;1;1;1;1;1;1;1;1;4;3; ; ; ; ;120000;1;2;1;2;2;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2; ;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1108,89993624498
2338150;1;4;3;1;1;1;1;1;1;1; ; ;40000000;250000; ;1;2;1;2;1;2;2;1;1;2;2;2;2;1;2;2;2;1;1;1;2;2; ;2;2; ;3;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;1069,55576377755
2338151;1;4;2;1;1;1;1;1;1;1; ; ;50000000;200000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;921,184285685387
2338152;1;2;1;1;1;1;1;1;3;4; ; ; ;160000; ;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;990,015929297854
2338153;1;5;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2; ;4;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;05;1;05;1133,33806246416
2338154;1;4;3;1;1;1;1;1;3;1; ; ;45000000;400000; ;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;05;1;05;1011,24091104198
2338155;1;4;2;1;1;1;1;1;3;1; ; ;33000000;200000; ;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;4;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;899,132620972971
2338157;1;4;3;1;1;1;1;1;1;3; ; ; ; ;140000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;9;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;05;1;05;983,606841468711
2338158;1;5;3;1;1;1;1;1;1;1; ; ;20000000;250000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;896,513351428885
2338159;1;5;4;1;1;1;1;1;4;1; ; ;80000000;250000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;875,228160445307
2338160;1;6;1;1;1;1;1;1;1;1; ; ;100000000;500000; ;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;05;1;05;962,063159218612
2338161;1;2;2;1;1;1;1;1;1;3; ; ; ; ;170000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;05;1;05;990,24873733517
2338162;1;4;3;1;1;1;1;1;3;4; ; ; ;250000; ;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1122,0266628402
2338163;1;5;4;1;1;1;1;1;3;3; ; ; ; ;360000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;8;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1101,72944220623
2338164;1;3;1;1;1;1;1;1;3;1; ; ;25000000;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1014,68686355436
2338165;1;4;2;1;1;1;1;1;4;1; ; ;120000000;700000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;4;7;1;01;1;05;05;1;05;1014,68686355436
2338166;1;5;4;1;1;1;1;1;4;2; ;650000;100000000;700000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;4;7;1;01;1;05;05;1;05;863,857403299428
2338167;1;5;2;1;1;1;1;1;4;3; ; ; ; ;700000;1;1;1;2;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;4;7;1;01;1;05;05;1;05;957,536168567739
2338168;1;1;1;1;1;1;1;6; ;3; ; ; ; ;385000;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;05;1;05;990,015929297854
2338169;1;3;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;05;1;05;1074,01246300926
