DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1110819;1;5;1;70;2;12;48;1; ;2;16;3; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;54;95;1;1;9500;25;1942,9529966991
1110819;2;2;2;70;2;8;48;1; ;2;8;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;54;95;1;1;9500;25;1942,9529966991
1110855;1;2;1;70;2;12;48;1; ;2;12;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;89;34;1;1;3420;25;2619,41179677734
1110858;1;2;1;70;2;12;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;95;45;1;1;4551;25;3067,00818266331
1110864;1;2;1;70;2;36;48;1; ;2;18;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;53;55;1;2;5522;25;3319,87710014124
1110867;1;1;1;70;2;192;48;1; ;2;192;1; ;6;1; ; ; ; ; ; ; ; ;1; ;RECIBE PENSION;2; ;2;58;62;01;1;2;0118;25;2358,63881356527
1110906;1;1;1;70;2;14;48;3; ;2;16;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;13;2646,42661192133
1111176;1;3;1;70;2;250;40;3; ;2;250;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;19;4321,31182237576
1111223;1;4;1;70;2;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;19;701,026010781688
1111229;1;3;1;70;2;52;40;4; ;2;52;2; ;9;3; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;61;62;75;1;2;7524;19;1075,74589221373
1111258;1;2;1;70;2;12;40;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;19;701,026010781688
1111272;1;1;1;70;2;52;48;4; ;2;53;3; ;1;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;41;54;95;1;2;9500;19;3366,14224755889
1111276;2;2;2;70;2;12;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;19;6402,76132733805
1111343;1;2;1;70;2;8;48;1; ;2;52;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;19;1410,2357552668
1111354;1;2;1;70;2;8;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;19;1727,37971040925
1111357;1;2;1;70;2;4;48;1; ;2;30;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;19;701,026010781688
1111361;2;1;2;70;2;2;48;8; ;2;1;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;62;62;01;1;1;0111;19;3351,39914265305
1111529;1;4;1;70;2;4;48;3; ;2;4;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;54;54;95;1;1;9500;47;429,301893662043
1111606;1;6;1;70;2;12;48;2; ;2;20;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;58;52;1;1;5233;47;1023,14575265947
1111610;1;3;1;70;2;40;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;47;1735,23172697028
1111861;1;3;1;70;2;8;50;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;66;5312,57863547151
1111873;1;2;1;70;2;5;40;1; ;2;156;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;17;1;1;1743;66;4851,28964487523
1111928;1;3;1;70;2;2;60;1; ;2;48;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;1;0116;66;1356,54106081712
1111935;1;2;1;70;2;24;60;8; ;2;24;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0111;66;4411,52164955033
1111998;1;3;1;70;2;56;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;66;866,047176943028
1112002;1;2;1;70;2;56;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;66;1231,50604221967
1112004;1;2;1;70;2;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;66;1145,30826970368
1112008;1;3;1;70;2;2;50;8; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;380000;2;62;62;01;1;1;0121;66;1006,35213235644
1112027;1;3;1;70;2;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;57; ; ;1;2; ;66;5005,04014648084
1112073;1;1;1;70;2;104;24;3; ;2;104;8; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;62;01;1;2;0122;66;1086,18857171778
1112074;1;3;1;70;2;24;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;66;1249,94746317577
1112075;1;1;1;70;2;6;55;8; ;2;6;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;66;864,412181391157
1112076;1;6;1;70;2;8;60;1; ;2;8;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;66;1277,52647405467
1112081;1;1;1;70;2;3;60;8; ;2;3;8; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;440000;2;62;62;01;1;1;0121;66;1274,39600483672
1112192;1;2;1;70;2;2;48;1; ;2;24;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;95;1;1;9500;68;2624,15603693843
1112200;1;1;1;70;2;5;48;1; ;2;5;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;15;1;1;1551;68;1943,46688312575
1112206;1;3;1;70;2;20;48;2; ;2;54;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;77;15;1;2;1581;68;2924,92483428994
1112586;1;1;1;70;2;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;70000;2;98;98;60;1;1;6031;05;899,748235316656
1112590;1;3;1;70;2;72;48;1; ;2;72;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7514;05;6424,51400857877
1112591;1;2;1;70;2;8;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;05;4661,49675511364
1112602;1;6;1;70;2;16;48;1; ;2;16;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;05;1478,37136414274
1112619;1;2;1;70;2;44;48;1; ;2;52;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;21;17;1;2;1720;05;979,738699750443
1112652;1;3;1;70;2;16;48;1; ;2;16;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;80;1;2;8041;05;728,498373995802
1112661;1;3;1;70;2;4;48;1; ;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;36;60;1;1;6022;05;3534,51222226507
1112666;1;3;1;70;2;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;1;6421;05;5541,30322230972
1112668;1;2;1;70;2;12;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8513;05;4736,19659948058
1112701;1;3;1;70;2;4;24;3; ;2;52;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;95;1;1;9500;05;5278,63823493273
1112707;1;2;1;70;2;52;24;1; ;2;99;8; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;62;01;1;2;0113;05;6004,56820404489
1113522;1;6;1;70;2;3;48;1; ;2;250;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;74;1;1;7493;17;835,489871271544
1113539;1;3;1;70;2;2;48;1; ;2;14;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;17;731,044367244687
1113616;1;4;1;70;2;52;40;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;2; ;17;807,175177068369
1113623;1;1;1;70;2;2;50;8; ;2;2;8; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;62;01;1;1;0111;17;587,08513916943
1113660;1;7;1;70;2;2;55;8; ;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;17;672,096134992271
1114070;1;3;1;70;2;4;48;1; ;2;6;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;20;1551,56849282481
1114323;1;4;1;70;2;24;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;27;1035,22706298481
1114323;1;7;1;70;2;20;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;2; ;27;1035,22706298481
1114327;1;3;1;70;2;53;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;2; ;27;937,5100797951
1114327;1;4;1;70;2;106;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;27;937,5100797951
1114333;1;2;1;70;2;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;27;530,241101703198
1114345;1;6;1;70;2;53;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;27;991,744691846243
1114348;1;5;1;70;2;48;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;27;602,684712387058
1114372;1;1;1;70;2;16;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;27;998,140685170465
1114375;1;1;1;70;2;18;50;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;27;556,489022053503
1114378;1;3;1;70;2;22;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;2; ;27;886,011699002499
1114381;1;2;1;70;2;53;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;27;1059,21250476302
1114399;1;7;1;70;2;48;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;27;462,104875170579
1114479;1;2;1;70;2;48;53;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;27;931,712628797275
1114671;1;3;1;70;2;1;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;87;11;1;1;1110;41;868,700487765975
1114684;1;2;1;70;2;2;20;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;41;811,244142126339
1114687;1;2;1;70;2;4;48;8; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;62;01;1;1;0121;41;1146,698158948
1114709;1;1;1;70;2;16;48;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;95;45;1;2;4521;41;772,619057063331
1114736;1;1;1;70;2;4;40;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;56;93;1;1;9301;41;1220,08417120531
1114796;1;2;1;70;2;8;48;1; ;2;6;2; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;80;1;1;8042;41;958,627435073286
1114824;1;1;1;70;2;2;48;1; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;41;1068,70131903878
1114832;1;3;1;70;2;3;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;41;855,069830483814
1114838;1;1;1;70;2;2;48;2; ;2;2;2; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;460000;2;55;99;75;1;1;7512;41;809,395593705677
1114844;1;4;1;70;2;4;48;2; ;2;192;2; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;03;75;1;1;7512;41;725,057618180251
1115035;1;1;1;70;2;5;48;1; ;2;80;1; ;6;8; ; ; ; ; ; ; ;1; ; ; ;2; ;2;58;58;74;1;1;7492;44;767,864168386951
1115038;1;2;1;70;2;10;40;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;44;874,405836763572
1115041;1;3;1;70;2;5;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;44;806,807335751098
1115047;1;2;1;70;2;10;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;44;1017,89003669152
1115055;1;1;1;70;2;50;35;4; ;2;60;4; ;1;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;94;94;36;1;2;3699;44;614,189241675051
1115060;1;3;1;70;2;20;40;3; ;2;80;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;44;391,972923961666
1115060;1;5;1;70;2;5;35;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;44;391,972923961666
1115061;1;1;1;70;2;3;48;2; ;2;6;2; ;8;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;98;98;60;1;1;6022;44;764,675892802971
1115075;1;3;1;70;2;4;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;00; ; ;1;1; ;44;1258,48644817292
1115109;1;2;1;70;2;12;48;4; ;2;16;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;64;64;05;1;1;0501;44;851,418396961139
1115113;1;4;1;70;2;40;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;2; ;44;761,645126297005
