DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
1870398;1;4;1;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1057,11464850369
1870399;1;4;2;1;1;1;1;1;4;3; ; ; ; ;390000;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1112,89072593151
1870400;1;3;2;1;1;1;1;1;1;3; ; ; ; ;160000;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1281,60533100977
1870401;1;3;3;1;1;1;1;1;1;1; ; ;6000000;250000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;824,146122798848
1870402;1;3;2;1;1;1;1;1;1;3; ; ; ; ;50000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1046,71247955249
1870403;1;5;2;1;1;1;1;1;3;4; ; ; ;1000000; ;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;999,617048242886
1870405;1;4;2;1;1;1;1;1;4;1; ; ;35000000;200000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1095,72371663065
1870407;1;4;1;1;1;1;1;1;4;1; ; ;40000000;250000; ;1;2;1;1;1;1;2;1;2;1;2;2;2;1;1;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;1;2;1;01;05;05;1;1205,29407155075
1870408;1;3;1;1;1;1;1;1;4;1; ; ;99;150000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;1136,10320546207
1870409;1;5;4;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;1;2;2;2;1;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1185,37396918348
1870410;1;5;2;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1203,20912920115
1870411;1;6;4;1;1;1;1;1;1;1; ; ;35000000;220000; ;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1023,790121589
1870412;1;4;3;1;1;1;1;1;4;3; ; ; ; ;500000;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;5;2;1;01;05;05;1;1180,08942797122
1870413;1;6;3;1;1;1;1;1;4;1; ; ;130000000;700000; ;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;5;2;1;01;05;05;1;1101,00825784292
1870414;1;1;1;1;1;1;1;2;4;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;1008,6477042924
1870415;1;4;2;1;1;1;1;1;4;1; ; ;20000000;200000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;01;05;05;1;1164,74588828533
1870416;1;3;2;1;1;1;1;1;1;1; ; ;40000000;350000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1057,11464850369
1870417;1;5;4;1;1;1;1;1;4;1; ; ;40000000;250000; ;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1077,88855661298
1870418;1;4;2;1;1;1;1;1;4;1; ; ;50000000;350000; ;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;949,629235933197
1870421;1;1;1;1;1;1;1;1;1;1; ; ;40000000;160000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1090,43917541839
1870422;1;3;1;1;1;1;1;1;1;3; ; ; ; ;160000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;942,428888952374
1870423;1;5;4;1;1;1;1;1;4;1; ; ;35000000;250000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1319,82372406252
1870424;1;3;2;1;1;1;1;1;4;1; ; ;40000000;200000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1220,37613850201
1870425;1;4;3;1;1;1;1;1;1;1; ; ;35000000;250000; ;1;1;1;2;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1203,20912920115
1870426;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1197,92458798889
1870427;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1180,08942797122
1870428;1;4;1;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1190,72424100806
1870429;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1174,80488675895
1870430;1;3;2;1;1;1;1;1;1;1; ; ;35000000;300000; ;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;947,713430164639
1870431;1;6;5;1;1;1;1;1;3;1; ; ;200000000;800000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1061,12620305563
1870432;1;3;1;1;1;1;1;1;4;1; ; ;10000000;100000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;1;2;1;01;05;05;1;1035,95916647258
1870434;1;4;3;1;1;1;1;1;1;4; ; ; ;100000; ;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;1054,68681298261
1870435;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;1;2;1;01;05;05;1;1280,8764393187
1870436;1;3;2;1;1;1;1;1;4;1; ; ;40000000;300000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1048,62828532105
1870437;1;2;1;1;1;1;1;1;1;3; ; ; ; ;90000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1126,47999894697
1870438;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;3;2;1;01;05;05;1;1026,79460029294
1870439;1;3;1;1;1;1;1;1;3;3; ; ; ; ;200000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1190,72424100806
1870440;1;4;2;1;1;1;1;1;3;3; ; ; ; ;370000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1203,20912920115
1870441;1;4;3;1;1;1;1;1;3;1; ; ;99;350000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;5;1;1;1;1;1;3;2;1;01;05;05;1;1145,8835405982
1870442;1;4;3;1;1;1;1;1;1;1; ; ;40000000;250000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1256,39876348122
1870443;1;3;2;1;1;1;1;1;1;4; ; ; ;200000; ;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;05;05;1;1148,91335091072
1870444;1;3;1;1;1;1;1;1;1;1; ; ;60000000;300000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1197,92458798889
1870445;1;5;4;1;1;1;1;1;3;3; ; ; ; ;280000;1;1;1;2;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;3;4;1;1;1;1;1;3;2;1;01;05;05;1;965,48285956999
1870448;1;2;1;1;1;1;1;3;3;3; ; ; ; ;260000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1095,72371663065
1870449;1;5;3;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;1;5;1;1;1;1;1;3;2;1;01;05;05;1;931,794075915526
1870450;1;4;3;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1125,79364968079
1870451;1;2;2;1;1;1;1;1;3;1; ; ;20000000;150000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1205,1379645112
1870452;1;5;3;1;1;1;1;1;3;3; ; ; ; ;260000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1091,01867975332
1870453;1;4;3;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1171,80040805501
1870454;1;3;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;907,818345835856
1870455;1;1;1;1;2;1;1;1;4;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;3;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1139,18691752324
1870456;1;2;2;1;2;1;1;1;1;4; ; ; ;150000; ;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;3;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1046,71247955249
1870457;1;8;2;1;1;1;1;1;3;1; ; ;45000000;350000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1104,85289892152
1870458;1;5;4;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;2;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1043,2118617896
1870458;2;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;05;05;1;1043,2118617896
1870459;1;7;2;1;1;1;1;1;4;4; ; ; ;600000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1067,31947418845
1870461;1;4;3;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1168,61161562612
1870462;1;4;3;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;808,819296448004
1870463;1;7;5;1;1;1;1;1;3;1; ; ;40000000;500000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1170,51439185319
1870464;1;4;2;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;2;1;2;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1057,11464850369
1870465;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1215,09159728975
1870466;1;3;2;1;1;1;1;1;4;3; ; ; ; ;190000;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;825,986305748862
1870467;1;6;4;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1270,81248698436
1870468;1;4;3;1;1;1;1;1;4;1; ; ;100000000;300000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1154,60806714557
1870469;1;4;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1104,85289892152
1870470;1;5;3;1;1;1;1;1;3;4; ; ; ;370000; ;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1307,66473145912
1870471;1;4;2;1;1;1;1;1;3;4; ; ; ;450000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1100,12931322362
1870472;1;3;2;1;1;1;1;1;4;3; ; ; ; ;280000;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;915,031722358168
1870473;1;3;2;1;1;1;1;1;1;3; ; ; ; ;240000;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1237,54314780287
1870474;1;3;2;1;1;1;1;1;1;1; ; ;45000000;300000; ;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1203,20912920115
1870475;1;3;2;1;1;1;1;1;4;3; ; ; ; ;289000;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1060,4833839474
1870476;1;3;1;1;1;1;1;1;1;3; ; ; ; ;110000;1;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1148,91335091072
1870477;1;4;1;1;1;1;1;1;4;3; ; ; ; ;240000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1095,72371663065
1870479;1;3;2;1;1;1;1;1;4;3; ; ; ; ;170000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1067,08131082373
1870480;1;5;3;1;1;1;1;1;4;1; ; ;52000000;300000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;971,243306417154
1870481;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;916,304709018501
1870482;1;3;1;1;1;1;1;1;3;1; ; ;21000000;250000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1090,43917541839
1870483;1;5;3;1;1;1;1;1;3;3; ; ; ; ;280000;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1028,04225534468
1870484;1;5;3;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;972,080786446319
1870485;1;5;4;1;1;1;1;1;3;1; ; ;36000000;300000; ;1;1;1;2;2;2;2;2;2;1;1;2;1;2;1;1;1;2;2;2;1;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1220,37613850201
1870486;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1055,84166184336
1870487;1;4;1;1;1;1;1;1;3;1; ; ;45000000;350000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1041,42793834023
1870488;1;4;3;1;1;1;1;1;4;1; ; ;56000000;250000; ;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1430,06242243074
1870489;1;4;2;1;1;1;1;1;1;2; ;240000;35000000;250000; ;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1215,09159728975
1870490;1;3;2;1;1;1;1;3;1;1; ; ;30000000;300000; ;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1112,89072593151
1870491;1;6;4;1;1;1;1;1;4;1; ; ;50000000;400000; ;1;2;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;5;1;1;1;1;1;2;2;1;01;05;05;1;1079,56619901682
1870493;1;4;3;1;1;1;1;1;3;2; ;400000;30000000;350000; ;1;2;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1091,44866710541
1870494;1;4;3;1;1;1;1;1;1;3; ; ; ; ;300000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1124,53813409543
1870495;1;7;3;1;1;1;1;1;4;1; ; ;100000000;500000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1319,82372406252
1870496;1;4;2;1;1;1;1;1;4;4; ; ; ;350000; ;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1065,79529462191
1870497;1;2;2;1;1;1;1;1;3;4; ; ; ;280000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1054,08483819117
1870498;1;4;3;1;1;1;1;1;1;3; ; ; ; ;330000;1;2;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;05;1;908,674374685591
1870499;1;5;3;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1208,49367041342
1870500;1;6;3;1;1;1;1;1;3;1; ; ;45000000;350000; ;1;1;1;2;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1191,97189605981
1870501;1;4;3;1;1;1;1;1;4;3; ; ; ; ;500000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1067,68373092822
1870502;1;5;2;1;1;1;1;1;3;1; ; ;70000000;600000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;999,617048242886
1870503;1;3;3;1;1;1;1;1;1;3; ; ; ; ;320000;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;850,353662030543
1870504;1;3;2;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;972,080786446319
1870505;1;2;1;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1104,85289892152
1870506;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;2;1;2;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1207,89125030892
1870510;1;5;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;1;2;1;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1062,39918971596
1870511;1;5;1;1;1;1;1;1;4;1; ; ;80000000;300000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1041,42793834023
1870512;1;4;3;1;1;1;1;1;1;1; ; ;60000000;400000; ;1;1;1;1;2;1;2;2;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1173,2807071924
