DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;AREA;fex_c_2011
1870863;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;4; ; ; ; ; ; ;1;11;11;2330,78602750487
1870864;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;3; ; ; ;1;11;11;2492,78900146616
1870864;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;11;11;2492,78900146616
1870864;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;15; ; ; ; ;15; ; ; ;1;11;11;2492,78900146616
1870865;1;1;1;90; ;2;1;2;2;1;2;2;2;2;1; ;16; ; ;5; ; ; ; ;8;1;11;11;2252,73725370786
1870865;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;8; ; ; ;1;11;11;2252,73725370786
1870865;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;5; ; ; ; ;2; ; ; ;1;11;11;2252,73725370786
1870865;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;11;11;2252,73725370786
1870865;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;11;11;2252,73725370786
1870865;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;11;11;2252,73725370786
1870865;1;7;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;16; ; ; ;1;11;11;2252,73725370786
1870866;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;11;11;2516,4962142465
1870866;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;11;11;2516,4962142465
1870867;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;11;11;2518,65167459557
1870867;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;5; ; ; ; ;5; ; ; ;1;11;11;2518,65167459557
1870867;1;3;1;90; ;2;1;2;1;1;2;2;2;2;2; ;3; ;4;5; ; ; ; ; ;1;11;11;2518,65167459557
1870868;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;11;11;2124,13899158534
1870868;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;4; ; ; ; ;4; ; ; ;1;11;11;2124,13899158534
1870868;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;11;11;2124,13899158534
1870869;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;11;11;2340,313578279
1870869;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;11;11;2340,313578279
1870869;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;11;11;2340,313578279
1870870;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2386,48698382454
1870870;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;60; ; ; ; ; ; ; ; ;1;11;11;2386,48698382454
1870870;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;11;11;2386,48698382454
1870872;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;1; ;3; ; ; ; ; ; ;1;11;11;2098,61632040287
1870872;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;1;11;11;2098,61632040287
1870872;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;1; ;1; ; ; ; ; ; ;1;11;11;2098,61632040287
1870872;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;11;11;2098,61632040287
1870873;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2519,37991000779
1870873;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;60; ;30; ; ; ; ; ; ;1;11;11;2519,37991000779
1870873;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;11;11;2519,37991000779
1870875;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;5; ; ; ; ; ; ;1;11;11;2330,78602750487
1870876;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2372,93343858011
1870876;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;1;11;11;2372,93343858011
1870876;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;11;11;2372,93343858011
1870877;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2477,80823128488
1870877;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;50; ; ; ; ; ; ;1;11;11;2477,80823128488
1870878;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;11;11;1710,11514392771
1870878;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;11;11;1710,11514392771
1870878;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;40; ; ; ; ; ; ;1;11;11;1710,11514392771
1870878;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;8; ; ; ;1;11;11;1710,11514392771
1870878;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;11;11;1710,11514392771
1870878;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;11;11;1710,11514392771
1870879;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2310,93486091053
1870879;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;11;11;2310,93486091053
1870879;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;2; ; ; ; ; ; ;1;11;11;2310,93486091053
1870880;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2494,94446181523
1870880;1;2;1;90; ;2;1;2;2;1;2;1;2;2;2; ;48; ; ;70; ;2; ; ; ;1;11;11;2494,94446181523
1870880;1;3;1;90; ;2;1;2;2;1;2;2;2;2;2; ;8; ; ;30; ; ; ; ; ;1;11;11;2494,94446181523
1870880;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;11;11;2494,94446181523
1870881;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;11;11;2503,09517206197
1870882;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;45; ; ; ; ; ; ; ; ;1;11;11;2300,32162755283
1870882;1;2;1;90; ;2;1;2;2;1;2;2;2;1;2; ;14; ; ;8; ; ; ;6; ;1;11;11;2300,32162755283
1870883;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2098,61632040287
1870883;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;11;11;2098,61632040287
1870883;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;8; ; ; ;1;11;11;2098,61632040287
1870883;1;4;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;2; ; ; ;1;11;11;2098,61632040287
1870884;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2130,15049812041
1870884;1;2;1;90; ;2;2;2;2;2;2;1;2;1;2; ; ; ; ; ; ;8; ;20; ;1;11;11;2130,15049812041
1870884;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2130,15049812041
1870884;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;11;11;2130,15049812041
1870884;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;11;11;2130,15049812041
1870885;1;1;1;90; ;2;1;2;1;2;2;2;2;2;1; ;35; ;40; ; ; ; ; ;2;1;11;11;2355,94439976075
1870885;1;2;1;90; ;2;1;2;1;2;2;1;2;1;1; ;7; ;30; ; ;10; ;10;4;1;11;11;2355,94439976075
1870885;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;20; ; ; ; ; ; ;1;11;11;2355,94439976075
1870885;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;11;11;2355,94439976075
1870886;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;353,277957561891
1870886;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;353,277957561891
1870886;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;353,277957561891
1870886;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;353,277957561891
1870886;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;13;13;353,277957561891
1870886;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;353,277957561891
1870888;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;333,072309892432
1870888;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;1;13;13;333,072309892432
1870888;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;333,072309892432
1870888;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;333,072309892432
1870889;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;322,92198269293
1870889;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;21; ;24; ; ;8; ; ; ;1;13;13;322,92198269293
1870889;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;2; ; ; ; ; ; ;1;13;13;322,92198269293
1870889;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;13;13;322,92198269293
1870889;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;13;13;322,92198269293
1870890;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;444,231013472411
1870890;1;2;1;90; ;1;1;2;2;2;2;1;2;2;2;2;24; ; ; ; ;15; ; ; ;1;13;13;444,231013472411
1870890;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;444,231013472411
1870891;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;336,402042728378
1870891;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;24; ; ; ; ; ; ;1;13;13;336,402042728378
1870892;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870892;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870892;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;20; ; ; ; ; ; ;1;13;13;336,590804935107
1870892;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870893;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;30; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;8;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;35; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;9;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;12;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;30; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;13;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;15;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870893;1;16;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;238,762092140881
1870894;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;357,835503228703
1870894;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;13;13;357,835503228703
1870894;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;357,835503228703
1870894;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;15; ; ; ; ;15; ; ; ;1;13;13;357,835503228703
1870894;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;357,835503228703
1870895;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;378,257923374316
1870895;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;1;13;13;378,257923374316
1870895;2;1;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;378,257923374316
1870895;2;2;2;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;24; ; ; ; ; ; ;1;13;13;378,257923374316
1870896;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;330,998023402417
1870896;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;30; ; ; ; ; ; ;1;13;13;330,998023402417
1870896;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;24; ; ; ; ; ; ;1;13;13;330,998023402417
1870896;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;330,998023402417
1870897;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;315,382971246416
1870897;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;315,382971246416
1870897;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;13;13;315,382971246416
1870897;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;315,382971246416
1870898;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;326,200240988178
1870898;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;24; ; ; ; ; ; ;1;13;13;326,200240988178
1870898;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;16; ;14; ; ; ; ; ; ;1;13;13;326,200240988178
1870898;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;326,200240988178
1870899;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;316,422021870553
1870899;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;40; ; ; ; ; ; ;1;13;13;316,422021870553
1870899;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;316,422021870553
1870900;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;398,8051632431
1870900;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;398,8051632431
1870901;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;342,427637973484
1870901;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;342,427637973484
1870901;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;342,427637973484
1870902;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;42; ; ; ; ; ; ;1;13;13;293,103037086942
1870902;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;36; ; ; ; ; ; ;1;13;13;293,103037086942
1870903;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;13;13;361,813541459053
1870903;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;361,813541459053
1870903;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;361,813541459053
1870903;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;361,813541459053
1870904;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;36; ; ; ; ; ; ;1;13;13;309,098502106028
1870904;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;42; ; ; ; ; ; ;1;13;13;309,098502106028
1870905;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;350,131570601093
1870905;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;13;13;350,131570601093
1870905;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;350,131570601093
1870905;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;350,131570601093
1870906;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;36; ; ; ; ; ; ;1;13;13;283,743894247632
1870906;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;36; ; ; ; ; ; ;1;13;13;283,743894247632
1870906;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;36; ; ; ; ; ; ;1;13;13;283,743894247632
1870906;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;36; ; ; ; ; ; ;1;13;13;283,743894247632
1870906;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;1;13;13;283,743894247632
1870907;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;330,583437147051
1870907;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;13;13;330,583437147051
1870907;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;330,583437147051
1870907;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;330,583437147051
1870908;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;36; ; ; ; ; ; ;1;13;13;347,780182758747
1870908;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;42; ; ; ; ; ; ;1;13;13;347,780182758747
1870909;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;36; ; ; ; ; ; ;1;13;13;327,851636441619
1870909;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;42; ; ; ; ; ; ;1;13;13;327,851636441619
1870910;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;345,574024934282
1870910;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;13;13;345,574024934282
1870910;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;345,574024934282
1870910;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;13;13;345,574024934282
1870910;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;345,574024934282
1870911;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;374,861714090718
1870911;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;13;13;374,861714090718
1870912;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;343,920095516746
1870912;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;42; ; ; ; ;8; ; ; ;1;13;13;343,920095516746
1870912;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;343,920095516746
1870912;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;36; ; ; ; ; ; ;1;13;13;343,920095516746
1870912;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;42; ; ; ; ; ; ;1;13;13;343,920095516746
1870912;3;1;3;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;42; ; ; ; ; ; ;1;13;13;343,920095516746
1870913;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;415,126670191122
1870913;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;36; ; ; ; ; ; ;1;13;13;415,126670191122
1870914;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;36; ; ; ; ; ; ;1;13;13;323,05385402738
1870914;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;36; ; ; ; ; ; ;1;13;13;323,05385402738
1870915;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;13;13;354,689116267905
1870915;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;13;13;354,689116267905
1870915;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;13;13;354,689116267905
1870916;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;13;13;398,180698874329
1870916;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;398,180698874329
1870916;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;398,180698874329
1870918;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;1;13;13;314,066819269948
1870918;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;40; ; ; ; ; ; ;1;13;13;314,066819269948
1870918;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;5; ; ; ; ; ; ;1;13;13;314,066819269948
1870919;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870919;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870919;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870919;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;13;13;336,590804935107
1870921;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;334,239417092761
1870921;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;30; ; ; ; ; ; ;1;13;13;334,239417092761
1870922;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;421,536493057571
1870923;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;325,401427111468
1870923;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;13;13;325,401427111468
1870923;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;325,401427111468
1870923;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;13;13;325,401427111468
1870923;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;325,401427111468
1870923;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;325,401427111468
1870924;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;10; ; ; ; ; ; ;1;13;13;308,303502987577
1870924;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;40; ; ; ; ; ; ;1;13;13;308,303502987577
1870925;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;1;13;13;314,310870775633
1870925;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;314,310870775633
1870926;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;342,187401226056
1870926;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;30; ; ; ; ; ; ;1;13;13;342,187401226056
1870927;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;13;13;354,740590808603
1870927;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;354,740590808603
1870928;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;13;13;426,259704700446
1870928;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;1;13;13;426,259704700446
