DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1882774;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1049,89417275389
1882774;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1049,89417275389
1882774;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1049,89417275389
1882775;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;917,151280660844
1882775;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;917,151280660844
1882776;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;654,520961963675
1882776;2;2;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;654,520961963675
1882777;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;882,682482058109
1882777;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;882,682482058109
1882777;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;882,682482058109
1882778;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1073,36411954051
1882779;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;832,151138968941
1882779;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;832,151138968941
1882782;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;13;1011,76934633043
1882782;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1011,76934633043
1882783;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;13;773,83438332234
1882783;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;773,83438332234
1882787;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1114,62635647267
1882787;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1114,62635647267
1882787;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1114,62635647267
1882788;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1340,24584303064
1882788;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1340,24584303064
1882788;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1340,24584303064
1882789;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1198,63273653247
1882789;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1198,63273653247
1882789;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1198,63273653247
1882790;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;13;1289,28965337081
1882790;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1289,28965337081
1883960;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1148,78514750302
1883960;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1148,78514750302
1883970;1;2;1;80;2;1;3;4; ;2; ;2; ; ; ; ;9;2;1;54;1182,79735595383
1883970;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1182,79735595383
1883979;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;531,908866464793
1883979;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;54;531,908866464793
1883979;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;531,908866464793
1883980;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;54;910,719347997458
1883980;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;910,719347997458
1883980;1;3;1;80;2;1;1;4; ;2; ;1;150000; ;1; ;4;1;1;54;910,719347997458
1883981;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;54;1192,92913626092
1883981;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1192,92913626092
1883982;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;54;483,219906287404
1883982;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;483,219906287404
1883983;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;54;346,022365682589
1883983;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;346,022365682589
1883983;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;346,022365682589
1883983;1;9;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;346,022365682589
1883983;1;10;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;54;346,022365682589
1883995;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;54;1787,57457530759
1884006;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;54;1271,38896297919
1884006;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1271,38896297919
1884006;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1271,38896297919
1884009;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;694,851961055531
1884010;1;1;1;80;2;2; ; ; ;2; ;2; ;1;4; ;1; ;1;54;818,753661273884
1884010;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;818,753661273884
1884011;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;1;2;1;54;531,908866464793
1884011;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;531,908866464793
1884012;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;54;694,851961055531
1884017;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;54;1309,40992922342
1884025;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1512,90717995777
1884025;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;1512,90717995777
1884036;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;967,330745365165
1884036;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;54;967,330745365165
