Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3813361;1;6;4;1;1;1;1;1;4;2; ;840000;120000000;500000; ;2;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;4;2;2; ;5;1;1;1;4;1;2;1;1;1;3;3;1;01;52;09;52;239,335461640551
3813362;1;6;2;1;1;1;1;1;4;1; ; ;220000000;800000; ;1;1;1;1;2;1;2;2;2;2;2;1;1;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;3;3;1;01;52;09;52;193,488022861782
3813363;1;7;4;1;1;1;1;1;4;1; ; ;150000000;500000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;4;2;2; ;5;1;2;1;4;1;2;1;1;1;3;3;1;01;52;09;52;203,932753116919
3813364;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;3;3;1;01;52;09;52;162,978411038188
3813365;1;3;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;3;3;1;01;52;09;52;193,488022861782
3813366;1;4;1;1;1;1;1;1;4;1; ; ;98;98; ;1;1;1;2;1;2;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;2; ;2;2; ;2;1;1;1;4;1;2;1;1;1;3;3;1;01;52;09;52;159,479620982196
3813367;1;4;3;1;1;1;1;1;4;3; ; ; ; ;800000;2;2;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;4;1;2;1;6;1;2;1;1;1;3;3;1;01;52;09;52;202,746794091674
3813368;1;4;2;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;1;1;1;1;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;3;3;1;01;52;09;52;166,093206163788
3813369;1;3;2;1;1;1;1;1;4;1; ; ;98;500000; ;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;3;2;1;2;1;4;1;2;1;1;1;3;3;1;01;52;09;52;179,40937137216
3813370;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;5;1;1;1;4;1;2;1;1;1;3;3;1;01;52;09;52;165,040624994453
3813371;1;2;2;1;1;1;1;1;4;4; ; ; ;200000; ;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;2;1;2;1;1;1;3;3;1;01;52;09;52;209,918983195755
3813372;1;2;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;1;2;2;2; ;2;1;2;1;2;1;2;1;1;1;3;3;1;01;52;09;52;169,632548429244
3813373;1;1;1;1;2;1;1;2;4;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;4;1;2;1;2;1;1;1;3;3;1;01;52;09;52;163,018963247651
3813374;1;4;2;1;1;1;1;1;4;1; ; ;200000000;400000; ;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;3;1;01;52;09;52;179,6373281971
3813375;1;4;3;1;1;1;1;1;4;2; ;532000;128000000;300000; ;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;3;3;1;01;52;09;52;142,849683486581
3813376;1;4;2;1;1;1;1;1;4;3; ; ; ; ;600000;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;3;3;1;01;52;09;52;204,478855119394
3813391;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;2;1;2;1;1;1;2;3;1;01;76;09;76;955,990361713643
3813392;1;4;3;1;1;1;1;1;3;1; ; ;140000000;500000; ;1;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;3;2;2; ;7;1;1;1;4;1;1;1;1;1;3;3;1;01;76;09;76;1601,80512309578
3813393;1;5;3;1;1;1;1;1;3;3; ; ; ; ;360000;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;76;09;76;1005,1536693334
3813394;1;5;4;1;1;1;1;1;3;1; ; ;98;350000; ;1;2;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;747,653092627427
3813395;1;3;2;1;1;1;1;1;3;4; ; ; ;500000; ;2;2;1;2;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;4;2;2; ;6;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;943,207166589281
3813396;1;5;2;1;1;1;1;1;4;1; ; ;98;850000; ;1;1;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;5;3;2;01;76;09;76;1064,86635212066
3813397;1;3;1;1;1;1;1;1;3;1; ; ;60000000;250000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;967,014629123309
3813398;1;3;1;1;1;1;1;1;3;1; ; ;25000000;250000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;1;01;76;09;76;888,617980353875
3813399;1;4;3;1;1;1;1;1;3;3; ; ; ; ;330000;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;914,271560834606
3813400;1;5;3;1;1;1;1;1;4;3; ; ; ; ;750000;1;2;1;1;1;1;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;1;3;2;1;1;3;1;2;1;4;1;2;1;1;1;5;3;1;01;76;09;76;923,729501623728
3813401;1;1;1;1;1;1;1;6; ;4; ; ; ;200000; ;2;2;1;1;2;1;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;2;1;4;1;2;1;2;1;1;1;1;3;1;01;76;09;76;934,753769033394
3813402;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;952,493144607915
3813403;1;3;1;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;2;2;1;1;1;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1135,34879598389
3813404;1;5;1;1;1;1;1;1;4;3; ; ; ; ;800000;2;2;1;1;2;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;5;3;1;01;76;09;76;987,242330988391
3813405;1;4;2;1;1;1;1;1;3;3; ; ; ; ;240000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;2;1;1;1;1;1;1;3;2;01;76;09;76;1023,14755124163
3813406;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1021,58122462108
3813407;1;3;2;1;2;1;1;1;3;3; ; ; ; ;260000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;76;09;76;1475,57134522735
3813408;1;5;2;1;1;1;1;1;3;4; ; ; ;1000000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;3;2;01;76;09;76;836,129418398878
3813409;1;4;3;1;1;1;1;1;3;1; ; ;98;350000; ;1;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;5;2;2; ;5;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;797,653328291863
3813410;1;3;1;1;1;1;1;1;3;1; ; ;98;400000; ;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;987,242330988391
3813411;1;5;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1033,35987651221
3813412;1;3;1;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;2;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;4;3;2;01;76;09;76;888,617980353875
3813413;1;3;2;1;1;1;1;1;4;1; ; ;98;200000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;2;1;1;1;2;1;2;1;1;1;1;3;1;01;76;09;76;888,617980353875
3813414;1;1;1;1;1;1;1;6; ;3; ; ; ; ;200000;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;1;3;1;01;76;09;76;1135,34879598389
3813415;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1135,34879598389
3813416;1;3;1;1;1;1;1;1;3;1; ; ;98;98; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;1;3;1;01;76;09;76;888,617980353875
3813417;1;3;2;1;1;1;1;1;3;2; ;210000;29000000;240000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;1;01;76;09;76;934,753769033394
3813418;1;5;3;1;1;1;1;1;3;1; ; ;98;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;76;09;76;986,469703351231
3813419;1;4;2;1;1;1;1;1;3;1; ; ;98;350000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;1;01;76;09;76;986,469703351231
3813420;1;3;2;1;1;1;1;3;3;4; ; ; ;450000; ;1;2;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;2;2; ;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;76;09;76;1055,40841133154
3813421;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;2;1;1;1;1;1;2;3;1;01;76;09;76;1032,60549203075
3813422;1;3;2;1;1;1;1;1;4;4; ; ; ;250000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;2;1;1;1;2;3;1;01;76;09;76;1045,95047054242
3813445;1;4;1;2;1;4;1;1;4;2; ;400000;98;98; ;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;2; ;2;01;73;09;73;238,506055066336
3813446;1;4;3;2;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;4;2;2; ;7;1;1;1;2;1;2;2;1;1;2;2;1;01;73;09;73;305,955309573536
3813447;1;3;2;2;1;4;1;1;4;4; ; ; ;180000; ;1;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;4;1;1;1;2;1;2;2;2;1;1; ;1;01;73;09;73;199,946466976044
3813448;1;3;2;3;1;1;1;1;5;1; ; ;80000000;150000; ;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;3;2;1;2;2;1;1;1;3;1;01;73;09;73;236,396730091489
3813449;1;3;2;2;1;1;1;1;3;1; ; ;30000000;150000; ;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;1;1;2;1;1;2;1;1;1;3;2;01;73;09;73;286,999143307587
3813450;1;1;1;6; ;1;1;2;4;1; ; ;98;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;2; ;1;1;1;1;2;2;2;2;1;1; ;2;2;01;73;09;73;248,774505180392
3813451;1;2;1;3;1;1;1;1;4;4; ; ; ;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;1;1;1;3;1;01;73;09;73;278,132518463463
3813452;1;1;1;1;2;1;1;1;3;4; ; ; ;150000; ;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;4;1;4;1;1;1;1;1;1;3;1;01;73;09;73;410,456703036112
3813453;1;3;2;3;1;4;1;5;4;3; ; ; ; ;150000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;1;4;2;1;2;2;1;1;1;3;2;01;73;09;73;342,560651049436
3813454;1;3;2;3;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;2;1;1;1;3;1;01;73;09;73;224,568240112428
3813455;1;3;3;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;1;3;1;01;73;09;73;176,155709976499
3813456;1;5;2;1;1;1;1;1;3;1; ; ;35000000;300000; ;1;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;1;3;1;01;73;09;73;222,458915137581
3813457;1;3;2;1;1;1;1;1;3;1; ; ;35000000;300000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;2;01;73;09;73;216,409114973219
3813458;1;4;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;2;3;1;01;73;09;73;272,663679953238
3813459;1;2;1;1;1;1;1;1;1;5; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;2;1;1;4;2;1;2;1;1;1;1;3;1;01;73;09;73;224,568240112428
3813460;1;2;2;1;1;4;1;1;5;5; ; ; ;250000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;2;1;2;1;1; ;2;01;73;09;73;331,890222695394
3813461;1;5;1;1;1;1;10;1;3;1; ; ;380000000;800000; ;1;1;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;4;3;1;01;73;09;73;224,568240112428
3813462;1;4;3;1;1;1;1;1;3;1; ; ;160000000;1200000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;4;3;1;01;73;09;73;242,478192269737
3813463;1;3;2;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;2;1;1;1;2;2;2;2;2;1;2;2;2;1;1;1;1;1;2;2;1;5;2;2; ;6;1;1;1;4;1;1;1;1;1;1;3;1;01;73;09;73;274,815042167233
3813464;1;3;3;1;1;1;1;1;4;1; ; ;20000000;250000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;4;2;1;2;1;1;1;1;3;2;01;73;09;73;214,299789998372
3813465;1;3;2;1;1;1;1;1;4;1; ; ;20000000;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;3;2;2; ;4;1;1;1;4;1;2;1;1;1;1;3;1;01;73;09;73;279,597682291576
3813466;1;2;1;1;1;1;1;1;3;1; ; ;7000000;150000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;2;01;73;09;73;224,568240112428
3813467;1;1;1;1;1;1;1;1;3;1; ; ;30000000;300000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;2;01;73;09;73;238,506055066336
3813469;1;1;1;1;1;1;1;2;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;2;1;1;1;1;1;1;2;2;01;73;09;73;238,506055066336
3813470;1;3;1;1;1;1;1;1;3;1; ; ;50000000;500000; ;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;73;09;73;240,615380041183
3813471;1;2;2;1;1;1;10;1;3;3; ; ; ; ;450000;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2; ;5;1;2;1;2;1;1;1;1;1;2;3;1;01;73;09;73;433,638378104043
3813472;1;6;1;1;1;1;1;1;4;1; ; ;120000000;500000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;1;1;1;2;3;2;01;73;09;73;240,615380041183
3813473;1;2;2;1;1;1;1;5;3;3; ; ; ; ;250000;2;2;1;2;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;2;3;2;01;73;09;73;280,622272291609
3813474;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;1;2;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;1;3;2;01;73;09;73;202,055791950891
3813475;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;2;1;2;1;1;1;1;1;1;3;2;01;73;09;73;353,762199428904
3813476;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;1;3;1;01;73;09;73;240,615380041183
3813477;1;3;1;1;1;1;1;1;3;1; ; ;98;400000; ;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;1;3;2;01;73;09;73;206,855403554722
3813478;1;3;2;1;1;1;1;1;3;1; ; ;65000000;380000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;2;01;73;09;73;279,597682291576
3813499;1;3;1;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1026,47280557687
3813500;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1125,50926708166
3813501;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1223,36099007901
3813502;1;3;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;1;3;1;01;76;09;76;1053,842084711
3813533;1;2;2;1;1;1;1;1;1;3; ; ; ; ;260000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;1;3;1;01;76;09;76;934,753769033394
3813534;1;3;2;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;1036,72444534937
3813535;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;2;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;955,990361713643
3813536;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;916,759887125167
3813537;1;2;1;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;2;1;1;1;1;3;2;01;76;09;76;1224,92731669956
3813538;1;2;1;1;1;1;1;1;4;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;1;3;2;01;76;09;76;938,872722352017
3813539;1;4;1;1;1;1;1;1;3;4; ; ; ;99; ;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2; ;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;987,242330988391
3813540;1;6;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;76;09;76;1053,842084711
