Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3813361;1;4;1;70;52;38;30;4; ;2;9;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;03;17;55;1;2;5530;09;52;239,335461640551
3813369;1;1;1;70;52;39;40;1; ;2;78;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;2;7515;09;52;179,40937137216
3813369;1;2;1;70;52;2;25;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;09;52;179,40937137216
3813391;1;2;1;70;76;13;43;2; ;2;13;4; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;39;85;1;1;8512;09;76;955,990361713643
3813392;1;4;1;70;76;12;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8512;09;76;1601,80512309578
3813395;1;3;1;70;76;6;35;1; ;2;6;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;13;13;80;1;1;8041;09;76;943,207166589281
3813406;1;3;1;70;76;1;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;09;76;1021,58122462108
3813409;1;2;1;70;76;2;48;1; ;2;2;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;58;58;45;1;1;4530;09;76;797,653328291863
3813422;1;2;1;70;76;24;30;1; ;2;24;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;45;1;2;4542;09;76;1045,95047054242
3813445;1;2;1;70;73;78;40;1; ;2;864;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;09;73;238,506055066336
3813450;1;1;1;70;73;32;15;4; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;74;74;24;1;2;2429;09;73;248,774505180392
3813452;1;1;1;70;73;24;48;1; ;2;240;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;94;97;63;1;2;6310;09;73;410,456703036112
3813456;1;3;1;70;73;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;53;95;45;1;1;4521;09;73;222,458915137581
3813458;1;1;1;70;73;192;48;1; ;2;192;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;75;1;2;7512;09;73;272,663679953238
3813460;1;1;1;70;73;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;1000000;2;95;95;45;1;1;4522;09;73;331,890222695394
3813500;1;2;1;70;76;8;48;4; ;2;8;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;09;76;1125,50926708166
3813501;1;2;1;70;76;32;48;1; ;2;32;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5529;09;76;1223,36099007901
3813557;1;2;1;70;52;22;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;39;91;1;2;9199;09;52;159,280643820554
3813561;1;4;1;70;52;26;30;4; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;03;45;50;1;2;5051;09;52;219,952742626909
3813563;1;2;1;70;52;13;40;2; ;2;13;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8045;09;52;159,439068772733
3813571;1;2;1;70;52;156;48;1; ;2;156;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;21;74;1;2;7414;09;52;159,479620982196
3813575;1;3;1;70;50;180;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;09;50;200,197976886147
3813578;1;4;1;70;50;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;03;74;1;1;7421;09;50;184,802812585738
3813582;1;5;1;70;50;2;48;1; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;55;1;1;5529;09;50;207,57455692336
3813583;1;2;1;70;50;21;48;1; ;2;21;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;09;50;188,844955192223
3813585;1;4;1;70;50;2;48;3; ;2;2;3; ;1;1; ; ; ; ;1; ; ; ; ; ; ;1;100000;2;54;54;95;1;1;9500;09;50;209,431964438199
