Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3813352;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;09;52;159,479620982196;52
3813354;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;168,632919623615;52
3813354;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;168,632919623615;52
3813354;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;168,632919623615;52
3813354;1;5;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;09;52;168,632919623615;52
3813356;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;52;112,409603535748;52
3813357;1;1;1;80;1;1;2;3; ;3; ;2; ; ; ; ;10;2;1;09;52;163,018963247651;52
3813358;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;52;169,632548429244;52
3813358;1;2;1;80;1;2; ; ; ;2; ;2; ;1;3; ;2; ;1;09;52;169,632548429244;52
3813359;1;3;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;52;200,939512853939;52
3813361;1;5;1;80;1;1;1;8; ;2; ;2; ; ;1; ;2;1;1;09;52;239,335461640551;52
3813363;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;52;203,932753116919;52
3813364;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;52;162,978411038188;52
3813368;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ; ;5;2;1;09;52;166,093206163788;52
3813370;1;1;1;80;1;1;4;5; ;3; ;1;25000; ; ; ;8;2;1;09;52;165,040624994453;52
3813370;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;165,040624994453;52
3813370;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;165,040624994453;52
3813372;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;169,632548429244;52
3813374;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;09;52;179,6373281971;52
3813374;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;52;179,6373281971;52
3813374;1;3;1;80;1;1;1;9;POR MOTIVOS DE VIAJE;2; ;2; ; ; ; ;11;2;1;09;52;179,6373281971;52
3813377;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;63;167,778635620046;63
3813377;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;167,778635620046;63
3813378;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;63;136,239548291756;63
3813381;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;10;2;1;09;63;190,422568565129;63
3813381;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;09;63;190,422568565129;63
3813384;1;1;1;80;1;1;4;7; ;3; ;2; ; ; ; ;10;2;1;09;63;123,65670695089;63
3813384;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;123,65670695089;63
3813385;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;9;2;1;09;63;164,98126250706;63
3813385;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;164,98126250706;63
3813385;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;164,98126250706;63
3813387;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;9; ;1;09;63;168,780471681862;63
3813387;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;168,780471681862;63
3813389;1;2;1;80;1;1;2;7; ;2; ;2; ; ; ; ;9;2;1;09;63;124,280919382306;63
3813389;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;63;124,280919382306;63
3813390;1;4;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;09;63;128,73637907282;63
3813390;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;63;128,73637907282;63
3813394;1;1;1;80;1;1;3;5; ;3; ;2; ; ;3; ;8;1;1;09;76;747,653092627427;76
3813394;1;2;1;80;1;1;3;7; ;2; ;2; ; ; ; ;4;2;1;09;76;747,653092627427;76
3813395;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;76;943,207166589281;76
3813398;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;09;76;888,617980353875;76
3813399;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;76;914,271560834606;76
3813399;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;914,271560834606;76
3813400;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;76;923,729501623728;76
3813401;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;934,753769033394;76
3813402;1;2;1;80;1;1;2;9;CAMBIO DE RESIDENCIA (CIUDAD);2; ;2; ; ; ; ;9;2;1;09;76;952,493144607915;76
3813402;1;4;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;09;76;952,493144607915;76
3813405;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;76;1023,14755124163;76
3813405;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;1023,14755124163;76
3813406;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;76;1021,58122462108;76
3813408;1;3;1;80;1;2; ; ; ;2; ;2; ;1;3; ;2; ;1;09;76;836,129418398878;76
3813410;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;8;2;1;09;76;987,242330988391;76
3813411;1;1;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;09;76;1033,35987651221;76
3813411;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;1033,35987651221;76
3813412;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;4;2;1;09;76;888,617980353875;76
3813412;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;4;2;1;09;76;888,617980353875;76
3813413;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;76;888,617980353875;76
3813416;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;76;888,617980353875;76
3813416;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;09;76;888,617980353875;76
3813417;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;934,753769033394;76
3813418;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;76;986,469703351231;76
3813419;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;09;76;986,469703351231;76
3813419;1;2;1;80;1;1;3;7; ;2; ;2; ; ; ; ;9;2;1;09;76;986,469703351231;76
3813421;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;1032,60549203075;76
3813423;1;3;1;80;1;1;4;6; ;2; ;2; ; ; ; ;9;2;1;09;20;132,010539507882;20
3813425;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;09;20;160,006932441278;20
3813425;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;20;160,006932441278;20
3813425;1;7;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;09;20;160,006932441278;20
3813426;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;188,873686605392;20
3813427;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;20;107,478636874888;20
3813427;1;3;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;09;20;107,478636874888;20
