Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
2945765;1;6;1;1;1;1;1;1;3;1; ; ;150000000;700000; ;2;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;4;3;1;01;1;05;15;68,5708638938682;15
2945766;1;6;3;1;1;1;1;1;3;1; ; ;99;600000; ;2;1;1;2;2;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;4;1;1;1;1;1;3;3;1;01;1;05;15;100,068614144265;15
2945767;1;6;2;1;1;1;1;1;3;1; ; ;100000000;800000; ;2;1;1;1;2;1;2;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;3;1;1;1;1;1;3;3;1;01;1;05;15;100,956620012711;15
2945768;1;3;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;6;1;1;1;1;1;3;3;1;01;1;05;15;81,8340599463169;15
2945769;1;4;3;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;3;2;2; ;6;1;2;1;4;1;1;1;1;1;3;3;1;01;1;05;15;42,7649105580134;15
2945770;1;5;4;1;1;1;1;1;3;1; ; ;130000000;600000; ;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;6;1;1;1;6;1;1;1;1;1;3;3;1;01;1;05;15;88,8105823480114;15
2945771;1;7;3;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;4;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;1;01;1;05;15;95,0906809587336;15
2945772;1;3;1;1;1;1;1;1;3;1; ; ;98;400000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;3;3;1;01;1;05;20;111,341568901289;20
2945773;1;4;2;1;1;1;1;3;3;1; ; ;98;300000; ;1;2;1;1;1;1;2;2;1;1;1;1;2;2;1;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;1;3;1;01;1;05;20;107,685274525963;20
2945774;1;2;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;2; ;2;1;3;1;2;1;1;1;1;1;1;3;1;01;1;05;20;145,612434475142;20
2945775;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;2;1;1;2;1;2;2;2;1;2;2;1;2;1;2;1;1;2;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;05;20;135,598121270783;20
2945776;1;4;3;1;1;1;1;1;3;1; ; ;98;300000; ;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;1;05;20;102,501527978852;20
2945777;1;2;1;1;1;1;1;1;3;1; ; ;98;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;05;20;140,937757924157;20
2945777;2;1;1;1;2;1;1;1;3;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;5;2; ; ; ; ; ; ; ; ; ; ;1;01;1;05;20;140,937757924157;20
2945778;1;3;2;1;1;1;1;1;3;3; ; ; ; ;320000;1;2;1;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;1;3;2;01;1;05;20;116,207158617389;20
2945779;1;2;2;1;2;1;1;1;3;1; ; ;98;250000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;6;1;2;1;2;1;1;1;1;1;1;3;1;01;1;05;20;111,529160728476;20
2945780;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;1;3;1;01;1;05;20;108,911276371471;20
2945781;1;3;2;1;1;1;1;1;3;1; ; ;50000000;300000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;05;20;108,280763919291;20
2945782;1;2;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;3;3;2;01;1;05;20;105,847150051545;20
2945784;1;3;1;1;1;1;1;6; ;3; ; ; ; ;400000;2;2;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;2;01;1;05;73;222,634978467053;73
2945785;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;1;2;1;1;1;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;1;01;1;05;20;154,531401777568;20
2945786;1;2;1;1;1;1;1;1;3;1; ; ;10000000;150000; ;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;1;1;1;1;1;1;1;1;1;3;1;01;1;05;20;116,195050021116;20
2945787;1;4;2;1;1;1;1;1;3;1; ; ;30000000;250000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;5;1;1;1;2;1;1;1;1;1;1;3;1;01;1;05;20;124,625111782186;20
2945788;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;05;20;108,907955033543;20
2945789;1;3;2;1;1;1;1;1;3;3; ; ; ; ;75000;2;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;1;1;1;1;3;3;1;01;1;05;20;132,710146594354;20
2945790;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;3;2;2; ;6;1;1;1;4;1;1;1;1;1;4;3;1;01;1;05;20;121,279489709492;20
2945792;1;3;2;1;1;1;1;3;3;3; ; ; ; ;300000;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;2;01;1;05;73;237,486351813663;73
2945794;1;5;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;2;01;1;05;73;170,257851590353;73
2945795;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;3;2;2;01;1;05;73;231,655646183233;73
2945796;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;2;01;1;05;73;260,506232224513;73
2945797;1;3;1;1;1;1;1;1;3;2; ;300000;45000000;250000; ;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;2;2;01;1;05;73;253,900974929998;73
2945798;1;3;1;1;1;1;1;1;3;1; ; ;30000000;300000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;3;2;01;1;05;73;253,900974929998;73
2945799;1;5;3;1;1;1;1;1;3;1; ; ;20000000;180000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;1;01;1;05;18;42,9727162349084;18
2945800;1;1;1;1;1;1;1;1;3;1; ; ;13000000;100000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;1;3;2;01;1;05;18;58,4314692735973;18
2945801;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;6;1;1;1;4;1;1;1;1;1;1;3;2;01;1;05;18;44,0114713811429;18
2945802;1;1;1;1;2;1;1;1;3;3; ; ; ; ;100000;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;1;3;2;01;1;05;18;59,691739677612;18
2945803;1;3;2;1;2;1;1;1;4;3; ; ; ; ;140000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2; ;4;1;2;1;2;1;2;1;1;1;1;3;1;01;1;05;18;74,9437911610302;18
2945804;1;2;2;1;1;1;1;1;3;1; ; ;20000000;350000; ;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;2;3;2;01;1;05;73;155,745883479742;73
2945805;1;3;2;3;1;1;1;1;3;4; ; ; ;150000; ;2;2;1;1;2;1;2;2;1;2;1;2;2;2;1;2;1;1;1;2;2;1;3;2;2; ;4;1;1;1;2;1;1;2;1;1;1;3;2;01;1;05;18;56,9451840353126;18
2945806;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;2;2;1;4;2;2; ;9;1;1;1;4;1;1;1;1;1;1;3;2;01;1;05;18;70,7813888735238;18
2945807;1;3;2;1;1;1;1;1;3;1; ; ;18000000;150000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;2;3;1;01;1;05;18;42,9727162349084;18
2945808;1;3;1;1;1;1;1;1;3;3; ; ; ; ;80000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;2;01;1;05;18;68,6060049003836;18
2945809;1;3;2;1;1;1;1;1;4;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;2;1;1;1;1;3;2;01;1;05;18;50,8729661915782;18
2945811;1;2;1;1;1;1;1;1;3;1; ; ;5000000;120000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;4;2;1;1;1;1;1;1;3;1;01;1;05;73;253,900974929998;73
2945812;1;4;3;1;1;1;1;1;3;2; ;350000;40000000;250000; ;1;2;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;2;1;1;1;1;1;2;3;2;01;1;05;73;229,321006202442;73
2945813;1;3;1;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;1;1;4;1;1;1;1;1;2;3;2;01;1;05;73;208,123010356442;73
2945814;1;3;1;1;1;1;1;1;3;1; ; ;25000000;200000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;2;3;2;01;1;05;73;235,805012625698;73
2945815;1;2;1;1;1;1;1;1;4;1; ; ;25000000;150000; ;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;3;2;2; ;4;1;1;1;2;1;2;1;1;1;2;3;1;01;1;05;73;146,731310754933;73
2945816;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;2;1;1;1;1;1;2;3;1;01;1;05;73;269,80931100915;73
2945817;1;1;1;3;1;1;1;1;3;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;5;2;2;1;2;1;1; ;3;2;01;1;05;18;50,8729661915782;18
2945818;1;1;1;3;1;1;1;1;3;1; ; ;1000000;25000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;1;5;2;1;1;2;1;1;1;3;2;01;1;05;18;61,0272195285989;18
2945819;1;3;2;1;1;1;1;1;3;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;1;3;1;1;1;2;1;1;1;1;1;1;3;2;01;1;05;18;50,9454224940518;18
2945820;1;4;2;1;1;1;1;1;3;1; ; ;25000000;250000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;2;1;1;1;1;1;1;3;2;01;1;05;18;20,696827541093;18
2945821;1;3;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;1;1;1;1;3;2;01;1;05;18;23,9056783920343;18
2945822;1;4;2;1;1;1;1;1;3;1; ; ;450000000;200000; ;2;2;1;2;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;1;1;1;1;3;2;01;1;05;18;29,9775164644121;18
2945823;1;4;3;1;1;1;1;1;3;1; ; ;20000000;120000; ;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;1;1;1;1;1;3;2;01;1;05;18;51,8145251552063;18
2945824;1;2;1;2;1;1;2;5;3;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2; ;1;1;1;5;2;1;1;1;1;1;1;3;2;01;1;05;18;58,4314692735973;18
2945825;1;1;1;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;1;5;1;1;1;1;1;1;1;3;2;01;1;05;18;24,1662022154899;18
2945826;1;5;3;1;1;1;1;1;3;1; ; ;200000000;700000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;257,563834194061;66
2945827;1;7;3;1;1;1;1;1;3;1; ; ;150000000;500000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;226,650497131211;66
2945828;1;3;2;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;220,165169967746;66
2945829;1;4;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;325,101739741303;66
2945831;1;5;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;7;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;66;369,042258695019;66
2945832;1;3;1;1;1;1;1;1;3;1; ; ;70000000;450000; ;1;1;1;2;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;66;220,165169967746;66
2945833;1;6;4;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;213,932664805638;66
2945834;1;4;1;1;1;1;1;1;3;3; ; ; ; ;230000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;1;1;1;1;1;3;2;1;01;1;05;66;220,165169967746;66
2945835;1;2;1;1;1;1;1;6; ;3; ; ; ; ;130000;1;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;66;213,679842804281;66
2945836;1;3;1;1;1;1;1;1;3;4; ; ; ;200000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;220,165169967746;66
2945837;1;5;4;1;1;1;1;1;3;3; ; ; ; ;450000;1;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;2;1;1;3;2;2; ;6;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;66;297,434606105634;66
2945839;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;66;257,563834194061;66
2945840;1;4;3;1;1;1;1;1;4;1; ; ;98;250000; ;1;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;66;297,372540565579;66
2945841;1;3;3;1;1;1;1;1;4;3; ; ; ; ;450000;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;66;305,898580252264;66
2945842;1;1;1;1;1;1;1;1;4;4; ; ; ;230000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;66;220,165169967746;66
2945843;1;4;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;4;3;1;01;1;05;66;202,902740760958;66
2945844;1;5;3;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;4;3;1;01;1;05;66;251,110283703334;66
2945845;1;3;3;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;66;305,898580252264;66
2945846;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;5;2;2; ;5;1;1;1;4;1;2;1;1;1;4;3;1;01;1;05;66;269,647897187736;66
2945847;1;6;5;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;5;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;66;383,381549497734;66
2945848;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;66;324,650709022487;66
2945849;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;1;6;2;2; ;6;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;66;213,928109007757;66
2945850;1;5;3;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;66;278,173936874421;66
2945851;1;6;3;1;1;1;1;1;4;1; ; ;150000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;4;2;1;01;1;05;66;178,442954188835;66
2945852;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;66;178,442954188835;66
2945853;1;5;3;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;1;4;6;1;1;1;1;1;4;2;1;01;1;05;66;141,26533529114;66
2945854;1;3;1;1;1;1;1;1;4;1; ; ;100000000;350000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;66;220,165169967746;66
2945855;1;4;3;3;1;1;5;1;4;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;2;1;3;1;2;2;1;2;1;3; ;01;1;05;27;89,6546762589967;27
2945856;1;3;2;3;1;1;5;1;4;3; ; ; ; ;400000;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2; ;3;1;2;1;4;1;2;2;1;2;1;3; ;01;1;05;27;179,309352517993;27
2945857;1;10;3;1;1;1;1;1;4;2; ;1150000;98;700000; ;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;1;3;2;01;1;05;27;44,8273381294984;27
2945858;1;4;2;3;1;1;5;1;4;4; ; ; ;200000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;3;2;1;2;1;2;1;2;2;1;2;1;3; ;01;1;05;27;89,6546762589967;27
2945859;1;3;2;3;1;1;5;1;4;1; ; ;98;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;1;2;2;2; ;2;2; ;4;1;2;1;2;1;2;2;1;2;1;3; ;01;1;05;27;22,4136690647492;27
2945860;1;4;1;3;1;1;5;1;1;1; ; ;98;98; ;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;2;1;2;1;3; ;01;1;05;27;22,4136690647492;27
