Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
2945756;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;93,8164417027268;15
2945756;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;93,8164417027268;15
2945756;1;5;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;05;15;93,8164417027268;15
2945757;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;15;114,21981606516;15
2945757;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;15;114,21981606516;15
2945758;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;8; ;1;05;15;110,208830857394;15
2945759;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;59,1213625566792;15
2945760;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;83,1419337865395;15
2945760;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;83,1419337865395;15
2945760;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;83,1419337865395;15
2945761;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;15;78,7325830836564;15
2945762;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;73,0511457192522;15
2945763;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;15;54,3622223403124;15
2945764;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;05;15;50,559867087937;15
2945764;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;50,559867087937;15
2945764;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;50,559867087937;15
2945764;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;50,559867087937;15
2945765;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;05;15;68,5708638938682;15
2945767;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;15;100,956620012711;15
2945767;1;2;1;80;1;1;2;2; ;2; ;2; ; ;2; ;2;1;1;05;15;100,956620012711;15
2945768;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;05;15;81,8340599463169;15
2945768;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;15;81,8340599463169;15
2945769;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;42,7649105580134;15
2945770;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;88,8105823480114;15
2945770;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;15;88,8105823480114;15
2945770;1;6;1;80;1;1;3;8; ;2; ;2; ; ; ; ;9;2;1;05;15;88,8105823480114;15
