DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5165534;1;2;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;354,210544262871
5165534;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;354,210544262871
5165534;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;354,210544262871
5165534;1;6;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;354,210544262871
5165535;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;212,159841621772
5165535;1;4;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;212,159841621772
5165535;1;5;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;212,159841621772
5165536;1;2;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;334,500071614167
5165536;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;334,500071614167
5165537;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;223,492291745831
5165537;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;223,492291745831
5165540;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;243,041490964782
5165542;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;347,440473019423
5165542;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;347,440473019423
5165542;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;347,440473019423
5165543;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;440,023122810249
5165544;1;2;1;80;1;2;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;309,822633033128
5165545;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;406,497052370762
5165546;1;2;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;424,59511724501
5165546;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;424,59511724501
5165547;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;529,863602624283
5165548;1;2;1;80;1;2;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;469,589334876275
5165549;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;179,426989226091
5165549;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;179,426989226091
5165549;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;179,426989226091
5165550;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;185,67929772962
5165550;1;2;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;185,67929772962
5165552;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;309,822633033128
5165553;1;2;1;80;1;3;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;293,87686472797
5165555;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;339,388845099154
5165556;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;271,814484987002
5165557;1;2;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;151,699922940567
5165558;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;477,83611682646
5165558;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;477,83611682646
5165559;1;2;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;287,624556224441
5165559;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;287,624556224441
5165560;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;343,675768675877
5165560;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;343,675768675877
5165561;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;243,041490964782
5165561;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;243,041490964782
5165562;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;185,67929772962
5165563;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;155,08230890921
5165563;1;3;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;18;155,08230890921
5165565;1;2;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;287,624556224441
5165565;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;287,624556224441
5165565;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;287,624556224441
5165566;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;350,445839919325
5165566;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;350,445839919325
5165567;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;339,388845099154
5165569;1;2;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;18;185,67929772962
5165571;1;2;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;24;500000;2;2;04;1;18;247,001349338243
5165571;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;18;247,001349338243
5165572;1;2;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;18;512,036536560663
5165574;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;18;334,500071614167
5165574;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;18;334,500071614167
5165581;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;25;3128,19036298932
5165581;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;25;3128,19036298932
5165582;1;1;1;80;1;3;1; ;2; ; ;8; ;1; ;2; ; ; ; ;2;2;04;1;25;1992,78149239741
5165583;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;25;1857,38724023684
5165583;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;25;1857,38724023684
5165584;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;25;1625,27200723508
5165584;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;25;1625,27200723508
5165584;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;25;1625,27200723508
5165586;1;1;1;80;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;2;04;1;25;1995,48014864008
5165588;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;25;2652,08845589924
5165589;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;2;2;04;1;25;1625,27200723508
5165589;1;2;1;80;1;4;3; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;04;1;25;1625,27200723508
5165589;1;5;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;04;1;25;1625,27200723508
5165589;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;25;1625,27200723508
5165590;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;25;4596,06046511988
5165591;1;1;1;80;1;1;9;POR LA CUARENTENA OBLIGATORIA;2; ; ;12;POR LA CUARENTENA OBLIGATORIA;2; ;1;1000000;2; ;600000;2;2;04;1;25;2516,69420373866
5165591;1;2;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;25;2516,69420373866
5165592;1;2;1;80;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;25;2445,47116935921
5165592;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;25;2445,47116935921
5165593;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;25;1992,78149239741
5165595;1;2;1;80;1;3;8; ;2; ; ;9; ;2; ;2; ;1;48;877803;2;2;04;1;25;4769,0452472619
5165595;1;3;1;80;1;3;2; ;2; ; ;8; ;2; ;2; ;1;24;877803;2;2;04;1;25;4769,0452472619
5165595;1;4;1;80;1;1;7; ;2; ; ;2; ;2; ;1;40000;1;24;877803;2;2;04;1;25;4769,0452472619
5165595;1;5;1;80;2; ; ; ; ;1;1;2; ;2; ;2; ;1;24;877803;2;2;04;1;25;4769,0452472619
5165595;1;6;1;80;1;3;2; ;2; ; ;2; ; ; ;2; ;1;24;877803; ;2;04;1;25;4769,0452472619
5165624;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;1018,45705681335
5165625;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1832,20594420936
5165626;1;1;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;44;1252,16275556618
5165628;1;1;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;44;2406,76669619816
5165628;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;2406,76669619816
5165629;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;1535,51304529184
5165631;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;1794,85810059148
5165643;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;2229,13423759738
5165643;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;2229,13423759738
5165643;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;2229,13423759738
5165651;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1107,22759498791
5165651;1;7;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1107,22759498791
5165651;1;8;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1107,22759498791
5165653;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1347,4579208887
5165654;1;1;1;80;1;2;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;44;1310,49804560192
5165654;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1310,49804560192
5165656;1;2;1;80;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;44;924,429494611776
5165660;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;1456,66851062863
5165662;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;1018,45705681335
5165668;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;1661,20656436359
5165671;1;1;1;80;1;3;8; ;2; ; ;3; ;2; ;2; ; ; ; ;2;2;04;1;44;1535,51304529184
5165678;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;44;1991,20187520168
5165690;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;1951,07786628831
5165695;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;44;2529,9619034176
5165720;1;1;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;44;1755,23412656516
5165734;1;1;1;80;1;2;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;44;1991,20187520168
5165737;1;3;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;44;1315,16403625561
5165739;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;44;2239,59056660582
5165739;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;2239,59056660582
5165739;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;44;2239,59056660582
5165747;1;1;1;80;1;1;4; ;2; ; ;1; ;3; ;2; ; ; ; ;2;2;04;1;44;1991,20187520168
5165778;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165779;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1436,8325560153
5165779;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1436,8325560153
5165780;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1612,07275007248
5165780;1;2;1;80;1;1;8; ;1; ;1;12;CUARENTENA COVID 19;2; ;2; ;1;48;877803;2;2;04;1;52;1612,07275007248
5165780;1;4;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1612,07275007248
5165780;1;5;1;80;1;3;4; ;2; ; ;4; ;2; ;1;50000; ; ; ;2;2;04;1;52;1612,07275007248
5165781;1;1;1;80;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;1495,27496798325
5165781;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1495,27496798325
5165782;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1436,8325560153
5165782;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1436,8325560153
5165782;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1436,8325560153
5165783;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;5255,97868347464
5165783;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;5255,97868347464
5165783;1;8;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ;1;40;877803;2;2;04;1;52;5255,97868347464
5165785;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;2574,57565009102
5165787;1;1;1;80;1;1;9;CUARENTENA COVID 19;2; ; ;12;CUARENTENA COVID 19;2; ;1;200000;1;40;400000;2;2;04;1;52;3546,99319325637
5165788;1;2;1;80;1;4;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165788;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165788;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;1349,7660373932
5165789;1;4;1;80;1;1;9;LO CONSIDERAN MUY VIEJO;1; ;1;8; ;2; ;2; ;1;20;300000;2;2;04;1;52;1349,7660373932
5165790;1;2;1;80;1;4;3; ;1; ;3;1; ;1; ;2; ; ; ; ;2;2;04;1;52;3239,71971676517
5165790;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;3239,71971676517
5165791;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;200000;2;2;04;1;52;2587,72486248346
5165792;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;2;04;1;52;2562,65431268675
5165793;1;1;1;80;1;3;5; ;2; ; ;10; ;3; ;1;40000; ; ; ;3;2;04;1;52;2330,98200325823
5165794;1;2;1;80;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;3830,43797600992
5165794;1;4;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;3830,43797600992
5165796;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;2823,40671461427
5165797;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165798;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;1;20;300000;2;2;04;1;52;4409,59934987218
5165799;1;2;1;80;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;4198,98804753808
5165800;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ;1;40;700000;2;2;04;1;52;5146,93915781494
5165800;1;4;1;80;1;1;2; ;1; ;1;1; ;2; ;2; ;1;48;700000;2;2;04;1;52;5146,93915781494
5165800;1;5;1;80;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;04;1;52;5146,93915781494
5165801;1;2;1;80;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;4256,34867463852
5165801;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;2;04;1;52;4256,34867463852
5165801;1;6;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;4256,34867463852
5165802;1;1;1;80;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165802;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165802;1;3;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ;1;24;300000;2;2;04;1;52;1349,7660373932
5165803;1;2;1;80;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165803;1;3;1;80;1;1;8; ;2; ; ;2; ;1; ;2; ;2; ;877803;2;2;04;1;52;1349,7660373932
5165803;1;5;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165804;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1371,71367248532
5165805;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165805;1;4;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165806;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;4088,86673701087
5165807;1;2;1;80;1;3;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;2;04;1;52;2562,65431268675
5165808;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1374,23451122439
5165808;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;1374,23451122439
5165809;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;3796,37384664372
5165809;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;3796,37384664372
5165809;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;3796,37384664372
5165809;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;3796,37384664372
5165809;1;7;1;80;1;4;9;EDAD;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;3796,37384664372
5165810;1;2;1;80;1;1;8; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;2;04;1;52;5172,00970761165
5165811;1;1;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;4466,95997697262
5165811;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;4466,95997697262
5165811;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;4466,95997697262
5165813;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;4140,54563557013
5165839;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165839;1;4;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165840;1;1;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;1681,50798771559
5165841;1;2;1;80;1;1;9;CUARENTENA COVID 19;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;3598,9628643939
5165841;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;3598,9628643939
5165843;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1681,50798771559
5165845;1;2;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;52;1897,5102460126
5165846;1;2;1;80;1;1;9;CUARENTENA COVID 19;2; ; ;9; ;2; ;2; ;1;25;250000;2;2;04;1;52;1922,58079580931
5165848;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;2228,45914310305
5165848;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;2228,45914310305
5165850;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1681,50798771559
5165852;1;1;1;80;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;2;04;1;52;1371,71367248532
5165852;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;1371,71367248532
5165853;1;2;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1863,82503951141
5165854;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;2549,50510029431
5165855;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;04;1;52;2046,14209130723
5165855;1;3;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;04;1;52;2046,14209130723
5165856;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165856;1;4;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165857;1;1;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;300000;2;2;04;1;52;1349,7660373932
5165858;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;3286,84490823706
5165858;1;5;1;80;1;1;9;CUARENTENA COVID 19;2; ; ;9; ;2; ;2; ;1;24;500000;2;2;04;1;52;3286,84490823706
5165859;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;1;140000; ; ; ;2;2;04;1;52;4063,79618721416
5165860;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165861;1;3;1;80;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;04;1;52;3005,72376641009
5165864;1;2;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165866;1;2;1;80;1;3;9;CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ;1;40;300000;2;2;04;1;52;2574,57565009102
5165866;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;2574,57565009102
5165867;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;2587,72486248346
5165868;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;52;2823,40671461427
5165869;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;52;2823,40671461427
5165870;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ;300000;2;2;04;1;52;3081,7809475711
5165870;1;3;1;80;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;04;1;52;3081,7809475711
5165870;1;4;1;80;1;1;8; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;04;1;52;3081,7809475711
5165871;1;1;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165871;1;3;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;04;1;52;1349,7660373932
5165873;1;1;1;80;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;52;1897,5102460126
5165875;1;1;1;80;1;1;9;POR CUARENTENA POR COVID 19;2; ; ;1; ;2; ;1;300000;2; ;500000;2;2;04;1;54;970,588901680608
5165875;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;54;970,588901680608
5165876;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;54;1816,11429627181
5165878;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;54;1847,57462975511
5165879;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;54;636,716566363017
5165879;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;54;636,716566363017
5165880;1;2;1;80;1;2;2; ;1; ;2;2; ;2; ;2; ;1;48;550000;2;2;04;1;54;1175,11034730233
5165881;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;04;1;54;1772,7411572972
5165881;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;04;1;54;1772,7411572972
5165906;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO OBLIGATORIO COVID 19;2; ;2; ;2; ;98;2;2;04;1;15;4167,99374894221
5165906;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;04;1;15;4167,99374894221
