directorio;secuencia_p;orden;p6020;p6040;mes;area;fex_c_2011
3755;1;1;2;46;04;68;226,576616167792
3755;1;2;1;13;04;68;226,576616167792
3755;1;3;2;6;04;68;226,576616167792
3755;1;4;2;71;04;68;226,576616167792
3755;1;5;2;66;04;68;226,576616167792
7781;1;1;1;66;04;50;123,073627907147
7781;1;2;2;65;04;50;123,073627907147
8054;1;1;2;33;04;54;474,225328384221
8054;1;2;1;8;04;54;474,225328384221
8054;1;3;2;3;04;54;474,225328384221
10515;1;1;2;40;04;11;4186,52979527259
10515;1;2;2;14;04;11;4186,52979527259
10515;1;3;1;17;04;11;4186,52979527259
10654;1;1;1;79;04;52;174,305606343211
10654;1;2;2;60;04;52;174,305606343211
10654;1;3;1;42;04;52;174,305606343211
12378;1;1;1;50;04;11;1611,13988220659
12378;1;2;2;50;04;11;1611,13988220659
12378;1;3;2;21;04;11;1611,13988220659
12392;1;1;1;44;04;11;1968,02117100179
12392;1;2;2;0;04;11;1968,02117100179
12392;1;3;2;12;04;11;1968,02117100179
12392;1;4;1;7;04;11;1968,02117100179
12416;1;1;2;96;04;17;78,560713490753
12416;1;2;1;58;04;17;78,560713490753
12416;1;3;2;18;04;17;78,560713490753
12419;1;1;1;64;04;11;3204,95734996319
12419;1;2;2;62;04;11;3204,95734996319
12427;1;1;1;56;04;17;105,177351161343
12427;1;2;2;54;04;17;105,177351161343
12427;1;3;1;32;04;17;105,177351161343
12427;1;4;1;26;04;17;105,177351161343
12427;1;5;2;4;04;17;105,177351161343
12460;1;1;1;28;04;17;581,155125492222
12460;1;2;2;29;04;17;581,155125492222
12460;1;3;2;3;04;17;581,155125492222
12463;1;1;2;87;04;17;51,036035890127
12463;1;2;2;69;04;17;51,036035890127
12463;1;3;2;57;04;17;51,036035890127
12466;1;1;1;30;04;23;325,477025266189
12466;1;2;2;28;04;23;325,477025266189
12466;1;3;2;5;04;23;325,477025266189
12466;1;4;2;53;04;23;325,477025266189
12474;1;1;2;77;04;23;205,450317202505
12477;1;1;1;54;04;17;229,66093329732
12477;1;2;2;49;04;17;229,66093329732
12486;1;1;1;54;04;17;380,963984496624
12486;1;2;2;50;04;17;380,963984496624
12486;1;3;1;20;04;17;380,963984496624
12489;1;1;1;29;04;17;229,66093329732
12489;1;2;2;26;04;17;229,66093329732
12494;1;1;1;37;04;17;616,87317005455
12494;1;2;2;34;04;17;616,87317005455
12494;1;3;2;19;04;17;616,87317005455
12494;1;4;2;15;04;17;616,87317005455
12496;1;1;2;32;04;17;314,485290004062
12496;1;2;1;15;04;17;314,485290004062
12496;1;3;2;9;04;17;314,485290004062
12516;1;1;1;42;04;17;210,429086345627
12516;1;2;2;48;04;17;210,429086345627
12516;1;3;1;23;04;17;210,429086345627
12516;1;4;1;23;04;17;210,429086345627
12516;1;5;1;17;04;17;210,429086345627
12523;1;1;2;84;04;17;220,935149479453
12523;1;2;1;26;04;17;220,935149479453
12582;1;1;1;54;04;17;73,3756279571782
12582;1;2;2;83;04;17;73,3756279571782
12582;1;3;1;55;04;17;73,3756279571782
12583;1;1;1;34;04;17;519,125550660793
12583;1;2;2;34;04;17;519,125550660793
12583;1;3;1;15;04;17;519,125550660793
12583;1;4;1;9;04;17;519,125550660793
12599;1;1;2;39;04;23;326,343720450516
12599;1;2;2;15;04;23;326,343720450516
12599;1;3;1;20;04;23;326,343720450516
12621;1;1;2;51;04;17;86,9469026317363
12627;1;1;1;36;04;17;90,3132864055912
12627;1;2;2;42;04;17;90,3132864055912
12636;1;1;1;31;04;17;111,052059262159
12636;1;2;2;61;04;17;111,052059262159
12661;1;1;1;24;04;23;228,544534675789
12662;1;1;2;77;04;23;156,789573141574
12662;1;2;2;31;04;23;156,789573141574
12663;1;1;1;37;04;17;268,123274788565
12664;1;1;2;57;04;23;235,985425294035
12664;1;2;1;29;04;23;235,985425294035
12664;1;3;2;27;04;23;235,985425294035
12664;1;4;1;4;04;23;235,985425294035
12664;1;5;2;1;04;23;235,985425294035
12666;1;1;2;60;04;23;156,789573141574
12666;1;2;2;27;04;23;156,789573141574
12670;1;1;1;33;04;11;4716,12274926342
12670;1;2;2;34;04;11;4716,12274926342
12670;1;3;1;4;04;11;4716,12274926342
12670;1;4;1;0;04;11;4716,12274926342
12672;1;1;1;61;04;11;3764,83995829261
12672;1;2;2;51;04;11;3764,83995829261
12674;1;1;1;71;04;76;1284,38514951468
12676;1;1;2;32;04;23;153,726274712921
12676;1;2;2;15;04;23;153,726274712921
12676;1;3;1;8;04;23;153,726274712921
12676;1;4;1;5;04;23;153,726274712921
12683;1;1;2;71;04;13;141,945382180017
12683;1;2;2;47;04;13;141,945382180017
12683;1;3;2;40;04;13;141,945382180017
12683;1;4;1;11;04;13;141,945382180017
12690;1;1;2;72;04;76;1479,44073153944
12690;1;2;1;51;04;76;1479,44073153944
12696;1;1;1;29;04;23;192,562070808415
12696;1;2;2;37;04;23;192,562070808415
12696;1;3;2;1;04;23;192,562070808415
12699;1;1;1;33;04;11;4027,71706765083
12699;1;2;2;28;04;11;4027,71706765083
12699;1;3;2;7;04;11;4027,71706765083
12699;1;4;1;5;04;11;4027,71706765083
12700;1;1;1;51;04;73;149,296916578951
12700;1;2;2;49;04;73;149,296916578951
12700;1;3;1;24;04;73;149,296916578951
12702;1;1;2;70;04;76;1479,44073153944
12702;1;2;1;45;04;76;1479,44073153944
12704;1;1;1;72;04;17;137,41838142506
12704;1;2;2;59;04;17;137,41838142506
12715;1;1;2;77;04;17;154,377242083127
12715;1;2;2;58;04;17;154,377242083127
12715;1;3;1;21;04;17;154,377242083127
12717;1;1;1;39;04;68;463,493420248765
12717;1;2;2;35;04;68;463,493420248765
12717;1;3;1;17;04;68;463,493420248765
12717;1;4;2;16;04;68;463,493420248765
12719;1;1;2;50;04;11;3505,42778479191
12719;1;2;1;30;04;11;3505,42778479191
12719;1;3;1;25;04;11;3505,42778479191
12719;1;4;2;19;04;11;3505,42778479191
12720;1;1;1;43;04;11;1735,254576949
12720;1;2;2;40;04;11;1735,254576949
12720;1;3;1;21;04;11;1735,254576949
12720;1;4;1;18;04;11;1735,254576949
12720;1;5;1;12;04;11;1735,254576949
12721;1;1;2;27;04;11;2461,15662693098
12721;1;2;1;29;04;11;2461,15662693098
12727;1;1;1;44;04;13;511,060970471449
12727;1;2;2;43;04;13;511,060970471449
12727;1;3;2;17;04;13;511,060970471449
12727;1;4;1;10;04;13;511,060970471449
12729;1;1;2;28;04;05;2454,70417560858
12729;1;2;2;8;04;05;2454,70417560858
12730;1;1;2;47;04;13;222,156890833767
12730;1;2;1;50;04;13;222,156890833767
12730;1;3;1;84;04;13;222,156890833767
12731;1;1;1;56;04;11;1451,0718201198
12731;1;2;2;40;04;11;1451,0718201198
12731;1;3;1;20;04;11;1451,0718201198
12731;1;4;2;16;04;11;1451,0718201198
12743;1;1;2;54;04;52;299,504464161252
12743;1;2;1;27;04;52;299,504464161252
12743;1;3;1;10;04;52;299,504464161252
12743;1;4;1;9;04;52;299,504464161252
12744;1;1;2;34;04;50;301,304036809866
12744;1;2;2;17;04;50;301,304036809866
12744;1;3;2;15;04;50;301,304036809866
12744;1;4;2;13;04;50;301,304036809866
12744;1;5;1;8;04;50;301,304036809866
12745;1;1;1;54;04;05;916,584533960834
12748;1;1;1;28;04;11;4815,37466352505
12749;1;1;2;34;04;13;267,132574898727
12749;1;2;1;35;04;13;267,132574898727
12749;1;3;2;3;04;13;267,132574898727
12749;1;4;2;19;04;13;267,132574898727
12757;1;1;1;68;04;73;227,245277768608
12757;1;2;2;61;04;73;227,245277768608
12758;1;1;1;65;04;52;181,32088986947
12758;1;2;2;41;04;52;181,32088986947
12758;1;3;1;22;04;52;181,32088986947
12767;1;1;1;29;04;50;195,558240437195
12767;1;2;2;27;04;50;195,558240437195
12767;1;3;1;4;04;50;195,558240437195
12770;1;1;1;66;04;68;224,843255948659
12770;1;2;2;58;04;68;224,843255948659
12770;1;3;2;34;04;68;224,843255948659
12770;1;4;2;23;04;68;224,843255948659
12771;1;1;1;29;04;11;5817,81354216232
12771;1;2;2;27;04;11;5817,81354216232
12771;1;3;1;8;04;11;5817,81354216232
12771;1;4;2;1;04;11;5817,81354216232
12773;1;1;1;40;04;54;169,719342091547
12773;1;2;2;38;04;54;169,719342091547
12773;1;3;1;17;04;54;169,719342091547
12773;1;4;1;8;04;54;169,719342091547
12774;1;1;2;30;04;68;974,132030576817
12774;1;2;1;38;04;68;974,132030576817
12774;1;3;2;15;04;68;974,132030576817
12774;1;4;1;10;04;68;974,132030576817
12774;1;5;2;2;04;68;974,132030576817
12776;1;1;2;78;04;73;248,6133008751
12777;1;1;2;61;04;11;1942,76151643438
12777;1;2;1;41;04;11;1942,76151643438
12777;1;3;2;30;04;11;1942,76151643438
12779;1;1;2;58;04;11;1481,89945415989
12779;1;2;2;34;04;11;1481,89945415989
12779;1;3;1;4;04;11;1481,89945415989
12781;1;1;1;63;04;73;265,502277961508
12781;1;2;2;56;04;73;265,502277961508
12781;1;3;1;19;04;73;265,502277961508
12782;1;1;2;55;04;52;200,083152236236
12782;1;2;1;36;04;52;200,083152236236
12785;1;1;1;0;04;17;260,936123348018
12786;1;1;2;39;04;13;264,690171820221
12786;1;2;1;40;04;13;264,690171820221
12786;1;3;1;7;04;13;264,690171820221
12786;1;4;2;21;04;13;264,690171820221
12786;1;5;1;3;04;13;264,690171820221
12788;1;1;1;44;04;50;339,357118668684
12791;1;1;1;68;04;73;198,819862388975
12791;1;2;1;65;04;73;198,819862388975
12791;1;3;2;18;04;73;198,819862388975
12792;1;1;1;32;04;11;2175,22290046966
12792;1;2;2;33;04;11;2175,22290046966
12792;1;3;1;2;04;11;2175,22290046966
12793;1;1;1;63;04;76;710,011680235939
12793;1;2;2;60;04;76;710,011680235939
12793;1;3;2;57;04;76;710,011680235939
12796;1;1;1;31;04;05;2986,44966504815
12796;1;2;2;29;04;05;2986,44966504815
12796;1;3;1;12;04;05;2986,44966504815
12796;1;4;1;5;04;05;2986,44966504815
12796;1;5;2;2;04;05;2986,44966504815
12802;1;1;2;74;04;17;83,515521413599
12803;2;1;1;61;04;68;230,835105028964
12803;2;2;2;56;04;68;230,835105028964
12803;2;3;1;32;04;68;230,835105028964
12806;3;1;2;14;04;50;370,188668347439
12806;3;2;2;34;04;50;370,188668347439
12806;3;3;1;7;04;50;370,188668347439
12811;1;1;2;41;04;13;209,909459223892
12811;1;2;1;58;04;13;209,909459223892
12811;1;3;1;15;04;13;209,909459223892
12811;1;4;2;9;04;13;209,909459223892
12813;1;1;1;82;04;11;1484,58318383859
12813;1;2;2;65;04;11;1484,58318383859
12813;1;3;1;42;04;11;1484,58318383859
12813;1;4;1;39;04;11;1484,58318383859
12815;1;1;2;57;04;13;581,13003813563
12815;1;2;1;55;04;13;581,13003813563
12815;1;3;1;29;04;13;581,13003813563
12817;1;1;2;54;04;76;1434,42596197834
12817;1;2;1;30;04;76;1434,42596197834
12821;1;1;2;52;04;52;164,153107336341
12823;1;1;2;56;04;11;2512,19161607894
12823;1;2;2;29;04;11;2512,19161607894
12823;1;3;1;27;04;11;2512,19161607894
12825;1;1;2;91;04;54;106,755024594812
12825;1;2;1;74;04;54;106,755024594812
12825;1;3;2;70;04;54;106,755024594812
12826;1;1;1;59;04;05;1861,6119026294
12826;1;2;2;59;04;05;1861,6119026294
12826;1;3;1;37;04;05;1861,6119026294
12826;1;4;2;29;04;05;1861,6119026294
12826;1;5;2;9;04;05;1861,6119026294
12826;1;6;2;32;04;05;1861,6119026294
12826;1;7;1;40;04;05;1861,6119026294
12826;1;8;1;0;04;05;1861,6119026294
12829;1;1;1;77;04;54;511,004811098746
12830;1;1;1;76;04;52;141,812335076213
12830;1;2;2;73;04;52;141,812335076213
12830;1;3;2;35;04;52;141,812335076213
12837;1;1;2;35;04;76;1405,40376878186
12837;1;2;1;14;04;76;1405,40376878186
12837;1;3;1;7;04;76;1405,40376878186
12837;1;4;1;3;04;76;1405,40376878186
12842;1;1;1;49;04;54;311,5239138107
12842;1;2;2;46;04;54;311,5239138107
12845;1;1;1;29;04;52;275,087419467371
12845;1;2;2;31;04;52;275,087419467371
12845;1;3;1;10;04;52;275,087419467371
12846;1;1;2;53;04;13;268,805522931523
12846;1;2;1;20;04;13;268,805522931523
12848;1;1;2;46;04;13;494,23828608686
12848;1;2;2;22;04;13;494,23828608686
12848;1;3;1;18;04;13;494,23828608686
12849;1;1;1;46;04;52;251,97883152569
12850;1;1;2;31;04;11;1791,27750506199
12850;1;2;2;14;04;11;1791,27750506199
12850;1;3;2;4;04;11;1791,27750506199
12851;1;1;2;38;04;50;173,656334388991
12851;1;2;1;37;04;50;173,656334388991
12853;1;1;2;30;04;17;91,8022157304299
12853;1;2;2;54;04;17;91,8022157304299
12854;1;1;1;39;04;68;768,044768958998
12854;1;2;2;34;04;68;768,044768958998
12854;1;3;1;13;04;68;768,044768958998
12854;1;4;1;0;04;68;768,044768958998
12854;1;5;2;35;04;68;768,044768958998
12854;1;6;1;14;04;68;768,044768958998
12862;1;1;2;40;04;11;2022,37646788279
12862;1;2;1;24;04;11;2022,37646788279
12862;1;3;2;18;04;11;2022,37646788279
12862;1;4;2;17;04;11;2022,37646788279
12863;1;1;1;37;04;11;2386,11912945472
12863;1;2;2;33;04;11;2386,11912945472
12863;1;3;1;4;04;11;2386,11912945472
12863;1;4;1;39;04;11;2386,11912945472
12863;1;5;2;29;04;11;2386,11912945472
12863;1;6;1;2;04;11;2386,11912945472
12865;1;1;2;30;04;11;2397,8246794283
12865;1;2;1;35;04;11;2397,8246794283
12865;1;3;1;10;04;11;2397,8246794283
12865;1;4;2;7;04;11;2397,8246794283
12865;1;5;1;5;04;11;2397,8246794283
12866;1;1;1;56;04;50;328,140838148675
12866;1;2;2;48;04;50;328,140838148675
12867;1;1;1;74;04;52;197,250969381285
12868;1;1;2;42;04;13;262,161404412704
12868;1;2;2;19;04;13;262,161404412704
12868;1;3;1;10;04;13;262,161404412704
12869;1;1;1;77;04;11;1390,72256435903
12869;1;2;2;72;04;11;1390,72256435903
12870;1;1;1;42;04;05;1767,97567005333
12870;1;2;2;44;04;05;1767,97567005333
12870;1;3;2;18;04;05;1767,97567005333
12870;1;4;1;0;04;05;1767,97567005333
12874;1;1;1;66;04;05;813,443665545808
12874;1;2;2;60;04;05;813,443665545808
12875;1;1;1;22;04;76;1025,78855778791
12875;1;2;2;20;04;76;1025,78855778791
12875;1;3;2;25;04;76;1025,78855778791
12877;1;1;1;50;04;17;146,781253425783
12877;1;2;2;51;04;17;146,781253425783
12877;1;3;2;17;04;17;146,781253425783
12878;1;1;1;52;04;11;3608,57486433603
12878;1;2;2;40;04;11;3608,57486433603
12878;1;3;1;18;04;11;3608,57486433603
12881;1;1;2;54;04;54;542,241721057324
12881;1;2;2;9;04;54;542,241721057324
12882;1;1;1;31;04;68;1610,24279216058
12882;1;2;1;10;04;68;1610,24279216058
12882;1;3;1;30;04;68;1610,24279216058
12882;1;4;1;56;04;68;1610,24279216058
12884;1;1;2;30;04;50;175,277880571258
12884;1;2;1;37;04;50;175,277880571258
12884;1;3;1;9;04;50;175,277880571258
12884;1;4;2;2;04;50;175,277880571258
12884;1;5;2;61;04;50;175,277880571258
12884;1;6;1;55;04;50;175,277880571258
12885;1;1;2;47;04;05;2131,44617030859
12888;1;1;1;35;04;11;2076,60090397302
12888;1;2;2;25;04;11;2076,60090397302
12890;1;1;1;56;04;08;600,444955150055
12890;1;2;2;55;04;08;600,444955150055
12890;1;3;2;22;04;08;600,444955150055
12892;1;1;1;70;04;08;754,347073260211
12892;1;2;2;74;04;08;754,347073260211
12892;1;3;1;49;04;08;754,347073260211
12892;1;4;1;15;04;08;754,347073260211
12892;1;5;1;14;04;08;754,347073260211
12892;1;6;1;26;04;08;754,347073260211
12892;1;7;2;21;04;08;754,347073260211
12892;1;8;1;4;04;08;754,347073260211
12892;1;9;2;46;04;08;754,347073260211
12895;1;1;2;52;04;50;125,255135034379
12895;1;2;2;20;04;50;125,255135034379
12895;1;3;2;16;04;50;125,255135034379
12899;1;1;1;49;04;68;912,191742807947
12899;1;2;2;49;04;68;912,191742807947
12899;1;3;2;20;04;68;912,191742807947
12899;1;4;1;4;04;68;912,191742807947
12900;1;1;2;57;04;13;299,068567712727
12900;1;2;1;81;04;13;299,068567712727
12901;1;1;2;69;04;17;369,689205592607
12902;1;1;1;71;04;11;1390,72256435903
12902;1;2;2;64;04;11;1390,72256435903
12903;1;1;2;52;04;54;444,546674143645
12904;1;1;2;66;04;52;224,500196930117
12904;1;2;1;42;04;52;224,500196930117
12904;1;3;1;9;04;52;224,500196930117
12906;1;1;1;33;04;08;386,301226243073
12906;1;2;2;32;04;08;386,301226243073
12906;1;3;1;19;04;08;386,301226243073
12906;1;4;2;11;04;08;386,301226243073
12909;1;1;2;63;04;52;133,636005786513
12909;1;2;1;38;04;52;133,636005786513
12909;1;3;1;16;04;52;133,636005786513
12910;1;1;2;60;04;76;709,444187147713
12911;1;1;2;69;04;76;1568,34962843706
12911;1;2;2;31;04;76;1568,34962843706
12911;1;3;2;0;04;76;1568,34962843706
12913;1;1;1;25;04;17;399,780143147187
12913;1;2;2;29;04;17;399,780143147187
12914;1;1;1;41;04;05;1676,98530709762
12914;1;2;2;31;04;05;1676,98530709762
12914;1;3;2;8;04;05;1676,98530709762
12914;1;4;2;56;04;05;1676,98530709762
12916;1;1;2;55;04;52;126,290342896092
12916;1;2;1;52;04;52;126,290342896092
12916;1;3;2;14;04;52;126,290342896092
12916;1;4;1;58;04;52;126,290342896092
12920;1;1;1;68;04;52;130,998274525532
12920;1;2;2;80;04;52;130,998274525532
12923;1;1;2;73;04;13;306,719162278035
12923;1;2;1;73;04;13;306,719162278035
12923;1;3;2;49;04;13;306,719162278035
12925;1;1;2;45;04;68;312,541944089277
12925;1;2;1;47;04;68;312,541944089277
12925;1;3;2;7;04;68;312,541944089277
12928;1;1;2;67;04;17;369,689205592607
12930;1;1;2;76;04;52;107,682175724551
12931;1;1;2;76;04;05;1232,70785542901
12931;1;2;2;50;04;05;1232,70785542901
12932;1;1;2;46;04;68;652,347904681722
12932;1;2;1;41;04;68;652,347904681722
12932;1;3;2;30;04;68;652,347904681722
12932;1;4;1;10;04;68;652,347904681722
12932;1;5;1;5;04;68;652,347904681722
12932;1;6;1;23;04;68;652,347904681722
12932;1;7;1;21;04;68;652,347904681722
12934;1;1;2;26;04;23;199,100705093771
12934;1;2;1;30;04;23;199,100705093771
12934;1;3;1;9;04;23;199,100705093771
12934;1;4;1;1;04;23;199,100705093771
12935;1;1;1;69;04;17;235,582943809347
12935;1;2;2;48;04;17;235,582943809347
12935;1;3;1;21;04;17;235,582943809347
12937;1;1;1;39;04;76;1242,88093685919
12937;1;2;2;34;04;76;1242,88093685919
12937;1;3;1;5;04;76;1242,88093685919
12939;1;1;2;75;04;05;905,958250566047
12940;1;1;2;56;04;05;1953,31833334386
12941;1;1;2;70;04;05;1098,02776149806
12941;1;2;1;34;04;05;1098,02776149806
12943;1;1;1;55;04;05;859,895788861243
12943;1;2;2;57;04;05;859,895788861243
12943;1;3;2;80;04;05;859,895788861243
12944;1;1;2;56;04;76;2426,09237846742
12944;1;2;1;26;04;76;2426,09237846742
12944;1;3;1;26;04;76;2426,09237846742
12944;1;4;2;26;04;76;2426,09237846742
12944;1;5;1;9;04;76;2426,09237846742
12944;1;6;2;2;04;76;2426,09237846742
12946;1;1;1;66;04;17;140,733972726359
12948;1;1;1;67;04;52;166,626647855735
12948;1;2;2;53;04;52;166,626647855735
12948;1;3;2;18;04;52;166,626647855735
12948;1;4;2;16;04;52;166,626647855735
12949;1;1;2;40;04;05;1328,88312078846
12949;1;2;2;19;04;05;1328,88312078846
12949;1;3;2;19;04;05;1328,88312078846
12950;1;1;2;74;04;52;153,87347183882
12950;1;2;1;37;04;52;153,87347183882
12951;1;1;1;73;04;17;140,733972726359
12953;1;1;2;66;04;50;125,967681068678
12953;1;2;1;68;04;50;125,967681068678
12953;1;3;1;44;04;50;125,967681068678
12953;1;4;2;20;04;50;125,967681068678
12953;1;5;2;0;04;50;125,967681068678
12953;1;6;1;40;04;50;125,967681068678
12956;1;1;1;35;04;11;2461,15662693098
12956;1;2;2;27;04;11;2461,15662693098
12957;1;1;2;22;04;17;251,939834202985
12957;1;2;1;28;04;17;251,939834202985
12961;1;1;1;43;04;17;319,646751101321
12961;1;2;2;31;04;17;319,646751101321
12961;1;3;1;11;04;17;319,646751101321
12961;1;4;2;8;04;17;319,646751101321
12962;1;1;1;0;04;11;2030,41069986112
12962;1;2;2;0;04;11;2030,41069986112
12962;1;3;1;0;04;11;2030,41069986112
12962;1;4;2;21;04;11;2030,41069986112
12962;1;5;1;1;04;11;2030,41069986112
12965;1;1;1;74;04;05;997,479115079042
12965;1;2;2;72;04;05;997,479115079042
12965;1;3;2;76;04;05;997,479115079042
12966;1;1;2;38;04;11;2185,20599885312
12966;1;2;1;47;04;11;2185,20599885312
12966;1;3;2;1;04;11;2185,20599885312
12966;1;4;1;74;04;11;2185,20599885312
12966;1;5;2;67;04;11;2185,20599885312
12967;1;1;2;47;04;52;205,476763306065
12967;1;2;1;30;04;52;205,476763306065
12967;1;3;1;20;04;52;205,476763306065
12967;1;4;1;11;04;52;205,476763306065
12968;1;1;1;70;04;17;140,733972726359
12971;1;1;1;58;04;05;1314,41156356061
12971;1;2;2;28;04;05;1314,41156356061
12971;1;3;1;31;04;05;1314,41156356061
12971;1;4;2;10;04;05;1314,41156356061
12974;1;1;1;46;04;23;181,108255356767
12974;1;2;2;46;04;23;181,108255356767
12974;1;3;1;12;04;23;181,108255356767
12975;1;1;2;39;04;17;238,032151814186
12975;1;2;1;49;04;17;238,032151814186
12975;1;3;1;23;04;17;238,032151814186
12975;1;4;1;20;04;17;238,032151814186
12975;1;5;2;8;04;17;238,032151814186
12979;1;1;2;84;04;05;1047,46404088093
12979;1;2;1;48;04;05;1047,46404088093
12979;1;3;1;45;04;05;1047,46404088093
12982;1;1;1;70;04;05;1147,97376066846
12983;1;1;1;34;04;13;481,033432039393
12983;1;2;1;16;04;13;481,033432039393
12983;1;3;1;13;04;13;481,033432039393
12983;1;4;2;12;04;13;481,033432039393
12984;1;1;2;35;04;17;395,75312041116
12984;1;2;1;43;04;17;395,75312041116
12984;1;3;2;15;04;17;395,75312041116
12984;1;4;1;3;04;17;395,75312041116
12991;1;1;1;48;04;52;222,40137247425
12991;1;2;2;47;04;52;222,40137247425
12991;1;3;1;15;04;52;222,40137247425
12991;1;4;1;12;04;52;222,40137247425
12992;1;1;1;37;04;23;306,164188341675
12992;1;2;2;36;04;23;306,164188341675
12992;1;3;2;19;04;23;306,164188341675
12992;1;4;2;9;04;23;306,164188341675
12993;1;1;2;53;04;17;98,93828010279
12993;1;2;1;63;04;17;98,93828010279
12993;1;3;2;30;04;17;98,93828010279
12993;1;4;1;25;04;17;98,93828010279
12996;1;1;1;55;04;05;2130,36747771595
12996;1;2;2;46;04;05;2130,36747771595
12996;1;3;1;4;04;05;2130,36747771595
12997;1;1;2;28;04;50;518,757671943879
12997;1;2;1;5;04;50;518,757671943879
12999;1;1;2;32;04;17;218,539308195046
12999;1;2;1;32;04;17;218,539308195046
12999;1;3;2;1;04;17;218,539308195046
12999;1;4;2;56;04;17;218,539308195046
13002;1;1;2;30;04;52;217,193657356416
13002;1;2;1;4;04;52;217,193657356416
13002;1;3;1;21;04;52;217,193657356416
13003;1;1;1;33;04;11;2578,04195611218
13003;1;2;2;27;04;11;2578,04195611218
13003;1;3;1;8;04;11;2578,04195611218
13004;1;1;1;71;04;05;1147,97376066846
13005;1;1;1;46;04;11;1998,26056678309
13005;1;2;2;46;04;11;1998,26056678309
13005;1;3;1;18;04;11;1998,26056678309
13005;1;4;1;15;04;11;1998,26056678309
13006;1;1;1;48;04;52;181,34138334983
13008;1;1;1;40;04;11;4107,33294847264
13008;1;2;2;29;04;11;4107,33294847264
13008;1;3;2;5;04;11;4107,33294847264
13009;1;1;1;70;04;17;196,957718654259
13011;1;1;1;37;04;50;190,029751954107
13011;1;2;2;31;04;50;190,029751954107
13011;1;3;2;13;04;50;190,029751954107
13011;1;4;1;7;04;50;190,029751954107
13013;1;1;1;56;04;05;1360,68633993496
13013;1;2;2;58;04;05;1360,68633993496
13013;1;3;2;21;04;05;1360,68633993496
13025;1;1;1;63;04;73;283,433977794932
13025;1;2;2;51;04;73;283,433977794932
13026;1;1;1;40;04;11;3529,04629117587
13026;1;2;2;40;04;11;3529,04629117587
13026;1;3;2;20;04;11;3529,04629117587
13026;1;4;2;16;04;11;3529,04629117587
13029;1;1;2;57;04;73;177,769009029647
13029;1;2;2;38;04;73;177,769009029647
13029;1;3;2;18;04;73;177,769009029647
13029;1;4;1;15;04;73;177,769009029647
13029;1;5;2;84;04;73;177,769009029647
13036;1;1;1;59;04;05;1121,39987975519
13036;1;2;1;25;04;05;1121,39987975519
13036;1;3;2;57;04;05;1121,39987975519
13038;1;1;1;82;04;13;373,077422197418
13038;1;2;2;76;04;13;373,077422197418
13039;1;1;2;58;04;23;234,991112217867
13039;1;2;2;41;04;23;234,991112217867
13039;1;3;1;20;04;23;234,991112217867
13039;1;4;2;57;04;23;234,991112217867
13045;1;1;1;55;04;05;1780,0056367371
13045;1;2;2;62;04;05;1780,0056367371
13045;1;3;2;20;04;05;1780,0056367371
13045;1;4;2;20;04;05;1780,0056367371
13045;1;5;2;18;04;05;1780,0056367371
13048;1;1;1;73;04;11;1988,03745392454
13048;1;2;2;70;04;11;1988,03745392454
13049;1;1;2;56;04;17;138,092380879628
13049;1;2;2;17;04;17;138,092380879628
13052;1;1;1;52;04;23;267,619115031433
13056;1;1;1;73;04;08;297,652109180311
13056;1;2;2;67;04;08;297,652109180311
13056;1;3;1;33;04;08;297,652109180311
13056;1;4;1;54;04;08;297,652109180311
13056;1;5;1;84;04;08;297,652109180311
13056;1;6;1;41;04;08;297,652109180311
13058;1;1;1;68;04;17;84,61409597006
13058;1;2;2;65;04;17;84,61409597006
13060;1;1;2;71;04;17;127,365251013933
13060;1;2;1;48;04;17;127,365251013933
13060;1;3;1;51;04;17;127,365251013933
13060;1;4;2;45;04;17;127,365251013933
13060;1;5;2;20;04;17;127,365251013933
13065;1;1;2;51;04;54;374,532681821211
13068;1;1;1;44;04;68;333,7573802281
13068;1;2;2;19;04;68;333,7573802281
13068;1;3;2;2;04;68;333,7573802281
13069;1;1;1;39;04;05;596,098438141317
13069;1;2;1;39;04;05;596,098438141317
13069;1;3;2;14;04;05;596,098438141317
13069;1;4;1;12;04;05;596,098438141317
13070;1;1;1;86;04;68;203,84321665829
13070;1;2;2;79;04;68;203,84321665829
13072;1;1;2;64;04;68;268,389033412406
13072;1;2;2;37;04;68;268,389033412406
13072;1;3;2;35;04;68;268,389033412406
13072;1;4;2;10;04;68;268,389033412406
13072;1;5;1;85;04;68;268,389033412406
13082;1;1;2;41;04;52;171,681341209978
13082;1;2;2;18;04;52;171,681341209978
13087;1;1;1;56;04;54;511,004811098746
13097;1;1;1;45;04;52;250,794353215175
13097;1;2;2;43;04;52;250,794353215175
13097;1;3;2;16;04;52;250,794353215175
13097;1;4;2;6;04;52;250,794353215175
13099;1;1;1;68;04;13;180,651867915299
13099;1;2;2;50;04;13;180,651867915299
13099;1;3;2;22;04;13;180,651867915299
13099;1;4;1;0;04;13;180,651867915299
13099;1;5;2;75;04;13;180,651867915299
13101;1;1;1;52;04;11;4755,78999676211
13101;1;2;2;54;04;11;4755,78999676211
13101;1;3;2;31;04;11;4755,78999676211
13111;1;1;1;58;04;08;982,87546494839
13111;1;2;1;33;04;08;982,87546494839
13111;1;3;2;34;04;08;982,87546494839
13111;1;4;1;15;04;08;982,87546494839
