directorio;secuencia_p;orden;p6020;p6040;mes;area;fex_c_2011
22013;1;4;2;47;04;05;572,053806184387
22013;1;5;1;53;04;05;572,053806184387
22013;1;6;1;28;04;05;572,053806184387
22014;1;1;1;63;04;68;337,09603764613
22014;1;2;2;60;04;68;337,09603764613
22014;1;3;2;23;04;68;337,09603764613
22016;1;1;1;60;04;23;138,366318815392
22016;1;2;2;60;04;23;138,366318815392
22016;1;3;1;19;04;23;138,366318815392
22017;1;1;1;22;04;17;254,830347676459
22017;1;2;2;22;04;17;254,830347676459
22017;1;3;1;17;04;17;254,830347676459
22018;1;1;2;84;04;68;207,353971326762
22018;1;2;1;62;04;68;207,353971326762
22018;1;3;2;51;04;68;207,353971326762
22018;1;4;2;23;04;68;207,353971326762
22018;1;5;2;21;04;68;207,353971326762
22018;1;6;2;3;04;68;207,353971326762
22022;1;1;1;50;04;17;232,470364437325
22022;1;2;2;41;04;17;232,470364437325
22022;1;3;1;19;04;17;232,470364437325
22022;1;4;1;11;04;17;232,470364437325
22023;1;1;2;69;04;76;821,603934830114
22026;1;1;1;57;04;08;512,558867652184
22026;1;2;1;8;04;08;512,558867652184
22026;1;3;2;11;04;08;512,558867652184
22026;1;4;2;0;04;08;512,558867652184
22026;1;5;1;29;04;08;512,558867652184
22026;1;6;2;37;04;08;512,558867652184
22026;1;7;1;59;04;08;512,558867652184
22026;1;8;1;17;04;08;512,558867652184
22030;1;1;2;48;04;52;201,628095242292
22030;1;2;2;28;04;52;201,628095242292
22030;1;3;1;6;04;52;201,628095242292
22030;1;4;2;31;04;52;201,628095242292
22030;1;5;1;30;04;52;201,628095242292
22030;1;6;1;13;04;52;201,628095242292
22031;1;1;1;42;04;13;336,619084261439
22031;1;2;2;42;04;13;336,619084261439
22031;1;3;2;16;04;13;336,619084261439
22031;1;4;2;5;04;13;336,619084261439
22032;1;1;1;29;04;52;162,241140946359
22032;1;2;2;29;04;52;162,241140946359
22032;1;3;1;11;04;52;162,241140946359
22032;1;4;1;7;04;52;162,241140946359
22032;1;5;2;60;04;52;162,241140946359
22033;1;1;2;62;04;68;833,823264490657
22033;1;2;1;20;04;68;833,823264490657
22033;1;3;1;16;04;68;833,823264490657
22034;1;1;2;33;04;52;181,247496591684
22034;1;2;1;11;04;52;181,247496591684
22034;1;3;2;8;04;52;181,247496591684
22040;1;1;1;42;04;52;81,8698392197829
22040;1;2;2;24;04;52;81,8698392197829
22040;1;3;1;20;04;52;81,8698392197829
22040;1;4;1;33;04;52;81,8698392197829
22041;1;1;1;77;04;52;106,915742824059
22042;1;1;2;59;04;66;292,665349517838
22042;1;2;2;48;04;66;292,665349517838
22044;1;1;1;47;04;23;195,352698101679
22044;1;2;2;39;04;23;195,352698101679
22044;1;3;2;15;04;23;195,352698101679
22044;1;4;1;10;04;23;195,352698101679
22045;1;1;1;47;04;76;1098,90174098387
22045;1;2;2;37;04;76;1098,90174098387
22045;1;3;1;14;04;76;1098,90174098387
22045;1;4;1;3;04;76;1098,90174098387
22046;1;1;1;64;04;23;171,193393074466
22046;1;2;2;56;04;23;171,193393074466
22046;1;3;1;31;04;23;171,193393074466
22046;1;4;2;26;04;23;171,193393074466
22046;1;5;1;10;04;23;171,193393074466
22046;1;6;2;0;04;23;171,193393074466
22050;1;1;1;47;04;52;106,412274866631
22050;1;2;2;42;04;52;106,412274866631
22050;1;3;2;10;04;52;106,412274866631
22055;1;1;1;51;04;76;754,280127667455
22055;1;2;2;50;04;76;754,280127667455
22055;1;3;1;23;04;76;754,280127667455
22055;1;4;2;12;04;76;754,280127667455
22056;1;1;1;46;04;66;77,2801583525282
22056;1;2;2;68;04;66;77,2801583525282
22056;1;3;1;48;04;66;77,2801583525282
22056;1;4;2;88;04;66;77,2801583525282
22057;1;1;2;41;04;11;1381,12707946708
22057;1;2;1;58;04;11;1381,12707946708
22057;1;3;2;11;04;11;1381,12707946708
22057;1;4;1;10;04;11;1381,12707946708
22057;1;5;1;8;04;11;1381,12707946708
22058;1;1;1;38;04;13;342,468972533358
22058;1;2;2;22;04;13;342,468972533358
22058;1;3;1;7;04;13;342,468972533358
22058;1;4;2;0;04;13;342,468972533358
22060;1;1;2;74;04;68;374,014331952089
22062;1;1;2;62;04;05;691,8964466809
22064;1;1;2;66;04;17;174,352773327993
22064;1;2;1;67;04;17;174,352773327993
22064;1;3;2;89;04;17;174,352773327993
22067;1;1;2;55;04;13;264,71989197681
22067;1;2;1;54;04;13;264,71989197681
22067;1;3;2;22;04;13;264,71989197681
22067;1;4;2;20;04;13;264,71989197681
22073;1;1;1;62;04;05;2893,09661376738
22073;1;2;2;40;04;05;2893,09661376738
22073;1;3;1;20;04;05;2893,09661376738
22073;1;4;1;16;04;05;2893,09661376738
22073;1;5;1;12;04;05;2893,09661376738
22074;1;1;1;60;04;54;250,871932001342
22074;1;2;2;58;04;54;250,871932001342
22074;1;3;1;27;04;54;250,871932001342
22074;1;4;1;21;04;54;250,871932001342
22074;1;5;2;14;04;54;250,871932001342
22076;1;1;2;46;04;54;368,470333168948
22076;1;2;2;21;04;54;368,470333168948
22076;1;3;2;18;04;54;368,470333168948
22076;1;4;2;17;04;54;368,470333168948
22076;1;5;2;11;04;54;368,470333168948
22077;1;1;1;50;04;52;166,401765036285
22077;1;2;1;26;04;52;166,401765036285
22077;1;3;2;73;04;52;166,401765036285
22078;1;1;1;45;04;17;296,811867482498
22078;1;2;2;56;04;17;296,811867482498
22080;1;1;1;71;04;52;102,575646676046
22080;1;2;2;64;04;52;102,575646676046
22080;1;3;1;24;04;52;102,575646676046
22081;1;1;1;70;04;17;149,777334801762
22081;1;2;2;55;04;17;149,777334801762
22081;1;3;1;81;04;17;149,777334801762
22083;1;1;2;79;04;13;325,207946323817
22083;1;2;2;78;04;13;325,207946323817
22085;1;1;2;72;04;17;285,311398513443
22086;1;1;1;90;04;52;147,938227035964
22087;1;1;1;58;04;11;890,430628310592
22087;1;2;2;52;04;11;890,430628310592
22087;1;3;1;21;04;11;890,430628310592
22088;1;1;1;67;04;76;514,184756338429
22088;1;2;2;67;04;76;514,184756338429
22090;1;1;2;47;04;17;377,784697644433
22090;1;2;1;50;04;17;377,784697644433
22090;1;3;1;17;04;17;377,784697644433
22090;1;4;2;14;04;17;377,784697644433
22094;1;1;2;75;04;23;225,268373821423
22094;1;2;2;48;04;23;225,268373821423
22094;1;3;2;27;04;23;225,268373821423
22094;1;4;2;24;04;23;225,268373821423
22095;1;1;1;46;04;76;1192,2323144776
22095;1;2;1;20;04;76;1192,2323144776
22097;1;1;2;43;04;08;530,112434099916
22097;1;2;2;71;04;08;530,112434099916
22098;1;1;2;36;04;52;187,95604963536
22098;1;2;1;18;04;52;187,95604963536
22098;1;3;1;1;04;52;187,95604963536
22101;1;1;1;38;04;17;308,534385136804
22101;1;2;2;37;04;17;308,534385136804
22102;1;1;1;44;04;23;158,087850889549
22102;1;2;2;27;04;23;158,087850889549
22103;1;1;2;58;04;17;324,720509055311
22103;1;2;1;38;04;17;324,720509055311
22103;1;3;2;31;04;17;324,720509055311
22103;1;4;2;12;04;17;324,720509055311
22103;1;5;1;6;04;17;324,720509055311
22104;1;1;1;44;04;17;93,1637540377681
22104;1;2;2;36;04;17;93,1637540377681
22104;1;3;1;19;04;17;93,1637540377681
22104;1;4;1;12;04;17;93,1637540377681
22106;1;1;2;25;04;76;897,017032586727
22108;1;1;2;54;04;13;424,972976573694
22108;1;2;1;59;04;13;424,972976573694
22108;1;3;2;22;04;13;424,972976573694
22108;1;4;2;20;04;13;424,972976573694
22111;2;1;1;35;04;73;162,891673886966
22111;2;2;2;43;04;73;162,891673886966
22111;2;3;2;22;04;73;162,891673886966
22111;2;4;1;18;04;73;162,891673886966
22111;2;5;2;5;04;73;162,891673886966
22112;1;1;2;64;04;17;184,612573025585
22112;1;2;1;71;04;17;184,612573025585
22115;1;1;2;64;04;76;2881,80646061547
22115;1;2;2;29;04;76;2881,80646061547
22115;1;3;2;9;04;76;2881,80646061547
22115;1;4;2;16;04;76;2881,80646061547
22115;1;5;1;13;04;76;2881,80646061547
22115;1;6;2;8;04;76;2881,80646061547
22116;1;1;1;49;04;52;71,310137713532
22116;1;2;2;38;04;52;71,310137713532
22116;1;3;1;10;04;52;71,310137713532
22116;1;4;2;72;04;52;71,310137713532
22119;1;1;1;53;04;17;296,811867482498
22119;1;2;2;61;04;17;296,811867482498
22120;1;1;2;54;04;05;923,530482274163
22120;1;2;1;22;04;05;923,530482274163
22121;1;1;1;41;04;76;776,496591781223
22121;1;2;2;13;04;76;776,496591781223
22123;1;1;2;51;04;68;308,096476718007
22123;1;2;1;58;04;68;308,096476718007
22123;1;3;2;9;04;68;308,096476718007
22124;1;1;1;50;04;13;483,955044595465
22124;1;2;2;53;04;13;483,955044595465
22124;1;3;2;22;04;13;483,955044595465
22124;1;4;2;14;04;13;483,955044595465
22124;1;5;2;16;04;13;483,955044595465
22126;1;1;1;49;04;68;404,038764984204
22126;1;2;2;40;04;68;404,038764984204
22126;1;3;1;20;04;68;404,038764984204
22126;1;4;1;9;04;68;404,038764984204
22126;1;5;2;22;04;68;404,038764984204
22126;1;6;2;5;04;68;404,038764984204
22130;1;1;1;51;04;76;589,044281441712
22130;1;2;2;46;04;76;589,044281441712
22130;1;3;2;15;04;76;589,044281441712
22132;1;1;2;73;04;76;764,097033246878
22132;1;2;2;17;04;76;764,097033246878
22132;1;3;1;13;04;76;764,097033246878
22138;1;1;2;74;04;05;917,878753862968
22141;1;1;2;34;04;50;209,007311129387
22141;1;2;1;36;04;50;209,007311129387
22141;1;3;1;16;04;50;209,007311129387
22141;1;4;1;12;04;50;209,007311129387
22141;1;5;1;0;04;50;209,007311129387
22141;1;6;1;83;04;50;209,007311129387
22143;1;1;1;39;04;05;1134,33509204998
22143;1;2;1;18;04;05;1134,33509204998
22143;1;3;2;13;04;05;1134,33509204998
22144;1;1;1;64;04;76;1302,60337858581
22145;1;1;1;60;04;23;139,315787357346
22145;1;2;2;53;04;23;139,315787357346
22145;1;3;1;32;04;23;139,315787357346
22145;1;4;2;26;04;23;139,315787357346
22145;1;5;2;83;04;23;139,315787357346
22147;1;1;1;69;04;76;734,62994803946
22147;1;2;1;47;04;76;734,62994803946
22147;1;3;1;23;04;76;734,62994803946
22147;1;4;1;24;04;76;734,62994803946
22148;1;1;2;62;04;17;101,752393390813
22150;1;1;1;90;04;17;85,9571768584737
22150;1;2;2;82;04;17;85,9571768584737
22151;1;1;2;41;04;05;1001,58234391816
22155;1;1;1;30;04;76;1588,49393567231
22155;1;2;2;29;04;76;1588,49393567231
22156;1;1;1;64;04;05;421,592907336111
22158;1;1;1;25;04;50;243,1414121137
22158;1;2;2;23;04;50;243,1414121137
22158;1;3;1;7;04;50;243,1414121137
22158;1;4;2;1;04;50;243,1414121137
22159;1;1;1;20;04;54;291,747961303204
22160;1;1;2;71;04;17;105,853877764781
22160;1;2;1;37;04;17;105,853877764781
22161;1;2;1;50;04;54;271,542625215748
22161;1;3;2;47;04;54;271,542625215748
22161;1;4;2;25;04;54;271,542625215748
22161;1;5;2;11;04;54;271,542625215748
22162;1;1;2;33;04;52;178,232777570405
22162;1;2;2;8;04;52;178,232777570405
22164;1;1;1;50;04;05;944,707377832902
22164;1;2;2;52;04;05;944,707377832902
22164;1;3;2;21;04;05;944,707377832902
22165;1;1;1;41;04;76;782,027783715597
22165;1;2;2;39;04;76;782,027783715597
22166;1;1;1;84;04;05;1069,58489649181
22166;1;2;2;57;04;05;1069,58489649181
22166;1;3;2;67;04;05;1069,58489649181
22166;1;4;2;46;04;05;1069,58489649181
22166;1;5;2;29;04;05;1069,58489649181
22166;1;6;2;23;04;05;1069,58489649181
22166;1;7;2;16;04;05;1069,58489649181
22166;1;8;2;43;04;05;1069,58489649181
22169;1;1;2;60;04;17;171,848296205759
22169;1;2;2;14;04;17;171,848296205759
22171;1;1;1;27;04;17;283,30403176373
22171;1;2;2;29;04;17;283,30403176373
22171;1;3;2;3;04;17;283,30403176373
22172;1;1;2;39;04;76;1365,42324341706
22172;1;2;2;18;04;76;1365,42324341706
22172;1;3;2;9;04;76;1365,42324341706
22173;1;1;1;66;04;17;410,039152005731
22173;1;2;1;58;04;17;410,039152005731
22173;1;3;1;25;04;17;410,039152005731
22173;1;4;1;6;04;17;410,039152005731
22173;1;5;2;5;04;17;410,039152005731
22173;1;6;1;14;04;17;410,039152005731
22173;1;7;2;90;04;17;410,039152005731
22176;1;1;2;33;04;52;134,236698121656
22176;1;2;2;19;04;52;134,236698121656
22176;1;3;1;0;04;52;134,236698121656
22180;1;1;1;76;04;17;65,8395397213841
22180;1;2;2;72;04;17;65,8395397213841
22181;1;1;1;70;04;05;621,241410864772
22181;1;2;2;60;04;05;621,241410864772
22183;1;1;1;39;04;05;3704,14744822218
22183;1;2;2;32;04;05;3704,14744822218
22183;1;3;1;16;04;05;3704,14744822218
22186;1;1;1;53;04;52;142,142943612657
22186;1;2;2;20;04;52;142,142943612657
22189;1;1;1;73;04;76;441,594310287757
22189;1;2;2;65;04;76;441,594310287757
22189;1;3;2;45;04;76;441,594310287757
22189;1;4;1;11;04;76;441,594310287757
22190;1;1;2;27;04;50;225,0367755902
22190;1;2;2;17;04;50;225,0367755902
22191;1;1;1;66;04;11;711,654734673184
22191;1;2;2;61;04;11;711,654734673184
22191;1;3;2;28;04;11;711,654734673184
22191;1;4;1;25;04;11;711,654734673184
22192;1;1;1;45;04;08;689,003964204858
22192;1;2;2;29;04;08;689,003964204858
22192;1;3;2;12;04;08;689,003964204858
22192;1;4;2;8;04;08;689,003964204858
22192;1;5;1;7;04;08;689,003964204858
22192;1;6;2;6;04;08;689,003964204858
22193;1;1;2;63;04;23;153,311195894367
22193;1;2;1;31;04;23;153,311195894367
22195;1;1;1;63;04;23;96,8933056421608
22195;1;2;2;61;04;23;96,8933056421608
22195;1;3;1;34;04;23;96,8933056421608
22195;1;4;1;30;04;23;96,8933056421608
22195;1;5;2;27;04;23;96,8933056421608
22198;1;1;2;33;04;11;959,899833478236
22198;1;2;1;12;04;11;959,899833478236
22198;1;3;1;6;04;11;959,899833478236
22199;1;1;1;45;04;13;347,699537749741
22199;1;2;2;37;04;13;347,699537749741
22199;1;3;1;19;04;13;347,699537749741
22199;1;4;2;18;04;13;347,699537749741
22199;1;5;2;15;04;13;347,699537749741
22202;1;1;2;19;04;11;1213,65003093062
22202;1;2;1;1;04;11;1213,65003093062
22205;1;1;1;48;04;08;897,42213216621
22205;1;2;2;43;04;08;897,42213216621
22205;1;3;1;19;04;08;897,42213216621
22205;1;4;1;17;04;08;897,42213216621
22206;1;1;2;24;04;66;480,017966898518
22206;1;2;1;64;04;66;480,017966898518
22206;1;3;2;57;04;66;480,017966898518
22209;1;1;2;36;04;54;264,378732269374
22209;1;2;1;46;04;54;264,378732269374
22209;1;3;1;18;04;54;264,378732269374
22209;1;4;2;13;04;54;264,378732269374
22210;1;1;1;68;04;05;291,622967214626
22210;1;2;2;68;04;05;291,622967214626
22210;1;3;1;29;04;05;291,622967214626
22210;1;4;2;58;04;05;291,622967214626
22210;1;5;2;57;04;05;291,622967214626
22211;1;1;1;58;04;66;347,703832205533
22211;1;2;2;54;04;66;347,703832205533
22211;1;3;1;81;04;66;347,703832205533
22212;1;1;1;74;04;05;989,121049076837
22212;1;2;1;72;04;05;989,121049076837
22213;1;1;1;34;04;68;1430,06805807251
22213;1;2;1;34;04;68;1430,06805807251
22213;1;3;1;13;04;68;1430,06805807251
22213;1;4;2;7;04;68;1430,06805807251
22215;1;1;2;80;04;54;311,981973839883
22215;1;2;1;67;04;54;311,981973839883
22215;1;3;1;43;04;54;311,981973839883
22215;1;4;2;49;04;54;311,981973839883
22215;1;5;1;48;04;54;311,981973839883
22215;1;6;1;17;04;54;311,981973839883
22215;1;7;1;16;04;54;311,981973839883
22217;1;1;2;67;04;76;756,790767924144
22217;1;2;1;73;04;76;756,790767924144
22217;1;3;1;17;04;76;756,790767924144
22218;1;1;1;67;04;17;68,5402686753303
22218;1;2;2;73;04;17;68,5402686753303
22218;1;3;2;54;04;17;68,5402686753303
22218;1;4;1;27;04;17;68,5402686753303
22218;1;5;2;21;04;17;68,5402686753303
22218;1;6;2;46;04;17;68,5402686753303
22218;1;7;1;21;04;17;68,5402686753303
22218;1;8;2;18;04;17;68,5402686753303
22218;1;9;2;30;04;17;68,5402686753303
22218;1;10;1;41;04;17;68,5402686753303
22221;1;1;2;29;04;76;991,471972423287
22221;1;2;1;35;04;76;991,471972423287
22221;1;3;1;7;04;76;991,471972423287
22222;1;1;1;44;04;23;153,311195894367
22222;1;2;2;61;04;23;153,311195894367
22223;1;1;1;71;04;05;1119,45470468543
22223;1;2;2;54;04;05;1119,45470468543
22224;1;1;1;76;04;17;271,864675381811
22224;1;2;1;35;04;17;271,864675381811
22225;1;1;1;60;04;73;415,858858316551
22225;1;2;2;76;04;73;415,858858316551
22226;1;1;1;51;04;76;636,969481854869
22226;1;2;2;52;04;76;636,969481854869
22226;1;3;2;19;04;76;636,969481854869
22228;1;1;1;33;04;76;1723,30187678875
22228;1;2;1;42;04;76;1723,30187678875
22228;1;3;1;18;04;76;1723,30187678875
22228;1;4;2;15;04;76;1723,30187678875
22228;1;5;2;13;04;76;1723,30187678875
22229;1;1;2;40;04;66;257,774736488723
22229;1;2;2;16;04;66;257,774736488723
22229;1;3;2;17;04;66;257,774736488723
22237;1;1;1;59;04;52;49,0659633103556
22237;1;2;2;55;04;52;49,0659633103556
22237;1;3;1;15;04;52;49,0659633103556
22237;1;4;2;30;04;52;49,0659633103556
22237;1;5;1;7;04;52;49,0659633103556
22240;1;1;1;53;04;11;968,423277796267
22240;1;2;2;56;04;11;968,423277796267
22240;1;3;2;22;04;11;968,423277796267
22241;1;1;1;56;04;11;1747,7132608434
22241;1;2;2;59;04;11;1747,7132608434
22241;1;3;1;28;04;11;1747,7132608434
22242;1;1;1;27;04;76;1548,47078616029
22242;1;2;2;33;04;76;1548,47078616029
22242;1;3;1;11;04;76;1548,47078616029
22242;1;4;2;6;04;76;1548,47078616029
22247;1;1;1;69;04;52;192,988529434936
22247;1;2;2;64;04;52;192,988529434936
22248;1;1;1;29;04;66;951,585651745963
22248;1;2;2;32;04;66;951,585651745963
22248;1;3;1;3;04;66;951,585651745963
22248;1;4;2;19;04;66;951,585651745963
22249;1;1;1;80;04;73;502,003142953988
22249;1;2;1;41;04;73;502,003142953988
22252;1;1;1;42;04;05;952,607111970318
22252;1;2;1;17;04;05;952,607111970318
22252;1;3;1;20;04;05;952,607111970318
22253;1;1;1;57;04;23;145,697133399224
22253;1;2;2;47;04;23;145,697133399224
22253;1;3;1;22;04;23;145,697133399224
22253;1;4;2;14;04;23;145,697133399224
22253;1;5;2;41;04;23;145,697133399224
22253;1;6;1;21;04;23;145,697133399224
22253;1;7;1;7;04;23;145,697133399224
22254;1;1;1;53;04;05;1058,98205038889
22254;1;2;2;41;04;05;1058,98205038889
22254;1;3;1;22;04;05;1058,98205038889
22254;1;4;1;19;04;05;1058,98205038889
22254;1;5;2;12;04;05;1058,98205038889
22257;1;1;2;51;04;52;66,9716687072978
22257;1;2;2;17;04;52;66,9716687072978
22260;1;1;1;47;04;05;599,208297942946
22260;1;2;2;43;04;05;599,208297942946
22260;1;3;2;20;04;05;599,208297942946
22260;1;4;1;18;04;05;599,208297942946
22260;1;5;2;64;04;05;599,208297942946
22262;1;1;1;43;04;52;296,35361963605
22262;1;2;1;39;04;52;296,35361963605
22262;1;3;2;84;04;52;296,35361963605
22264;1;1;1;52;04;76;1082,21002998663
22266;1;1;1;20;04;54;333,439122905556
22266;1;2;2;23;04;54;333,439122905556
22266;1;3;1;2;04;54;333,439122905556
22268;1;1;2;45;04;76;512,643255550493
22268;1;2;1;58;04;76;512,643255550493
22270;1;1;2;28;04;17;252,389046382953
22270;1;2;2;3;04;17;252,389046382953
22271;1;1;2;38;04;76;929,882156871539
22271;1;2;1;16;04;76;929,882156871539
22273;1;1;1;54;04;17;447,428424876626
22273;1;2;2;56;04;17;447,428424876626
22273;1;3;1;8;04;17;447,428424876626
22273;1;4;2;84;04;17;447,428424876626
22278;1;1;1;57;04;52;154,31831907398
22278;1;2;2;56;04;52;154,31831907398
22278;1;3;2;76;04;52;154,31831907398
22281;1;1;1;32;04;05;1193,64788425245
22281;1;2;1;36;04;05;1193,64788425245
22281;1;3;2;11;04;05;1193,64788425245
22282;1;1;2;33;04;73;217,020332692685
22282;1;2;1;6;04;73;217,020332692685
22284;1;1;2;69;04;11;1718,69597153096
22285;1;1;1;52;04;52;75,201112432047
22285;1;2;2;43;04;52;75,201112432047
22286;1;1;1;49;04;05;1073,70985407344
22286;1;2;2;42;04;05;1073,70985407344
22286;1;3;2;14;04;05;1073,70985407344
22286;1;4;1;18;04;05;1073,70985407344
22286;1;5;2;24;04;05;1073,70985407344
22287;1;1;2;25;04;11;929,175241961482
22287;1;2;2;27;04;11;929,175241961482
22287;1;3;1;2;04;11;929,175241961482
22289;1;1;1;35;04;05;1554,50402578915
22289;1;2;1;32;04;05;1554,50402578915
22289;1;3;2;12;04;05;1554,50402578915
22289;1;4;1;8;04;05;1554,50402578915
22290;1;1;1;56;04;08;1080,96783429255
22290;1;2;2;53;04;08;1080,96783429255
22290;1;3;1;27;04;08;1080,96783429255
22290;1;4;1;24;04;08;1080,96783429255
22290;1;5;2;20;04;08;1080,96783429255
22291;1;1;2;58;04;11;656,092771283468
22291;1;2;1;57;04;11;656,092771283468
22291;1;3;2;25;04;11;656,092771283468
22292;1;1;2;87;04;05;1248,64804321473
22292;1;2;2;44;04;05;1248,64804321473
22293;1;1;1;32;04;66;714,707083622571
22293;1;2;2;29;04;66;714,707083622571
22293;1;3;1;14;04;66;714,707083622571
22293;1;4;2;10;04;66;714,707083622571
22294;1;1;1;41;04;76;1548,47078616029
22294;1;2;2;33;04;76;1548,47078616029
22294;1;3;2;10;04;76;1548,47078616029
22294;1;4;1;6;04;76;1548,47078616029
22296;1;1;2;35;04;13;350,162125885369
22296;1;2;1;51;04;13;350,162125885369
22296;1;3;2;20;04;13;350,162125885369
22296;1;4;2;12;04;13;350,162125885369
22296;1;5;1;10;04;13;350,162125885369
22297;1;1;2;49;04;17;442,608926672383
22297;1;2;1;15;04;17;442,608926672383
22297;1;3;2;10;04;17;442,608926672383
22301;1;1;1;53;04;11;2496,06063787106
22301;1;2;2;51;04;11;2496,06063787106
22301;1;3;1;18;04;11;2496,06063787106
22301;1;4;1;11;04;11;2496,06063787106
22304;1;1;2;82;04;05;1136,24607942634
22304;1;2;2;77;04;05;1136,24607942634
22305;1;1;1;56;04;11;1647,22072892818
22305;1;2;2;59;04;11;1647,22072892818
22305;1;3;1;24;04;11;1647,22072892818
22306;1;1;2;56;04;05;673,283914567224
22306;1;2;1;30;04;05;673,283914567224
22307;1;1;2;36;04;05;946,30066521604
22307;1;2;1;19;04;05;946,30066521604
22307;1;3;1;17;04;05;946,30066521604
22307;1;4;1;12;04;05;946,30066521604
22309;1;1;1;28;04;17;232,220728022005
22310;1;1;2;64;04;76;479,169976194535
22310;1;2;2;25;04;76;479,169976194535
22312;1;1;2;29;04;76;1497,4307659335
22312;1;2;2;9;04;76;1497,4307659335
22312;1;3;1;3;04;76;1497,4307659335
22316;1;1;2;66;04;50;172,631532769465
22317;1;1;2;70;04;68;728,148784110302
22317;1;2;1;71;04;68;728,148784110302
22317;1;3;1;28;04;68;728,148784110302
22317;1;4;2;24;04;68;728,148784110302
22319;1;1;2;63;04;08;454,170496677999
22319;1;2;1;38;04;08;454,170496677999
22319;1;3;2;42;04;08;454,170496677999
22319;1;4;1;20;04;08;454,170496677999
22319;1;5;2;14;04;08;454,170496677999
22319;1;6;2;89;04;08;454,170496677999
22320;1;1;1;48;04;76;971,011284946561
22320;1;2;2;72;04;76;971,011284946561
22321;1;1;1;62;04;05;1067,18748153984
22321;1;2;2;46;04;05;1067,18748153984
22323;1;1;2;56;04;17;295,732701493164
22323;1;2;1;25;04;17;295,732701493164
22323;1;3;1;22;04;17;295,732701493164
22324;1;1;1;44;04;08;1060,54985240651
22324;1;2;2;39;04;08;1060,54985240651
22324;1;3;2;16;04;08;1060,54985240651
22324;1;4;2;13;04;08;1060,54985240651
22324;1;5;1;10;04;08;1060,54985240651
22325;1;1;1;28;04;17;198,908614593691
22325;1;2;2;29;04;17;198,908614593691
22328;1;1;1;72;04;11;2083,32585622854
22329;1;1;2;54;04;76;831,727166067648
22329;1;2;2;34;04;76;831,727166067648
22329;1;3;1;12;04;76;831,727166067648
22329;1;4;1;33;04;76;831,727166067648
22329;1;5;2;78;04;76;831,727166067648
22331;1;1;1;68;04;05;763,174918166727
22331;1;2;2;66;04;05;763,174918166727
22331;1;3;1;38;04;05;763,174918166727
22332;1;1;1;35;04;52;217,734918787739
22332;1;2;2;49;04;52;217,734918787739
22332;1;3;2;21;04;52;217,734918787739
22332;1;4;1;15;04;52;217,734918787739
22332;1;5;2;11;04;52;217,734918787739
22332;1;6;2;24;04;52;217,734918787739
22332;1;7;1;1;04;52;217,734918787739
22333;1;1;2;55;04;50;172,631532769465
22335;1;1;1;68;04;73;415,858858316551
22335;1;2;2;57;04;73;415,858858316551
22337;1;1;1;28;04;05;1534,46421548504
22337;1;2;2;29;04;05;1534,46421548504
22337;1;3;2;9;04;05;1534,46421548504
22337;1;4;2;5;04;05;1534,46421548504
22338;1;1;1;75;04;11;1612,43195867713
22338;1;2;2;68;04;11;1612,43195867713
22339;1;1;1;42;04;76;737,544137237045
22339;1;2;2;42;04;76;737,544137237045
22339;1;3;1;23;04;76;737,544137237045
22339;1;4;1;11;04;76;737,544137237045
22343;1;1;1;34;04;76;1028,00527275114
22343;1;2;2;44;04;76;1028,00527275114
22345;1;1;2;71;04;17;122,149672377831
22345;1;2;1;65;04;17;122,149672377831
22346;1;1;1;36;04;08;992,400165275001
22346;1;2;2;45;04;08;992,400165275001
22346;1;3;1;19;04;08;992,400165275001
22348;1;1;2;60;04;50;172,631532769465
22349;1;1;1;36;04;76;1902,32231833587
22352;1;1;1;25;04;73;243,725423212717
22355;1;1;1;41;04;52;96,0674696366281
22355;1;2;2;26;04;52;96,0674696366281
22355;1;3;1;5;04;52;96,0674696366281
22355;1;4;1;3;04;52;96,0674696366281
22356;1;1;2;50;04;73;189,15252104537
22356;1;2;2;24;04;73;189,15252104537
22357;1;1;1;73;04;50;123,073627907147
22357;1;2;2;71;04;50;123,073627907147
22358;1;1;1;36;04;17;189,546728783918
22358;1;2;2;30;04;17;189,546728783918
22358;1;3;1;13;04;17;189,546728783918
22359;1;1;1;31;04;08;701,479942410363
22359;1;2;2;33;04;08;701,479942410363
22359;1;3;2;6;04;08;701,479942410363
22359;1;4;1;5;04;08;701,479942410363
22362;1;1;2;80;04;05;1003,39540794958
22363;1;1;2;39;04;76;813,784755728724
22363;1;2;1;13;04;76;813,784755728724
22363;1;3;1;64;04;76;813,784755728724
22364;1;1;2;50;04;08;666,939813106154
22364;1;2;2;21;04;08;666,939813106154
22364;1;3;2;19;04;08;666,939813106154
22368;1;1;2;32;04;76;1523,87345997142
22368;1;2;1;0;04;76;1523,87345997142
22370;1;1;2;64;04;05;1003,39540794958
22371;2;1;1;64;04;08;624,581029735513
22371;2;2;2;67;04;08;624,581029735513
22371;2;3;2;37;04;08;624,581029735513
22372;1;1;1;33;04;05;1845,58015165866
22372;1;2;2;29;04;05;1845,58015165866
22372;1;3;1;11;04;05;1845,58015165866
22372;1;4;2;9;04;05;1845,58015165866
22372;1;5;2;5;04;05;1845,58015165866
22372;1;6;2;14;04;05;1845,58015165866
22372;1;7;1;30;04;05;1845,58015165866
22374;1;1;2;80;04;05;936,742837658746
22374;1;2;1;50;04;05;936,742837658746
