DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4780137;1;4;1;50; ;1;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;76;3263,31478037071
4780138;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;76;3009,37066521711
4780138;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;7; ;2; ;1;2;1;12;1;1;76;3009,37066521711
4780138;1;3;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;76;3009,37066521711
4780139;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;76;2398,04311157146
4780139;1;5;1;50; ;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;76;2398,04311157146
4780151;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780151;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780152;1;1;1;50;05;1; ; ;1;6;ESTABA ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;846,175187008436
4780152;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;12;2;1;05;846,175187008436
4780152;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;846,175187008436
4780152;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;846,175187008436
4780152;1;5;1;50;05;1; ; ;5;6;VER TELEVISION;2;2;2;2;1;11; ; ; ; ; ; ;12;2;1;05;846,175187008436
4780152;1;6;1;50;05;1;1; ;6;6;HACER VUELTAS DEL HOGAR;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;846,175187008436
4780153;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1048,34115460621
4780154;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780154;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780154;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;13;ES MENOR DE EDAD; ; ; ; ; ;12;2;1;05;859,209590331916
4780154;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780155;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780155;1;2;1;50;05;1; ; ;2;6;PINTAR CUADROS POR JOBY;2;2;2;2;1;3; ;2; ;2; ; ;12;1;1;05;992,580841602746
4780155;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780156;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;965,961359449109
4780156;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;965,961359449109
4780156;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;965,961359449109
4780157;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1206,31120799312
4780157;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1206,31120799312
4780158;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780158;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780158;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780158;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;859,209590331916
4780159;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;12;2;1;05;1448,21624354333
4780159;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1448,21624354333
4780159;1;3;1;50;05;1; ; ;3;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1448,21624354333
4780159;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1448,21624354333
4780160;1;1;1;50;05;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1544,55805404788
4780161;1;1;1;50;05;1; ; ;1;6;CUIDAR A LA MAMA;1; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1044,42545707097
4780162;1;1;1;50;05;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;893,660467556049
4780162;1;2;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;893,660467556049
4780162;1;3;1;50;05;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;893,660467556049
4780162;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;893,660467556049
4780164;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;926,988209087732
4780164;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;926,988209087732
4780164;1;3;1;50;05;1;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;926,988209087732
4780165;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;923,072511552484
4780165;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;923,072511552484
4780165;1;3;1;50;05;1; ; ;1;6;VAGO;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;923,072511552484
4780166;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1044,42545707097
4780167;1;1;1;50;05;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1048,34115460621
4780168;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;952,379091547666
4780168;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;12;1;1;05;952,379091547666
4780168;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;12;2;1;05;952,379091547666
4780169;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;8; ;2; ;2; ; ;12;1;1;05;1096,7124731159
4780169;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780170;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2166,26041042891
4780170;1;2;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;2166,26041042891
4780171;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2088,85091414193
4780172;1;1;1;50;05;1; ; ;1;6;TEJER;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;2096,68230921243
4780173;1;1;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1317,31684802967
4780173;1;2;1;50;05;1; ; ;2;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1317,31684802967
4780174;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780174;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780175;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1113,25305200549
4780175;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1113,25305200549
4780175;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1113,25305200549
4780176;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1048,34115460621
4780177;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;962,045661913861
4780177;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;962,045661913861
4780177;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;962,045661913861
4780178;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1127,51605502267
4780179;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1944,24913035581
4780179;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1944,24913035581
4780180;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780180;1;2;1;50;05;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780181;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2310,86219421503
4780182;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;923,072511552484
4780182;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;923,072511552484
4780182;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;923,072511552484
4780183;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;985,706833079349
4780183;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;985,706833079349
4780184;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780184;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780184;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780185;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2088,85091414193
4780186;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1155,43109710751
4780187;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1137,62502596558
4780187;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1137,62502596558
4780187;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1137,62502596558
4780187;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1137,62502596558
4780188;1;1;1;50;05;1; ; ;1;6;DICTAR TALLERES DE ORACION Y VIDA;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780188;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780189;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;982,91427123655
4780189;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;982,91427123655
4780189;1;3;1;50;05;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;982,91427123655
4780190;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1117,16874954074
4780190;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1117,16874954074
4780190;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1117,16874954074
4780191;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2096,68230921243
4780192;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;972,124565177905
4780192;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;972,124565177905
4780193;1;1;1;50;05;1; ; ;1;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;12; ;1;05;941,589385489021
4780193;1;2;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;941,589385489021
4780194;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1044,42545707097
4780195;1;1;1;50;05;1; ; ;3;6;ESTA DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780195;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780195;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;992,580841602746
4780196;1;1;1;50;05;1; ; ;1;6;DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780196;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1096,7124731159
4780197;1;1;1;50;05;1; ; ;1;6;GIMNASIA ADULTO MAYOR;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1048,34115460621
4780199;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1274,27529431018
4780199;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1274,27529431018
4780199;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1274,27529431018
4780199;1;5;1;50;05;1;2; ;5;3; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;1274,27529431018
4780199;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1274,27529431018
4780199;1;8;1;50;05;1;2; ;8;4; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;1274,27529431018
4780201;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;979,275225132663
4780201;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;979,275225132663
4780201;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;979,275225132663
4780201;2;1;2;50;05;1; ; ;1;6;ENFERMA;2;2;2;2;1;5; ;2; ;2; ; ;12;1;1;05;979,275225132663
4780202;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1024,67998344073
4780202;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1024,67998344073
4780203;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1127,51605502267
4780204;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1044,42545707097
4780205;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1064,88173349581
4780205;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1064,88173349581
4780206;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1031,17424451812
4780206;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1031,17424451812
4780206;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1031,17424451812
4780206;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1031,17424451812
4780207;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1127,51605502267
4780208;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1127,51605502267
4780209;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1055,21516312961
4780209;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1055,21516312961
4780210;1;1;1;50;05;1; ; ;1;6;PASEANDO;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1117,16874954074
4780210;1;2;1;50;05;1; ; ;2;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1117,16874954074
4780210;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1117,16874954074
4780211;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1024,67998344073
4780211;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1024,67998344073
4780212;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2680,9885160474
4780212;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;2680,9885160474
4780213;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1073,05130195041
4780213;1;2;1;50;05;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;12; ;1;05;1073,05130195041
4780213;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1073,05130195041
4780214;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;951,698356431927
4780214;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;12;2;1;05;951,698356431927
4780214;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;951,698356431927
4780214;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;951,698356431927
4780214;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;951,698356431927
4780215;1;1;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;848,862284849982
4780215;1;2;1;50;05;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;848,862284849982
4780215;1;3;1;50;05;1; ; ;4;6;INCAPACITADO;2;1; ; ; ; ; ; ; ; ; ; ;12; ;1;05;848,862284849982
4780215;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;848,862284849982
4780215;1;5;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;848,862284849982
4780215;1;6;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;848,862284849982
4780216;1;1;1;50;05;1; ; ;1;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1068,79743103105
4780216;1;2;1;50;05;1; ; ;2;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1068,79743103105
4780217;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1985,16168320549
4780217;1;2;1;50;05;1;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;1985,16168320549
4780217;1;3;1;50;05;1;1; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;1985,16168320549
4780218;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1430,0791170528
4780218;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1430,0791170528
4780218;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1430,0791170528
4780218;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1430,0791170528
4780219;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;989,622530614597
4780219;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;989,622530614597
4780220;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1840,55989941937
4780220;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1840,55989941937
4780220;1;3;1;50;05;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;1840,55989941937
4780220;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;1840,55989941937
4780221;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;728,190074447239
4780221;1;2;1;50;05;1; ; ;2;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;728,190074447239
4780221;1;3;1;50;05;1; ; ;3;6;VER TELEVISION;2;1; ; ; ; ; ; ; ; ; ; ;12; ;1;05;728,190074447239
4780221;1;4;1;50;05;1;2; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;12; ;1;05;728,190074447239
4780221;1;5;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;728,190074447239
4780221;1;6;1;50;05;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;05;728,190074447239
4780222;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1616,1067825516
4780222;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1616,1067825516
4780224;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1257,403660072
4780224;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1257,403660072
4780225;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1068,79743103105
4780225;1;2;1;50;05;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1;05;1068,79743103105
