DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4787263;1;2;1;70;2;1;24;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;59;85;1;1;12;8532;68;1942,94518812381
4790152;1;2;1;70;2;2;48;5; ;2;2;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;1000000;2; ;95;95;45;1;1;12;4521;23;3552,03301560324
4790152;1;4;1;70;2;8;40;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;12;5211;23;3552,03301560324
4790156;1;2;1;70;2;12;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;45;52;1;1;12;5239;23;2721,12520650667
4790159;1;1;1;70;2;6;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;13;85;1;1;12;8532;23;2524,29599010741
4790161;1;2;1;70;2;3;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;53;53;55;1;1;12;5521;23;3294,88385896267
4790163;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;59; ; ;1;2;12; ;23;2575,12405555882
4790174;1;4;1;70;2;3;48;1; ;2;25;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;54;95;1;1;12;9500;23;3467,79771215614
4790787;1;2;1;70;2;50;48;1; ;2;48;4; ;9;2;9;S; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;2;12;8512;25;2761,16951319622
4790941;1;1;1;70;2;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;54; ; ;1;1;12; ;27;1820,23772702512
4790945;1;2;1;70;2;10;42;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;77;41;52;1;1;12;5211;27;1529,4058324095
