DIRECTORIO,AREA,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,P5070,DPTO,ORDEN,fex_c_2011
570783,5,1,4,2,3,1,1,1,1,3,,,,,110000,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,1,2,2,2,1,1,5,1,895.233.718.187.452
570785,5,1,1,1,2,2,1,1,,3,,,,,80000,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,2,2,1,1,2,2,2,1,6,5,1,155.362.897.445.435
570787,5,1,3,1,1,1,1,1,3,1,,,98,650000,,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,117.067.632.584.971
570788,5,1,4,2,1,1,1,1,3,1,,,60000000,550000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,128.196.596.453.475
570789,5,1,3,1,1,1,1,1,3,1,,,75000000,600000,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,130.740.612.165.715
570790,5,1,4,2,1,1,1,1,4,3,,,,,185000,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,2,2,1,1,1,5,1,103.973.666.065.808
570792,5,1,3,2,1,1,1,1,4,3,,,,,400000,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,953.370.062.948.508
570794,5,1,8,2,1,1,1,1,3,1,,,60000000,700000,,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,101.107.332.768.053
570795,5,1,1,1,1,1,1,1,1,1,,,19000000,200000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,5,1,113.358.022.549.146
570797,5,1,4,2,1,1,1,1,1,3,,,,,280000,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,899.724.226.492.148
570798,5,1,5,3,1,1,1,1,3,1,,,20000000,100000,,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,3,2,1,1,1,5,1,177.421.552.748.905
570799,5,1,3,2,1,1,1,1,3,3,,,,,300000,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,113.942.407.609.087
570800,5,1,4,2,1,1,1,1,4,3,,,,,230000,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,4,1,2,1,1,1,2,2,1,1,1,5,1,131.439.532.598.469
570801,5,1,2,2,1,1,1,1,4,3,,,,,200000,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,121.362.404.309.535
570802,5,1,2,2,1,1,1,1,4,4,,,,250000,,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,200.015.522.826.892
570803,5,1,6,4,1,1,1,1,3,1,,,200000000,400000,,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,150.402.953.682.367
570804,5,1,9,3,1,1,1,1,4,1,,,200000000,1000000,,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,4,1,2,1,1,1,5,2,1,1,1,5,1,106.829.928.052.001
570806,5,1,5,3,1,1,1,1,1,3,,,,,680000,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,4,1,2,1,1,1,5,2,1,1,1,5,1,139.865.480.412.483
570807,5,1,5,2,1,1,1,1,4,1,,,30000000,180000,,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,2,2,1,1,1,5,1,293.050.112.662.097
570808,5,1,4,3,1,1,1,1,3,2,,470000,40000000,300000,,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,122.575.742.363.353
570809,5,1,3,2,1,1,1,1,4,2,,150000,25000000,200000,,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,3,2,1,1,1,5,1,122.575.742.363.353
570810,5,1,4,3,1,1,1,1,3,1,,,40000000,200000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,1.062.882.093.034
570811,5,1,4,2,1,1,1,1,3,1,,,35000000,300000,,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,156.870.510.922.674
570812,5,1,3,2,1,1,1,1,3,3,,,,,300000,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,137.795.997.671.682
570813,5,1,3,1,1,1,1,1,3,1,,,35000000,250000,,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,168.094.592.514.226
570815,5,1,3,1,1,1,1,1,1,3,,,,,230000,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,115.473.945.759.221
570816,5,1,4,1,1,1,1,1,3,3,,,,,350000,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,145.681.980.178.996
570817,5,1,3,2,1,1,1,1,4,1,,,40000000,250000,,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,179.826.532.454.528
570818,5,1,3,2,1,1,1,1,4,1,,,20000000,200000,,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,148.936.657.587.851
570820,5,1,12,8,1,1,1,1,3,1,,,90000000,500000,,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,11.979.755.729.311
570821,5,1,5,2,1,1,1,1,3,2,,500000,80000000,400000,,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,145.681.980.178.996
570822,5,1,5,4,1,1,1,1,4,1,,,60000000,270000,,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,131.879.676.500.719
570825,5,1,4,2,1,1,1,1,1,3,,,,,530707,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,4,2,1,1,1,5,1,102.371.839.038.668
570826,5,1,4,2,1,1,1,1,1,1,,,99,350000,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,4,1,2,1,1,1,2,2,1,1,1,5,1,100.561.128.152.975
570827,5,1,4,3,1,1,1,1,3,3,,,,,250000,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,153.103.075.583.732
570828,5,1,3,2,1,1,1,1,3,1,,,50000000,350000,,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,887.319.625.624.053
570829,5,1,5,3,1,1,1,1,3,1,,,30000000,250000,,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,140.353.260.975.468
570830,5,1,4,3,1,1,1,1,3,1,,,60000000,250000,,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,4,1,1,1,1,1,3,2,1,1,1,5,1,16.634.418.973.904
570831,5,1,4,2,1,1,1,1,3,3,,,,,580000,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,124.768.212.126.183
570832,5,1,4,3,1,1,1,1,1,1,,,99,99,,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,4,1,2,1,1,1,3,2,1,1,1,5,1,13.379.086.335.855
570833,5,1,4,3,1,1,1,1,4,3,,,,,250000,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,107.877.423.025.355
570834,5,1,4,2,1,1,1,1,1,3,,,,,700000,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,4,2,1,1,1,5,1,945.659.901.053.987
570835,5,1,5,4,1,1,1,1,3,4,,,,700000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,127.581.634.354.129
570836,5,1,4,1,1,1,1,1,3,1,,,100000000,800000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,104.218.655.371.727
570837,5,1,7,2,1,1,1,1,4,1,,,200000000,1200000,,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,4,1,2,1,1,1,5,2,1,1,1,5,1,915.682.481.352.921
570838,5,1,6,3,1,1,1,1,4,1,,,350000000,900000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,4,1,2,1,1,1,5,2,1,1,1,5,1,100.343.398.377.409
570839,5,1,3,1,1,1,1,1,1,3,,,,,338000,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,947.442.321.561.154
570840,5,1,3,2,1,1,1,1,4,3,,,,,250000,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,970.976.195.540.816
570841,5,1,5,3,1,1,1,1,3,1,,,99,1500000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,4,1,1,1,1,1,6,2,1,1,1,5,1,217.774.155.310.655
570842,5,1,4,2,1,1,1,1,3,1,,,60000000,900000,,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,4,1,1,1,1,1,6,2,1,1,1,5,1,171.938.163.827.998
570845,5,1,4,2,1,1,1,1,4,3,,,,,1000000,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,6,2,1,1,1,5,1,226.710.981.714.465
570846,5,1,3,2,1,1,1,1,3,1,,,2000000,1200000,,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,4,1,1,1,1,1,6,2,1,1,1,5,1,171.938.163.827.998
570847,5,1,5,2,1,1,1,1,3,1,,,200000000,1200000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,4,1,1,1,1,1,6,2,1,1,1,5,1,224.126.123.352.301
570848,5,1,5,2,1,1,1,1,4,3,,,,,1000000,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,4,1,2,1,1,1,6,2,1,1,1,5,1,205.639.454.711.771
570849,5,1,5,2,1,1,1,1,3,1,,,150000000,1000000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,4,1,1,1,1,1,6,2,1,1,1,5,1,205.639.454.711.771
570850,5,1,3,2,1,1,1,1,1,1,,,60000000,300000,,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,4,1,2,1,1,1,2,2,1,1,1,5,1,915.682.481.352.921
570851,5,1,3,2,1,1,1,1,3,4,,,,200000,,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,979.728.971.534.899
570852,5,1,3,2,1,1,1,1,3,4,,,,150000,,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,791.958.749.518.578
570853,5,1,3,2,1,1,1,1,3,4,,,,300000,,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,12.770.564.826.322
570854,5,1,7,2,1,1,1,1,3,1,,,80000000,500000,,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,3,2,1,1,1,5,1,930.653.082.169.706
570855,5,1,4,3,1,1,1,1,3,1,,,25000000,350000,,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,12.770.564.826.322
570856,5,1,4,3,1,1,1,1,4,4,,,,200000,,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,116.279.054.270.795
570857,5,1,5,4,1,1,1,1,3,1,,,80000000,450000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,4,1,1,1,1,1,3,2,1,1,1,5,1,115.983.303.958.299
570858,5,1,3,2,1,1,1,1,4,3,,,,,200000,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,144.299.410.792.692
570859,5,1,5,4,1,1,1,1,4,3,,,,,365000,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,821.349.912.570.891
570860,5,1,5,4,1,1,1,1,1,1,,,50000000,250000,,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,604.678.762.905.824
570862,5,1,3,2,1,1,1,1,3,3,,,,,200000,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,3,2,1,1,1,5,1,112.063.061.676.151
570863,5,1,2,1,1,1,1,1,1,4,,,,180000,,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,2,2,1,1,1,5,1,135.288.247.369.381
570864,5,1,2,2,1,1,1,1,3,1,,,25000000,120000,,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,149.058.609.039.723
570865,5,1,7,6,1,1,1,1,3,1,,,55000000,250000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,4,1,1,1,1,1,2,2,1,1,1,5,1,106.831.903.991.357
570866,5,1,4,3,1,1,1,1,3,1,,,24000000,250000,,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,107.265.203.363.173
570867,5,1,1,1,1,1,1,1,1,3,,,,,250000,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,110.523.842.435.192
570869,5,1,3,2,1,1,1,1,1,2,,200000,50000000,300000,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,111.387.695.236.451
570870,5,1,4,3,1,1,1,1,3,1,,,55000000,350000,,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,976.639.370.096.055
570871,5,1,1,1,1,1,1,1,1,3,,,,,220000,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,1,5,1,94.951.714.180.886
570872,5,1,3,3,1,1,1,1,3,2,,295000,99,300000,,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,113.779.522.879.135
570874,5,1,4,1,1,1,1,1,3,4,,,,650000,,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,104.218.655.371.727
570875,5,1,4,2,1,1,1,1,3,1,,,42000000,350000,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,126.070.944.385.669
570876,5,1,6,2,1,1,1,1,3,2,,480000,80000000,500000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,11.374.574.936.406
570879,5,1,4,1,1,1,1,1,1,3,,,,,650000,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,4,1,2,1,1,1,4,2,1,1,1,5,1,104.218.655.371.727
570880,5,1,4,1,1,1,1,1,3,4,,,,700000,,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,104.218.655.371.727
570881,5,1,4,3,1,1,1,1,3,3,,,,,650000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,4,1,1,1,1,1,4,2,1,1,1,5,1,117.974.672.334.687
570882,5,1,6,4,1,1,1,1,1,1,,,125000000,1000000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,4,1,2,1,1,1,4,2,1,1,1,5,1,973.199.479.128.916
570883,5,1,6,5,1,1,1,1,3,2,,470000,95000000,1200000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,4,1,1,1,1,1,5,2,1,1,1,5,1,809.899.588.597.761
570884,5,1,6,3,1,1,1,1,3,1,,,60000000,400000,,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,113.802.725.292.318
570885,5,1,3,1,1,1,1,1,1,3,,,,,400000,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,3,2,1,1,1,5,1,100.343.398.377.409
570886,5,1,7,3,1,1,1,1,3,1,,,250000000,1500000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,4,1,1,1,1,1,5,2,1,1,1,5,1,756.968.715.902.037
570887,5,1,5,3,1,1,1,1,3,4,,,,800000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,4,1,1,1,1,1,5,2,1,1,1,5,1,953.370.062.948.508
570889,5,1,4,3,1,1,1,1,4,3,,,,,550000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,4,1,2,1,1,1,5,2,1,1,1,5,1,13.257.974.749.395
570890,5,1,4,2,1,1,1,1,4,3,,,,,576000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,4,1,2,1,1,1,5,2,1,1,1,5,1,76.692.276.945.046
570891,5,1,7,2,1,1,1,1,4,3,,,,,1200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,4,1,1,1,1,1,5,2,1,1,1,5,1,915.682.481.352.921
570892,5,1,9,4,1,1,1,1,3,1,,,300000000,1000000,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,4,1,1,1,1,1,5,2,1,1,1,5,1,88.433.812.520.729
570893,5,1,8,1,1,1,1,1,4,1,,,350000000,1500000,,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,4,1,2,1,1,1,5,2,1,1,1,5,1,100.343.398.377.409
570894,5,1,4,3,1,1,1,1,4,3,,,,,565000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,4,1,2,1,1,1,5,2,1,1,1,5,1,118.462.313.942.954
570895,5,1,3,2,1,1,1,1,3,4,,,,220000,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,11.064.102.064.942
570896,5,1,3,2,1,1,1,1,3,4,,,,300000,,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,5,1,657.365.480.369.483
