DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,CLASE,INI,DPTO,fex_c_2011
582456,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,113.954.202.043.782
582456,1,7,80,2,,,,2,,2,,2,,.,,,2,1,63,113.954.202.043.782
582458,1,4,80,1,1,7,,2,,2,,,,,1,2,2,1,63,946.076.354.552.972
582458,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,946.076.354.552.972
582461,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,63,917.370.990.685.795
582465,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,109.197.317.847.577
582492,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,63,975.519.530.597.358
582498,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,140.899.511.189.366
582498,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,140.899.511.189.366
582518,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,913.157.017.249.514
582519,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,111.720.207.540.527
582521,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,136.025.613.747.299
582521,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,136.025.613.747.299
582521,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,136.025.613.747.299
582523,1,1,80,2,,,,2,,2,,2,,.,,,2,1,63,937.893.706.487.323
582524,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,863.888.869.546.156
582524,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,863.888.869.546.156
582528,1,2,80,1,1,2,,2,,1,400000,,,,9,2,2,1,63,114.051.593.344.389
582528,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,114.051.593.344.389
582529,1,2,80,1,1,2,,2,,2,,,,,9,2,2,1,63,100.344.439.393.146
582565,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,116.495.888.904.308
582578,1,2,80,1,3,3,,2,,2,,,,,4,2,2,1,63,104.885.905.887.257
582578,1,4,80,2,,,,2,,2,,1,1,,2,,2,1,63,104.885.905.887.257
582579,1,3,80,1,4,3,,2,,2,,,,,4,2,2,1,63,112.767.806.144.556
582584,1,7,80,1,2,1,,2,,2,,,,,2,2,2,1,63,135.450.761.487.479
582585,1,5,80,1,1,7,,2,,2,,,,,1,2,2,1,63,151.182.811.671.368
582585,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,151.182.811.671.368
582601,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,111.720.207.540.527
582601,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,111.720.207.540.527
582602,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,115.323.970.195.356
582602,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,115.323.970.195.356
582619,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,63,917.370.990.685.795
582620,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,126.441.748.375.025
582620,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,126.441.748.375.025
582620,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,126.441.748.375.025
582621,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,131.176.800.032.493
582622,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,111.852.096.550.605
582622,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,111.852.096.550.605
582622,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,111.852.096.550.605
582623,1,1,80,2,,,,2,,2,,2,,.,,,2,1,63,931.947.410.424.685
582628,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,10.139.779.913.789
582638,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,914.475.907.350.294
582639,1,2,80,1,1,8,TRASLADO DE CIUDAD,2,,2,,,,,9,2,2,1,63,105.905.353.549.371
582639,1,3,80,1,1,1,,2,,1,120000,,,,2,2,2,1,63,105.905.353.549.371
582640,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,112.107.177.977.137
582641,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,12.817.140.329.719
582641,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,12.817.140.329.719
582641,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,12.817.140.329.719
582642,1,1,80,2,,,,2,,2,,2,,.,,,2,1,63,946.299.560.462.298
582642,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,946.299.560.462.298
582642,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,946.299.560.462.298
582643,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,972.624.447.261.857
582644,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,101.117.421.600.749
582644,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,101.117.421.600.749
582648,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,971.305.557.161.077
582678,1,2,80,1,3,1,,2,,2,,,,,2,2,2,1,63,108.384.090.112.652
582679,1,2,80,1,1,3,,2,,2,,,,,1,2,2,1,63,10.020.886.676.901
582680,1,2,80,1,3,0,,2,,2,,,,,9,2,2,1,63,108.384.090.112.652
582681,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,931.772.456.571.942
582682,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,120.055.154.646.027
582682,1,5,80,1,1,2,,2,,2,,,,,11,2,2,1,63,120.055.154.646.027
582685,1,1,80,1,1,7,,2,,2,,,,,9,2,2,1,63,840.433.121.391.011
582685,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,840.433.121.391.011
582694,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,11.395.079.232.132
582694,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,11.395.079.232.132
582694,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,11.395.079.232.132
582694,2,1,80,1,4,4,,3,,2,,,,,10,2,2,1,63,11.395.079.232.132
582724,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,63,111.852.096.550.605
582724,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,111.852.096.550.605
582725,1,2,80,1,2,7,,2,,2,,,,,8,2,2,1,63,118.866.222.277.147
582726,1,2,80,1,3,3,,2,,2,,,,,4,2,2,1,63,120.890.672.404.025
582726,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,120.890.672.404.025
582726,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,120.890.672.404.025
582726,1,7,80,2,,,,2,,2,,2,,.,,,2,1,63,120.890.672.404.025
582737,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,102.854.877.248.249
582737,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,102.854.877.248.249
582739,1,3,80,1,1,1,,2,,1,210000,,,,2,2,2,1,63,959.747.449.701.707
582739,1,4,80,1,1,1,,2,,1,210000,,,,2,2,2,1,63,959.747.449.701.707
582739,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,959.747.449.701.707
582739,1,6,80,1,4,2,,2,,2,,,,,9,2,2,1,63,959.747.449.701.707
582740,1,2,80,2,,,,2,,2,,1,1,,9,,2,1,63,115.192.081.185.278
582746,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,126.309.859.364.947
582747,1,2,80,1,3,3,,2,,2,,,,,4,2,2,1,63,914.720.157.643.482
582747,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,914.720.157.643.482
582748,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,108.267.827.340.242
582748,2,4,80,2,,,,2,,2,,2,,.,,,2,1,63,108.267.827.340.242
582749,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,114.108.411.644.793
582749,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,114.108.411.644.793
582750,1,2,80,1,1,5,,2,,2,,,,,1,2,2,1,63,855.008.477.337.952
582751,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,111.720.207.540.527
582794,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,134.644.806.470.446
582794,1,5,80,2,,,,2,,2,,1,1,,5,,2,1,63,134.644.806.470.446
582794,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,134.644.806.470.446
582795,1,1,80,1,4,2,,2,,2,,,,,9,2,2,1,63,10.139.779.913.789
582795,1,2,80,1,4,4,,3,,2,,,,JUBILACION,10,2,2,1,63,10.139.779.913.789
582796,1,6,80,1,2,5,,2,,2,,,1,,9,1,2,1,63,109.760.330.423.934
582797,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,122.356.549.306.033
582797,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,122.356.549.306.033
582798,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,901.994.526.948.704
582799,1,2,80,1,3,3,,2,,2,,,,,4,2,2,1,63,103.729.635.010.112
582799,1,4,80,1,3,5,,2,,2,,,,,2,2,2,1,63,103.729.635.010.112
582800,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,102.025.923.777.625
582800,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,102.025.923.777.625
582800,1,5,80,1,4,2,,2,,2,,,,,9,2,2,1,63,102.025.923.777.625
582807,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,108.384.090.112.652
582820,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,63,111.867.225.673.154
582820,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,111.867.225.673.154
582820,1,4,80,2,,,,2,,2,,2,,.,,,2,1,63,111.867.225.673.154
582833,1,1,80,1,4,2,,2,,2,,,,,9,2,2,1,63,8.722.226.772.784
582833,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,63,8.722.226.772.784
582833,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,8.722.226.772.784
582834,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,10.139.779.913.789
582835,1,2,80,2,,,,2,,2,,2,,.,,,2,1,63,972.624.447.261.857
582835,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,972.624.447.261.857
582836,1,2,80,1,4,2,,2,,2,,,,,4,2,2,1,63,801.040.877.430.004
582837,1,5,80,2,,,,2,,2,,2,,.,,,2,1,63,132.166.069.907.166
582837,1,6,80,2,,,,2,,2,,2,,.,,,2,1,63,132.166.069.907.166
582840,1,3,80,2,,,,2,,2,,2,,.,,,2,1,63,105.333.686.067.737
583061,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,636.800.446.573.128
583062,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,176.374.331.772.816
583062,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,176.374.331.772.816
583062,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,176.374.331.772.816
583062,1,8,80,2,,,,2,,2,,2,,.,,,2,1,70,176.374.331.772.816
583062,1,9,80,2,,,,2,,2,,2,,.,,,2,1,70,176.374.331.772.816
583063,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,113.337.442.423.046
583063,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,113.337.442.423.046
583075,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,134.483.864.122.035
583076,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,206.792.364.493.575
583076,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,206.792.364.493.575
583076,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,206.792.364.493.575
583077,1,1,80,1,3,2,,2,,2,,,,,8,2,2,1,70,642.379.851.530.311
583077,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,642.379.851.530.311
583078,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,70,595.578.271.834.247
583078,1,4,80,1,1,2,,2,,2,,,,,9,2,2,1,70,595.578.271.834.247
583079,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,206.242.038.071.587
583079,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,206.242.038.071.587
583079,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,206.242.038.071.587
583079,1,8,80,2,,,,2,,2,,2,,.,,,2,1,70,206.242.038.071.587
583082,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,147.772.660.526.767
583082,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,147.772.660.526.767
583082,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,147.772.660.526.767
583082,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,147.772.660.526.767
583082,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,147.772.660.526.767
583084,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,674.447.365.698.896
583096,1,2,80,1,1,2,,2,,1,500000,,,,9,2,2,1,70,238.231.308.733.699
583096,1,3,80,1,1,7,,2,,1,50000,,,,1,2,2,1,70,238.231.308.733.699
583096,1,5,80,1,1,2,,2,,2,,,,,9,2,2,1,70,238.231.308.733.699
583118,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,70,153.194.626.765.148
583118,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,153.194.626.765.148
583118,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,153.194.626.765.148
583118,1,10,80,2,,,,2,,2,,2,,.,,,2,1,70,153.194.626.765.148
583120,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,70,595.578.271.834.247
583120,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583120,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583120,2,4,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583135,1,3,80,1,3,2,,2,,2,,,,,9,2,2,1,70,113.452.803.811.359
583136,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583136,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583137,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,164.150.287.896.177
583137,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,164.150.287.896.177
583137,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,164.150.287.896.177
583139,1,2,80,2,,,,2,,1,40000,2,,.,,,2,1,70,214.483.642.062.512
583140,1,1,80,1,1,5,,2,,2,,,,,1,2,2,1,70,130.298.822.697.803
583141,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,78.789.798.644.627
583153,1,3,80,2,,,,2,,2,,1,4,,4,,2,1,70,643.533.465.413.438
583154,1,2,80,1,3,2,,2,,2,,,,,1,2,2,1,70,115.189.068.710.489
583154,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,115.189.068.710.489
583155,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,109.766.323.508.665
583155,1,3,80,2,,,,2,,2,,1,2,,1,,2,1,70,109.766.323.508.665
583155,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,109.766.323.508.665
583155,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,109.766.323.508.665
583156,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,216.869.553.186.216
583156,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,216.869.553.186.216
583156,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,216.869.553.186.216
583157,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,163.998.169.140.118
583157,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,163.998.169.140.118
583157,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,163.998.169.140.118
583158,1,1,80,1,1,3,,2,,2,,,,,8,2,2,1,70,128.893.893.602.532
583158,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,128.893.893.602.532
583161,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,70,154.978.330.808.732
583162,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,683.061.568.729.995
583162,1,5,80,1,1,7,,2,,2,,,,,2,2,2,1,70,683.061.568.729.995
583162,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,683.061.568.729.995
583162,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,683.061.568.729.995
583162,1,8,80,2,,,,2,,2,,2,,.,,,2,1,70,683.061.568.729.995
583163,1,1,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583163,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583163,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583164,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583164,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583165,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583166,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,168.259.356.712.942
583166,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,168.259.356.712.942
583166,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,168.259.356.712.942
583168,1,2,80,1,2,0,,2,,2,,,,,1,2,2,1,70,107.608.698.548.328
583168,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,107.608.698.548.328
583168,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,107.608.698.548.328
583168,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,107.608.698.548.328
583169,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,825.094.665.176.838
583170,1,1,80,1,1,6,,2,,2,,,,,6,2,2,1,70,137.575.254.150.581
583170,1,2,80,1,2,7,,2,,2,,,,,1,2,2,1,70,137.575.254.150.581
583170,1,3,80,1,1,7,,2,,2,,,,,1,2,2,1,70,137.575.254.150.581
583172,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,142.036.124.643.203
583172,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,142.036.124.643.203
583172,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,142.036.124.643.203
583173,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,110.156.503.415.816
583173,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,110.156.503.415.816
583185,1,2,80,1,3,7,,2,,2,,,,,9,2,2,1,70,136.893.430.905.196
583186,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,70,78.789.798.644.627
583188,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,70,670.025.555.813.528
583188,1,5,80,1,4,2,,2,,2,,,,,4,2,2,1,70,670.025.555.813.528
583193,1,2,80,1,4,5,,2,,2,,,,,9,2,2,1,70,595.578.271.834.247
583194,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,70,110.156.503.415.816
583195,1,3,80,1,1,1,,2,,1,200000,,,,2,2,2,1,70,112.641.263.843.001
583195,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,112.641.263.843.001
583195,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,112.641.263.843.001
583196,1,1,80,1,4,2,,2,,2,,,,,8,2,2,1,70,122.741.329.231.657
583196,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,122.741.329.231.657
583198,1,1,80,1,2,3,,2,,2,,,,,4,2,2,1,70,595.578.271.834.247
583198,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,595.578.271.834.247
583199,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,70,850.392.509.843.892
583199,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,850.392.509.843.892
583199,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,850.392.509.843.892
583201,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,738.774.510.334.987
583201,1,3,80,1,1,7,,2,,2,,,,,2,2,2,1,70,738.774.510.334.987
583201,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,738.774.510.334.987
583201,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,738.774.510.334.987
583201,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,738.774.510.334.987
583202,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,70,719.284.837.585.257
583202,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,719.284.837.585.257
583205,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,70,149.103.578.349.165
583215,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,133.993.824.361.851
583216,1,2,80,2,,,,2,,2,,1,1,,1,,2,1,70,636.800.446.573.128
583217,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,950.467.494.285.017
583217,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,950.467.494.285.017
583218,1,2,80,2,,,,1,1,2,,2,,.,,,2,1,70,825.094.665.176.838
583219,1,2,80,1,4,2,,2,,2,,,3,,1,1,2,1,70,102.692.314.705.416
583220,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,70,22.571.439.772.091
583220,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,22.571.439.772.091
583220,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,22.571.439.772.091
583220,1,10,80,2,,,,2,,2,,2,,.,,,2,1,70,22.571.439.772.091
583221,1,1,80,2,,,,2,,2,,1,4,,4,,2,1,70,12.184.298.676.942
583221,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,12.184.298.676.942
583221,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,12.184.298.676.942
583221,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,12.184.298.676.942
583222,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,928.231.498.323.942
583223,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,166.577.416.178.129
583223,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,166.577.416.178.129
583223,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,166.577.416.178.129
583223,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,166.577.416.178.129
583226,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,215.722.356.389.656
583230,1,1,80,2,,,,2,,2,,2,,.,,,2,1,70,137.575.254.150.581
583230,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,137.575.254.150.581
583231,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,70,175.374.673.385.379
583231,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,175.374.673.385.379
583231,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,175.374.673.385.379
583231,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,175.374.673.385.379
583231,1,8,80,2,,,,2,,2,,2,,.,,,2,1,70,175.374.673.385.379
583232,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,107.608.698.548.328
583232,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,107.608.698.548.328
583232,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,107.608.698.548.328
583234,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,101.872.162.664.764
583237,1,1,80,2,,,,2,,2,,2,,.,,,2,1,70,864.622.768.493.394
583237,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,864.622.768.493.394
583237,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,864.622.768.493.394
583237,1,6,80,2,,,,2,,2,,2,,.,,,2,1,70,864.622.768.493.394
583237,1,7,80,2,,,,2,,2,,2,,.,,,2,1,70,864.622.768.493.394
583238,1,2,80,2,,,,2,,2,,2,,.,,,2,1,70,235.743.999.086.107
583238,1,4,80,2,,,,2,,2,,2,,.,,,2,1,70,235.743.999.086.107
583238,1,5,80,2,,,,2,,2,,2,,.,,,2,1,70,235.743.999.086.107
583239,1,1,80,2,,,,2,,2,,2,,.,,,2,1,70,764.481.325.970.005
583239,1,3,80,2,,,,2,,2,,2,,.,,,2,1,70,764.481.325.970.005
583764,1,2,80,2,,,,2,,2,,2,,.,,,2,1,18,940.345.064.577.606
583765,1,1,80,2,,,,2,,2,,2,,.,,,2,1,18,864.271.370.078.741
583766,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,18,103.729.635.010.112
583766,1,3,80,2,,,,2,,2,,2,,.,,,2,1,18,103.729.635.010.112
583766,1,4,80,2,,,,2,,2,,1,1,,8,,2,1,18,103.729.635.010.112
583767,1,2,80,2,,,,2,,2,,2,,.,,,2,1,18,100.331.890.779.637
583769,1,2,80,2,,,,2,,2,,2,,.,,,2,1,18,107.564.688.773.002
583769,1,3,80,2,,,,2,,2,,2,,.,,,2,1,18,107.564.688.773.002
583770,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,18,940.345.064.577.606
583770,1,2,80,2,,,,2,,2,,2,,.,,,2,1,18,940.345.064.577.606
583771,1,2,80,2,,,,2,,2,,2,,.,,,2,1,18,101.667.456.983.623
583771,1,3,80,2,,,,2,,2,,2,,.,,,2,1,18,101.667.456.983.623
583772,1,2,80,2,,,,2,,2,,2,,.,,,2,1,18,105.333.686.067.737
583772,1,3,80,2,,,,2,,2,,2,,.,,,2,1,18,105.333.686.067.737
584218,1,1,80,2,,,,2,,2,,2,,.,,,2,1,8,211.584.859.032.398
584218,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,211.584.859.032.398
584221,1,5,80,2,,,,2,,2,,2,,.,,,2,1,8,371.965.728.289.189
584221,1,6,80,2,,,,2,,2,,2,,.,,,2,1,8,371.965.728.289.189
584221,1,7,80,1,2,2,,2,,2,,,,,9,2,2,1,8,371.965.728.289.189
584221,2,2,80,2,,,,2,,2,,2,,.,,,2,1,8,371.965.728.289.189
584222,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,8,22.879.114.016.099
584222,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,22.879.114.016.099
584230,1,1,80,1,4,4,,3,,2,,,,,10,2,2,1,8,163.213.848.950.256
584230,1,2,80,1,3,6,,2,,2,,,,,4,2,2,1,8,163.213.848.950.256
584230,1,6,80,2,,,,2,,2,,2,,.,,,2,1,8,163.213.848.950.256
584231,1,4,80,1,4,0,,2,,2,,,,,8,2,2,1,8,190.021.447.001.103
584232,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,176.623.500.091.612
584232,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,176.623.500.091.612
584232,1,5,80,2,,,,2,,2,,2,,.,,,2,1,8,176.623.500.091.612
584233,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,345.975.369.503.186
584233,1,3,80,1,2,1,,2,,2,,,,,2,2,2,1,8,345.975.369.503.186
584233,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,345.975.369.503.186
584233,1,5,80,2,,,,2,,2,,2,,.,,,2,1,8,345.975.369.503.186
584233,1,6,80,2,,,,2,,2,,2,,.,,,2,1,8,345.975.369.503.186
584234,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,8,123.699.489.038.525
584234,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,123.699.489.038.525
584254,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584254,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584254,1,5,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584254,2,2,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584254,3,2,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584254,3,6,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584254,4,2,80,2,,,,2,,2,,2,,.,,,2,1,8,291.416.575.131.656
584255,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,8,211.584.859.032.398
584255,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,211.584.859.032.398
