DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
589507,1,3,70,4,40,1,,2,28,1,,4,3,,,,,,,,,,1,,2,,2,2,1,45,45,5235,52,20,796.537.434.545.555
589519,1,4,70,16,70,8,,2,16,4,,1,7,,,,,,,,,,1,,2,,2,2,1,62,61,118,1,20,939.869.405.925.529
589548,1,2,70,19,84,8,,2,2,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,20,200.796.282.165.474
589548,1,3,70,26,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,20,200.796.282.165.474
589635,1,2,70,6,48,4,,2,2,4,,2,1,,,,,,,,,,1,,2,,2,2,1,62,61,121,1,20,313.909.807.411.734
589635,1,3,70,24,48,4,,2,24,4,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,20,313.909.807.411.734
589646,1,2,70,16,56,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,2,1,45,45,5262,52,23,363.838.652.494.969
589647,1,1,70,2,40,8,,2,4,4,,1,2,,,,,,,,,,1,,1,56000,2,2,1,62,61,115,1,23,229.696.447.887.511
589647,1,3,70,2,40,1,,2,2,1,,4,1,,,,,,,,,,1,,1,90000,2,2,1,95,95,4521,45,23,229.696.447.887.511
589651,1,1,70,8,40,8,,2,8,8,,3,6,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,23,903.072.408.580.285
589651,1,3,70,4,40,1,,2,4,1,,3,4,,,,,,,,,,1,,2,,2,2,1,45,98,4521,45,23,903.072.408.580.285
589668,1,5,70,12,48,1,,2,15,3,,1,1,,,,,,,,,,1,,2,,2,2,1,32,54,9500,95,23,200.763.686.807.397
589680,1,3,70,10,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,23,134.198.633.635.335
589689,1,1,70,4,40,8,,2,4,8,,2,8,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,23,25.700.440.200.923
589689,1,3,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,23,25.700.440.200.923
589695,1,1,70,3,48,8,,2,3,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,119,1,23,258.123.879.765.138
589710,1,2,70,4,48,1,,2,24,1,,2,1,,,,,,,,,,1,,2,,2,2,1,55,54,7493,74,63,107.898.786.491.692
589711,1,1,70,2,60,8,,2,4,8,,4,1,,,,,,,,,,1,,2,,2,2,1,62,62,117,1,63,109.892.219.434.012
589711,1,2,70,16,60,8,,2,24,8,,5,1,,,,,,,,,,1,,2,,2,2,1,62,62,115,1,63,109.892.219.434.012
589739,1,2,70,8,40,1,,2,32,1,,3,4,,,,,,,,,,1,,2,,2,2,1,79,79,1810,18,63,971.305.557.161.077
589791,1,2,70,12,48,1,,2,56,1,,2,2,,,,,,,,,,1,,2,,2,2,1,53,53,5511,55,63,971.305.557.161.077
589794,1,3,70,2,40,2,,2,8,2,,5,1,,,,,,,,,,1,,2,,2,2,1,39,39,7515,75,63,840.399.024.166.396
589840,1,2,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,13,90.735.094.179.097
590029,1,6,70,24,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,8,123.699.489.038.525
590032,1,3,70,48,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,61,,,,8,435.751.499.546.643
590057,1,3,70,12,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,37,,,,8,123.699.489.038.525
590059,1,3,70,8,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,8,236.516.758.052.876
590061,1,2,70,24,48,1,,2,24,1,,5,2,,,,,,,,,,1,,2,,2,2,1,97,97,4521,45,8,123.699.489.038.525
590061,1,3,70,12,48,1,,2,12,1,,4,2,,,,,,,,,,1,,2,,2,2,1,32,32,5272,52,8,123.699.489.038.525
590552,1,2,70,8,9,9,EL TRABA QUE LE PONGAN LO HACE,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,0,,,,27,729.521.703.471.363
590558,1,2,70,8,9,9,NINGUNO EN ESPECIAL,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,0,,,,27,696.364.859.156.479
590565,1,2,70,16,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,941.134.178.207.106
