DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7480,P7480S1,P7480S2,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S2A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,DPTO,fex_c_2011
583482,2,1,76,90,,2,,1,2,2,2,2,1,2,2,2,,,7,,,,,4,,,,76,73.457.024.174.649
583482,3,1,76,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,76,73.457.024.174.649
583482,3,2,76,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,28,,,,,,,76,73.457.024.174.649
583485,1,1,76,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,76,720.465.938.492.267
583485,1,2,76,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,76,720.465.938.492.267
583485,1,4,76,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,76,720.465.938.492.267
583494,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,542.894.043.656.697
583494,1,2,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,15,,,,,,,8,542.894.043.656.697
583494,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,542.894.043.656.697
583495,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,420.996.726.831.158
583495,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,420.996.726.831.158
583495,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,420.996.726.831.158
583495,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,420.996.726.831.158
583495,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,420.996.726.831.158
583496,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,58.557.143.191.569
583496,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,8,58.557.143.191.569
583496,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,58.557.143.191.569
583496,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,58.557.143.191.569
583496,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,58.557.143.191.569
583497,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,479.461.804.012.245
583497,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,8,479.461.804.012.245
583498,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,4.505.723.284.484
583498,1,2,8,90,,2,,2,1,1,2,2,2,2,2,2,,,,30,15,,,,,,,8,4.505.723.284.484
583498,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,4.505.723.284.484
583499,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,18,,,,,,,8,603.041.875.772.287
583499,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,603.041.875.772.287
583500,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,561.216.048.674.175
583500,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,18,,,,,,,8,561.216.048.674.175
583500,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,561.216.048.674.175
583500,1,6,8,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,8,561.216.048.674.175
583501,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,15,,,,,,,8,498.564.840.808.923
583501,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,12,,,,,,,8,498.564.840.808.923
583501,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,498.564.840.808.923
583501,1,6,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,498.564.840.808.923
583501,1,7,8,90,,2,,1,2,1,2,2,2,2,2,2,,,18,,18,,,,,,,8,498.564.840.808.923
583502,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,441.236.399.824.083
583502,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,441.236.399.824.083
583502,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,441.236.399.824.083
583502,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,441.236.399.824.083
583503,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,8,910.932.837.360.369
583503,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,2,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,2,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,910.932.837.360.369
583503,2,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,2,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,3,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,18,,,,,,,8,910.932.837.360.369
583503,3,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,3,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,8,910.932.837.360.369
583503,3,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,4,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,24,,14,,,,,,,8,910.932.837.360.369
583503,4,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,4,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,4,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,4,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,910.932.837.360.369
583503,5,1,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,10,,,,,,,8,910.932.837.360.369
583503,5,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,14,,,,,,,8,910.932.837.360.369
583504,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,427.469.939.260.943
583504,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,427.469.939.260.943
583504,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,427.469.939.260.943
583504,1,4,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,427.469.939.260.943
583504,1,5,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,427.469.939.260.943
583505,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,8,579.098.219.485.904
583505,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,8,579.098.219.485.904
583505,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,579.098.219.485.904
583505,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,579.098.219.485.904
583505,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,579.098.219.485.904
583506,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,447.709.612.253.868
583506,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,70,,,,,,,,,8,447.709.612.253.868
583506,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,447.709.612.253.868
583506,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,447.709.612.253.868
583507,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,388.065.103.558.623
583507,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,8,388.065.103.558.623
583507,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,388.065.103.558.623
583507,1,4,8,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,8,388.065.103.558.623
583507,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,388.065.103.558.623
583508,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,543.724.749.530.997
583508,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,60,,,,,,,,,8,543.724.749.530.997
583508,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,543.724.749.530.997
583509,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,538.604.949.434.452
583509,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,20,,,,,,,8,538.604.949.434.452
583509,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,538.604.949.434.452
583510,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,564.467.745.944.267
583510,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,564.467.745.944.267
583511,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,466.269.087.305.025
583511,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,466.269.087.305.025
583511,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,60,,,,,,,,,8,466.269.087.305.025
583512,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,8,,,,,,,,,8,479.461.804.012.245
583512,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,40,,,,,,,8,479.461.804.012.245
583513,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,442.580.920.789.037
583513,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,442.580.920.789.037
583514,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,460.833.271.827.393
583514,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,8,460.833.271.827.393
583514,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,460.833.271.827.393
583514,1,4,8,90,,2,,1,2,1,2,2,2,2,2,2,,,10,,30,,,,,,,8,460.833.271.827.393
583514,1,5,8,90,,2,,1,2,1,2,2,2,2,2,2,,,10,,10,,,,,,,8,460.833.271.827.393
583515,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,385.868.254.976.336
583516,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,566.929.572.510.663
583516,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,566.929.572.510.663
583516,1,3,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,6,,,,,,,8,566.929.572.510.663
583516,1,4,8,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,60,,,,,,,8,566.929.572.510.663
583517,1,1,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,5,,,,,,,8,461.405.652.381.433
583517,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,8,,60,,,,,,,8,461.405.652.381.433
583517,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,461.405.652.381.433
583519,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,10,,15,,,,,,,8,519.369.366.289.482
583519,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,15,,,,,,,8,519.369.366.289.482
583520,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,507.006.758.611.135
583520,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,507.006.758.611.135
583520,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,507.006.758.611.135
583521,1,1,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,15,,,,,,,8,563.637.040.069.967
583521,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,15,,30,,,,,,,8,563.637.040.069.967
583522,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,639.175.034.320.492
583522,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,20,,,,,,,8,639.175.034.320.492
583522,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,639.175.034.320.492
583522,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,639.175.034.320.492
583523,1,1,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,15,,,,,,,8,519.369.366.289.482
583523,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,8,519.369.366.289.482
583524,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,623.539.874.085.472
583524,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,30,,,,,,,8,623.539.874.085.472
583524,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,623.539.874.085.472
583525,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,463.323.917.202.307
583526,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,498.041.537.504.555
583526,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,50,,,,,,,8,498.041.537.504.555
583526,2,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,498.041.537.504.555
583526,2,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,40,,,,,,,8,498.041.537.504.555
583526,3,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,8,498.041.537.504.555
583527,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,501.139.233.839.587
583527,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,8,501.139.233.839.587
583527,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,501.139.233.839.587
583527,2,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,501.139.233.839.587
583527,2,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,501.139.233.839.587
583528,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,420.738.401.510.898
583528,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,420.738.401.510.898
583528,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,420.738.401.510.898
583529,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,483.821.915.515.492
583529,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,483.821.915.515.492
583530,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,459.292.551.454.895
583530,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,459.292.551.454.895
583530,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,459.292.551.454.895
583531,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,483.821.915.515.492
583531,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,483.821.915.515.492
583532,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,31.549.278.658.595
583532,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,31.549.278.658.595
583532,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,8,31.549.278.658.595
583532,1,4,8,90,,2,,1,2,1,2,2,2,2,2,2,,,15,,40,,,,,,,8,31.549.278.658.595
583533,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,20,,,,,,,8,454.358.696.095.728
583533,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,454.358.696.095.728
583533,1,3,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,50,,,,,,,8,454.358.696.095.728
583534,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,20,,,,,,,8,545.078.161.864.238
583534,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,545.078.161.864.238
583534,1,3,8,90,,2,,1,2,1,2,2,2,2,2,2,,,15,,10,,,,,,,8,545.078.161.864.238
583535,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,486.263.762.197.865
583535,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,8,486.263.762.197.865
583535,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,486.263.762.197.865
583535,1,4,8,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,8,486.263.762.197.865
583536,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,475.101.692.508.998
583536,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,475.101.692.508.998
583537,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,518.879.370.089.312
583537,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,8,518.879.370.089.312
583537,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,518.879.370.089.312
583537,1,4,8,90,,2,,1,2,1,2,2,2,2,2,2,,,50,,50,,,,,,,8,518.879.370.089.312
583537,1,7,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,518.879.370.089.312
583537,1,8,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,518.879.370.089.312
583538,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,421.499.453.406.075
583538,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,60,,,,,,,,,8,421.499.453.406.075
583538,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,421.499.453.406.075
583538,1,4,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,421.499.453.406.075
583538,1,5,8,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,10,,,,,,,8,421.499.453.406.075
583539,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,479.461.804.012.245
583539,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,60,,60,,,,,,,8,479.461.804.012.245
583540,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,436.876.288.320.835
583540,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,40,,60,,,,,,,8,436.876.288.320.835
583540,1,4,8,90,,2,,2,2,2,1,2,2,2,2,2,,,,,,40,,,,,,8,436.876.288.320.835
583540,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,436.876.288.320.835
583541,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,381.836.889.228.923
583541,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,8,381.836.889.228.923
583541,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,381.836.889.228.923
583542,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,581.808.883.158.846
583542,1,2,8,90,,2,,1,1,2,2,2,2,2,2,2,,,50,50,,,,,,,,8,581.808.883.158.846
583542,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,581.808.883.158.846
583542,2,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,581.808.883.158.846
583542,2,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,581.808.883.158.846
583542,3,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,581.808.883.158.846
583542,3,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,581.808.883.158.846
583543,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,515.009.254.786.235
583543,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,60,,40,,,,,,,8,515.009.254.786.235
583544,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,48,,20,,,,,,,8,363.206.993.742.191
583544,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,363.206.993.742.191
583544,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,48,,,,,,,,,8,363.206.993.742.191
583544,1,5,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,363.206.993.742.191
583545,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,8,287.669.596.337.094
583545,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,287.669.596.337.094
583546,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,361.338.890.915.738
583546,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,34,,,,,,,,,8,361.338.890.915.738
583547,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,20,,,,,,,8,521.051.524.378.557
583547,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,42,,,,,,,8,521.051.524.378.557
583547,1,5,8,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,14,,,,,,,8,521.051.524.378.557
583547,1,6,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,8,521.051.524.378.557
583551,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,40,,,,,,,8,439.995.439.242.636
583551,1,2,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,16,,,,,,,8,439.995.439.242.636
583551,1,3,8,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,20,,,,,,,8,439.995.439.242.636
583551,1,7,8,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,20,,,,,,,8,439.995.439.242.636
583552,1,1,8,90,,2,,1,2,2,1,2,2,2,2,2,,,38,,,12,,,,,,8,385.868.254.976.336
583553,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,38.562.325.687.625
583553,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,38.562.325.687.625
583553,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,38.562.325.687.625
583554,1,1,8,90,,2,,1,2,2,2,2,2,2,2,2,,,16,,,,,,,,,8,328.665.592.963.464
583554,1,2,8,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,8,328.665.592.963.464
583554,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,34,,,,,,,,,8,328.665.592.963.464
583554,1,4,8,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,328.665.592.963.464
583555,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,365.125.258.563.065
583555,1,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,365.125.258.563.065
583556,1,1,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,18,,,,,,,8,55.927.692.856.672
583556,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,45,,,,,,,8,55.927.692.856.672
583557,1,1,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,583.441.476.098.928
583557,1,2,8,90,,2,,1,2,1,1,2,2,2,2,2,,,24,,24,30,,,,,,8,583.441.476.098.928
583557,1,3,8,90,,2,,1,2,1,1,2,2,2,2,2,,,12,,14,14,,,,,,8,583.441.476.098.928
583557,1,4,8,90,,2,,1,2,2,1,2,2,2,2,2,,,14,,,28,,,,,,8,583.441.476.098.928
583557,1,5,8,90,,2,,1,2,1,1,2,2,2,2,2,,,20,,12,14,,,,,,8,583.441.476.098.928
583557,2,1,8,90,,2,,1,2,1,1,2,2,2,2,2,,,28,,36,14,,,,,,8,583.441.476.098.928
583557,2,2,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,583.441.476.098.928
583557,3,1,8,90,,2,,2,2,2,1,2,2,2,2,2,,,,,,16,,,,,,8,583.441.476.098.928
583557,3,2,8,90,,2,,1,2,2,1,2,2,2,2,2,,,30,,,20,,,,,,8,583.441.476.098.928
583557,3,3,8,90,,2,,1,2,2,1,2,2,2,2,2,,,20,,,14,,,,,,8,583.441.476.098.928
583557,4,1,8,90,,2,,2,2,1,1,2,2,2,2,2,,,,,20,14,,,,,,8,583.441.476.098.928
583557,4,2,8,90,,2,,1,2,1,1,2,2,2,2,2,,,30,,30,14,,,,,,8,583.441.476.098.928
583557,4,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,583.441.476.098.928
583558,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,10,,18,,,,,,,8,416.810.596.146.993
583558,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,24,,,,,,,8,416.810.596.146.993
583558,1,6,8,90,,2,,1,2,1,2,2,2,2,2,2,,,24,,36,,,,,,,8,416.810.596.146.993
583559,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,14,,,,,,,8,521.308.486.396.938
583559,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,36,,,,,,,8,521.308.486.396.938
583559,1,3,8,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,521.308.486.396.938
583559,1,4,8,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,16,,,,,,,8,521.308.486.396.938
583560,1,1,8,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,18,,,,,,,8,562.889.315.394.964
583560,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,28,,,,,,,8,562.889.315.394.964
583560,1,3,8,90,,2,,1,2,2,2,2,2,2,2,2,,,15,,,,,,,,,8,562.889.315.394.964
583560,1,5,8,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,8,562.889.315.394.964
583561,1,1,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,18,,,,,,,8,577.353.935.484.113
583561,1,2,8,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,20,,,,,,,8,577.353.935.484.113
583561,1,3,8,90,,2,,2,2,1,2,2,2,2,2,2,,,,,12,,,,,,,8,577.353.935.484.113
583561,1,4,8,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,16,,,,,,,8,577.353.935.484.113
