DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
4879008;1;1;1;10;1;2;11;1949;69;1;4;2; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;04;05;1243,28545035841
4879008;1;2;1;10;2;2;1;1989;30;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;05;13;04;05;1243,28545035841
4879008;1;3;1;10;2;2;4;2012;6;4; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;05;0;04;05;1243,28545035841
4879008;1;4;1;10;4;1;8;1986;32;3;4;2; ;1;1; ; ;1; ; ;1;1;33125;2;1;2; ;4;7; ; ;05;7;04;05;1243,28545035841
4879008;1;5;1;10;5;1;12;1953;65;5;5;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;04;05;1243,28545035841
4879009;1;1;1;10;1;2;8;1996;22;1;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;3;2;2;05;14;04;05;559,253899866314
4879009;1;2;1;10;2;1;9;1996;22;9;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;4;2;2;05;15;04;05;559,253899866314
4879009;1;3;1;10;3;2;10;1997;21;9;6;2; ;2; ; ; ;2;1;3; ; ; ;2;1;1;1;6;1;3; ;05;12;04;05;559,253899866314
4879009;1;4;1;10;4;2;8;1995;23;9;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;2;2;2;05;13;04;05;559,253899866314
4879009;1;5;1;10;5;1;4;2001;17;9;6;3; ;2; ; ; ;1; ; ;1;2;99360;2;1;1;1;6;0;2;2;05;11;04;05;559,253899866314
4879010;1;1;1;10;1;1;5;1936;82;1;3;3; ;3; ;1;2;1; ; ;1;3;103000;2;1;2; ;5;11;2; ;05;11;04;05;1067,39753776577
4879010;1;2;1;10;2;2;5;1941;77;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1067,39753776577
4879010;2;1;2;10;1;1;4;2001;18;1;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;2;3; ;05;13;04;05;1067,39753776577
4879010;3;1;3;10;1;1;7;1994;24;1;6;2; ;2; ; ; ;1; ; ;2;1;72000;2;1;1;1;6;3;3; ;05;14;04;05;1067,39753776577
4879011;1;1;1;10;1;1;12;1959;59;1;3;3; ;3; ;1;2;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;05;11;04;05;1279,50368177799
4879011;1;2;1;10;2;2;3;1956;63;2;3;3; ;3; ;1;1;1; ; ;1;2;99400;2;1;2; ;4;7; ; ;05;7;04;05;1279,50368177799
4879011;1;3;1;10;3;1;2;1987;32;3;6;1;1;1;2; ; ;1; ; ;1;1;60000;2;1;1;1;6;2;2;2;05;13;04;05;1279,50368177799
4879012;1;1;1;10;1;1;10;1952;66;1;3;3; ;3; ;1;2;1; ; ;1;2;208000;2;1;2; ;5;11;2; ;05;11;04;05;1182,10873683282
4879012;1;2;1;10;2;2;8;1956;62;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1182,10873683282
4879013;1;1;1;10;1;1;1;1976;43;1;2;2; ;2; ;1;2;1; ; ;1;3;103500;2;1;2; ;5;11;2; ;05;11;04;05;811,146102113862
4879013;1;2;1;10;2;2;1;1965;54;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;811,146102113862
4879013;1;3;1;10;3;2;9;1994;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;2;6;1;2;2;05;12;04;05;811,146102113862
4879013;1;4;1;10;4;2;10;2005;13;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;05;7;04;05;811,146102113862
4879014;1;1;1;10;1;1;12;1968;50;1;3;3; ;3; ;1;2;1; ; ;1;3;150000;2;1;1;2;6;3;3; ;05;14;04;05;1546,87159884949
4879014;1;2;1;10;2;2;11;1974;44;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;4;3; ;05;15;04;05;1546,87159884949
4879014;1;3;1;10;3;1;6;2008;10;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;05;4;04;05;1546,87159884949
4879014;1;4;1;10;2;1;10;2010;8;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;05;2;04;05;1546,87159884949
4879015;1;1;1;10;1;2;7;1960;58;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;4;6; ; ;05;6;04;05;1194,37700735928
4879015;1;2;1;10;2;1;12;1948;70;2;3;3; ;3; ;1;1;1; ; ;1;2;99374;2;1;2; ;5;11;2; ;05;11;04;05;1194,37700735928
4879015;1;3;1;10;3;2;11;1952;66;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;05;4;04;05;1194,37700735928
4879015;1;4;1;10;3;2;7;2009;9;5; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;05;3;04;05;1194,37700735928
4879016;1;1;1;10;1;2;7;1963;55;1;4;3; ;3; ; ; ;1; ; ;1;2;99000;2;1;2; ;5;11;2; ;05;11;04;05;762,237659114724
4879016;1;2;1;10;2;2;10;2000;18;3;6;2; ;1;1; ; ;1; ; ;1;1;33000;2;1;1;2;6;2;2;2;05;13;04;05;762,237659114724
4879016;1;3;1;10;3;2;4;2006;12;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;05;5;04;05;762,237659114724
4879017;1;1;1;10;1;1;10;1956;62;1;3;3; ;3; ;1;2;1; ; ;1;2;106000;2;1;2; ;5;11;2; ;05;11;04;05;1182,10873683282
4879017;1;2;1;10;2;2;8;1959;59;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;04;05;1182,10873683282
4879018;1;1;1;10;1;1;7;1960;58;1;2;2; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;966,96804625624
4879018;1;2;1;10;2;2;1;1974;45;2;2;3; ;2; ;1;1;1; ; ;1;1;33000;2;1;2; ;6;5;4; ;05;16;04;05;966,96804625624
4879018;1;3;1;10;1;2;1;2007;12;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;05;6;04;05;966,96804625624
4879018;1;4;1;10;1;2;7;2009;9;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;04;05;966,96804625624
4879019;1;1;1;10;1;1;11;1961;57;1;3;3; ;2; ;1;2;1; ; ;1;3;250000;2;1;2; ;6;7;5; ;05;18;04;05;1182,10873683282
4879019;1;2;1;10;2;2;3;1964;55;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;7;5; ;05;18;04;05;1182,10873683282
4879020;1;1;1;10;1;2;9;1994;24;1;6;2; ;2; ; ; ;1; ; ;1;3;99374;2;1;2; ;5;11;2; ;05;11;04;05;940,110266474324
4879021;1;1;1;10;2;1;3;1958;61;1;3;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1421,00732084018
4879021;1;2;1;10;2;2;6;1956;62;2;3;3; ;3; ;1;1;1; ; ;1;3;99400;2;1;2; ;5;11;2; ;05;11;04;05;1421,00732084018
4879021;1;3;1;10;3;2;4;1993;25;3;2;1;1;1;2;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;1421,00732084018
4879021;1;4;1;10;3;1;6;1988;30;5;2;2; ;2; ;1;3;1; ; ;1;1;33000;2;1;2; ;6;3;3; ;05;14;04;05;1421,00732084018
4879021;1;5;1;10;3;1;3;2017;2;4; ;1;4;1;3; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;04;05;1421,00732084018
4879022;1;1;1;10;1;2;1;1961;58;1;4;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;1071,07114958401
4879022;1;2;1;10;2;2;5;1988;30;3;6;2; ;1;1; ; ;1; ; ;1;3;99374;2;1;2; ;6;5;4; ;05;16;04;05;1071,07114958401
4879023;1;1;1;10;1;1;11;1955;63;1;3;3; ;3; ;1;2;1; ; ;1;2;103000;2;1;2; ;4;6; ; ;05;6;04;05;1134,1471607855
4879023;1;2;1;10;2;2;2;1950;69;2;3;3; ;3; ;1;1;1; ; ;1;2;103000;2;1;2; ;4;9; ; ;05;9;04;05;1134,1471607855
4879023;1;3;1;10;3;2;11;1978;40;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;04;05;1134,1471607855
4879024;1;1;1;10;1;1;5;1950;68;1;3;3; ;3; ;1;2;1; ; ;1;2;250000;2;1;2; ;6;3;3; ;05;14;04;05;1088,53490587972
4879024;1;2;1;10;2;2;6;1959;59;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;04;05;1088,53490587972
4879024;1;3;1;10;3;2;3;1990;29;3;6;1;1;1;2; ; ;2;1;1; ; ; ;2;1;2; ;6;6;5; ;05;17;04;05;1088,53490587972
4879024;1;4;1;10;3;2;8;2014;4;4; ;2; ;1;3; ; ;2;1;1; ; ; ;2;2;2; ;1;0; ; ;05;0;04;05;1088,53490587972
4879024;1;5;1;10;5;1;12;1998;20;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;6;2;2;2;05;13;04;05;1088,53490587972
4879026;1;1;1;10;1;1;5;1953;65;1;3;3; ;3; ;1;2;1; ; ;2;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1371,57395194234
4879026;1;2;1;10;2;2;12;1951;67;2;3;3; ;3; ;1;1;1; ; ;2;2;216000;2;1;2; ;6;7;5; ;05;18;04;05;1371,57395194234
4879026;1;3;1;10;2;1;7;2008;10;4;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;05;4;04;05;1371,57395194234
4879027;1;1;1;10;1;2;1;1987;32;1;3;2; ;2; ;1;2;1; ; ;1;1;176000;2;1;2; ;6;6;5; ;05;17;04;05;1357,40638373998
4879027;1;2;1;10;2;1;3;1982;37;2;3;2; ;2; ;1;1;1; ; ;1;1;120000;2;1;2; ;6;2;3; ;05;13;04;05;1357,40638373998
4879027;1;3;1;10;2;1;3;2015;4;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;05;0;04;05;1357,40638373998
4879028;1;1;1;10;1;2;9;1951;67;1;4;3; ;3; ; ; ;1; ; ;1;2;250000;2;1;2; ;6;5;4; ;05;16;04;05;1119,03272563133
4879029;1;1;1;10;1;2;12;1977;41;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;05;9;04;05;1334,83079462406
4879029;1;2;1;10;2;1;8;1956;62;2;2;3; ;3; ;1;1;1; ; ;1;2;99374;2;1;2; ;3;3; ; ;05;3;04;05;1334,83079462406
4879029;1;3;1;10;1;1;3;2017;2;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;04;05;1334,83079462406
4879029;1;4;1;10;4;2;2;2009;10;5;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;04;05;1334,83079462406
4879030;1;1;1;10;1;2;4;1962;57;1;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;05;7;04;05;892,673616325703
4879030;1;2;1;10;2;2;8;1984;34;3;6;2; ;1;1; ; ;1; ; ;1;1;33000;2;1;2; ;6;5;4; ;05;16;04;05;892,673616325703
4879030;1;3;1;10;3;2;12;1995;23;3;6;2; ;1;1; ; ;1; ; ;1;3;104000;2;1;2; ;6;5;4; ;05;16;04;05;892,673616325703
4879031;1;1;1;10;1;2;7;1993;25;1;6;2; ;2; ; ; ;1; ; ;1;1;180000;2;1;1;1;6;7;4; ;05;18;04;05;892,148690426999
4879031;1;2;1;10;2;2;9;1994;24;5;6;2; ;2; ; ; ;1; ; ;1;3;125000;2;1;2; ;6;5;4; ;05;16;04;05;892,148690426999
4879032;1;1;1;10;1;1;7;1986;32;1;6;3; ;2; ; ; ;1; ; ;1;1;60000;2;1;2; ;6;3;3; ;05;14;04;05;1215,90274467779
4879033;1;1;1;10;1;1;8;1984;34;1;6;3; ;1;2; ; ;1; ; ;1;1;40000;2;1;1;1;6;3;2;2;05;14;04;05;1313,82261552166
4879033;1;2;1;10;2;2;9;1951;67;5;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;4; ; ;05;4;04;05;1313,82261552166
4879033;1;3;1;10;3;1;5;1986;32;5;6;3; ;1;2; ; ;2;1;6; ; ; ;1;1;2; ;3;5; ; ;05;5;04;05;1313,82261552166
4879034;1;1;1;10;1;2;11;1969;49;1;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;6;2;3; ;05;13;04;05;720,081891826421
4879034;1;2;1;10;2;1;11;1997;21;3;1;2; ;1;1;1;3;1; ; ;1;5; ;2;1;1;1;6;2;2;2;05;13;04;05;720,081891826421
4879034;1;3;1;10;3;2;6;2000;18;5;1;2; ;2; ;1;2;1; ; ;1;5; ;2;1;1;1;6;1;2;2;05;12;04;05;720,081891826421
4879034;2;1;2;10;1;1;1;1999;20;1;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;4;3; ;05;15;04;05;720,081891826421
4879034;3;1;3;10;1;1;12;1999;19;1;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;6;1;2;2;05;12;04;05;720,081891826421
4879035;1;1;1;10;1;1;11;1927;91;1;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1484,08333204167
4879035;1;2;1;10;2;1;2;1959;60;3;4;1;1;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;05;7;04;05;1484,08333204167
4879035;1;3;1;10;3;2;8;1957;61;3;5;1;1;3; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;1484,08333204167
4879035;1;4;1;10;4;1;6;1982;36;4;1;3; ;1;3;1;5;1; ; ;1;1;116000;2;1;2; ;6;5;4; ;05;16;04;05;1484,08333204167
4879035;1;5;1;10;5;2;7;1992;26;9;1;2; ;2; ;1;4;1; ; ;1;1;40000;2;1;1;1;6;2;2;2;05;13;04;05;1484,08333204167
4879035;1;6;1;10;6;1;10;2007;11;9;6;2; ;1;5; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;05;5;04;05;1484,08333204167
4879036;1;1;1;10;1;1;3;1940;79;1;5;3; ;3; ; ; ;1; ; ;1;3;102000;2;1;2; ;6;5;4; ;05;16;04;05;1124,22821140059
4879036;2;1;2;10;1;1;5;1999;19;1;6;2; ;2; ; ; ;2;1;7; ; ; ;2;1;1;1;6;0;2;2;05;11;04;05;1124,22821140059
4879037;1;1;1;10;1;1;12;1936;82;1;3;3; ;3; ;1;2;1; ; ;2;2;875000;2;1;2; ;6;5;4; ;05;16;04;05;1076,79156125197
4879037;1;2;1;10;2;2;7;1946;72;2;3;3; ;3; ;1;1;1; ; ;2;5; ;2;1;2; ;6;5;4; ;05;16;04;05;1076,79156125197
4879037;1;3;1;10;3;2;3;1982;37;3;6;1;1;1;2; ; ;1; ; ;1;3;172000;2;1;2; ;6;5;4; ;05;16;04;05;1076,79156125197
4879037;1;4;1;10;4;1;5;1996;22;5;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;6;3;2;2;05;14;04;05;1076,79156125197
4879038;1;1;1;10;1;2;4;1992;26;1;2;2; ;2; ;1;2;1; ; ;1;1;66000;2;1;1;1;6;4;3; ;05;15;04;05;1179,68451325822
4879038;1;2;1;10;2;1;4;1990;29;2;2;2; ;2; ;1;1;1; ; ;1;1;39200;2;1;2; ;6;5;3; ;05;16;04;05;1179,68451325822
4879038;1;3;1;10;2;2;9;2014;4;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2;2;1;1;2;1; ; ;05;0;04;05;1179,68451325822
4879039;1;1;1;10;1;1;6;1969;49;1;3;2; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;04;05;822,88944674161
4879039;1;2;1;10;2;2;1;1976;43;2;3;3; ;3; ;1;1;1; ; ;1;1;50000;2;1;2; ;6;7;5; ;05;18;04;05;822,88944674161
4879039;1;3;1;10;1;2;5;2003;15;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;05;10;04;05;822,88944674161
4879039;1;4;1;10;1;2;1;2011;8;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;05;2;04;05;822,88944674161
4879039;1;5;1;10;5;2;9;2000;18;5;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;05;11;04;05;822,88944674161
4879040;1;1;1;10;1;1;10;1959;59;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;05;8;04;05;1145,36557951454
4879040;1;2;1;10;2;2;7;1971;47;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;05;8;04;05;1145,36557951454
4879040;1;3;1;10;2;2;4;2009;9;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;05;3;04;05;1145,36557951454
4879041;1;1;1;10;1;2;10;1963;55;1;3;3; ;2; ;2; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;04;05;1179,53377638038
4879041;1;2;1;10;2;2;7;1985;33;3;6;2; ;1;1; ; ;1; ; ;1;1;44000;2;1;2; ;5;11;2; ;05;11;04;05;1179,53377638038
4879041;1;3;1;10;3;1;8;1989;29;3;6;2; ;1;1; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;04;05;1179,53377638038
4879041;1;4;1;10;4;2;7;1996;22;3;4;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;04;05;1179,53377638038
4879041;1;5;1;10;4;1;7;2018;0;4; ;2; ;1;4; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;05; ;04;05;1179,53377638038
4879042;1;1;1;10;1;2;12;1968;50;1;6;2; ;3; ; ; ;1; ; ;1;1;80000;2;1;2; ;6;2;3; ;05;13;04;05;1070,5462236853
4879043;1;1;1;10;1;1;9;1952;66;1;3;3; ;3; ;1;2;1; ; ;1;2;300000;2;1;2; ;6;5;4; ;05;16;04;05;1182,10873683282
4879043;1;2;1;10;2;2;11;1956;62;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;1182,10873683282
4879044;1;1;1;10;1;1;9;1972;46;1;3;2; ;2; ;1;2;1; ; ;1;1;300000;2;1;2; ;6;6;5; ;05;17;04;05;1167,94116863047
4879044;1;2;1;10;2;2;4;1984;34;2;3;2; ;2; ;1;1;1; ; ;1;1;250000;2;1;2; ;6;7;5; ;05;18;04;05;1167,94116863047
4879045;1;1;1;10;1;1;5;1923;95;1;3;3; ;3; ;1;2;1; ; ;1;2;360000;2;1;2; ;6;5;4; ;05;16;04;05;1182,10873683282
4879045;1;2;1;10;2;2; ; ;78;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;04;05;1182,10873683282
4879046;1;1;1;10;1;1;12;1938;80;1;5;3; ;3; ; ; ;1; ; ;2;2;250000;2;1;2; ;6;8;5; ;05;19;04;05;1181,58381093412
4879047;1;1;1;10;1;2;10;1972;46;1;3;1;5;3; ;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1609,94761005099
4879047;1;2;1;10;2;1;1;1984;35;2;3;3; ;3; ;1;1;1; ; ;1;1;33125;2;1;2; ;3;5; ; ;05;5;04;05;1609,94761005099
4879047;1;3;1;10;3;1;3;2009;10;3;6;1;2;1;1; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;04;05;1609,94761005099
4879047;1;4;1;10;2;1;8;2012;6;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;05;0;04;05;1609,94761005099
4879047;1;5;1;10;5;1;4;1941;77;5;5;3; ;3; ; ; ;1; ; ;1;2;99374;2;1;2; ;3;5; ; ;05;5;04;05;1609,94761005099
4879048;1;1;1;10;1;2;4;1947;71;1;5;3; ;3; ; ; ;1; ; ;1;2;103000;2;1;2; ;4;8; ; ;05;8;04;05;1071,07114958401
4879048;1;2;1;10;2;2;2;1966;53;3;5;3; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;1071,07114958401
4879049;1;1;1;10;1;2;9;1984;34;1;6;2; ;2; ; ; ;1; ; ;1;3;109000;2;1;2; ;6;1;3; ;05;12;04;05;1013,19062415178
4879049;1;2;1;10;1;1;6;2000;18;3;6;2; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;04;05;1013,19062415178
4879050;1;1;1;10;2;1;2;1967;52;1;3;2; ;3; ;1;2;1; ; ;1;3;103000;1;1;2; ;5;11;2; ;05;11;04;05;1121,65325094815
4879050;1;2;1;10;2;2;12;1967;51;2;3;3; ;3; ;1;1;1; ; ;1;5; ;1;1;2; ;5;11;2; ;05;11;04;05;1121,65325094815
4879050;1;3;1;10;2;2;9;1998;20;3;6;1;1;1;2; ; ;1; ; ;1;5; ;1;1;1;1;6;0;2;2;05;11;04;05;1121,65325094815
4879050;1;4;1;10;3;1;4;2015;3;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;04;05;1121,65325094815
4879050;1;5;1;10;2;1;7;2005;13;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;05;7;04;05;1121,65325094815
4879051;1;1;1;10;1;1;4;1939;80;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;04;05;1182,63366273153
4879051;1;2;1;10;2;2;1;1959;60;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;04;05;1182,63366273153
4879051;1;3;1;10;3;2;10;1952;66;5;6;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;04;05;1182,63366273153
4879052;1;1;1;10;1;1;8;1950;68;1;2;3; ;3; ;1;2;1; ; ;1;2;149000;2;1;2; ;6;2;3; ;05;13;04;05;986,394949452636
4879052;1;2;1;10;2;2;10;1957;61;2;2;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;04;05;986,394949452636
4879052;1;3;1;10;3;1;5;1989;29;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;05;12;04;05;986,394949452636
4879052;1;4;1;10;4;2;2;2000;19;7;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;05;11;04;05;986,394949452636
4879052;1;5;1;10;5;1;7;1999;19;7;6;2; ;2; ; ; ;1; ; ;9; ; ;2;1;1;1;6;3;2;2;05;14;04;05;986,394949452636
4879052;1;6;1;10;6;1;6;2001;17;7;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;2;6;0;2;2;05;11;04;05;986,394949452636
4879053;1;1;1;10;1;2;10;1963;55;1;6;3; ;2; ; ; ;1; ; ;1;1;200000;2;1;2; ;6;7;5; ;05;18;04;05;1119,03272563133
4879054;1;1;1;10;1;1;5;1971;47;1;2;3; ;2; ;1;2;1; ; ;1;1;48000;2;1;2; ;4;8; ; ;05;8;04;05;1265,33611357564
4879054;1;2;1;10;2;2;11;1966;52;2;2;2; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;04;05;1265,33611357564
4879054;1;3;1;10;3;1;6;1986;32;3;6;3; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;04;05;1265,33611357564
4879055;1;1;1;10;1;1;4;1991;27;1;6;2; ;2; ; ; ;2;1;48; ; ; ;2;1;1;2;6;2;2;2;05;13;04;05;1215,90274467779
4879057;1;1;1;10;1;2;1;1955;64;1;4;3; ;3; ; ; ;1; ; ;1;2;103514;2;1;2; ;5;11;2; ;05;11;04;05;1216,4276705765
4879057;1;2;1;10;2;1;6;1988;30;3;6;2; ;1;1; ; ;1; ; ;1;1;160000;2;1;2; ;6;6;5; ;05;17;04;05;1216,4276705765
4879058;1;1;1;10;1;1;2;1995;24;1;2;2; ;2; ;1;2;1; ; ;1;1;36000;2;1;2; ;6;3;3; ;05;14;04;05;1013,19062415178
4879058;1;2;1;10;2;2;3;1990;29;2;2;2; ;2; ;1;1;1; ; ;1;1;40000;2;1;2; ;6;3;3; ;05;14;04;05;1013,19062415178
4879059;1;1;1;10;1;1;9;1975;43;1;2;3; ;2; ;1;2;1; ; ;1;9; ;2;1;2; ;3;3; ; ;05;3;04;05;811,146102113862
