DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4894023;1;4;3;3;1;5;1;1;5;1; ; ;98;100000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;04;19;1831,49219117607
4894024;1;3;2;4;1;3;2;1;5;1; ; ;98;150000; ;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;04;19;1800,54814967889
4894025;1;2;1;2;2;3;2;1;5;5; ; ; ;300000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2; ;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;04;19;1184,41003929788
4894025;2;2;1;2;2;3;2;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;2;1;5;1;1;1;2;2;2; ;2; ;01;2;04;19;1184,41003929788
4894026;1;2;2;2;1;4;2;1;5;5; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;04;19;2405,54643027941
4894027;1;3;2;2;1;4;2;1;5;1; ; ;98;70000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;6;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;04;19;1823,05631197297
4894028;1;3;1;4;1;3;2;1;5;1; ; ;98;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;04;19;1474,95758779648
4894029;1;3;2;2;1;3;2;1;5;1; ; ;98;150000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;04;19;2405,54643027941
4894030;1;3;2;2;1;4;2;1;5;5; ; ; ;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;4;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;04;19;2767,82692609946
4894031;1;3;2;2;1;3;2;1;5;1; ; ;98;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;04;19;2755,82686060357
