DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011
1139712;1;3;1;10;3;2;1;8;1985;23;3;6;1; ; ;1;5; ;2;1;1;1;6;3;2;17;14;17;158,888799363971
1139713;1;1;1;10;1;1;1;10;1960;48;1;3;1; ; ;1;1;80000;2;1;1;2;6;6;4;17;17;17;184,694652160945
1139713;1;2;1;10;2;2;1;12;1959;49;2;3;1; ; ;1;5; ;2;1;2; ;6;3;3;17;14;17;184,694652160945
1139713;1;3;1;10;3;2;1;4;1991;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;17;12;17;184,694652160945
1139713;1;4;1;10;2;1;1;1;1995;14;3;6;1; ; ;1;5; ;2;1;1;2;4;7; ;17;7;17;184,694652160945
1139819;1;1;1;10;1;1;1;12;1954;54;1;3;1; ; ;1;1;80000;2;1;2; ;6;4;2;23;15;23;157,078865353657
1139819;1;2;1;10;2;2;1;10;1962;46;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;23;11;23;157,078865353657
1139820;1;1;1;10;1;1;1;6;1938;70;1;3;1; ; ;1;2;62100;2;1;2; ;3;5; ;23;5;23;132,747677034229
1139820;1;2;1;10;2;2;1;6;1940;68;2;3;1; ; ;1;2;62100;2;1;2; ;3;5; ;23;5;23;132,747677034229
1139820;1;3;1;10;3;2;1;1;1986;23;4;6;1; ; ;1;1;28000;2;1;1;1;6;3;2;23;14;23;132,747677034229
1139820;1;4;1;10;4;2;1;12;1987;21;4;6;1; ; ;1;1;22000;1;1;1;2;6;2;2;23;13;23;132,747677034229
1139821;1;1;1;10;1;2;1;9;1950;58;1;5;1; ; ;1;1;43600;2;1;2; ;6;7;5;23;18;23;134,332735086949
1139821;1;2;1;10;2;1;1;6;1985;23;3;6;1; ; ;1;5; ;2;1;1;2;6;3;2;23;14;23;134,332735086949
1139824;1;1;1;10;1;1;1;2;1942;67;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;23;5;23;130,792442974676
1139824;1;2;1;10;2;2;1;6;1956;53;2;3;1; ; ;1;3;62150;2;1;2; ;4;7; ;23;7;23;130,792442974676
1139824;1;3;1;10;3;1;1;8;1978;30;3;2;1; ; ;1;1;64000;2;1;2; ;6;5;4;23;16;23;130,792442974676
1139824;1;4;1;10;4;2;1;1;1981;28;5;2;1; ; ;1;1;24000;2;1;2; ;5;11;2;23;11;23;130,792442974676
1139824;1;5;1;10;4;1;1;5;2005;4;4; ;1; ; ;1;5; ;2;2;1;2;2;0; ;23;0;23;130,792442974676
1139824;1;6;1;10;6;2;1;4;1971;38;9;6;1; ; ;3; ; ;2;1;2; ;5;11;2;23;11;23;130,792442974676
1139825;1;1;1;10;1;2;1;7;1936;72;1;4;1; ; ;1;2;84000;2;1;2; ;5;11;2;23;11;23;130,826014069622
1139825;1;2;1;10;2;1;1;8;1972;36;3;6;2;1;24; ; ; ;2;1;2; ;6;5;4;23;16;23;130,826014069622
1139907;1;1;1;10;1;1;1;7;1934;74;1;3;1; ; ;1;2;59000;2;1;2; ;3;1; ;50;1;50;174,864435945555
1139907;1;2;1;10;2;2;1;4;1941;68;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;50;5;50;174,864435945555
1139907;1;3;1;10;3;2;1;10;1975;33;3;4;1; ; ;1;1;36000;2;1;2; ;6;6;4;50;17;50;174,864435945555
1139907;1;4;1;10;2;1;1;6;1998;10;4;6;1; ; ;1;5; ;2;1;1;1;4;0; ;50;5;50;174,864435945555
1139907;1;5;1;10;5;2;1;2;1959;50;9;6;1; ; ;1;1;20000;2;1;2; ;4;9; ;50;9;50;174,864435945555
1139907;1;6;1;10;6;1;1;3;1986;23;9;6;1; ; ;1;5; ;2;1;1;1;6;5;2;50;16;50;174,864435945555
1139908;1;1;1;10;1;1;1;6;1965;44;1;2;1; ; ;1;3;62500;2;1;2; ;3;5; ;50;5;50;200,415120739338
1139908;1;2;1;10;2;2;1;4;1970;39;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;50;5;50;200,415120739338
1139908;1;3;1;10;2;1;1;4;1992;17;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;50;8;50;200,415120739338
1139908;1;4;1;10;4;2;1;12;1986;22;5;1;1; ; ;3; ; ;2;1;2; ;4;9; ;50;9;50;200,415120739338
1139908;1;5;1;10;4;2;1;9;2006;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;50; ;50;200,415120739338
1139908;1;6;1;10;4;1;1;4;2009;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;50; ;50;200,415120739338
1139910;1;1;1;10;1;1;1;2;1979;30;1;6;1; ; ;2;1;67000;2;1;2; ;6;9;4;50;20;50;197,176097002759
1139912;1;1;1;10;1;1;1;6;1961;47;1;3;2;2; ; ; ; ;2;1;2; ;6;6;4;50;17;50;178,283709435558
1139912;1;2;1;10;2;2;1;8;1960;48;2;3;2;2; ; ; ; ;2;1;2; ;6;5;2;50;16;50;178,283709435558
1139912;1;3;1;10;1;2;1;2;1988;21;3;6;2;2; ; ; ; ;2;2;2; ;1;0; ;50;0;50;178,283709435558
1139912;1;4;1;10;1;2;1;10;1998;10;3;6;2;2; ; ; ; ;2;1;1;2;3;4; ;50;4;50;178,283709435558
1139913;1;1;1;10;1;2;1;7;1946;62;1;5;1; ; ;1;2;260000;2;1;2; ;3;5; ;50;5;50;161,160943789243
1139913;1;2;1;10;2;1;1;10;1970;38;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;50;6;50;161,160943789243
1139913;1;3;1;10;3;2;1;9;1978;30;3;4;1; ; ;1;3;63200;2;1;2; ;6;5;4;50;16;50;161,160943789243
1139913;1;4;1;10;1;2;1;1;2007;2;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;50; ;50;161,160943789243
1139913;1;5;1;10;1;2;1;4;2009;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;50; ;50;161,160943789243
1139914;1;1;1;10;1;1;1;7;1972;36;1;2;1; ; ;1;1;26000;2;1;2; ;5;11;2;50;11;50;196,269404141772
1139914;1;2;1;10;2;2;1;12;1976;32;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;50;11;50;196,269404141772
1139914;1;3;1;10;2;2;1;9;1999;9;3; ;1; ; ;1;5; ;2;1;1;1;3;4; ;50;4;50;196,269404141772
1139914;1;4;1;10;2;1;1;9;2001;7;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;50;1;50;196,269404141772
1139914;1;5;1;10;2;1;1;6;2004;4;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;50;0;50;196,269404141772
1139915;1;1;1;10;1;1;1;3;1930;79;1;3;2;9; ; ; ; ;1;2;2; ;3;1; ;50;1;50;163,857823907221
1139915;1;2;1;10;2;2;2; ; ;79;2;3;2;9; ; ; ; ;1;2;2; ;1;0; ;50;0;50;163,857823907221
1139916;1;1;1;10;1;2;1;3;1964;45;1;4;1; ; ;3; ; ;1;1;2; ;6;1;2;50;12;50;162,24344218953
1139916;1;2;1;10;1;2;1;3;1993;16;3;6;2;2; ; ; ; ;1;1;1;1;4;9; ;50;9;50;162,24344218953
1139916;1;3;1;10;1;2;1;10;1995;13;3;6;2;2; ; ; ; ;2;1;1;1;4;6; ;50;6;50;162,24344218953
1139916;1;4;1;10;1;2;1;2;1998;11;3;6;2;2; ; ; ; ;1;1;1;1;4;0; ;50;5;50;162,24344218953
1139917;1;1;1;10;1;2;1;12;1931;77;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;50;0;50;168,781194541966
1139917;1;2;1;10;2;2;1;1;1951;58;3;3;1; ; ;3; ; ;2;1;2; ;4;6; ;50;6;50;168,781194541966
1139917;1;3;1;10;3;1;1;6;1955;53;5;3;1; ; ;3; ; ;2;1;2; ;3;5; ;50;5;50;168,781194541966
1139917;1;4;1;10;4;1;1;4;1987;22;4;6;2;1;4; ; ; ;2;1;2; ;5;11;2;50;11;50;168,781194541966
1139917;1;5;1;10;5;2;1;3;1991;18;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;50;11;50;168,781194541966
1139918;1;1;1;10;1;1;1;6;1977;31;1;2;1; ; ;1;1;24000;2;1;2; ;5;11;2;50;11;50;196,834554613388
1139918;1;2;1;10;2;2;1;1;1978;31;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;50;11;50;196,834554613388
1139918;1;3;1;10;2;1;1;8;1998;10;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;50;5;50;196,834554613388
1139920;1;1;1;10;1;2;1;7;1938;70;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;50;4;50;169,799071825386
1139924;1;1;1;10;1;1;1;6;1973;35;1;2;1; ; ;1;1;33000;2;1;2; ;4;7; ;50;7;50;185,107298980255
1139924;1;2;1;10;2;2;1;3;1979;30;2;2;1; ; ;1;5; ;2;1;2; ;6;3;2;50;14;50;185,107298980255
1139924;1;3;1;10;2;2;1;9;1998;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;50;4;50;185,107298980255
1139924;1;4;1;10;2;1;1;12;2000;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;50;2;50;185,107298980255
1139924;1;5;1;10;5;1;1;12;1932;76;5;4;1; ; ;2;2;80000;2;1;2; ;3;3; ;50;3;50;185,107298980255
1139926;1;1;1;10;1;2;1;6;1959;49;1;5;1; ; ;1;2;58000;2;1;2; ;3;4; ;50;4;50;168,029449904499
1139926;1;2;1;10;2;2;1;5;1986;23;3;6;1; ; ;1;3;58000;2;1;2; ;5;11;3;50;11;50;168,029449904499
1139926;1;3;1;10;1;2;1;9;1991;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;50;10;50;168,029449904499
1139927;1;1;1;10;1;1;1;2;1956;53;1;2;1; ; ;1;1;98;2;1;1;2;6;10;5;50;21;50;208,524251430464
1139927;1;2;1;10;1;2;1;10;1964;44;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;50;11;50;208,524251430464
1139927;1;3;1;10;1;1;1;2;1996;13;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;50;8;50;208,524251430464
1139928;1;1;1;10;1;1;1;8;1980;28;1;6;1; ; ;1;3;58000;2;1;2; ;6;5;4;50;16;50;191,613697370036
1139928;1;2;1;10;2;2;1;6;1975;34;5;6;1; ; ;1;3;58000;2;1;2; ;6;5;4;50;16;50;191,613697370036
1139929;1;1;1;10;1;1;1;12;1985;23;1;6;1; ; ;1;5; ;2;1;1;1;6;3;2;50;14;50;198,046383817159
1139929;1;2;1;10;2;2;1;2;1987;22;5;6;1; ; ;1;5; ;2;1;1;1;6;3;2;50;14;50;198,046383817159
1139930;1;1;1;10;1;1;1;12;1953;55;1;4;1; ; ;1;3;58000;2;1;2; ;5;10;1;50;10;50;182,738562058077
1139931;1;1;1;10;1;1;1;12;1946;62;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;50;1;50;182,738562058077
1139932;1;1;1;10;1;2;1;3;1958;51;1;4;2;1;60; ; ; ;2;1;2; ;4;6; ;50;6;50;183,117410343518
1139933;1;1;1;10;2;1;1;11;1946;62;1;3;1; ; ;1;3;58000;2;1;2; ;3;2; ;50;2;50;144,977085756366
1139933;1;2;1;10;2;2;1;11;1950;58;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;50;6;50;144,977085756366
1139933;2;1;2;10;1;2;1;8;1937;71;1;5;1; ; ;1;3;58000;2;1;2; ;5;11;2;50;11;50;144,977085756366
1139934;1;1;1;10;1;1;1;6;1976;32;1;3;1; ; ;1;1;50000;2;1;2; ;5;11;2;50;11;50;196,610946531143
1139934;1;2;1;10;1;1;1;7;2002;6;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;50;1;50;196,610946531143
1139934;1;3;1;10;1;2;1;8;2005;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;50;0;50;196,610946531143
1139935;1;1;1;10;1;1;1;5;1973;36;1;6;2;1;24; ; ; ;2;1;2; ;5;11;2;50;11;50;159,414620701048
1139935;1;2;1;10;2;2;1;2;1935;74;5;5;1; ; ;3; ; ;2;1;2; ;4;6; ;50;6;50;159,414620701048
1139935;1;3;1;10;3;2;1;3;1932;77;5;4;2;2; ; ; ; ;2;1;2; ;3;4; ;50;4;50;159,414620701048
1139936;1;1;1;10;1;1;1;7;1933;75;1;5;1; ; ;2;5; ;2;1;2; ;3;1; ;50;1;50;182,738562058077
1139937;1;1;1;10;1;1;1;9;1957;51;1;3;1; ; ;1;3;58000;2;1;2; ;3;5; ;50;5;50;184,069717150526
1139937;1;2;1;10;2;2;1;12;1963;45;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;50;7;50;184,069717150526
1139937;1;3;1;10;1;2;1;12;1994;14;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;50;8;50;184,069717150526
1139938;1;1;1;10;1;2;1;4;1948;61;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;50;5;50;169,799071825386
1139939;1;1;1;10;1;1;1;3;1962;47;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;50;5;50;192,566004177044
1139939;1;2;1;10;2;2;1;3;1961;48;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;50;5;50;192,566004177044
1139939;1;3;1;10;3;1;1;5;1984;25;3;6;2;1;84; ; ; ;2;1;2; ;5;11;2;50;11;50;192,566004177044
1139939;1;4;1;10;4;2;1;8;1988;20;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;50;11;50;192,566004177044
1139940;1;1;1;10;1;1;1;2;1957;52;1;3;1; ; ;1;3;63000;2;1;2; ;5;11;2;50;11;50;173,685266026189
1139940;1;2;1;10;2;2;1;2;1958;51;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;50;5;50;173,685266026189
1139940;1;3;1;10;3;1;1;10;1979;29;3;6;1; ; ;1;5; ;2;1;2; ;4;9; ;50;9;50;173,685266026189
1139940;1;4;1;10;4;2;1;8;1988;20;3;6;1; ; ;1;5; ;2;1;1;1;6;3;3;50;14;50;173,685266026189
1139940;1;5;1;10;5;2;1;6;1928;80;9;5;1; ; ;3; ; ;2;1;2; ;3;2; ;50;2;50;173,685266026189
1139941;1;1;1;10;1;2;1;7;1962;46;1;4;2;1;18; ; ; ;2;1;2; ;4;7; ;50;7;50;191,613697370036
1139941;1;2;1;10;2;1;1;4;1969;40;9;5;2;1;12; ; ; ;2;1;2; ;3;1; ;50;1;50;191,613697370036
1139943;1;1;1;10;1;1;1;9;1952;56;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;50;3;50;183,349326475714
1139943;1;2;1;10;2;2;1;10;1963;45;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;50;3;50;183,349326475714
1139943;1;3;1;10;3;2;1;2;1986;23;3;2;1; ; ;1;5; ;2;1;2; ;4;7; ;50;7;50;183,349326475714
1139943;1;4;1;10;4;1;1;5;1982;27;9;2;1; ; ;1;3;63000;2;1;2; ;4;9; ;50;9;50;183,349326475714
1139943;1;5;1;10;3;1;1;6;2005;3;4; ;1; ; ;1;5; ;2;2;1;2;2;0; ;50;0;50;183,349326475714
1139944;1;1;1;10;1;2;1;6;1922;86;1;5;1; ; ;3; ; ;2;1;2; ;1;0; ;50;0;50;169,799071825386
1139945;1;1;1;10;1;1;1;12;1938;70;1;5;1; ; ;1;2;456000;2;1;2; ;5;11;2;50;11;50;182,738562058077
1139946;1;1;1;10;1;2;1;8;1982;26;1;2;1; ; ;1;3;62700;2;1;1;2;6;5;2;50;16;50;191,613697370036
1139946;1;2;1;10;2;1;1;7;1983;25;2;2;2;1;10; ; ; ;2;1;2; ;6;6;4;50;17;50;191,613697370036
1139948;1;1;1;10;1;2;1;1;1987;22;1;6;1; ; ;1;1;22300;2;1;2; ;5;11;2;50;11;50;181,135829756731
1139950;1;1;1;10;1;2;1;2;1981;28;1;2;1; ; ;1;1;19200;2;1;2; ;5;11;2;50;11;50;172,167808747564
1139950;1;2;1;10;2;1;1;3;1982;27;2;2;1; ; ;1;5; ;2;1;2; ;4;8; ;50;8;50;172,167808747564
1139950;1;3;1;10;1;2;1;10;2000;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;50;2;50;172,167808747564
1139950;1;4;1;10;1;1;1;10;2007;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;50; ;50;172,167808747564
1139950;1;5;1;10;5;2;1;2;1940;69;5;4;1; ; ;3; ; ;2;1;2; ;3;5; ;50;5;50;172,167808747564
