DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1145938;1;3;1;70;2;12;48;1; ;2;12;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;39;52;1;1;5244;25;1286,13435490976
1145990;1;3;1;70;2;8;30;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;25;453,680893069784
1145990;1;4;1;70;2;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;77;97;60;1;1;6042;25;453,680893069784
1145990;1;6;1;70;2;20;40;1; ;2;28;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;36;1;2;3611;25;453,680893069784
1146568;1;3;1;70;2;1;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;20;797,765963821585
1146718;1;2;1;70;2;22;42;4; ;2;99;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;54;95;1;2;9500;23;2256,60653744328
1146730;1;4;1;70;2;52;48;3; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;2;5261;23;546,270061733742
1146737;1;2;1;70;2;3;40;3; ;2;28;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;77;15;1;1;1530;23;1866,04302667869
1147313;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;84;84;50;1;1;5020;50;714,881876114083
1147314;1;2;1;70;2;33;48;1; ;2;160;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;45;50;1;2;5011;50;1085,81769484993
1147486;1;2;1;70;2;12;24;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;56;56;93;1;1;9301;54;1187,41411017813
1148087;1;1;1;70;2;4;48;8; ;2;4;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;270000;2;62;62;01;1;1;0111;73;690,52193318143
1148410;1;7;1;70;2;8;48;1; ;2;42;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;50;1;1;5051;76;1614,70574777445
1148457;1;3;1;70;2;104;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;76;1444,80016731382
1148457;1;4;1;70;2;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;76;1444,80016731382
1148457;1;8;1;70;2;16;48;1; ;2;4;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;98;2;97;53;55;1;2;5530;76;1444,80016731382
1148458;1;4;1;70;2;16;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;57;93;1;2;9302;76;756,58810313256
