DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
1142106;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;391,719334121215
1142107;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;366,633169736963
1142109;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;2;2;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;297,389845556028
1142110;1;2;1;1;1;1;1;4;3;3; ; ; ; ;170000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;377,607655457626
1142111;1;3;2;1;1;1;1;1;3;1; ; ;98;250000; ;1;2;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;1;3;1;01;13;13;1;371,642532606446
1142112;1;4;3;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;13;13;1;350,483345238921
1142113;1;2;1;1;1;1;1;3;4;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;1;3;1;01;13;13;1;368,913516277344
1142114;1;2;1;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;329,73426515642
1142115;1;2;2;1;1;1;1;2;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;3;1;01;13;13;1;316,066843534926
1142116;1;2;1;1;1;1;1;3;4;3; ; ; ; ;230000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2;1;1;1;1;3;1;01;13;13;1;383,04017206813
1142117;1;4;3;1;1;1;1;1;3;4; ; ; ;500000; ;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;317,610016124308
1142118;1;4;3;1;1;1;1;1;3;3; ; ; ; ;330000;2;2;1;2;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;383,635125908735
1142119;1;4;2;1;1;1;1;1;3;1; ; ;100000000;650000; ;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;3;1;01;13;13;1;405,389267116866
1142120;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;3;1;01;13;13;1;350,624202918276
1142121;1;2;2;1;2;1;2;2;3;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;2;1;3; ;01;13;13;1;348,471099361092
1142121;2;1;1;1;2;1;2;2;3;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;13;13;1;348,471099361092
1142122;1;3;2;1;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;13;13;1;353,106605794824
1142123;1;3;2;1;1;1;1;1;3;1; ; ;20000000;70000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;1;3;1;01;13;13;1;323,565937025956
1142124;1;2;1;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;13;13;1;344,14436595199
1142126;1;3;2;1;1;1;1;1;3;1; ; ;20000000;200000; ;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;13;13;1;380,903194581261
1142127;1;3;2;2;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;13;13;1;350,624202918276
1142128;1;4;3;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;13;13;1;339,225414513474
1142129;1;2;1;1;1;1;1;6; ;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;325,921096919307
1142130;1;2;1;2;1;1;1;1;3;5; ; ; ;70000; ;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;1;2;2;1;2;5;2;1;1;2;1;1;1;3;1;01;13;13;1;700,966690477842
1142131;1;4;3;1;1;1;1;1;3;1; ; ;98;400000; ;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;3;1;01;13;13;1;321,593835517887
1142132;1;4;3;1;1;1;1;1;3;1; ; ;328000000;2500000; ;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;6;7;1;01;13;13;1;387,523107498819
1142133;1;2;1;1;1;1;1;1;3;1; ; ;25000000;150000; ;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;13;13;1;366,633169736963
1142134;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;1;1;1;1;3;3;1;01;13;13;1;370,446337974076
1142199;1;3;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;188,293470880184
1142200;1;5;1;1;1;1;1;1;4;3; ; ; ; ;330000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;184,930098699974
1142201;1;5;1;1;1;1;1;1;4;1; ; ;10000000;400000; ;1;2;1;2;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;1;1;2;4;3;1;2;1;1;1;3;2;1;01;17;17;1;188,293470880184
1142202;1;4;3;1;1;1;1;1;4;2; ;450000;80000000;500000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;4;1;2;1;1;1;4;2;1;01;17;17;1;228,487995388635
1142203;1;7;4;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;239,391677367504
1142204;1;5;4;1;1;1;1;1;3;3; ; ; ; ;565000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;203,946939615204
1142205;1;6;3;1;1;1;1;1;3;2; ;650000;95000000;650000; ;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;158,450370710157
1142206;1;3;2;1;1;1;1;1;4;3; ; ; ; ;260000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;3;2;1;01;17;17;1;221,582170353577
1142207;1;4;2;1;1;1;1;1;3;4; ; ; ;250000; ;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;1;1;2;1;3;1;1;1;1;1;2;2;1;01;17;17;1;165,442364706686
1142208;1;5;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;181,504458998441
1142209;1;3;2;1;1;1;1;1;3;1; ; ;50000000;200000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;01;17;17;1;240,533311165307
1142210;1;2;2;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;17;17;1;204,182386154233
1142211;1;4;3;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;01;17;17;1;161,541302087069
1142212;1;1;1;1;1;1;1;1;3;4; ; ; ;120000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;17;17;1;234,481249362948
1142213;1;2;1;1;1;1;1;1;4;4; ; ; ;200000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;3;1;2;1;1;1;2;2;1;01;17;17;1;182,881539335272
1142214;1;3;1;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;7;1;2;1;1;1;3;2;1;01;17;17;1;177,938104703445
1142216;1;3;2;1;1;1;1;1;3;1; ; ;40000000;350000; ;1;1;1;2;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;181,029036080357
1142217;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;17;17;1;159,622289750079
1142218;1;7;2;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;3;1;2;1;1;1;3;3;1;01;17;17;1;197,190392157704
1142219;1;5;3;1;1;1;1;1;3;1; ; ;115000000;700000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;176,561024366613
1142220;1;8;3;1;1;1;1;1;3;1; ; ;180000000;1000000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;164,3925453642
1142221;1;6;3;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;2;1;1;1;4;2;1;01;17;17;1;209,889114269248
1142222;1;7;2;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;4;2;1;01;17;17;1;181,301476883655
1142224;1;6;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;4;6;1;2;1;1;1;3;2;1;01;17;17;1;157,308736912354
1142225;1;5;3;1;1;1;1;1;4;3; ; ; ; ;280000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;6;1;2;1;1;1;3;2;1;01;17;17;1;189,056764363372
1142226;1;5;4;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;3;1;1;1;1;1;3;2;1;01;17;17;1;156,258917569868
1142227;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;4;3;1;1;1;1;1;3;2;1;01;17;17;1;200,07834141983
1142228;1;3;2;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;3;2;1;01;17;17;1;240,533311165307
1142229;1;3;2;1;1;1;1;1;3;1; ; ;98;250000; ;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;169,804476909113
1142230;1;5;1;1;1;1;1;1;3;3; ; ; ; ;150000;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;174,74791154094
1142231;1;4;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;222,218578136216
1142232;1;6;4;1;1;1;1;1;3;1; ; ;80000000;300000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;1;6;1;1;1;1;1;3;2;1;01;17;17;1;166,644086843688
1142233;1;5;2;1;1;1;1;1;4;1; ; ;40000000;300000; ;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;169,947370684699
1142234;1;5;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;200,07834141983
1142235;1;6;3;1;1;1;1;1;3;2; ;311000;98;300000; ;1;2;1;2;1;1;1;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;1;6;1;1;1;1;1;3;2;1;01;17;17;1;201,30506225483
1142236;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;168,805736886896
1142237;1;2;1;1;1;1;1;1;4;3; ; ; ; ;290000;1;2;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;7;1;2;1;1;1;3;2;1;01;17;17;1;177,938104703445
1142239;1;3;1;1;1;1;1;1;4;1; ; ;60000000;300000; ;1;2;1;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;3;1;01;17;17;1;189,435104677987
1142240;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;6;1;2;1;1;1;3;3;1;01;17;17;1;177,938104703445
1142241;1;5;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;6;1;2;1;1;1;3;2;1;01;17;17;1;189,056764363372
1142242;1;5;2;1;1;1;1;1;3;1; ; ;80000000;450000; ;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;209,235707934376
1142243;1;6;2;1;1;1;1;1;3;1; ; ;90000000;550000; ;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;209,235707934376
1142244;1;6;4;1;1;1;1;1;3;1; ; ;150000000;700000; ;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;228,487995388635
1142245;1;5;2;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;4;2;1;01;17;17;1;200,07834141983
1142246;1;7;5;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;196,453442078319
1142249;1;5;3;1;1;1;1;1;3;1; ; ;80000000;350000; ;1;2;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;2;1;6;1;1;1;1;1;3;2;1;01;17;17;1;191,686646157475
1142250;1;4;2;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;246,52656513962
1142251;1;5;4;1;1;1;1;1;3;1; ; ;45000000;250000; ;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;6;1;1;1;1;1;3;2;1;01;17;17;1;190,174942755861
1142252;1;3;1;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;188,293470880184
1142253;1;6;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;6;1;1;1;1;1;3;2;1;01;17;17;1;177,938104703445
1142254;1;4;3;1;1;1;1;1;4;1; ; ;98;500000; ;2;1;1;2;2;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;6;1;2;1;1;1;3;2;1;01;17;17;1;158,450370710157
1142255;1;4;3;1;1;1;1;1;4;3; ; ; ; ;190000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;17;1;184,694652160945
1142256;1;3;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;1;1;01;17;17;1;230,377204628545
1142257;1;5;3;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;6;1;1;1;1;1;2;2;1;01;17;17;1;167,755917544411
1142258;1;3;1;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;176,939364681228
1142259;1;3;1;1;1;1;1;1;3;1; ; ;98;250000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;6;1;1;1;1;1;2;2;1;01;17;17;1;188,293470880184
1142260;1;2;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;2;1;6;1;1;1;1;1;2;2;1;01;17;17;1;164,44362468447
1142261;1;5;3;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;203,946939615204
1142262;1;4;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;209,696757517185
1142263;1;5;3;1;1;1;1;1;4;1; ; ;98;250000; ;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;2;2;1;01;17;17;1;165,442364706686
1142264;1;3;2;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;166,614283746608
1142265;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;6;1;2;1;1;1;2;2;1;01;17;17;1;165,442364706686
1142270;1;4;1;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;2;2;1;01;17;17;1;174,74791154094
1142271;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;163,301990886667
1142272;1;4;3;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;184,076335467275
1142273;1;6;4;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;196,739967937617
1142276;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;241,470865590475
1142277;1;4;1;1;1;1;1;1;4;4; ; ; ;800000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;1;7;1;2;1;1;1;6;2;1;01;17;17;1;189,435104677987
1142279;1;5;3;1;1;1;1;1;3;1; ; ;120000000;450000; ;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;6;1;1;1;1;1;3;2;1;01;17;17;1;230,234310852959
1142280;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;158,888799363971
1142281;1;1;1;1;1;1;1;1;4;3; ; ; ; ;220000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;177,938104703445
1142282;1;3;2;1;1;1;1;1;4;3; ; ; ; ;120000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;163,250911566398
1142283;1;3;1;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;174,74791154094
1142284;1;6;3;1;1;1;1;1;3;1; ; ;98;98; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;161,813742890367
1142285;1;4;3;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;17;1;255,193326422233
1142286;1;1;1;1;1;1;1;1;4;1; ; ;25000000;200000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;4;2;1;2;1;1;1;2;2;1;01;17;17;1;177,938104703445
1142287;1;3;3;1;1;1;1;1;4;4; ; ; ;150000; ;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1;1;1;4;4;1;2;1;1;1;2;2;1;01;17;17;1;184,694652160945
1142288;1;2;2;1;1;1;2;1;4;1; ; ;15000000;120000; ;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;4;3;1;2;1;1;1;2;2;1;01;17;17;1;226,123882316585
1142289;1;4;3;1;1;1;1;1;4;4; ; ; ;250000; ;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;17;17;1;194,339148880572
1142290;1;2;2;1;2;1;1;1;4;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;4;3;1;2;1;1;1;2;2;1;01;17;17;1;196,191652135487
1142291;1;4;3;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;215,992255391876
1142292;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;170,946110706915
1142293;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;172,434358703216
1142294;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;17;1;176,939364681228
1142296;1;6;3;1;1;1;1;1;3;1; ; ;160000000;1200000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;7;1;1;1;1;1;6;2;1;01;17;17;1;162,252171544182
1142297;1;6;3;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;6;2;1;01;17;17;1;203,731961934147
1142298;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;17;1;187,582601423072
1142299;1;3;1;1;1;1;1;1;3;3; ; ; ; ;290000;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;17;1;174,74791154094
1142300;1;4;3;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;1;1;1;2;2;1;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;1;01;17;17;1;196,449719603511
