PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P3038;P3039
20220730;07;2022;7126198;1;1;1;18;;1;763.93903708;70;1;2
20220730;07;2022;7126198;1;2;1;18;;1;763.93903708;70;2;1
20220730;07;2022;7126199;1;1;1;18;;1;729.36788698;70;1;2
20220730;07;2022;7126200;1;1;1;18;;1;841.82298037;70;2;1
20220730;07;2022;7126201;1;1;1;18;;1;761.08366335;70;1;2
20220730;07;2022;7126202;1;1;1;18;;1;659.20122816;70;1;2
20220730;07;2022;7126203;1;1;1;18;;1;761.08366335;70;1;2
20220730;07;2022;7126204;1;1;1;18;;1;415.75003174;66;2;1
20220730;07;2022;7126204;1;2;1;18;;1;415.75003174;66;1;2
20220730;07;2022;7126205;1;1;1;18;;1;231.82276178;66;1;2
20220730;07;2022;7126205;1;2;1;18;;1;231.82276178;66;2;1
20220730;07;2022;7126205;1;3;1;18;;1;231.82276178;66;1;2
20220730;07;2022;7126206;1;1;1;18;;1;376.95100361;66;2;1
20220730;07;2022;7126206;1;2;1;18;;1;376.95100361;66;1;2
20220730;07;2022;7126206;1;3;1;18;;1;376.95100361;66;2;1
20220730;07;2022;7126207;1;1;1;18;;1;288.28625109;66;1;2
20220730;07;2022;7126208;1;1;1;18;;1;419.96696192;66;2;1
20220730;07;2022;7126208;1;2;1;18;;1;419.96696192;66;1;2
20220730;07;2022;7126209;1;1;1;18;;1;473.39658945;66;1;2
20220730;07;2022;7126209;1;2;1;18;;1;473.39658945;66;2;1
20220730;07;2022;7126210;1;1;1;18;;1;417.46515289;66;1;2
20220730;07;2022;7126210;1;2;1;18;;1;417.46515289;66;1;2
20220730;07;2022;7126210;1;3;1;18;;1;417.46515289;66;2;1
20220730;07;2022;7126211;1;1;1;18;;1;370.21758228;66;1;2
20220730;07;2022;7126212;1;1;1;18;;1;382.27288107;66;2;1
20220730;07;2022;7126212;1;2;1;18;;1;382.27288107;66;1;2
20220730;07;2022;7126213;1;1;1;18;;1;395.72041206;66;1;2
20220730;07;2022;7126213;1;2;1;18;;1;395.72041206;66;2;1
20220730;07;2022;7126214;1;1;1;18;;1;286.35971889;66;1;2
20220730;07;2022;7126215;1;1;1;18;;1;319.49833984;66;2;1
20220730;07;2022;7126215;1;2;1;18;;1;319.49833984;66;1;2
20220730;07;2022;7126216;1;1;1;18;;1;362.02020099;66;2;1
20220730;07;2022;7126217;1;1;1;18;;1;306.1276651;66;1;2
20220730;07;2022;7126217;1;2;1;18;;1;306.1276651;66;1;2
20220730;07;2022;7126218;1;1;1;18;;1;327.84527534;66;2;1
20220730;07;2022;7126219;1;1;1;18;;1;397.72252052;66;2;1
20220730;07;2022;7126219;1;2;1;18;;1;397.72252052;66;1;2
20220730;07;2022;7126220;1;1;1;18;;1;369.23841121;66;2;1
20220730;07;2022;7126220;1;2;1;18;;1;369.23841121;66;2;1
20220730;07;2022;7126221;1;1;1;18;;1;327.84527534;66;2;1
20220730;07;2022;7126222;1;1;1;18;;1;362.02020099;66;2;1
20220730;07;2022;7126223;1;1;1;18;;1;327.84527534;66;2;1
20220730;07;2022;7126224;1;1;1;18;;1;327.84527534;66;2;1
20220730;07;2022;7126225;1;1;1;18;;1;567.08392633;66;1;2
20220730;07;2022;7126225;1;2;1;18;;1;567.08392633;66;2;1
20220730;07;2022;7126225;1;3;1;18;;1;567.08392633;66;1;2
20220730;07;2022;7126226;1;1;1;18;;1;432.42937663;66;1;2
20220730;07;2022;7126227;1;1;1;18;;1;540.94470431;66;2;1
20220730;07;2022;7126228;1;1;1;18;;1;552.70225721;66;2;1
20220730;07;2022;7126228;1;2;1;18;;1;552.70225721;66;1;2
20220730;07;2022;7126228;1;3;1;18;;1;552.70225721;66;2;1
20220730;07;2022;7126229;1;1;1;18;;1;505.11064741;66;1;2
20220730;07;2022;7126229;1;2;1;18;;1;505.11064741;66;1;2
20220730;07;2022;7126230;1;1;1;18;;1;641.79620999;66;1;2
20220730;07;2022;7126231;1;1;1;18;;1;553.51645856;66;1;2
20220730;07;2022;7126231;1;2;1;18;;1;553.51645856;66;2;1
20220730;07;2022;7126232;1;1;1;18;;1;287.79666332;66;1;2
20220730;07;2022;7126232;1;2;1;18;;1;287.79666332;66;2;1
20220730;07;2022;7126233;1;1;1;18;;1;661.87929228;66;1;2
20220730;07;2022;7126233;1;2;1;18;;1;661.87929228;66;2;1
20220730;07;2022;7126233;1;3;1;18;;1;661.87929228;66;2;1
20220730;07;2022;7126234;1;1;1;18;;1;444.18692954;66;1;2
20220730;07;2022;7126234;1;2;1;18;;1;444.18692954;66;1;2
20220730;07;2022;7126234;1;3;1;18;;1;444.18692954;66;2;1
20220730;07;2022;7126235;1;1;1;18;;1;500.72805082;66;1;2
20220730;07;2022;7126235;1;2;1;18;;1;500.72805082;66;2;1
20220730;07;2022;7126236;1;1;1;18;;1;368.46817148;66;2;1
20220730;07;2022;7126236;1;2;1;18;;1;368.46817148;66;1;2
20220730;07;2022;7126236;1;3;1;18;;1;368.46817148;66;2;1
20220730;07;2022;7126237;1;1;1;18;;1;422.48345307;66;2;1
