DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4658858;3;1;3;70;05;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;81;99;51;1;2;5155;07;05;1463,39054505098
4658861;1;1;1;70;05;32;48;4; ;2;56;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;781242;1;4;85;85;45;1;2;4542;07;05;970,53026691869
4658864;1;1;1;70;05;6;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;45;92;1;1;9242;07;05;1053,87516933778
4658864;1;2;1;70;05;4;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;70;1;1;7020;07;05;1053,87516933778
4658864;1;3;1;70;05;10;48;1; ;2;10;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;53;55;1;1;5521;07;05;1053,87516933778
4658864;1;4;1;70;05;12;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;84;84;50;1;1;5040;07;05;1053,87516933778
4658872;1;1;1;70;05;15;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;8512;07;05;1397,58970301342
4658873;1;2;1;70;05;20;48;1; ;2;20;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;785000;2; ;45;45;55;1;2;5521;07;05;1199,91418183323
4658877;1;3;1;70;05;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;45;1;2;4521;07;05;1209,49896784691
4658882;1;2;1;70;05;40;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;80;1;2;8050;07;05;1182,51245241093
4658904;1;1;1;70;05;16;48;4; ;2;16;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;57;57;93;1;2;9302;07;05;1325,63725167047
4658907;1;2;1;70;05;8;48;1; ;2;22;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;37;74;1;1;7499;07;05;1245,56297267512
4658910;1;1;1;70;05;28;40;1; ;2;60;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1600000;2; ;33;44;65;1;2;6512;07;05;990,824649073591
4658915;1;4;1;70;05;50;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5233;07;05;1120,38071835406
4658919;1;1;1;70;05;24;48;2; ;2;24;4; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;5000000;2; ;12;12;75;1;2;7513;07;05;1190,73883698528
4658924;1;2;1;70;05;4;48;1; ;2;104;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;55;93;1;1;9303;07;05;1168,373834668
4658927;1;1;1;70;05;68;48;1; ;2;4;4; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;2000000;4000000;2; ;02;39;51;1;2;5153;07;05;1124,03451753757
4658928;1;2;1;70;05;24;48;1; ;2;32;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;33;53;55;1;2;5521;07;05;999,812180098869
4658937;1;1;1;70;05;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;73;73;02;1;1;0201;07;05;1190,73883698528
4658941;1;1;1;70;05;27;48;1; ;2;28;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;44;44;66;1;2;6601;07;05;991,585795524514
4658951;1;3;1;70;05;259;48;2; ;2;259;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;98;60;1;2;6021;07;05;1187,08503780176
4658958;1;3;1;70;05;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;450000; ; ;45; ; ;1;2; ;07;05;895,741893855846
4658960;1;4;1;70;05;4;48;1; ;2;104;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;54;85;1;1;8532;07;05;796,244193003661
4658960;1;5;1;70;05;25;48;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;85;85;45;1;2;4542;07;05;796,244193003661
4658963;1;11;1;70;05;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;81;81;36;1;1;3611;07;05;2003,6661602219
4658965;1;5;1;70;05;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;781242;2; ;39;44;66;1;1;6601;07;05;1100,41648098105
