DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2475311;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;2085,67406164714
2478874;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;41;904,245830098334
2478877;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;41;754,006591013696
2478880;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;41;653,488602137892
2478881;1;3;1;80;2;1;1;7; ;2; ;2; ; ;1; ;9;1;1;07;41;585,582877941811
2478881;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;41;585,582877941811
2479009;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;655,37600936883
2479010;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;2085,67406164714
2479011;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1619,81678526886
2479012;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;07;63;1158,06070155924
2479013;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1373,79008785375
2479013;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1373,79008785375
2479014;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1547,30258977781
2479014;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1547,30258977781
2479014;1;6;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1547,30258977781
2479015;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;07;63;696,528134524796
2479016;1;2;1;80;2;1;4;7; ;2; ;2; ; ; ; ;9;2;1;07;63;717,057740304954
2479016;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;717,057740304954
2479017;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;07;63;1645,33365729698
2479017;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;07;63;1645,33365729698
2479017;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1645,33365729698
2479017;1;5;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;63;1645,33365729698
2479018;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;07;63;1822,50831166075
2479018;1;2;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;63;1822,50831166075
2479018;1;4;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;63;1822,50831166075
2479019;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;63;1699,99390695623
2479019;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;07;63;1699,99390695623
2479019;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1699,99390695623
2479019;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1699,99390695623
2479021;1;2;1;80;2;2; ; ; ;2; ;2; ;1;1; ;9; ;1;07;63;1151,78406965296
2479024;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;07;63;1072,66954317022
2479025;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;07;63;1456,25111403426
2479025;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;07;63;1456,25111403426
2479034;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1258,20230296317
2479034;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1258,20230296317
2479035;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1473,68679715367
2479035;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1473,68679715367
2479036;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1043,26155940743
2479036;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1043,26155940743
2479036;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1043,26155940743
2479037;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1005,74036231947
2479041;1;1;1;80;2;1;3;5; ;3; ;2; ; ; ; ;10;2;1;07;63;710,678640306094
2479041;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;710,678640306094
2479042;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;8;2;1;07;63;1533,82568964623
2479042;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1533,82568964623
2479042;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1533,82568964623
2479042;1;4;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1533,82568964623
2479045;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1385,33954863294
2479045;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1385,33954863294
2479045;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1385,33954863294
2479047;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;07;63;466,010510626025
2479047;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;466,010510626025
2479047;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;466,010510626025
2479048;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;736,812698334804
2479057;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;07;63;1331,94418142195
2479057;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1331,94418142195
2479059;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;655,37600936883
2479060;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1085,10746583923
2479060;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1085,10746583923
2479063;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;07;63;1300,04820939497
2479063;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1300,04820939497
2479064;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;63;1509,11883578572
2479064;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;8;2;1;07;63;1509,11883578572
2479065;1;1;1;80;2;2; ; ; ;3; ;2; ;2; ;.; ; ;1;07;63;2085,67406164714
2479066;1;2;1;80;2;1;4;8; ;2; ;2; ; ;2; ;1;1;1;07;63;1036,21990250444
2479067;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;07;63;1772,28458577211
2479070;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;07;63;1358,55493878758
2479070;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1358,55493878758
2479070;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1358,55493878758
2479070;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;1358,55493878758
2479071;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;466,010510626025
2479071;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;63;466,010510626025
2480660;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;329,207461804194
2480661;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;285,436613413148
2480661;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;285,436613413148
2480661;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;285,436613413148
2480662;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;452,056445093685
2480663;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;214,8750627307
2480663;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;214,8750627307
2480664;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;336,453505146462
2480665;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;310,515881829472
2480667;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;483,486202501663
2480668;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;474,757345575841
2480668;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;474,757345575841
2480669;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;266,745033438426
2480669;1;3;1;80;2;2; ; ; ;2; ;2; ;1;2; ;9; ;1;07;18;266,745033438426
2480669;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;266,745033438426
2480670;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,82430185475
2480671;1;2;1;80;2;2; ; ; ;2; ;2; ;1;3; ;9; ;1;07;18;301,382317346279
2480671;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;301,382317346279
2480672;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;458,02667163597
2480673;1;2;1;80;2;2; ; ; ;2; ;1;150000;2; ;.; ; ;1;07;18;291,82430185475
2480674;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;439,516810885523
2480675;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;519,798734840616
2480676;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;561,095253301285
2480678;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;293,934419888084
2480678;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;293,934419888084
2480678;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;293,934419888084
2480679;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;377,035604778694
2480679;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;377,035604778694
2480679;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;377,035604778694
2480680;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;287,546731446482
2480680;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;287,546731446482
2480680;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;287,546731446482
2480680;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;287,546731446482
2480680;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;287,546731446482
2480682;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;496,685648385397
2480683;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;708,098754321528
2480684;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;624,997569430918
2480685;1;1;1;80;2;2; ; ; ;2; ;2; ;1;5; ;8; ;1;07;18;531,086605916111
2480708;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;214,8750627307
2480708;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;214,8750627307
2480709;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;411,672888686547
2480709;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;411,672888686547
2480710;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;452,056445093685
2480711;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;233,566642705422
2480711;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;233,566642705422
2480712;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;543,400916043127
2480712;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;543,400916043127
2480713;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;389,575238986856
2480715;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;475,405857926044
2480716;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;387,646840177797
2480717;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;293,934419888084
2480717;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;293,934419888084
2480718;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;325,165634070968
2480720;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;214,8750627307
2480720;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;214,8750627307
2480721;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;602,421827279929
2480722;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;306,474054096246
2480723;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;477,994068410675
2480724;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;374,92548674536
2480726;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;196,391382743366
2480728;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,346209403453
2480728;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,346209403453
2480729;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;18;370,207023335743
2480730;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;233,566642705422
2480731;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,588559179708
2480731;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,588559179708
2480731;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,588559179708
2480731;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;291,588559179708
2480732;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;208,72311696414
2480733;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;292,682656755416
2480733;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;292,682656755416
2480733;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;292,682656755416
2480733;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;18;292,682656755416
2481020;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1536,08494330527
2481020;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1536,08494330527
2481024;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1765,47491657896
2481024;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1765,47491657896
2481024;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1765,47491657896
2481024;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1765,47491657896
2481025;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1403,52330034114
2481028;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1811,52275373397
2481031;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;6;2;1;07;13;1802,18691823547
2481031;1;4;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;07;13;1802,18691823547
2481031;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1802,18691823547
2481031;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1802,18691823547
2481032;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1723,62300013123
2481034;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1536,76930421164
2481034;1;5;1;80;2;1;9;4; ;2; ;2; ; ; ; ;4;2;1;07;13;1536,76930421164
2481035;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1847,30972067858
2481036;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1957,77237377946
2481036;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1957,77237377946
2481036;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1957,77237377946
2481037;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1323,94866831615
2481038;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1475,33585296674
2481042;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;07;13;1508,19208303027
2481042;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1508,19208303027
2481042;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1508,19208303027
2481042;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1508,19208303027
2481044;1;1;1;80;2;1;1;8; ;2; ;2; ; ;1; ;1;1;1;07;13;1212,0944220973
2481044;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1212,0944220973
2481044;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1212,0944220973
2481044;2;1;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;1212,0944220973
2481051;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;6;2;1;07;13;1055,92290578
2481055;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
2481055;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
2481055;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
2481055;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
2481055;1;9;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
2481055;1;13;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
2481055;1;14;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;07;13;2522,56607978347
