DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;fex_c_2011
2479036;1;3;2;2;1;3;2;1;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;5;1;1;7;2;1;2;2;2;2;1; ; ;01;2;07;63;1;1043,26155940743
2479037;1;1;1;2;1;1;1;1;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;2;2; ;3;1;1;4;2;1;2;2;1;1;1;7;1;01;2;07;63;1;1005,74036231947
2479038;1;3;2;2;1;1;2;3;4;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;1;2;1;2;2;1;2;1;7; ;01;2;07;63;1;758,903646736751
2479039;1;3;2;2;1;1;1;1;5;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;3;2;2; ;4;1;1;1;2;1;2;2;1;1;1;7;1;01;2;07;63;1;1348,93577272976
2479041;1;5;3;2;1;4;1;1;3;1; ; ;50000000;650000; ;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;1;1;2;1;1;2;2;1;3; ;1;01;2;07;63;1;710,678640306094
2479042;1;5;3;2;1;1;1;1;3;4; ; ; ;400000; ;2;2;1;2;1;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;1;1;4;1;1;2;1;1;3;3;1;01;2;07;63;1;1533,82568964623
2479044;1;5;1;2;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;2;1;2;1;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;1;2;2; ;1;1;1;4;4;1;2;2;1;1;3;3;1;01;2;07;63;1;1624,14149461269
2479045;1;2;2;2;1;3;1;1;4;4; ; ; ;70000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;1;7;2;1;2;2;2;1;3; ;1;01;2;07;63;1;1385,33954863294
2479046;1;2;1;2;2;1;1;6; ;4; ; ; ;70000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;7;2;1;2;2;1;1;3;3;1;01;2;07;63;1;905,23641140669
2479047;1;4;3;2;1;3;1;1;5;1; ; ;98;98; ;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1;3;2;2; ;7;1;1;1;2;1;2;2;2;1;3; ;1;01;2;07;63;1;466,010510626025
2479048;1;4;1;2;1;1;1;1;4;4; ; ; ;300000; ;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;4;1;2;2;1;1;3;3;1;01;2;07;63;1;736,812698334804
2479056;1;3;1;2;1;5;1;1;5;4; ; ; ;30000; ;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;2;2;2;1;1; ;1;01;2;07;63;1;1047,58626875127
2479057;1;3;2;2;1;5;1;1;5;4; ; ; ;100000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;4;2;1;2;2;2;1;1; ;1;01;2;07;63;1;1331,94418142195
2479058;1;1;1;2;1;5;1;6; ;4; ; ; ;99; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;3;1;1;1;2;1;2;2;2;1;1; ;1;01;2;07;63;1;1197,74604368333
2479059;1;6;2;2;1;5;1;1;4;4; ; ; ;70000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;2;2;1;1; ;1;01;2;07;63;1;655,37600936883
2479060;1;4;2;2;1;5;6;1;4;1; ; ;15000000;50000; ;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;63;1;1085,10746583923
2479061;1;7;6;2;1;1;1;1;4;3; ; ; ; ;250000;2;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;7;2;2; ;8;1;1;1;2;1;2;2;1;1;1;7;1;01;2;07;63;1;981,412191581712
2479062;1;5;2;3;1;5;6;1;5;4; ; ; ;98; ;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;63;1;758,903646736751
2479063;1;1;1;2;1;5;6;1;5;4; ; ; ;40000; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;63;1;1300,04820939497
2479064;1;5;2;2;1;1;1;1;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;2;1;1;3;3;1;01;2;07;63;1;1509,11883578572
2479065;1;4;1;2;1;1;1;1;3;4; ; ; ;800000; ;2;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;2;1;1;2;3;1;01;2;07;63;1;2085,67406164714
2479066;1;2;1;2;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;2;1;1;3;3;1;01;2;07;63;1;1036,21990250444
2479067;1;4;1;2;1;1;1;1;4;1; ; ;500000000;1500000; ;2;1;1;2;1;1;1;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;1;1;4;1;2;2;1;1;3;3;1;01;2;07;63;1;1772,28458577211
2479068;1;4;3;2;1;5;1;1;5;4; ; ; ;98; ;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;2;2;2;1;1; ;1;01;2;07;63;1;1429,4665041889
2479070;1;5;3;2;1;5;1;1;5;4; ; ; ;98; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;7;1;1;1;2;1;2;2;2;1;1; ;1;01;2;07;63;1;1358,55493878758
2479071;1;4;2;2;1;1;1;1;5;4; ; ; ;98; ;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;1;1;1;2;1;01;2;07;63;1;466,010510626025
2480660;1;4;3;2;1;4;6;5;5;1; ; ;7000000;55000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;5;1;1;5;2;1;2;2;2;2;1; ; ;01;2;07;18;1;329,207461804194
2480661;1;4;2;2;1;4;6;5;5;1; ; ;8500000;56000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;6;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;285,436613413148
2480662;1;5;5;2;1;4;6;1;5;4; ; ; ;70000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;452,056445093685
2480663;1;4;2;2;1;4;3;1;5;1; ; ;8500000;65000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;4;1;1;5;2;1;2;2;2;2;1; ; ;01;2;07;18;1;214,8750627307
2480664;1;4;2;2;1;4;6;5;5;1; ; ;5600000;65000; ;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;1;2; ;2;2; ;3;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;336,453505146462
2480665;1;8;2;2;1;4;3;1;5;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;310,515881829472
2480667;1;5;3;3;1;2;6;1;5;1; ; ;7800000;98000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;5;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;483,486202501663
2480668;1;4;3;2;1;4;6;5;5;1; ; ;4000000;56000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;4;1;1;5;3;2;2;2;2;2; ; ; ;01;2;07;18;1;474,757345575841
2480669;1;4;3;2;1;4;6;5;5;1; ; ;7800000;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;5;1;1;5;3;2;2;2;2;2; ; ; ;01;2;07;18;1;266,745033438426
2480670;1;6;1;2;1;4;6;1;5;1; ; ;9000000;85000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;3;2;2;2;2;2; ; ; ;01;2;07;18;1;291,82430185475
2480671;1;6;2;2;1;4;6;5;5;1; ; ;9500000;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;301,382317346279
2480672;1;5;2;2;1;4;6;5;5;4; ; ; ;120000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;5;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;458,02667163597
2480673;1;4;1;2;1;4;6;1;5;4; ; ; ;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;3;2;2;2;2;2; ; ; ;01;2;07;18;1;291,82430185475
2480674;1;4;2;2;1;4;6;5;5;4; ; ; ;80000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2; ;2;2; ;4;1;1;1;1;1;2;2;2;2;1; ; ;01;2;07;18;1;439,516810885523
2480675;1;3;1;2;1;4;6;5;5;4; ; ; ;60000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;519,798734840616
2480676;1;3;2;2;1;4;6;1;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;561,095253301285
2480678;1;6;2;2;1;4;6;5;5;4; ; ; ;100000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;293,934419888084
2480679;1;6;2;2;1;4;6;5;5;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;1;1;1;2;2; ;2;2; ;5;1;1;1;3;1;1;2;2;2;1; ; ;01;2;07;18;1;377,035604778694
2480680;1;4;3;2;1;4;4;5;5;1; ; ;900000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;7;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;287,546731446482
2480681;1;5;1;2;1;4;6;5;5;1; ; ;2500000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;321,803752904966
2480682;1;4;2;2;1;4;6;5;5;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;496,685648385397
2480683;1;5;2;2;1;4;6;5;5;1; ; ;8000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;3;2;2;2;2;2; ; ; ;01;2;07;18;1;708,098754321528
2480684;1;2;1;2;1;4;6;5;5;1; ; ;2000000;45000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;1;1;2;1;2;2;2;2;9; ; ;01;2;07;18;1;624,997569430918
2480685;1;3;1;2;1;4;6;1;5;1; ; ;1500000;25000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;531,086605916111
2480708;1;3;2;2;1;3;6;1;5;1; ; ;3000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2; ;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;214,8750627307
2480709;1;3;2;2;1;4;4;1;5;1; ; ;3000000;40000; ;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;411,672888686547
2480710;1;2;1;2;1;3;6;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;452,056445093685
2480711;1;3;2;2;1;4;6;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;5;1;1;5;1;2;2;2;2;2; ; ; ;01;2;07;18;1;233,566642705422
2480712;1;4;3;2;1;4;6;1;5;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;8;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;543,400916043127
2480713;1;4;3;2;1;4;4;1;5;1; ; ;3000000;40000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2; ;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;389,575238986856
2480715;1;3;2;2;1;4;6;1;5;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;475,405857926044
2480716;1;3;2;2;1;4;6;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;387,646840177797
2480717;1;3;2;2;1;4;6;1;5;1; ; ;3000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;4;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;293,934419888084
2480718;1;4;3;2;1;3;6;1;5;1; ; ;4000000;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;4;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;325,165634070968
2480719;1;3;2;2;1;4;4;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;3;1;1;1;2;2;2;2;2;2; ; ; ;01;2;07;18;1;257,394147989078
2480720;1;3;2;2;1;4;6;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;4;1;1;5;2;2;2;2;2;2; ; ; ;01;2;07;18;1;214,8750627307
2480721;1;4;3;2;1;4;3;1;5;1; ; ;5000000;100000; ;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;1;1;2;2;2;2; ;2;2; ;4;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;602,421827279929
2480722;1;3;2;2;1;4;4;1;5;4; ; ; ;80000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2; ;2;2; ;3;1;1;5;2;1;2;2;2;2;1; ; ;01;2;07;18;1;306,474054096246
2480723;1;3;1;1;1;3;3;1;5;4; ; ; ;70000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2; ;2;2; ;2;1;1;1;2;1;2;1;2;2;1; ; ;01;2;07;18;1;477,994068410675
2480724;1;3;2;2;1;4;4;1;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2; ;2;2; ;4;1;1;5;2;1;2;2;2;2;1; ; ;01;2;07;18;1;374,92548674536
2480726;1;3;2;2;1;4;3;1;4;4; ; ; ;90000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2; ;2;2; ;3;1;1;1;2;1;2;2;2;2;1; ; ;01;2;07;18;1;196,391382743366
2480727;1;2;1;6; ;4;4;6; ;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;5;1;2;2;2;2;2; ; ; ;01;2;07;18;1;381,494894411237
2480728;1;3;2;2;1;4;5;1;5;1; ; ;1500000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;4;1;1;5;1;2;2;2;2;2; ; ; ;01;2;07;18;1;291,346209403453
2480729;1;3;2;2;1;4;6;1;5;1; ; ;3000000;40000; ;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;2; ;2;1;1;5;3;2;2;2;2;2; ; ; ;01;2;07;18;1;370,207023335743
2480730;1;4;3;2;1;3;6;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;5;1;1;5;1;2;2;2;2;2; ; ; ;01;2;07;18;1;233,566642705422
2480731;1;4;3;2;1;4;6;1;5;1; ; ;3000000;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;8;1;1;5;1;2;2;2;2;2; ; ; ;01;2;07;18;1;291,588559179708
